winemaker;latitude;longitude
Canalicchio di Sopra;43.035686;11.47
Tenuta CastelGiocondo;43.03925;11.407441
Comm. G.B. Burlotto;44.7554;8.03134
E. Pira & Figli;44.693516;7.850146
G.D. Vajra;44.611744;7.919536
Fontodi;43.531593;11.3052
Antinori;43.612602;11.191609
Roagna;44.699535;8.044001
Giuseppe Rinaldi;44.39793;7.5665
Virna;44.62691;7.956795
Roagna;44.699535;8.044001
Quintarelli Giuseppe;45.51996;10.947095
Attilio Ghisolfi;44.59984;7.967651
Kornell;46.510456;11.284775
Kornell;46.510456;11.284775
Gaja;44.557007;7.711347
Gaja;44.557007;7.711347
Damilano;44.65463;8.028054
Tenuta CastelGiocondo;43.03925;11.407441
Castello di Verduno;44.666924;7.933258
Tenuta CastelGiocondo;43.03925;11.407441
Talenti;46.054134;11.747432
Romanelli;42.90527;12.659512
Bolla;45.221004;10.024785
Patrizia Cencioni;42.886307;11.991806
Tenuta San Guido;43.23391;10.616
Guido Porro;44.63072;8.115619
Gaja;44.557007;7.711347
Antoniolo;45.62486;8.371514
Caiarossa;43.361958;10.61067
Giovanni Rosso;27.51639;41.696945
Gaja;44.557007;7.711347
Roagna;44.699535;8.044001
Ornellaia;43.212067;10.613753
Marchesi di Gresy;44.725048;8.080868
Gaja;44.557007;7.711347
Prunotto;44.68551;8.009502
Conterno Fantino;44.38825;7.54836
Ruffino;43.770927;11.345243
Castello di Ama;43.441765;11.389819
Nino Negri;46.17107;9.990381
Massolino;44.60997;7.999955
Mazzei;43.43548;11.303548
Le Macchiole;43.25903;10.594953
Gaja;44.557007;7.711347
Castello del Terriccio;43.412975;10.572179
Avignonesi;43.178677;11.946745
Canalicchio di Sopra;43.035686;11.47
Arceno;45.8238;8.43722
Roberto Voerzio;39.5078;16.115
Silvano Bolmida;44.622643;7.974507
Pelissero;45.725925;11.678912
Antinori;43.612602;11.191609
Castello dei Rampolla;43.540524;11.292797
Castello di Ama;43.441765;11.389819
Livernano;40.289;18.0
Mazzei;43.43548;11.303548
Querciabella;43.570656;11.335417
Garbole;45.513817;11.163504
Feudi di San Gregorio;40.91706;14.8868
Cà dei Frati;45.45483;10.616581
Le Salette;45.543324;10.884001
Michele Chiarlo;44.73813;8.339852
Allegrini;45.540226;10.884376
Franz Haas;46.320156;11.28547
Fattoria le Pupille;42.782665;11.188463
Zenato;45.442936;10.669366
Tua Rita;43.064133;10.68916
San Giusto a Rentennano;43.433884;11.45228
Baglio del Cristo di Campobello;37.231228;13.912173
Pio Cesare;44.701885;8.038346
Avignonesi;43.178677;11.946745
Azienda Agricola Morella;40.394676;17.624998
Le Macchiole;43.25903;10.594953
Vietti;44.623917;7.979
Gaja;44.557007;7.711347
Tenuta di Trinoro;42.92515;11.796578
Il Marroneto;41.017776;17.009956
Virna;44.62691;7.956795
Mocavero;40.78157;14.270832
Castello di Ama;43.441765;11.389819
Tenuta di Trinoro;42.92515;11.796578
Brancaia;43.45276;11.33356
Fuligni;43.056393;11.491784
Francesco Rinaldi & Figli;44.696846;8.032819
Giuseppe Cortese;44.712505;8.089624
Antinori;43.612602;11.191609
Zenato;45.442936;10.669366
Antinori;43.612602;11.191609
Bindi Sergardi;43.36811;11.262331
Basilisco;40.925343;15.672256
Lisini;42.99592;11.461552
Conti Costanti;43.035686;11.47
J. Hofstätter;46.341366;11.239585
Giovanni Rosso;27.51639;41.696945
Antinori;43.612602;11.191609
Antinori;43.612602;11.191609
Gaja;44.557007;7.711347
Bibi Graetz;43.794052;11.314494
Massolino;44.60997;7.999955
Taurino;40.41259;17.958813
Lisini;42.99592;11.461552
Roagna;44.699535;8.044001
Scacciadiavoli;42.881195;12.583719
Poggio Antico;43.01737;11.474284
Castello di Ama;43.441765;11.389819
Corte Sant'Alda;45.486145;11.138908
Jacopo Biondi Santi;43.0901;11.491832
Tenuta San Guido;43.23391;10.616
Castello Nipozzano;43.785557;11.469625
Elio Grasso;44.596172;7.982597
Poggio Al Tesoro;43.25903;10.594952
Antinori;43.612602;11.191609
Tua Rita;43.064133;10.68916
Gaja;44.557007;7.711347
Gianni Brunelli;43.035686;11.47
Tommasi;45.50491;10.916976
Fonterenza;42.99298;11.460874
Braida;44.855286;8.346906
Allegrini;45.540226;10.884376
Michele Satta;43.19314;10.541554
Castello Romitorio;42.01675;12.648505
Antinori;43.612602;11.191609
Fuligni;43.056393;11.491784
Gaja;44.557007;7.711347
Bibi Graetz;43.794052;11.314494
Sandrone;44.621567;7.965936
Castiglion del Bosco;43.084957;11.421882
Ricasoli;43.415768;11.458574
Vietti;44.623917;7.979
Massolino;44.60997;7.999955
Alessandro di Camporeale;37.8933;13.114043
Mauro Sebaste;37.500793;15.079172
Col d'Orcia;42.96716;11.437819
Salvioni;43.060867;11.490197
Biserno;43.269787;10.597826
Tenuta Il Poggione;42.98532;11.458754
Castiglion del Bosco;43.084957;11.421882
Antinori;43.612602;11.191609
Ceretto;44.675304;7.993334
Bruno Giacosa;44.720646;8.11538
Marchesi di Gresy;44.725048;8.080868
Riecine;43.966625;10.849747
Il Marroneto;41.017776;17.009956
Gaja;44.557007;7.711347
Brancaia;43.45276;11.33356
Mamete Prevostini;46.3123;9.382729
Fèlsina;43.347614;11.50356
Petrolo;43.47144;11.572536
Tinazzi;45.486095;10.75703
Comm. G.B. Burlotto;44.7554;8.03134
Gaja;44.557007;7.711347
Fattoria le Pupille;42.782665;11.188463
Elio Grasso;44.596172;7.982597
Bruno Giacosa;44.720646;8.11538
Vietti;44.623917;7.979
Quintarelli Giuseppe;45.51996;10.947095
Cortonesi (La Mannella);43.90738;10.259005
Col d'Orcia;42.96716;11.437819
Adanti;42.92181;12.619887
Serafini & Vidotto;45.83126;12.139587
Elio Altare;44.638454;7.955805
Col d'Orcia;42.96716;11.437819
Cordero di Montezemolo;44.638454;7.955805
Antinori;43.612602;11.191609
San Marzano;40.46109;17.495722
Querce Bettina;43.035686;11.47
Mazzei;43.43548;11.303548
Palari;38.10412;15.468218
Castellare;43.73126;10.781426
Quintarelli Giuseppe;45.51996;10.947095
Le Chiuse;43.25745;10.693007
Tenuta CastelGiocondo;43.03925;11.407441
Ornellaia;43.212067;10.613753
Argiano;42.991837;11.4231
Villabella;44.8773;8.185049
Vallepicciola;43.34682;11.50393
Sandrone;44.621567;7.965936
Quintarelli Giuseppe;45.51996;10.947095
Damilano;44.65463;8.028054
E. Pira & Figli;44.693516;7.850146
Tenuta di Trinoro;42.92515;11.796578
Il Marroneto;41.017776;17.009956
Tenuta San Guido;43.23391;10.616
Baricci;43.06059;11.488983
Tenuta San Guido;43.23391;10.616
Tenuta San Guido;43.23391;10.616
Col d'Orcia;42.96716;11.437819
Oddero;44.64866;7.899592
Tua Rita;43.064133;10.68916
Emidio Pepe;42.81976;13.77903
Feudi di San Gregorio;40.91706;14.8868
Tramin;46.345413;11.251244
Abbona;44.554756;7.952466
Cupano;43.010925;11.403122
Elio Altare;44.638454;7.955805
Giovanni Rosso;27.51639;41.696945
Biserno;43.269787;10.597826
Vietti;44.623917;7.979
Petrolo;43.47144;11.572536
Ornellaia;43.212067;10.613753
Uccelliera;43.652744;10.86427
Antinori;43.612602;11.191609
Contucci;43.091663;11.781263
San Valentino;44.0186;12.51719
Renato Ratti;44.63579;7.954772
Corte Giara;45.539997;10.884814
Fuligni;43.056393;11.491784
Petrolo;43.47144;11.572536
Castello dei Rampolla;43.540524;11.292797
SalvaTerra;45.49447;10.915337
Sandrone;44.621567;7.965936
Cantina Vignaioli del Morellino di Scansano;42.688705;11.334761
Pio Cesare;44.701885;8.038346
Cantine Leonardo da Vinci;43.752033;10.908313
Marion;45.45727;11.110229
Podere Il Carnasciale;43.465504;11.575878
Biserno;43.269787;10.597826
Giovanni Rosso;27.51639;41.696945
Matteo Correggia;45.453266;8.65884
Giacomo Fenocchio;44.584343;7.96685
Antinori;43.612602;11.191609
Giovanni Rosso;27.51639;41.696945
Corte Rugolin;45.52233;10.907557
Tenuta Campo al Mare;43.766335;11.255465
Antinori;43.612602;11.191609
Roberto Mazzi;45.529865;10.949857
San Giusto a Rentennano;43.433884;11.45228
Casanova di Neri;43.057343;11.519795
Ricossa;44.79024;8.062381
Massolino;44.60997;7.999955
Antinori;43.612602;11.191609
Roagna;44.699535;8.044001
Nino Negri;46.17107;9.990381
Bibi Graetz;43.794052;11.314494
Caiarossa;43.361958;10.61067
Gaja;44.557007;7.711347
Piero Busso;44.73615;8.099348
Tenuta San Guido;43.23391;10.616
Sandrone;44.621567;7.965936
Braida;44.855286;8.346906
Cesari;45.310413;9.996291
Gianni Brunelli;43.035686;11.47
Ornellaia;43.212067;10.613753
Antinori;43.612602;11.191609
Tommasi;45.50491;10.916976
Tenuta Castiglioni;43.69609;11.075192
Fattoria le Pupille;42.782665;11.188463
Elio Altare;44.638454;7.955805
Ricasoli;43.415768;11.458574
Castello Romitorio;42.01675;12.648505
Gaja;44.557007;7.711347
Donatella Cinelli Colombini;43.06059;11.488983
Pian delle Querci;41.87194;12.56738
Mauro Molino;44.635944;7.959777
Ettore Germano;44.639057;7.964984
Massolino;44.60997;7.999955
Gaja;44.557007;7.711347
Cascina Baricchi;44.691093;8.112713
Antinori;43.612602;11.191609
Conti Costanti;43.035686;11.47
Sandrone;44.621567;7.965936
Ornellaia;43.212067;10.613753
Oddero;44.64866;7.899592
Vietti;44.623917;7.979
Albino Rocca;44.840485;10.18122
San Leonardo;45.704247;10.931203
Castello di Ama;43.441765;11.389819
Rocca di Frassinello;42.907288;10.99165
Bastianich;46.076385;13.447463
Cavallotto;44.627556;7.976528
Còlpetrone;42.85901;12.533416
Conterno Fantino;44.38825;7.54836
Elena Walch;46.338905;11.238573
Tua Rita;43.064133;10.68916
Bruno Giacosa;44.720646;8.11538
Fonterutoli;43.43548;11.303548
Tenuta San Guido;43.23391;10.616
Brezza;44.61304;7.942524
Piero Busso;44.73615;8.099348
Mazzei;43.43548;11.303548
Gaja;44.557007;7.711347
Castello del Terriccio;43.412975;10.572179
Gianni Brunelli;43.035686;11.47
Bertani;45.518093;11.022496
St. Michael-Eppan;46.452656;11.268223
Ornellaia;43.212067;10.613753
Villa Poggio Salvi;43.326817;11.325921
Paladin;45.7172;12.466887
Speri;45.505013;10.920969
San Marzano;40.46109;17.495722
Guido Porro;44.63072;8.115619
Boasso;40.536945;17.440536
Tenuta di Trinoro;42.92515;11.796578
Luciano Arduini;46.079746;12.033684
San Marzano;40.46109;17.495722
Argiano;42.991837;11.4231
Michele Chiarlo;44.73813;8.339852
Tenuta CastelGiocondo;43.03925;11.407441
Feudi di San Gregorio;40.91706;14.8868
Tenuta San Guido;43.23391;10.616
Bruno Giacosa;44.720646;8.11538
Capanna;43.06059;11.488983
Le Macchiole;43.25903;10.594953
Castello Romitorio;42.01675;12.648505
Michele Chiarlo;44.73813;8.339852
Cordero di Montezemolo;44.638454;7.955805
Cantele;40.352764;18.188934
E. Pira & Figli;44.693516;7.850146
Schola Sarmenti;40.17976;18.0391
Mamete Prevostini;46.3123;9.382729
Cavallotto;44.627556;7.976528
Isole e Olena;45.952923;12.376109
Tenute Silvio Nardi;45.617203;12.327204
Gaja;44.557007;7.711347
Giovanni Rosso;27.51639;41.696945
Antinori;43.612602;11.191609
Monte Zovo;45.605965;10.796259
Oddero;44.64866;7.899592
Tenuta San Guido;43.23391;10.616
Gaja;44.557007;7.711347
Marion;45.45727;11.110229
Avignonesi;43.178677;11.946745
Massolino;44.60997;7.999955
Biserno;43.269787;10.597826
Altesino;43.102215;11.489819
Ornellaia;43.212067;10.613753
De Stefani;45.644844;12.487137
Farnese;42.352707;14.401362
Fontodi;43.531593;11.3052
Schola Sarmenti;40.17976;18.0391
Nino Negri;46.17107;9.990381
Gaja;44.557007;7.711347
Pio Cesare;44.701885;8.038346
Poggio Antico;43.01737;11.474284
Antinori;43.612602;11.191609
Fontodi;43.531593;11.3052
Giacomo Fenocchio;44.584343;7.96685
Biserno;43.269787;10.597826
Mamete Prevostini;46.3123;9.382729
Allegrini;45.540226;10.884376
Punica;39.093407;8.716156
Gaja;44.557007;7.711347
Allegrini;45.540226;10.884376
Poggio Al Sole;43.557503;11.265832
Gaja;44.557007;7.711347
Manincor;44.8773;8.185049
Farina;45.488598;10.941606
Col d'Orcia;42.96716;11.437819
Tommasi;45.50491;10.916976
Antinori;43.612602;11.191609
Paolo Scavino;44.640526;7.972615
Bertani;45.518093;11.022496
Gaja;44.557007;7.711347
Giuseppe Rinaldi;44.39793;7.5665
Tenuta di Nozzole;43.62445;11.283494
Ornellaia;43.212067;10.613753
Tenute Guicciardini Strozzi;43.492046;11.098465
Oddero;44.64866;7.899592
Elio Altare;44.638454;7.955805
Cordero di Montezemolo;44.638454;7.955805
Ca' Rugate;45.453705;11.311932
Antolini;45.54484;10.914988
E. Pira & Figli;44.693516;7.850146
Tenuta Moraia;42.96618;11.424479
Le Salette;45.543324;10.884001
Terlan (Terlano);46.530525;11.251588
Taurino;40.41259;17.958813
Ornellaia;43.212067;10.613753
San Marzano;40.46109;17.495722
Altesino;43.102215;11.489819
Gianfranco Alessandria;44.583897;7.954076
Tommasi;45.50491;10.916976
Antinori;43.612602;11.191609
Paolo Scavino;44.640526;7.972615
Castello dei Rampolla;43.540524;11.292797
Antinori;43.612602;11.191609
Prunotto;44.68551;8.009502
Terlan (Terlano);46.530525;11.251588
Villa Rinaldi;42.905098;12.056426
Tenuta San Guido;43.23391;10.616
Moschioni;46.07227;13.438385
Ricasoli;43.415768;11.458574
Tedeschi;43.966625;10.849747
Prunotto;44.68551;8.009502
Tenuta CastelGiocondo;43.03925;11.407441
Odoardi;39.295815;16.247393
La Bollina;44.72358;8.838319
Michele Chiarlo;44.73813;8.339852
Antinori;43.612602;11.191609
Manincor;44.8773;8.185049
Rubinelli Vajol;45.520004;10.896501
Gaja;44.557007;7.711347
Tenuta Castiglioni;43.69609;11.075192
Firriato;38.000946;12.546107
Nino Negri;46.17107;9.990381
De Stefani;45.644844;12.487137
Elio Altare;44.638454;7.955805
Ceretto;44.675304;7.993334
Abbona;44.554756;7.952466
Conde;44.130074;11.990517
Bussola;45.532272;10.953986
Ornellaia;43.212067;10.613753
Villa Rinaldi;42.905098;12.056426
Casanova di Neri;43.057343;11.519795
Casanova di Neri;43.057343;11.519795
Michele Chiarlo;44.73813;8.339852
Società Agricola Fay;46.171494;10.060959
Nino Negri;46.17107;9.990381
Farnese;42.352707;14.401362
Antinori;43.612602;11.191609
Cupano;43.010925;11.403122
Tenuta Argentiera;43.168785;10.564557
Borgogno;44.610157;7.942971
Gaja;44.557007;7.711347
Tinazzi;45.486095;10.75703
Gaja;44.557007;7.711347
Gaja;44.557007;7.711347
Italo Pietrantonj;42.126965;13.818113
Bressan;45.90463;13.514971
Le Ragnaie;43.035686;11.47
Nino Negri;46.17107;9.990381
Lisini;42.99592;11.461552
Marchesi di Gresy;44.725048;8.080868
Prunotto;44.68551;8.009502
Il Colle;45.923637;12.239842
Tenute Silvio Nardi;45.617203;12.327204
San Giusto a Rentennano;43.433884;11.45228
Nicolis;45.52921;10.881224
Montevertine;43.50142;11.39061
De Stefani;45.644844;12.487137
Tenuta Ulisse;42.27561;14.318346
Villa Russiz;45.957855;13.516798
Tenuta di Trinoro;42.92515;11.796578
Capannelle;43.423473;11.48825
Tenuta Sette Ponti;43.542458;11.74669
Petrolo;43.47144;11.572536
Elio Altare;44.638454;7.955805
Poggio Antico;43.01737;11.474284
Luna Argenta;41.00474;15.606242
Antinori;43.612602;11.191609
Aneri;46.170567;9.869743
Graci;37.64701;15.023712
Castello dei Rampolla;43.540524;11.292797
Castello di Ama;43.441765;11.389819
Palari;38.10412;15.468218
Geografico;43.41335;11.403358
Cantina di Montalcino;43.035686;11.47
Damilano;44.65463;8.028054
Piero Busso;44.73615;8.099348
Gaja;44.557007;7.711347
Casanova di Neri;43.057343;11.519795
Tenuta Sette Ponti;43.542458;11.74669
Verbena;43.06059;11.488983
Villabella;44.8773;8.185049
Brunelli;45.50885;10.87188
Tenuta Sette Ponti;43.542458;11.74669
Giovanni Rosso;27.51639;41.696945
I Greppi;42.719883;11.189456
La Massa;45.49168;10.197165
Argiano;42.991837;11.4231
G.D. Vajra;44.611744;7.919536
Querciabella;43.570656;11.335417
Tasca d'Almerita;38.10147;13.328383
Antinori;43.612602;11.191609
Montresor;45.463013;10.966605
Mocavero;40.78157;14.270832
Tenuta Corte Pavone;43.05235;11.452567
Quintarelli Giuseppe;45.51996;10.947095
Antinori;43.612602;11.191609
Vietti;44.623917;7.979
Donnafugata;37.788242;12.448781
Castello del Terriccio;43.412975;10.572179
Schola Sarmenti;40.17976;18.0391
Andrea Oberto;44.6381;7.936725
Tua Rita;43.064133;10.68916
Antinori;43.612602;11.191609
Nino Negri;46.17107;9.990381
Ornellaia;43.212067;10.613753
Zenato;45.442936;10.669366
Le Ragnaie;43.035686;11.47
Poggio San Polo;43.035686;11.47
Talenti;46.054134;11.747432
Tenuta Sant'Antonio;45.45245;11.120593
Monteraponi;44.8773;8.185049
Tenuta CastelGiocondo;43.03925;11.407441
Elena Walch;46.338905;11.238573
Oddero;44.64866;7.899592
Pio Cesare;44.701885;8.038346
Gaja;44.557007;7.711347
Velenosi;42.85332;13.626477
Bertani;45.518093;11.022496
Tolaini;43.362103;11.452565
Cantele;40.352764;18.188934
Sandrone;44.621567;7.965936
Donatella Cinelli Colombini;43.06059;11.488983
Gaja;44.557007;7.711347
La Rasina;44.96404;11.803254
Torre Zambra;42.33163;14.235839
Vietti;44.623917;7.979
Gualdo del Re;43.063515;10.684407
Oddero;44.64866;7.899592
Castello dei Rampolla;43.540524;11.292797
Poliziano;43.136208;11.844823
Ornellaia;43.212067;10.613753
Tua Rita;43.064133;10.68916
Tommasi;45.50491;10.916976
Boscarelli;43.10014;11.842536
Gaja;44.557007;7.711347
Avignonesi;43.178677;11.946745
Conterno Fantino;44.38825;7.54836
Recchia;45.538418;10.934816
Castello dei Rampolla;43.540524;11.292797
Passopisciaro;38.108208;14.828602
Giuseppe Rinaldi;44.39793;7.5665
Bertani;45.518093;11.022496
Antinori;43.612602;11.191609
Palladino;44.60997;7.999955
Comm. G.B. Burlotto;44.7554;8.03134
Poliziano;43.136208;11.844823
Tua Rita;43.064133;10.68916
Riecine;43.966625;10.849747
Antinori;43.612602;11.191609
Tenuta San Guido;43.23391;10.616
Gaja;44.557007;7.711347
Giuseppe Rinaldi;44.39793;7.5665
Vicchiomaggio;43.60951;11.28537
Santadi;39.093407;8.716156
Tua Rita;43.064133;10.68916
Capannelle;43.423473;11.48825
Ceretto;44.675304;7.993334
Casanova di Neri;43.057343;11.519795
Poggio San Polo;43.035686;11.47
Casanova di Neri;43.057343;11.519795
Tenuta San Guido;43.23391;10.616
Capanna;43.06059;11.488983
Nicolis;45.52921;10.881224
Villa Annaberta;45.762333;11.690976
Tenuta Ulisse;42.27561;14.318346
Benedetti;45.51693;10.854256
Michele Chiarlo;44.73813;8.339852
Roccolo Grassi;45.4813;11.127436
Tenuta Argentiera;43.168785;10.564557
Ornellaia;43.212067;10.613753
E. Pira & Figli;44.693516;7.850146
Conterno Fantino;44.38825;7.54836
Massimago;45.473198;11.141382
Giuseppe Rinaldi;44.39793;7.5665
Antinori;43.612602;11.191609
Zenato;45.442936;10.669366
Antinori;43.612602;11.191609
Bindi Sergardi;43.36811;11.262331
Basilisco;40.925343;15.672256
Lisini;42.99592;11.461552
Conti Costanti;43.035686;11.47
J. Hofstätter;46.341366;11.239585
Giovanni Rosso;27.51639;41.696945
Antinori;43.612602;11.191609
Antinori;43.612602;11.191609
Gaja;44.557007;7.711347
Bibi Graetz;43.794052;11.314494
Massolino;44.60997;7.999955
Taurino;40.41259;17.958813
Lisini;42.99592;11.461552
Roagna;44.699535;8.044001
Scacciadiavoli;42.881195;12.583719
Poggio Antico;43.01737;11.474284
Castello di Ama;43.441765;11.389819
Corte Sant'Alda;45.486145;11.138908
Jacopo Biondi Santi;43.0901;11.491832
Tenuta San Guido;43.23391;10.616
Castello Nipozzano;43.785557;11.469625
Elio Grasso;44.596172;7.982597
Poggio Al Tesoro;43.25903;10.594952
Antinori;43.612602;11.191609
Tua Rita;43.064133;10.68916
Gaja;44.557007;7.711347
Gianni Brunelli;43.035686;11.47
Tommasi;45.50491;10.916976
Fonterenza;42.99298;11.460874
Braida;44.855286;8.346906
Allegrini;45.540226;10.884376
Michele Satta;43.19314;10.541554
Castello Romitorio;42.01675;12.648505
Antinori;43.612602;11.191609
Fuligni;43.056393;11.491784
Gaja;44.557007;7.711347
Bibi Graetz;43.794052;11.314494
Sandrone;44.621567;7.965936
Castiglion del Bosco;43.084957;11.421882
Ricasoli;43.415768;11.458574
Vietti;44.623917;7.979
Massolino;44.60997;7.999955
Alessandro di Camporeale;37.8933;13.114043
Mauro Sebaste;37.500793;15.079172
Col d'Orcia;42.96716;11.437819
Salvioni;43.060867;11.490197
Biserno;43.269787;10.597826
Tenuta Il Poggione;42.98532;11.458754
Castiglion del Bosco;43.084957;11.421882
Antinori;43.612602;11.191609
Ceretto;44.675304;7.993334
Bruno Giacosa;44.720646;8.11538
Marchesi di Gresy;44.725048;8.080868
Riecine;43.966625;10.849747
Il Marroneto;41.017776;17.009956
Gaja;44.557007;7.711347
Brancaia;43.45276;11.33356
Mamete Prevostini;46.3123;9.382729
Fèlsina;43.347614;11.50356
Petrolo;43.47144;11.572536
Tinazzi;45.486095;10.75703
Comm. G.B. Burlotto;44.7554;8.03134
Gaja;44.557007;7.711347
Fattoria le Pupille;42.782665;11.188463
Elio Grasso;44.596172;7.982597
Bruno Giacosa;44.720646;8.11538
Vietti;44.623917;7.979
Quintarelli Giuseppe;45.51996;10.947095
Cortonesi (La Mannella);43.90738;10.259005
Col d'Orcia;42.96716;11.437819
Adanti;42.92181;12.619887
Serafini & Vidotto;45.83126;12.139587
Elio Altare;44.638454;7.955805
Col d'Orcia;42.96716;11.437819
Cordero di Montezemolo;44.638454;7.955805
Antinori;43.612602;11.191609
San Marzano;40.46109;17.495722
Querce Bettina;43.035686;11.47
Mazzei;43.43548;11.303548
Palari;38.10412;15.468218
Castellare;43.73126;10.781426
Quintarelli Giuseppe;45.51996;10.947095
Le Chiuse;43.25745;10.693007
Tenuta CastelGiocondo;43.03925;11.407441
Ornellaia;43.212067;10.613753
Argiano;42.991837;11.4231
Villabella;44.8773;8.185049
Vallepicciola;43.34682;11.50393
Sandrone;44.621567;7.965936
Quintarelli Giuseppe;45.51996;10.947095
Damilano;44.65463;8.028054
E. Pira & Figli;44.693516;7.850146
Tenuta di Trinoro;42.92515;11.796578
Il Marroneto;41.017776;17.009956
Tenuta San Guido;43.23391;10.616
Baricci;43.06059;11.488983
Tenuta San Guido;43.23391;10.616
Tenuta San Guido;43.23391;10.616
Col d'Orcia;42.96716;11.437819
Oddero;44.64866;7.899592
Tua Rita;43.064133;10.68916
Emidio Pepe;42.81976;13.77903
Feudi di San Gregorio;40.91706;14.8868
Tramin;46.345413;11.251244
Abbona;44.554756;7.952466
Cupano;43.010925;11.403122
Elio Altare;44.638454;7.955805
Giovanni Rosso;27.51639;41.696945
Biserno;43.269787;10.597826
Vietti;44.623917;7.979
Petrolo;43.47144;11.572536
Ornellaia;43.212067;10.613753
Uccelliera;43.652744;10.86427
Antinori;43.612602;11.191609
Contucci;43.091663;11.781263
San Valentino;44.0186;12.51719
Renato Ratti;44.63579;7.954772
Corte Giara;45.539997;10.884814
Fuligni;43.056393;11.491784
Petrolo;43.47144;11.572536
Castello dei Rampolla;43.540524;11.292797
SalvaTerra;45.49447;10.915337
Sandrone;44.621567;7.965936
Cantina Vignaioli del Morellino di Scansano;42.688705;11.334761
Pio Cesare;44.701885;8.038346
Cantine Leonardo da Vinci;43.752033;10.908313
Marion;45.45727;11.110229
Podere Il Carnasciale;43.465504;11.575878
Biserno;43.269787;10.597826
Giovanni Rosso;27.51639;41.696945
Matteo Correggia;45.453266;8.65884
Giacomo Fenocchio;44.584343;7.96685
Antinori;43.612602;11.191609
Giovanni Rosso;27.51639;41.696945
Corte Rugolin;45.52233;10.907557
Tenuta Campo al Mare;43.766335;11.255465
Antinori;43.612602;11.191609
Roberto Mazzi;45.529865;10.949857
San Giusto a Rentennano;43.433884;11.45228
Casanova di Neri;43.057343;11.519795
Ricossa;44.79024;8.062381
Massolino;44.60997;7.999955
Antinori;43.612602;11.191609
Roagna;44.699535;8.044001
Nino Negri;46.17107;9.990381
Bibi Graetz;43.794052;11.314494
Caiarossa;43.361958;10.61067
Gaja;44.557007;7.711347
Piero Busso;44.73615;8.099348
Tenuta San Guido;43.23391;10.616
Sandrone;44.621567;7.965936
Braida;44.855286;8.346906
Cesari;45.310413;9.996291
Gianni Brunelli;43.035686;11.47
Ornellaia;43.212067;10.613753
Antinori;43.612602;11.191609
Tommasi;45.50491;10.916976
Tenuta Castiglioni;43.69609;11.075192
Fattoria le Pupille;42.782665;11.188463
Elio Altare;44.638454;7.955805
Ricasoli;43.415768;11.458574
Castello Romitorio;42.01675;12.648505
Gaja;44.557007;7.711347
Donatella Cinelli Colombini;43.06059;11.488983
Pian delle Querci;41.87194;12.56738
Mauro Molino;44.635944;7.959777
Ettore Germano;44.639057;7.964984
Massolino;44.60997;7.999955
Gaja;44.557007;7.711347
Cascina Baricchi;44.691093;8.112713
Antinori;43.612602;11.191609
Conti Costanti;43.035686;11.47
Sandrone;44.621567;7.965936
Ornellaia;43.212067;10.613753
Oddero;44.64866;7.899592
Vietti;44.623917;7.979
Albino Rocca;44.840485;10.18122
San Leonardo;45.704247;10.931203
Castello di Ama;43.441765;11.389819
Rocca di Frassinello;42.907288;10.99165
Bastianich;46.076385;13.447463
Cavallotto;44.627556;7.976528
Còlpetrone;42.85901;12.533416
Conterno Fantino;44.38825;7.54836
Elena Walch;46.338905;11.238573
Tua Rita;43.064133;10.68916
Bruno Giacosa;44.720646;8.11538
Fonterutoli;43.43548;11.303548
Tenuta San Guido;43.23391;10.616
Brezza;44.61304;7.942524
Piero Busso;44.73615;8.099348
Mazzei;43.43548;11.303548
Gaja;44.557007;7.711347
Castello del Terriccio;43.412975;10.572179
Gianni Brunelli;43.035686;11.47
Bertani;45.518093;11.022496
St. Michael-Eppan;46.452656;11.268223
Ornellaia;43.212067;10.613753
Villa Poggio Salvi;43.326817;11.325921
Paladin;45.7172;12.466887
Speri;45.505013;10.920969
San Marzano;40.46109;17.495722
Guido Porro;44.63072;8.115619
Boasso;40.536945;17.440536
Tenuta di Trinoro;42.92515;11.796578
Luciano Arduini;46.079746;12.033684
San Marzano;40.46109;17.495722
Argiano;42.991837;11.4231
Michele Chiarlo;44.73813;8.339852
Tenuta CastelGiocondo;43.03925;11.407441
Feudi di San Gregorio;40.91706;14.8868
Tenuta San Guido;43.23391;10.616
Bruno Giacosa;44.720646;8.11538
Capanna;43.06059;11.488983
Le Macchiole;43.25903;10.594953
Castello Romitorio;42.01675;12.648505
Michele Chiarlo;44.73813;8.339852
Cordero di Montezemolo;44.638454;7.955805
Cantele;40.352764;18.188934
E. Pira & Figli;44.693516;7.850146
Schola Sarmenti;40.17976;18.0391
Mamete Prevostini;46.3123;9.382729
Cavallotto;44.627556;7.976528
Isole e Olena;45.952923;12.376109
Tenute Silvio Nardi;45.617203;12.327204
Gaja;44.557007;7.711347
Giovanni Rosso;27.51639;41.696945
Antinori;43.612602;11.191609
Monte Zovo;45.605965;10.796259
Oddero;44.64866;7.899592
Tenuta San Guido;43.23391;10.616
Gaja;44.557007;7.711347
Marion;45.45727;11.110229
Avignonesi;43.178677;11.946745
Massolino;44.60997;7.999955
Biserno;43.269787;10.597826
Altesino;43.102215;11.489819
Ornellaia;43.212067;10.613753
De Stefani;45.644844;12.487137
Farnese;42.352707;14.401362
Fontodi;43.531593;11.3052
