Tenuta Degli Dei;Cavalli 2006;4,3;117 Voti;Italia·Toscana·Tenuta Degli Dei·Vino rosso·Merlot;41,00;[('Leggero-Strutturato', '54.0062%'), ('Morbido-Tannico', '45.3249%'), ('Secco-Dolce', '15.5628%'), ('Piatto-Acidulo', '46.031%')];Manzo / Agnello / Vitello;[('legno', 134), ('bacche nere', 110), ('Erbaceo', 83)]
Le Chiuse;Brunello di Montalcino 2015;4,3;294 Voti;Italia·Brunello di Montalcino·Le Chiuse·Vino rosso·Sangiovese;74,00;[('Leggero-Strutturato', '51.5324%'), ('Morbido-Tannico', '56.9267%'), ('Secco-Dolce', '7.63059%'), ('Piatto-Acidulo', '62.5361%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 167), ('Erbaceo', 142), ('frutti rossi', 115)]
Cascina Fontana;Barolo del Commune di Castiglione Falletto 2016;4,3;34 Voti;Italia·Barolo·Cascina Fontana·Vino rosso·Nebbiolo;170,00;[('Leggero-Strutturato', '56.6009%'), ('Morbido-Tannico', '76.2451%'), ('Secco-Dolce', '0px'), ('Piatto-Acidulo', '85%')];Manzo / Pasta / Agnello;[('Erbaceo', 18), ('frutti rossi', 15), ('spezie', 9)]
Brigaldara;Amarone della Valpolicella Riserva 2009;4,4;180 Voti;Italia·Amarone della Valpolicella·Brigaldara·Vino rosso·Miscela;199,98;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '23.1908%'), ('Secco-Dolce', '47.7192%'), ('Piatto-Acidulo', '29.518%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 49), ('frutta secca', 31), ('Erbaceo', 23)]
Castellare;Toscana Poggio Ai Merli 2016;4,3;188 Voti;Italia·Toscana·Castellare·Vino rosso·Merlot;104,00;[('Leggero-Strutturato', '57.2059%'), ('Morbido-Tannico', '44.5005%'), ('Secco-Dolce', '13.4069%'), ('Piatto-Acidulo', '44.711%')];Manzo / Agnello / Vitello;[('legno', 88), ('bacche nere', 82), ('Erbaceo', 36)]
Banfi;Poggio all'Oro Brunello di Montalcino Riserva 2013;4,4;112 Voti;Italia·Brunello di Montalcino·Banfi·Vino rosso·Sangiovese;108,98;[('Leggero-Strutturato', '48.2984%'), ('Morbido-Tannico', '54.7264%'), ('Secco-Dolce', '11.3098%'), ('Piatto-Acidulo', '64.1802%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 253), ('Erbaceo', 209), ('bacche nere', 145)]
Paladin;Casa Lupo Amarone della Valpolicella Riserva 2015;4,3;37 Voti;Italia·Amarone della Valpolicella·Paladin·Vino rosso·Miscela;46,20;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '24.8716%'), ('Secco-Dolce', '42.2703%'), ('Piatto-Acidulo', '30.0203%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 8), ('bacche nere', 8), ('agrume', 2)]
Damilano;Barolo Liste 2008;4,3;148 Voti;Italia·Barolo·Damilano·Vino rosso·Nebbiolo;64,99;[('Leggero-Strutturato', '63.3334%'), ('Morbido-Tannico', '77.2756%'), ('Secco-Dolce', '6.92134%'), ('Piatto-Acidulo', '82.3987%')];Manzo / Pasta / Agnello;[('Erbaceo', 100), ('legno', 79), ('frutti rossi', 52)]
Capichera;Mantènghja 2015;4,5;114 Voti;Italia·Isola dei Nuraghi·Capichera·Vino rosso·Miscela;87,86;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '41.1757%'), ('Secco-Dolce', '33.7615%'), ('Piatto-Acidulo', '28.8436%')];Manzo / Pasta / Agnello;[('legno', 10), ('bacche nere', 10), ('spezie', 7)]
Antinori;Badia a Passignano Gran Selezione Chianti Classico 2018;4,3;1008 Voti;Italia·Chianti Classico·Antinori·Vino rosso·Sangiovese;34,88;[('Leggero-Strutturato', '49.956%'), ('Morbido-Tannico', '55.5465%'), ('Secco-Dolce', '8.40761%'), ('Piatto-Acidulo', '62.2486%')];Manzo / Vitello / Pollame;[('legno', 1079), ('Erbaceo', 699), ('frutti rossi', 692)]
Le Guaite di Noemi;Valpolicella Ripasso 2011;4,4;58 Voti;Italia·Valpolicella Ripasso·Le Guaite di Noemi·Vino rosso·Miscela;39,53;[('Leggero-Strutturato', '70.2311%'), ('Morbido-Tannico', '40.0924%'), ('Secco-Dolce', '30.2633%'), ('Piatto-Acidulo', '24.0583%')];Manzo / Vitello / Cacciagione (cervo, camoscio);[('legno', 33), ('Erbaceo', 30), ('frutti rossi', 21)]
Masseto;Toscana 2007;4,7;740 Voti;Italia·Toscana·Masseto·Vino rosso·Merlot;1200,00;[('Leggero-Strutturato', '57.6969%'), ('Morbido-Tannico', '45.9309%'), ('Secco-Dolce', '17.0264%'), ('Piatto-Acidulo', '45.1555%')];Manzo / Agnello / Vitello;[('legno', 619), ('bacche nere', 483), ('Erbaceo', 289)]
Tenuta San Guido;Sassicaia 2007;4,6;3500 Voti;Italia·Bolgheri Sassicaia·Tenuta San Guido·Vino rosso·Miscela;390,00;[('Leggero-Strutturato', '62.0521%'), ('Morbido-Tannico', '64.0323%'), ('Secco-Dolce', '10.2942%'), ('Piatto-Acidulo', '54.5196%')];Manzo / Pasta / Agnello;[('legno', 3368), ('bacche nere', 3033), ('Erbaceo', 2552)]
Fattoria le Pupille;Syrah 2015;4,3;56 Voti;Italia·Maremma Toscana·Fattoria le Pupille·Vino rosso·Shiraz/Syrah;152,00;[('Leggero-Strutturato', '49.9406%'), ('Morbido-Tannico', '36.8912%'), ('Secco-Dolce', '1.84647%'), ('Piatto-Acidulo', '39.9318%')];Manzo / Agnello / Vitello;[('bacche nere', 6), ('spezie', 6), ('Erbaceo', 5)]
Anselmet;Semel Pater 2019;4,4;49 Voti;Italia·Valle d'Aosta·Anselmet·Vino rosso·Pinot Nero;51,99;[('Leggero-Strutturato', '62.2763%'), ('Morbido-Tannico', '45.7828%'), ('Secco-Dolce', '12.9138%'), ('Piatto-Acidulo', '39.7917%')];Manzo / Pasta / Agnello;[('Erbaceo', 18), ('legno', 10), ('frutti rossi', 7)]
Poggio Al Tesoro;Dedicato a Walter Bolgheri Superiore 2016;4,6;158 Voti;Italia·Bolgheri Superiore·Poggio Al Tesoro·Vino rosso·Vermentino;145,00;[('Leggero-Strutturato', '55.015%'), ('Morbido-Tannico', '44.0223%'), ('Secco-Dolce', '12.0802%'), ('Piatto-Acidulo', '44.1202%')];Manzo / Agnello / Vitello;[('legno', 128), ('bacche nere', 123), ('spezie', 83)]
Andrian;Gant Merlot 2018;4,3;28 Voti;Italia·Südtirol - Alto Adige·Andrian·Vino rosso·Merlot;36,80;[('Leggero-Strutturato', '68.045%'), ('Morbido-Tannico', '36.5325%'), ('Secco-Dolce', '22.0238%'), ('Piatto-Acidulo', '26.496%')];Manzo / Pasta / Agnello;[('bacche nere', 21), ('frutti rossi', 13), ('Erbaceo', 9)]
Podere Forte;Petruccino 2018;4,3;57 Voti;Italia·Orcia·Podere Forte·Vino rosso·Sangiovese;40,50;[('Leggero-Strutturato', '52.3725%'), ('Morbido-Tannico', '41.826%'), ('Secco-Dolce', '14.6677%'), ('Piatto-Acidulo', '45.2061%')];Manzo / Agnello / Vitello;[('legno', 95), ('frutti rossi', 65), ('bacche nere', 49)]
Biondi-Santi;Brunello di Montalcino 2015;4,6;432 Voti;Italia·Brunello di Montalcino·Biondi-Santi·Vino rosso·Sangiovese;163,98;[('Leggero-Strutturato', '46.5682%'), ('Morbido-Tannico', '57.5636%'), ('Secco-Dolce', '7.75877%'), ('Piatto-Acidulo', '62.779%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 855), ('legno', 708), ('frutti rossi', 578)]
Salicutti;Piaggione Brunello di Montalcino 2016;4,5;39 Voti;Italia·Brunello di Montalcino·Salicutti·Vino rosso·Sangiovese;170,00;[('Leggero-Strutturato', '45.3533%'), ('Morbido-Tannico', '58.5628%'), ('Secco-Dolce', '8.09123%'), ('Piatto-Acidulo', '63.0414%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 105), ('Erbaceo', 87), ('frutti rossi', 87)]
Monte dei Ragni;Valpolicella Ripasso Classico Superiore 2017;4,5;33 Voti;Italia·Valpolicella Ripasso Classico·Monte dei Ragni·Vino rosso·Miscela;65,00;[('Leggero-Strutturato', '63.598%'), ('Morbido-Tannico', '45.5675%'), ('Secco-Dolce', '29.5388%'), ('Piatto-Acidulo', '25.6955%')];Manzo / Vitello / Cacciagione (cervo, camoscio);[('legno', 24), ('Erbaceo', 24), ('frutti rossi', 13)]
Aldo Conterno;Barolo Bussia Romirasco 2013;4,6;63 Voti;Italia·Barolo·Aldo Conterno·Vino rosso·Nebbiolo;265,00;[('Leggero-Strutturato', '62.4663%'), ('Morbido-Tannico', '77.7524%'), ('Secco-Dolce', '9.00968%'), ('Piatto-Acidulo', '84.0625%')];Manzo / Pasta / Agnello;[('legno', 85), ('Erbaceo', 81), ('frutti rossi', 65)]
Giacomo Conterno;Barbera d'Alba Vigna Francia 2018;4,4;478 Voti;Italia·Barbera d'Alba·Giacomo Conterno·Vino rosso·Barbera;89,00;[('Leggero-Strutturato', '57.5516%'), ('Morbido-Tannico', '26.3965%'), ('Secco-Dolce', '9.75486%'), ('Piatto-Acidulo', '64.2907%')];Pasta / Vitello / Maiale;[('legno', 227), ('Erbaceo', 211), ('bacche nere', 184)]
Masseto;Massetino 2018;4,6;50 Voti;Italia·Toscana·Masseto·Vino rosso·Merlot;581,00;[('Leggero-Strutturato', '55.5959%'), ('Morbido-Tannico', '40.4639%'), ('Secco-Dolce', '18.2474%'), ('Piatto-Acidulo', '44.3019%')];Manzo / Agnello / Vitello;[('bacche nere', 27), ('legno', 23), ('frutti rossi', 6)]
Domenico Clerico;Barolo Aeroplan Servaj 2017;4,5;60 Voti;Italia·Barolo·Domenico Clerico·Vino rosso·Nebbiolo;100,00;[('Leggero-Strutturato', '65.5441%'), ('Morbido-Tannico', '79.8241%'), ('Secco-Dolce', '12.1751%'), ('Piatto-Acidulo', '83.2959%')];Manzo / Pasta / Agnello;[('legno', 73), ('Erbaceo', 59), ('spezie', 36)]
La Spinetta;Vürsù Barbaresco Gallina 2017;4,4;31 Voti;Italia·Barbaresco·La Spinetta·Vino rosso·Nebbiolo;139,98;[('Leggero-Strutturato', '62.9034%'), ('Morbido-Tannico', '71.6001%'), ('Secco-Dolce', '7.16865%'), ('Piatto-Acidulo', '85%')];Manzo / Pasta / Agnello;[('Erbaceo', 284), ('legno', 222), ('frutti rossi', 189)]
Le Potazzine;Brunello di Montalcino Riserva 2011;4,5;132 Voti;Italia·Brunello di Montalcino·Le Potazzine·Vino rosso·Sangiovese;180,00;[('Leggero-Strutturato', '45.9233%'), ('Morbido-Tannico', '57.3231%'), ('Secco-Dolce', '8.15998%'), ('Piatto-Acidulo', '64.1804%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 24), ('legno', 21), ('bacche nere', 13)]
Grattamacco;Bolgheri Superiore 2016;4,3;1092 Voti;Italia·Bolgheri Superiore·Grattamacco·Vino rosso·Miscela;74,90;[('Leggero-Strutturato', '65.5369%'), ('Morbido-Tannico', '66.1129%'), ('Secco-Dolce', '9.44818%'), ('Piatto-Acidulo', '54.1386%')];Manzo / Pasta / Agnello;[('legno', 447), ('bacche nere', 406), ('Erbaceo', 293)]
Comm. G.B. Burlotto;Barolo Monvigliero 2017;4,5;64 Voti;Italia·Barolo·Comm. G.B. Burlotto·Vino rosso·Nebbiolo;444,00;[('Leggero-Strutturato', '51.7631%'), ('Morbido-Tannico', '70.2056%'), ('Secco-Dolce', '12.2622%'), ('Piatto-Acidulo', '79.951%')];Manzo / Pasta / Agnello;[('frutti rossi', 150), ('Erbaceo', 106), ('legno', 71)]
Aldo Conterno;Barolo Bussia Colonnello 2012;4,3;202 Voti;Italia·Barolo·Aldo Conterno·Vino rosso·Nebbiolo;150,00;[('Leggero-Strutturato', '64.4955%'), ('Morbido-Tannico', '78.9553%'), ('Secco-Dolce', '9.6147%'), ('Piatto-Acidulo', '81.7655%')];Manzo / Pasta / Agnello;[('Erbaceo', 111), ('frutti rossi', 101), ('legno', 91)]
Giovanni Chiappini;Guado de' Gemoli 2017;4,4;94 Voti;Italia·Bolgheri Superiore·Giovanni Chiappini·Vino rosso·Cabernet Sauvignon;55,80;[('Leggero-Strutturato', '67.4171%'), ('Morbido-Tannico', '60.9523%'), ('Secco-Dolce', '12.1916%'), ('Piatto-Acidulo', '50.4916%')];Manzo / Pasta / Agnello;[('legno', 95), ('bacche nere', 64), ('Erbaceo', 47)]
Colle Santa Mustiola;28 Clones Poggio Ai Chiari Sangiovese Toscana 2010;4,4;144 Voti;Italia·Toscana·Colle Santa Mustiola·Vino rosso·Sangiovese;79,90;[('Leggero-Strutturato', '54.4879%'), ('Morbido-Tannico', '47.2481%'), ('Secco-Dolce', '6.36184%'), ('Piatto-Acidulo', '45.8829%')];Manzo / Agnello / Vitello;[('Erbaceo', 14), ('legno', 10), ('spezie', 6)]
Serafini & Vidotto;Il Rosso dell'Abazia 2016;4,3;166 Voti;Italia·Montello e Colli Asolani·Serafini & Vidotto·Vino rosso·Miscela;37,90;[('Leggero-Strutturato', '67.2418%'), ('Morbido-Tannico', '41.7476%'), ('Secco-Dolce', '21.8983%'), ('Piatto-Acidulo', '31.123%')];Manzo / Pasta / Agnello;[('legno', 65), ('bacche nere', 59), ('Erbaceo', 31)]
Colterenzio (Schreckbichl);Lafóa Cabernet Sauvignon 2018;4,3;39 Voti;Italia·Südtirol - Alto Adige·Colterenzio (Schreckbichl)·Vino rosso·Cabernet Sauvignon;61,00;[('Leggero-Strutturato', '66.7833%'), ('Morbido-Tannico', '40.0984%'), ('Secco-Dolce', '22.1132%'), ('Piatto-Acidulo', '32.6118%')];Manzo / Pasta / Agnello;[('legno', 45), ('bacche nere', 34), ('Erbaceo', 26)]
Col d'Orcia;Brunello di Montalcino 2016;4,2;2928 Voti;Italia·Brunello di Montalcino·Col d'Orcia·Vino rosso·Sangiovese;29,70;[('Leggero-Strutturato', '47.512%'), ('Morbido-Tannico', '57.8978%'), ('Secco-Dolce', '4.60768%'), ('Piatto-Acidulo', '62.7306%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 1778), ('Erbaceo', 1506), ('frutti rossi', 1262)]
Salvioni;Brunello di Montalcino 2015;4,5;195 Voti;Italia·Brunello di Montalcino·Salvioni·Vino rosso·Sangiovese;212,00;[('Leggero-Strutturato', '50.1173%'), ('Morbido-Tannico', '57.9116%'), ('Secco-Dolce', '15.3374%'), ('Piatto-Acidulo', '62.3908%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 227), ('legno', 156), ('frutti rossi', 130)]
Nativ;Eremo San Quirico Gold 2018;4,3;102 Voti;Italia·Irpinia Campi Taurasini·Nativ·Vino rosso·Aglianico;17,99;[('Leggero-Strutturato', '84.0474%'), ('Morbido-Tannico', '37.154%'), ('Secco-Dolce', '41.3171%'), ('Piatto-Acidulo', '22.8592%')];na / na / na;[('legno', 269), ('bacche nere', 261), ('frutti rossi', 91)]
Gaja;Costa Russi (Barbaresco) Langhe 2010;4,5;49 Voti;Italia·Langhe·Gaja·Vino rosso·Nebbiolo;598,00;[('Leggero-Strutturato', '61.8008%'), ('Morbido-Tannico', '66.533%'), ('Secco-Dolce', '11.5835%'), ('Piatto-Acidulo', '84.2599%')];Manzo / Pasta / Agnello;[('Erbaceo', 160), ('legno', 109), ('bacche nere', 104)]
Castello di Ama;Vigneto La Casuccia Chianti Classico Gran Selezione 2013;4,3;73 Voti;Italia·Chianti Classico·Castello di Ama·Vino rosso·Miscela;187,00;[('Leggero-Strutturato', '47.0197%'), ('Morbido-Tannico', '60.6361%'), ('Secco-Dolce', '8.15766%'), ('Piatto-Acidulo', '64.5318%')];Manzo / Vitello / Pollame;[('legno', 47), ('frutti rossi', 32), ('bacche nere', 30)]
Damilano;Barolo Cannubi 2016;4,3;263 Voti;Italia·Piemonte·Damilano·Vino rosso·Nebbiolo;122,00;[('Leggero-Strutturato', '63.155%'), ('Morbido-Tannico', '75.6048%'), ('Secco-Dolce', '6.44673%'), ('Piatto-Acidulo', '81.4892%')];Manzo / Pasta / Agnello;[('Erbaceo', 240), ('frutti rossi', 175), ('legno', 161)]
Franz Haas;Pònkler 2014;4,4;57 Voti;Italia·Trentino-Alto Adige·Franz Haas·Vino rosso·Pinot Nero;89,00;[('Leggero-Strutturato', '57.0414%'), ('Morbido-Tannico', '36.314%'), ('Secco-Dolce', '16.9144%'), ('Piatto-Acidulo', '39.9041%')];Manzo / Pasta / Agnello;[('frutti rossi', 26), ('legno', 18), ('Erbaceo', 14)]
Antinori;Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2015;4,2;5692 Voti;Italia·Chianti Classico·Antinori·Vino rosso·Sangiovese;47,00;[('Leggero-Strutturato', '48.8687%'), ('Morbido-Tannico', '55.2044%'), ('Secco-Dolce', '6.87957%'), ('Piatto-Acidulo', '62.9067%')];Manzo / Vitello / Pollame;[('legno', 2396), ('frutti rossi', 1530), ('Erbaceo', 1323)]
Brancaia;Il Blu 2016;4,4;427 Voti;Italia·Toscana·Brancaia·Vino rosso·Miscela;81,00;[('Leggero-Strutturato', '53.6645%'), ('Morbido-Tannico', '44.9605%'), ('Secco-Dolce', '11.9315%'), ('Piatto-Acidulo', '46.728%')];Manzo / Agnello / Vitello;[('legno', 502), ('bacche nere', 409), ('Erbaceo', 273)]
Castel Sallegg;Nussleiten 2017;4,4;27 Voti;Italia·Südtirol - Alto Adige·Castel Sallegg·Vino rosso·Merlot;44,00;[('Leggero-Strutturato', '62.5556%'), ('Morbido-Tannico', '35.2173%'), ('Secco-Dolce', '16.2735%'), ('Piatto-Acidulo', '25.5857%')];Manzo / Pasta / Agnello;[('legno', 13), ('Erbaceo', 10), ('bacche nere', 8)]
Corte Rugolin;Amarone della Valpolicella Classico Crosara de le Strie 2015;4,4;450 Voti;Italia·Amarone della Valpolicella Classico·Corte Rugolin·Vino rosso·Miscela;39,48;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '25.508%'), ('Secco-Dolce', '53.2173%'), ('Piatto-Acidulo', '21.8561%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 137), ('bacche nere', 86), ('frutta secca', 57)]
Cavallotto;Barolo Riserva Bricco Boschis Vigna San Giuseppe 2012;4,3;395 Voti;Italia·Barolo·Cavallotto·Vino rosso·Nebbiolo;152,00;[('Leggero-Strutturato', '66.7004%'), ('Morbido-Tannico', '79.0762%'), ('Secco-Dolce', '10.9385%'), ('Piatto-Acidulo', '82.1037%')];Manzo / Pasta / Agnello;[('Erbaceo', 267), ('legno', 156), ('frutti rossi', 144)]
Santi;Amarone della Valpolicella Classico 2017;4,2;28 Voti;Italia·Amarone della Valpolicella Classico·Santi·Vino rosso·Corvina;31,00;[('Leggero-Strutturato', '84.002%'), ('Morbido-Tannico', '27.3739%'), ('Secco-Dolce', '44.4234%'), ('Piatto-Acidulo', '27.042%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 227), ('bacche nere', 108), ('Erbaceo', 101)]
Le Salette;La Marega Amarone della Valpolicella Classico 2016;4,4;174 Voti;Italia·Amarone della Valpolicella Classico·Le Salette·Vino rosso·Miscela;49,90;[('Leggero-Strutturato', '84.4064%'), ('Morbido-Tannico', '23.4034%'), ('Secco-Dolce', '49.5486%'), ('Piatto-Acidulo', '23.9346%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 128), ('bacche nere', 92), ('frutti rossi', 59)]
La Fornace;Origini Brunello di Montalcino 2015;4,3;115 Voti;Italia·Toscana·La Fornace·Vino rosso·Sangiovese;95,98;[('Leggero-Strutturato', '56.365%'), ('Morbido-Tannico', '62.5097%'), ('Secco-Dolce', '9.04949%'), ('Piatto-Acidulo', '65.1582%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('frutti rossi', 36), ('bacche nere', 33), ('legno', 32)]
Antinori;Tenuta Tignanello 'Solaia' 2005;4,6;993 Voti;Italia·Toscana·Antinori·Vino rosso·Cabernet Sauvignon;478,00;[('Leggero-Strutturato', '53.8382%'), ('Morbido-Tannico', '41.8612%'), ('Secco-Dolce', '14.8558%'), ('Piatto-Acidulo', '44.0801%')];Manzo / Agnello / Vitello;[('legno', 1449), ('bacche nere', 1311), ('Erbaceo', 992)]
Palazzo;Brunello di Montalcino Riserva 2013;4,5;35 Voti;Italia·Brunello di Montalcino·Palazzo·Vino rosso·Sangiovese;64,98;[('Leggero-Strutturato', '61.958%'), ('Morbido-Tannico', '62.4891%'), ('Secco-Dolce', '5.04486%'), ('Piatto-Acidulo', '63.3111%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 25), ('legno', 16), ('frutti rossi', 13)]
Rocca di Montegrossi;Vigneto San Marcellino Chianti Classico Gran Selezione 2015;4,3;172 Voti;Italia·Chianti Classico·Rocca di Montegrossi·Vino rosso·Sangiovese;41,90;[('Leggero-Strutturato', '50.7709%'), ('Morbido-Tannico', '63.1005%'), ('Secco-Dolce', '9.12282%'), ('Piatto-Acidulo', '65.096%')];Manzo / Vitello / Pollame;[('legno', 109), ('Erbaceo', 93), ('bacche nere', 87)]
Tenuta Luce;Luce 2018;4,4;343 Voti;Italia·Toscana·Tenuta Luce·Vino rosso·Miscela;105,90;[('Leggero-Strutturato', '53.3471%'), ('Morbido-Tannico', '44.2083%'), ('Secco-Dolce', '12.143%'), ('Piatto-Acidulo', '45.624%')];Manzo / Agnello / Vitello;[('legno', 912), ('bacche nere', 662), ('Erbaceo', 460)]
Occhipinti;Grotte Alte 2016;4,4;46 Voti;Italia·Terre Siciliane·Occhipinti·Vino rosso·Nero d'Avola;51,90;[('Leggero-Strutturato', '73.456%'), ('Morbido-Tannico', '42.9811%'), ('Secco-Dolce', '25.3367%'), ('Piatto-Acidulo', '37.4154%')];Manzo / Pasta / Agnello;[('Erbaceo', 67), ('frutti rossi', 38), ('legno', 28)]
Carpineto;Vigneto Poggio Sant'Enrico 2010;4,3;120 Voti;Italia·Vino Nobile di Montepulciano·Carpineto·Vino rosso·Sangiovese;53,00;[('Leggero-Strutturato', '57.748%'), ('Morbido-Tannico', '56.5157%'), ('Secco-Dolce', '6.65275%'), ('Piatto-Acidulo', '66.9052%')];Manzo / Cacciagione (cervo, camoscio) / Pollame;[('legno', 76), ('Erbaceo', 56), ('bacche nere', 48)]
Donatella Cinelli Colombini;Brunello di Montalcino (Casato Prime Donne) 2015;4,3;581 Voti;Italia·Brunello di Montalcino·Donatella Cinelli Colombini·Vino rosso·Sangiovese;38,00;[('Leggero-Strutturato', '47.2161%'), ('Morbido-Tannico', '56.3476%'), ('Secco-Dolce', '6.8884%'), ('Piatto-Acidulo', '64.251%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 376), ('Erbaceo', 266), ('frutti rossi', 249)]
San Marzano;62 Anniversario Primitivo di Manduria Riserva 2018;4,3;50 Voti;Italia·Primitivo di Manduria·San Marzano·Vino rosso·Primitivo;26,39;[('Leggero-Strutturato', '69.675%'), ('Morbido-Tannico', '20.8481%'), ('Secco-Dolce', '44.97%'), ('Piatto-Acidulo', '11.1053%')];Manzo / Pasta / Agnello;[('legno', 1178), ('bacche nere', 987), ('frutti rossi', 399)]
Antinori;Tignanello 2008;4,4;4409 Voti;Italia·Toscana·Antinori·Vino rosso·Miscela;250,00;[('Leggero-Strutturato', '53.2226%'), ('Morbido-Tannico', '42.2533%'), ('Secco-Dolce', '10.836%'), ('Piatto-Acidulo', '44.4608%')];Manzo / Agnello / Vitello;[('legno', 6138), ('bacche nere', 4065), ('Erbaceo', 4061)]
San Marzano;F Negroamaro 2019;4,3;681 Voti;Italia·Salento·San Marzano·Vino rosso·Negroamaro;22,42;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '39.4895%'), ('Secco-Dolce', '39.5475%'), ('Piatto-Acidulo', '23.4505%')];Manzo / Pasta / Agnello;[('bacche nere', 711), ('legno', 698), ('frutti rossi', 251)]
Isole e Olena;Chianti Classico Gran Selezione 2013;4,3;57 Voti;Italia·Chianti Classico·Isole e Olena·Vino rosso·Miscela;199,00;[('Leggero-Strutturato', '45.0473%'), ('Morbido-Tannico', '56.4296%'), ('Secco-Dolce', '4.58928%'), ('Piatto-Acidulo', '63.4128%')];Manzo / Vitello / Pollame;[('legno', 17), ('spezie', 11), ('frutti rossi', 9)]
Castellare;Toscana I Sodi di San Niccolo 1990;4,3;54 Voti;Italia·Toscana·Castellare·Vino rosso·Malvasia;170,00;[('Leggero-Strutturato', '51.1979%'), ('Morbido-Tannico', '43.5423%'), ('Secco-Dolce', '12.5028%'), ('Piatto-Acidulo', '49.0686%')];Manzo / Agnello / Vitello;[('legno', 465), ('Erbaceo', 351), ('bacche nere', 293)]
Pasetti;Harimann Montepulciano d'Abruzzo 2004;4,5;34 Voti;Italia·Montepulciano d'Abruzzo·Pasetti·Vino rosso·Montepulciano;49,00;[('Leggero-Strutturato', '50.3174%'), ('Morbido-Tannico', '49.6452%'), ('Secco-Dolce', '10.5837%'), ('Piatto-Acidulo', '65.4941%')];Manzo / Pasta / Vitello;[('legno', 40), ('bacche nere', 31), ('Erbaceo', 25)]
Orma;Toscana 2017;4,3;323 Voti;Italia·Toscana·Orma·Vino rosso·Sangiovese;70,99;[('Leggero-Strutturato', '56.5143%'), ('Morbido-Tannico', '45.4861%'), ('Secco-Dolce', '12.9276%'), ('Piatto-Acidulo', '45.1349%')];Manzo / Agnello / Vitello;[('bacche nere', 458), ('legno', 432), ('Erbaceo', 244)]
Cabreo;Il Borgo Toscana 2017;4,3;284 Voti;Italia·Toscana·Cabreo·Vino rosso·Sangiovese;34,90;[('Leggero-Strutturato', '52.3667%'), ('Morbido-Tannico', '43.4366%'), ('Secco-Dolce', '10.3169%'), ('Piatto-Acidulo', '45.3513%')];Manzo / Agnello / Vitello;[('legno', 265), ('Erbaceo', 202), ('bacche nere', 195)]
Giacomo Fenocchio;Barolo Riserva Bussia 90 Dì 2015;4,3;71 Voti;Italia·Barolo·Giacomo Fenocchio·Vino rosso·Nebbiolo;105,00;[('Leggero-Strutturato', '62.8393%'), ('Morbido-Tannico', '77.4569%'), ('Secco-Dolce', '3.39371%'), ('Piatto-Acidulo', '82.1402%')];Manzo / Pasta / Agnello;[('legno', 146), ('Erbaceo', 136), ('frutti rossi', 90)]
Silvano Bolmida;Bussia Barolo 2015;4,3;180 Voti;Italia·Barolo·Silvano Bolmida·Vino rosso·Nebbiolo;40,48;[('Leggero-Strutturato', '65.5378%'), ('Morbido-Tannico', '79.0655%'), ('Secco-Dolce', '7.85723%'), ('Piatto-Acidulo', '84.6448%')];Manzo / Pasta / Agnello;[('Erbaceo', 102), ('frutti rossi', 57), ('legno', 49)]
Andrea Oberto;Barbera d'Alba Giada 2016;4,4;97 Voti;Italia·Barbera d'Alba·Andrea Oberto·Vino rosso·Barbera;29,78;[('Leggero-Strutturato', '55.8558%'), ('Morbido-Tannico', '21.4359%'), ('Secco-Dolce', '18.0737%'), ('Piatto-Acidulo', '62.5061%')];Pasta / Vitello / Maiale;[('legno', 40), ('Erbaceo', 27), ('bacche nere', 18)]
Occhipinti;Grotte Alte 2015;4,4;82 Voti;Italia·Terre Siciliane·Occhipinti·Vino rosso·Nero d'Avola;51,90;[('Leggero-Strutturato', '73.456%'), ('Morbido-Tannico', '42.9811%'), ('Secco-Dolce', '25.3367%'), ('Piatto-Acidulo', '37.4154%')];Manzo / Pasta / Agnello;[('Erbaceo', 67), ('frutti rossi', 38), ('legno', 28)]
