Uccelliera;Brunello di Montalcino Riserva 2012;4,5;73 Voti;Italia·Toscana·Uccelliera·Vino rosso·Sangiovese;129,90;[('Leggero-Strutturato', '51.3657%'), ('Morbido-Tannico', '57.9601%'), ('Secco-Dolce', '5.4659%'), ('Piatto-Acidulo', '65.7645%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 39), ('frutti rossi', 37), ('Erbaceo', 22)]
Collosorbo;Brunello di Montalcino 2010;4,3;727 Voti;Italia·Brunello di Montalcino·Collosorbo·Vino rosso·Sangiovese;42,00;[('Leggero-Strutturato', '49.5992%'), ('Morbido-Tannico', '55.7756%'), ('Secco-Dolce', '9.94488%'), ('Piatto-Acidulo', '61.4649%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 414), ('frutti rossi', 328), ('Erbaceo', 318)]
Conde;Predappio Massera 2011;4,4;103 Voti;Italia·Emilia-Romagna·Conde·Vino rosso·Merlot;125,00;[('Leggero-Strutturato', '63.0126%'), ('Morbido-Tannico', '36.3184%'), ('Secco-Dolce', '10.8058%'), ('Piatto-Acidulo', '22.8615%')];Manzo / Pasta / Agnello;[('legno', 8), ('bacche nere', 4), ('frutta secca', 3)]
G.D. Vajra;Barolo Ravera 2016;4,5;133 Voti;Italia·Barolo·G.D. Vajra·Vino rosso·Nebbiolo;85,00;[('Leggero-Strutturato', '61.596%'), ('Morbido-Tannico', '81.1218%'), ('Secco-Dolce', '3.4936%'), ('Piatto-Acidulo', '82.104%')];Manzo / Pasta / Agnello;[('frutti rossi', 134), ('Erbaceo', 85), ('legno', 80)]
Azienda Agricola Morella;Old Vines Primitivo 2016;4,4;81 Voti;Italia·Puglia·Azienda Agricola Morella·Vino rosso·Primitivo;34,75;[('Leggero-Strutturato', '68.0746%'), ('Morbido-Tannico', '27.0343%'), ('Secco-Dolce', '32.5119%'), ('Piatto-Acidulo', '25.2979%')];Manzo / Pasta / Agnello;[('legno', 35), ('bacche nere', 27), ('frutti rossi', 14)]
Cabreo;Il Borgo Toscana 2016;4,2;1167 Voti;Italia·Toscana·Cabreo·Vino rosso·Sangiovese;38,20;[('Leggero-Strutturato', '52.3667%'), ('Morbido-Tannico', '43.4366%'), ('Secco-Dolce', '10.3169%'), ('Piatto-Acidulo', '45.3513%')];Manzo / Agnello / Vitello;[('legno', 265), ('Erbaceo', 202), ('bacche nere', 195)]
Sandrone;Barolo Cannubi Boschis 1990;4,6;47 Voti;Italia·Barolo·Sandrone·Vino rosso·Nebbiolo;564,00;[('Leggero-Strutturato', '62.7962%'), ('Morbido-Tannico', '74.2834%'), ('Secco-Dolce', '12.0436%'), ('Piatto-Acidulo', '79.6657%')];Manzo / Pasta / Agnello;[('Erbaceo', 270), ('legno', 194), ('frutti rossi', 189)]
Fattoi;Brunello di Montalcino 2013;4,2;1303 Voti;Italia·Brunello di Montalcino·Fattoi·Vino rosso·Sangiovese;34,99;[('Leggero-Strutturato', '51.2092%'), ('Morbido-Tannico', '57.1692%'), ('Secco-Dolce', '4.77608%'), ('Piatto-Acidulo', '64.3884%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 344), ('Erbaceo', 220), ('frutti rossi', 172)]
Elio Grasso;Barolo Riserva Rüncot 2010;4,5;234 Voti;Italia·Barolo·Elio Grasso·Vino rosso·Nebbiolo;199,00;[('Leggero-Strutturato', '64.3716%'), ('Morbido-Tannico', '74.7937%'), ('Secco-Dolce', '5.68045%'), ('Piatto-Acidulo', '83.7664%')];Manzo / Pasta / Agnello;[('Erbaceo', 96), ('legno', 89), ('frutti rossi', 54)]
Pilandro;110 e Lode Merlot 2015;4,4;107 Voti;Italia·Veneto·Pilandro·Vino rosso·Merlot;43,00;[('Leggero-Strutturato', '70.0142%'), ('Morbido-Tannico', '51.3378%'), ('Secco-Dolce', '18.5044%'), ('Piatto-Acidulo', '35.9016%')];Manzo / Pasta / Agnello;[]
Bruno Giacosa;Falletto Barolo Le Rocche del Falletto Riserva 2011;4,6;68 Voti;Italia·Barolo·Bruno Giacosa·Vino rosso·Nebbiolo;399,00;[('Leggero-Strutturato', '61.5864%'), ('Morbido-Tannico', '77.9203%'), ('Secco-Dolce', '18.5333%'), ('Piatto-Acidulo', '84.0874%')];Manzo / Pasta / Agnello;[('Erbaceo', 63), ('frutti rossi', 50), ('legno', 35)]
Tenuta San Guido;Sassicaia 2015;4,6;6115 Voti;Italia·Bolgheri Sassicaia·Tenuta San Guido·Vino rosso·Miscela;420,00;[('Leggero-Strutturato', '62.0472%'), ('Morbido-Tannico', '64.0325%'), ('Secco-Dolce', '10.295%'), ('Piatto-Acidulo', '54.5197%')];Manzo / Pasta / Agnello;[('legno', 3368), ('bacche nere', 3033), ('Erbaceo', 2552)]
Masseria Borgo dei Trulli;Liala Negroamaro 2020;4,3;42 Voti;Italia·Salento·Masseria Borgo dei Trulli·Vino rosso·Negroamaro;24,50;[('Leggero-Strutturato', '80.7196%'), ('Morbido-Tannico', '29.1097%'), ('Secco-Dolce', '41.1886%'), ('Piatto-Acidulo', '25.767%')];Manzo / Pasta / Agnello;[('legno', 25), ('bacche nere', 24), ('frutti rossi', 7)]
G.D. Vajra;Barolo Coste di Rose 2017;4,3;144 Voti;Italia·Barolo·G.D. Vajra·Vino rosso·Nebbiolo;60,00;[('Leggero-Strutturato', '59.2052%'), ('Morbido-Tannico', '72.0166%'), ('Secco-Dolce', '6.92507%'), ('Piatto-Acidulo', '76.1214%')];Manzo / Pasta / Agnello;[('frutti rossi', 47), ('Erbaceo', 44), ('legno', 28)]
Argiano;Solengo 2014;4,3;390 Voti;Italia·Toscana·Argiano·Vino rosso·Cabernet Sauvignon;63,00;[('Leggero-Strutturato', '55.2833%'), ('Morbido-Tannico', '44.0917%'), ('Secco-Dolce', '10.8569%'), ('Piatto-Acidulo', '44.2028%')];Manzo / Agnello / Vitello;[('legno', 563), ('bacche nere', 456), ('Erbaceo', 314)]
Argiano;Solengo 2016;4,3;617 Voti;Italia·Toscana·Argiano·Vino rosso·Miscela;122,00;[('Leggero-Strutturato', '55.2833%'), ('Morbido-Tannico', '44.0917%'), ('Secco-Dolce', '10.8569%'), ('Piatto-Acidulo', '44.2028%')];Manzo / Agnello / Vitello;[('legno', 563), ('bacche nere', 456), ('Erbaceo', 314)]
Oasi degli Angeli;Kurni Marche 2019;4,6;127 Voti;Italia·Marche·Oasi degli Angeli·Vino rosso·Montepulciano;114,90;[('Leggero-Strutturato', '60.335%'), ('Morbido-Tannico', '42.5208%'), ('Secco-Dolce', '36.904%'), ('Piatto-Acidulo', '42.8867%')];Manzo / Pasta / Vitello;[('legno', 257), ('bacche nere', 194), ('frutti rossi', 93)]
Volpaia;Casanova Il Puro Chianti Classico Gran Selezione 2016;4,5;31 Voti;Italia·Chianti Classico·Volpaia·Vino rosso·Sangiovese;110,00;[('Leggero-Strutturato', '49.8322%'), ('Morbido-Tannico', '58.4256%'), ('Secco-Dolce', '4.49794%'), ('Piatto-Acidulo', '67.3199%')];Manzo / Vitello / Pollame;[('legno', 14), ('Erbaceo', 12), ('bacche nere', 10)]
Firriato;Camelot 2015;4,3;91 Voti;Italia·Terre Siciliane·Firriato·Vino rosso·Miscela;23,60;[('Leggero-Strutturato', '79.0049%'), ('Morbido-Tannico', '43.0092%'), ('Secco-Dolce', '26.7724%'), ('Piatto-Acidulo', '31.069%')];Manzo / Pasta / Agnello;[('legno', 43), ('bacche nere', 32), ('Erbaceo', 24)]
Querciabella;Toscana Camartina 2011;4,3;339 Voti;Italia·Toscana·Querciabella·Vino rosso·Miscela;124,00;[('Leggero-Strutturato', '52.5941%'), ('Morbido-Tannico', '42.8186%'), ('Secco-Dolce', '12.797%'), ('Piatto-Acidulo', '46.6689%')];Manzo / Agnello / Vitello;[('legno', 254), ('bacche nere', 241), ('Erbaceo', 175)]
Masseria Borgo dei Trulli;Mirea Primitivo di Manduria 2020;4,5;144 Voti;Italia·Primitivo di Manduria·Masseria Borgo dei Trulli·Vino rosso·Primitivo;24,50;[('Leggero-Strutturato', '76.3788%'), ('Morbido-Tannico', '23.1376%'), ('Secco-Dolce', '45.3857%'), ('Piatto-Acidulo', '12.0485%')];Manzo / Pasta / Agnello;[('bacche nere', 40), ('legno', 33), ('frutti rossi', 11)]
Elena Walch;Lagrein Riserva Vigna Castel Ringberg 2017;4,3;237 Voti;Italia·Südtirol - Alto Adige·Elena Walch·Vino rosso·Lagrein;36,49;[('Leggero-Strutturato', '63.0079%'), ('Morbido-Tannico', '44.7971%'), ('Secco-Dolce', '17.8581%'), ('Piatto-Acidulo', '34.7522%')];Manzo / Pasta / Agnello;[('legno', 65), ('bacche nere', 63), ('Erbaceo', 41)]
Rocca di Frassinello;Baffonero Maremma Toscana 2009;4,5;117 Voti;Italia·Maremma Toscana·Rocca di Frassinello·Vino rosso·Merlot;203,00;[('Leggero-Strutturato', '58.2355%'), ('Morbido-Tannico', '47.3224%'), ('Secco-Dolce', '16.8119%'), ('Piatto-Acidulo', '47.0575%')];Manzo / Agnello / Vitello;[('bacche nere', 73), ('legno', 68), ('Erbaceo', 46)]
Avignonesi;Grandi Annate Vino Nobile di Montepulciano 2013;4,3;500 Voti;Italia·Vino Nobile di Montepulciano·Avignonesi·Vino rosso·Sangiovese;69,90;[('Leggero-Strutturato', '54.4512%'), ('Morbido-Tannico', '57.5991%'), ('Secco-Dolce', '5.84764%'), ('Piatto-Acidulo', '65.2983%')];Manzo / Cacciagione (cervo, camoscio) / Pollame;[('legno', 158), ('Erbaceo', 132), ('frutti rossi', 108)]
Elio Altare;Giàrborina 2013;4,3;25 Voti;Italia·Langhe·Elio Altare·Vino rosso·Nebbiolo;108,00;[('Leggero-Strutturato', '64.3321%'), ('Morbido-Tannico', '80.4621%'), ('Secco-Dolce', '9.96932%'), ('Piatto-Acidulo', '83.5316%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('frutti rossi', 28), ('legno', 17), ('spezie', 14)]
Collosorbo;Brunello di Montalcino 2013;4,2;1122 Voti;Italia·Brunello di Montalcino·Collosorbo·Vino rosso·Sangiovese;50,00;[('Leggero-Strutturato', '49.5992%'), ('Morbido-Tannico', '55.7756%'), ('Secco-Dolce', '9.94488%'), ('Piatto-Acidulo', '61.4649%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 414), ('frutti rossi', 328), ('Erbaceo', 318)]
Bruno Giacosa;Falletto Barolo Le Rocche del Falletto 1999;4,6;49 Voti;Italia·Barolo·Bruno Giacosa·Vino rosso·Nebbiolo;1349,00;[('Leggero-Strutturato', '58.7329%'), ('Morbido-Tannico', '75.6924%'), ('Secco-Dolce', '9.36427%'), ('Piatto-Acidulo', '83.5975%')];Manzo / Pasta / Agnello;[('Erbaceo', 113), ('frutti rossi', 88), ('legno', 61)]
Renieri;Brunello di Montalcino 2016;4,3;324 Voti;Italia·Brunello di Montalcino·Renieri·Vino rosso·Sangiovese;89,90;[('Leggero-Strutturato', '49.5456%'), ('Morbido-Tannico', '55.5285%'), ('Secco-Dolce', '3.12172%'), ('Piatto-Acidulo', '64.7941%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 596), ('Erbaceo', 550), ('frutti rossi', 466)]
Brunelli;Amarone della Valpolicella Classico 2018;4,4;255 Voti;Italia·Amarone della Valpolicella Classico·Brunelli·Vino rosso·Miscela;41,29;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '22.1723%'), ('Secco-Dolce', '48.6455%'), ('Piatto-Acidulo', '24.3973%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 188), ('frutti rossi', 114), ('bacche nere', 72)]
Luigi Baudana;Barolo Cerretta 2016;4,3;221 Voti;Italia·Barolo·Luigi Baudana·Vino rosso·Nebbiolo;80,00;[('Leggero-Strutturato', '64.3133%'), ('Morbido-Tannico', '76.4309%'), ('Secco-Dolce', '6.79443%'), ('Piatto-Acidulo', '76.6356%')];Manzo / Pasta / Agnello;[('Erbaceo', 173), ('frutti rossi', 121), ('legno', 83)]
E. Pira & Figli;Mosconi Barolo 2017;4,4;49 Voti;Italia·Barolo·E. Pira & Figli·Vino rosso·Nebbiolo;79,00;[('Leggero-Strutturato', '66.214%'), ('Morbido-Tannico', '80.6107%'), ('Secco-Dolce', '8.04664%'), ('Piatto-Acidulo', '85%')];Manzo / Pasta / Agnello;[('Erbaceo', 120), ('legno', 80), ('frutti rossi', 74)]
Tenuta Il Poggione;Brunello di Montalcino 2015;4,3;3276 Voti;Italia·Brunello di Montalcino·Tenuta Il Poggione·Vino rosso·Sangiovese;53,98;[('Leggero-Strutturato', '49.9375%'), ('Morbido-Tannico', '58.4866%'), ('Secco-Dolce', '7.9513%'), ('Piatto-Acidulo', '63.9821%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 2290), ('Erbaceo', 2152), ('frutti rossi', 1786)]
Castello Nipozzano;Mormoreto Toscana 2018;4,4;26 Voti;Italia·Toscana·Castello Nipozzano·Vino rosso·Miscela;49,10;[('Leggero-Strutturato', '56.8134%'), ('Morbido-Tannico', '45.053%'), ('Secco-Dolce', '10.051%'), ('Piatto-Acidulo', '45.5402%')];Manzo / Agnello / Vitello;[('legno', 405), ('bacche nere', 303), ('Erbaceo', 220)]
Poggio di Sotto;Brunello di Montalcino 2016;4,6;165 Voti;Italia·Brunello di Montalcino·Poggio di Sotto·Vino rosso·Sangiovese;150,00;[('Leggero-Strutturato', '45.7659%'), ('Morbido-Tannico', '55.6667%'), ('Secco-Dolce', '8.39241%'), ('Piatto-Acidulo', '63.5849%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 311), ('legno', 274), ('frutti rossi', 232)]
Michele Chiarlo;Barolo Cerequio 2016;4,5;125 Voti;Italia·Barolo·Michele Chiarlo·Vino rosso·Nebbiolo;73,90;[('Leggero-Strutturato', '62.6939%'), ('Morbido-Tannico', '77.3625%'), ('Secco-Dolce', '9.04178%'), ('Piatto-Acidulo', '81.8155%')];Manzo / Pasta / Agnello;[('Erbaceo', 180), ('legno', 161), ('frutti rossi', 135)]
Valdicava;Brunello di Montalcino Riserva Madonna del Piano 2010;4,6;530 Voti;Italia·Brunello di Montalcino·Valdicava·Vino rosso·Sangiovese;175,00;[('Leggero-Strutturato', '52.4883%'), ('Morbido-Tannico', '60.7365%'), ('Secco-Dolce', '9.4144%'), ('Piatto-Acidulo', '64.8735%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 321), ('legno', 269), ('bacche nere', 193)]
Michele Chiarlo;Barolo Cerequio 2006;4,4;226 Voti;Italia·Barolo·Michele Chiarlo·Vino rosso·Nebbiolo;120,00;[('Leggero-Strutturato', '62.6939%'), ('Morbido-Tannico', '77.3625%'), ('Secco-Dolce', '9.04178%'), ('Piatto-Acidulo', '81.8155%')];Manzo / Pasta / Agnello;[('Erbaceo', 180), ('legno', 161), ('frutti rossi', 135)]
Feudi di San Gregorio;Pàtrimo 2009;4,3;131 Voti;Italia·Campania·Feudi di San Gregorio·Vino rosso·Merlot;122,00;[('Leggero-Strutturato', '83.0869%'), ('Morbido-Tannico', '44.2957%'), ('Secco-Dolce', '29.8282%'), ('Piatto-Acidulo', '27.1278%')];Manzo / Pasta / Agnello;[('legno', 88), ('bacche nere', 72), ('Erbaceo', 59)]
Castello dei Rampolla;Sammarco 1999;4,3;223 Voti;Italia·Toscana·Castello dei Rampolla·Vino rosso·Miscela;93,00;[('Leggero-Strutturato', '54.6003%'), ('Morbido-Tannico', '47.7284%'), ('Secco-Dolce', '11.4776%'), ('Piatto-Acidulo', '46.1244%')];Manzo / Agnello / Vitello;[('legno', 342), ('Erbaceo', 316), ('bacche nere', 267)]
Antinori;Pian delle Vigne Brunello di Montalcino 2003;4,4;252 Voti;Italia·Brunello di Montalcino·Antinori·Vino rosso·Sangiovese;66,00;[('Leggero-Strutturato', '48.2306%'), ('Morbido-Tannico', '52.8909%'), ('Secco-Dolce', '7.7679%'), ('Piatto-Acidulo', '62.0925%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 1477), ('Erbaceo', 1070), ('frutti rossi', 1040)]
San Felice;Campogiovanni Brunello di Montalcino 2016;4,3;673 Voti;Italia·Brunello di Montalcino·San Felice·Vino rosso·Sangiovese;34,00;[('Leggero-Strutturato', '48.3366%'), ('Morbido-Tannico', '56.2423%'), ('Secco-Dolce', '9.60094%'), ('Piatto-Acidulo', '63.3088%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 819), ('Erbaceo', 710), ('bacche nere', 497)]
Azienda Agricola Il Colle;Brunello di Montalcino 2016;4,3;29 Voti;Italia·Brunello di Montalcino·Azienda Agricola Il Colle·Vino rosso·Sangiovese;53,50;[('Leggero-Strutturato', '44.8942%'), ('Morbido-Tannico', '54.8988%'), ('Secco-Dolce', '8.48367%'), ('Piatto-Acidulo', '63.6359%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 105), ('legno', 96), ('frutti rossi', 82)]
Gian Piero Marrone;La Pantalera Barbera d'Alba Superiore 2019;4,4;29 Voti;Italia·Barbera d'Alba·Gian Piero Marrone·Vino rosso·Barbera;32,00;[('Leggero-Strutturato', '58.1578%'), ('Morbido-Tannico', '29.0643%'), ('Secco-Dolce', '10.3616%'), ('Piatto-Acidulo', '64.6418%')];Pasta / Vitello / Maiale;[('legno', 28), ('Erbaceo', 18), ('bacche nere', 13)]
Altesino;Brunello di Montalcino Riserva 2013;4,3;53 Voti;Italia·Brunello di Montalcino·Altesino·Vino rosso·Sangiovese;85,00;[('Leggero-Strutturato', '50.2844%'), ('Morbido-Tannico', '51.6873%'), ('Secco-Dolce', '7.72241%'), ('Piatto-Acidulo', '60.1278%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 47), ('legno', 46), ('frutti rossi', 36)]
Produttori Vini Manduria;Elegia Primitivo di Manduria Riserva 2017;4,3;485 Voti;Italia·Primitivo di Manduria·Produttori Vini Manduria·Vino rosso·Primitivo;20,90;[('Leggero-Strutturato', '67.6999%'), ('Morbido-Tannico', '27.0665%'), ('Secco-Dolce', '46.1367%'), ('Piatto-Acidulo', '15.5758%')];Manzo / Pasta / Agnello;[('legno', 203), ('bacche nere', 125), ('frutti rossi', 78)]
Bibi Graetz;Testamatta Toscana 2018;4,3;825 Voti;Italia·Toscana·Bibi Graetz·Vino rosso·Sangiovese;99,00;[('Leggero-Strutturato', '49.8674%'), ('Morbido-Tannico', '42.8681%'), ('Secco-Dolce', '9.28626%'), ('Piatto-Acidulo', '49.2842%')];Manzo / Agnello / Vitello;[('legno', 536), ('frutti rossi', 443), ('Erbaceo', 419)]
Produttori del Barbaresco;Barbaresco Riserva Montestefano 2013;4,3;299 Voti;Italia·Barbaresco·Produttori del Barbaresco·Vino rosso·Nebbiolo;92,00;[('Leggero-Strutturato', '64.263%'), ('Morbido-Tannico', '69.5846%'), ('Secco-Dolce', '5.68017%'), ('Piatto-Acidulo', '85%')];Manzo / Pasta / Agnello;[('Erbaceo', 237), ('frutti rossi', 147), ('legno', 112)]
Giuseppe Rinaldi;Tre Tine Barolo 2011;4,4;242 Voti;Italia·Barolo·Giuseppe Rinaldi·Vino rosso·Nebbiolo;444,00;[('Leggero-Strutturato', '57.7279%'), ('Morbido-Tannico', '78.5327%'), ('Secco-Dolce', '6.9824%'), ('Piatto-Acidulo', '83.6433%')];Manzo / Pasta / Agnello;[('frutti rossi', 61), ('Erbaceo', 54), ('spezie', 35)]
Roberto Voerzio;Rocche dell'Annunziata Torriglione Barolo 2001;4,4;117 Voti;Italia·Barolo·Roberto Voerzio·Vino rosso·Nebbiolo;260,00;[('Leggero-Strutturato', '62.4762%'), ('Morbido-Tannico', '80.187%'), ('Secco-Dolce', '10.2104%'), ('Piatto-Acidulo', '83.3398%')];Manzo / Pasta / Agnello;[('Erbaceo', 68), ('frutti rossi', 60), ('legno', 54)]
Masseto;Toscana 1999;4,7;435 Voti;Italia·Toscana·Masseto·Vino rosso·Merlot;1600,02;[('Leggero-Strutturato', '57.6969%'), ('Morbido-Tannico', '45.9309%'), ('Secco-Dolce', '17.0264%'), ('Piatto-Acidulo', '45.1555%')];Manzo / Agnello / Vitello;[('legno', 619), ('bacche nere', 483), ('Erbaceo', 289)]
Aldo Conterno;Barolo Bussia Cicala 1999;4,3;136 Voti;Italia·Barolo·Aldo Conterno·Vino rosso·Nebbiolo;211,00;[('Leggero-Strutturato', '64.6109%'), ('Morbido-Tannico', '75.325%'), ('Secco-Dolce', '9.77619%'), ('Piatto-Acidulo', '79.8711%')];Manzo / Pasta / Agnello;[('Erbaceo', 199), ('legno', 143), ('frutti rossi', 124)]
Mauro Molino;Barolo Conca 2014;4,3;201 Voti;Italia·Barolo·Mauro Molino·Vino rosso·Nebbiolo;72,40;[('Leggero-Strutturato', '65.1319%'), ('Morbido-Tannico', '76.0255%'), ('Secco-Dolce', '9.94424%'), ('Piatto-Acidulo', '81.3001%')];Manzo / Pasta / Agnello;[('legno', 109), ('Erbaceo', 92), ('frutti rossi', 89)]
Tenuta CastelGiocondo;Brunello di Montalcino 2014;4,2;3286 Voti;Italia·Brunello di Montalcino·Tenuta CastelGiocondo·Vino rosso·Sangiovese;39,90;[('Leggero-Strutturato', '48.6478%'), ('Morbido-Tannico', '57.2441%'), ('Secco-Dolce', '6.56036%'), ('Piatto-Acidulo', '63.9893%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 2252), ('Erbaceo', 1793), ('frutti rossi', 1532)]
Tenuta San Guido;Sassicaia 2001;4,6;1958 Voti;Italia·Bolgheri Sassicaia·Tenuta San Guido·Vino rosso·Cabernet Sauvignon;470,00;[('Leggero-Strutturato', '62.0472%'), ('Morbido-Tannico', '64.0325%'), ('Secco-Dolce', '10.295%'), ('Piatto-Acidulo', '54.5197%')];Manzo / Pasta / Agnello;[('legno', 3368), ('bacche nere', 3033), ('Erbaceo', 2552)]
Piero Busso;Gallina Barbaresco 2015;4,5;47 Voti;Italia·Barbaresco·Piero Busso·Vino rosso·Nebbiolo;104,00;[('Leggero-Strutturato', '57.0715%'), ('Morbido-Tannico', '66.2386%'), ('Secco-Dolce', '8.9775%'), ('Piatto-Acidulo', '82.5336%')];Manzo / Pasta / Agnello;[('frutti rossi', 56), ('Erbaceo', 52), ('legno', 36)]
Roberto Voerzio;Cerequio Barolo 1999;4,4;84 Voti;Italia·Barolo·Roberto Voerzio·Vino rosso·Nebbiolo;260,00;[('Leggero-Strutturato', '63.3088%'), ('Morbido-Tannico', '79.7871%'), ('Secco-Dolce', '10.7515%'), ('Piatto-Acidulo', '84.0414%')];Manzo / Pasta / Agnello;[('Erbaceo', 129), ('legno', 96), ('frutti rossi', 90)]
Lungarotti;Rubesco Vigna Monticchio Torgiano Rosso Riserva 2016;4,3;152 Voti;Italia·Torgiano Rosso Riserva·Lungarotti·Vino rosso·Sangiovese;47,90;[('Leggero-Strutturato', '51.1452%'), ('Morbido-Tannico', '45.895%'), ('Secco-Dolce', '7.6133%'), ('Piatto-Acidulo', '47.7009%')];Manzo / Pasta / Vitello;[('legno', 224), ('Erbaceo', 182), ('frutti rossi', 139)]
Cuppari;San Placido Faro 2012;4,3;83 Voti;Italia·Terre Siciliane·Cuppari·Vino rosso·Nero d'Avola;28,61;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '43.1266%'), ('Secco-Dolce', '19.6982%'), ('Piatto-Acidulo', '24.9614%')];Manzo / Pasta / Agnello;[('Erbaceo', 20), ('bacche nere', 16), ('frutti rossi', 13)]
Caterina Zardini;Amarone della Valpolicella Classico Riserva 2015;4,5;209 Voti;Italia·Amarone della Valpolicella Classico·Caterina Zardini·Vino rosso·Miscela;37,70;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '27.6503%'), ('Secco-Dolce', '48.4778%'), ('Piatto-Acidulo', '23.0846%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 93), ('bacche nere', 56), ('frutti rossi', 42)]
Campo Alla Sughera;Campo Alla Sughera 2012;4,5;69 Voti;Italia·Toscana·Campo Alla Sughera·Vino rosso·Miscela;75,00;[('Leggero-Strutturato', '55.1716%'), ('Morbido-Tannico', '40.3241%'), ('Secco-Dolce', '15.0812%'), ('Piatto-Acidulo', '44.951%')];Manzo / Agnello / Vitello;[('legno', 29), ('bacche nere', 20), ('frutti rossi', 10)]
Damilano;Barolo Raviole 2016;4,3;37 Voti;Italia·Barolo·Damilano·Vino rosso·Nebbiolo;76,86;[('Leggero-Strutturato', '68.81%'), ('Morbido-Tannico', '79.702%'), ('Secco-Dolce', '0.573863%'), ('Piatto-Acidulo', '78.4678%')];Manzo / Pasta / Agnello;[('legno', 19), ('frutti rossi', 15), ('Erbaceo', 10)]
Piaggia;Carmignano Riserva 2017;4,3;594 Voti;Italia·Carmignano·Piaggia·Vino rosso·Miscela;48,00;[('Leggero-Strutturato', '56.0872%'), ('Morbido-Tannico', '38.5033%'), ('Secco-Dolce', '11.0045%'), ('Piatto-Acidulo', '44.8696%')];Manzo / Agnello / Vitello;[('legno', 233), ('bacche nere', 167), ('frutti rossi', 132)]
Cà dei Frati;Pietro Dal Cero Amarone della Valpolicella 2013;4,5;334 Voti;Italia·Amarone della Valpolicella·Cà dei Frati·Vino rosso·Rondinella;61,90;[('Leggero-Strutturato', '81.9494%'), ('Morbido-Tannico', '28.0849%'), ('Secco-Dolce', '47.0954%'), ('Piatto-Acidulo', '27.2539%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 215), ('bacche nere', 116), ('frutti rossi', 79)]
Tenuta San Guido;Sassicaia 2012;4,6;7136 Voti;Italia·Bolgheri Sassicaia·Tenuta San Guido·Vino rosso·Miscela;335,00;[('Leggero-Strutturato', '62.0472%'), ('Morbido-Tannico', '64.0325%'), ('Secco-Dolce', '10.295%'), ('Piatto-Acidulo', '54.5197%')];Manzo / Pasta / Agnello;[('legno', 3368), ('bacche nere', 3033), ('Erbaceo', 2552)]
Dal Forno Romano;Amarone della Valpolicella Monte Lodoletta 2006;4,7;1223 Voti;Italia·Amarone della Valpolicella·Dal Forno Romano·Vino rosso·Miscela;495,00;[('Leggero-Strutturato', '85%'), ('Morbido-Tannico', '29.6819%'), ('Secco-Dolce', '51.3966%'), ('Piatto-Acidulo', '23.7502%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 456), ('bacche nere', 320), ('Erbaceo', 237)]
Casanova di Neri;Brunello di Montalcino 2013;4,4;3094 Voti;Italia·Brunello di Montalcino·Casanova di Neri·Vino rosso·Sangiovese;59,00;[('Leggero-Strutturato', '49.7197%'), ('Morbido-Tannico', '56.6893%'), ('Secco-Dolce', '10.4587%'), ('Piatto-Acidulo', '62.7767%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('legno', 1399), ('Erbaceo', 1015), ('frutti rossi', 976)]
Bruno Giacosa;Falletto Barbaresco Asili 2015;4,4;218 Voti;Italia·Barbaresco·Bruno Giacosa·Vino rosso·Nebbiolo;155,00;[('Leggero-Strutturato', '58.4413%'), ('Morbido-Tannico', '67.3504%'), ('Secco-Dolce', '9.29253%'), ('Piatto-Acidulo', '85%')];Manzo / Pasta / Agnello;[('Erbaceo', 228), ('frutti rossi', 206), ('legno', 111)]
Tassi;Brunello di Montalcino 2016;4,3;32 Voti;Italia·Brunello di Montalcino·Tassi·Vino rosso·Sangiovese;104,42;[('Leggero-Strutturato', '50.1968%'), ('Morbido-Tannico', '54.1469%'), ('Secco-Dolce', '7.04629%'), ('Piatto-Acidulo', '62.1376%')];Manzo / Agnello / Cacciagione (cervo, camoscio);[('Erbaceo', 94), ('legno', 92), ('frutti rossi', 66)]
