company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Donna Olimpia;Bolgheri Bianco;3.8;44;20.35;Pasta / Vegetariano / Antipasti e spuntini;Italia;Bolgheri;Miscela;2018;50.8721;19.9793;60.4365;lieviti/legno/albero da frutta
Casata Monfort;Pinot Grigio;3.8;46;11.0;Frutti di mare / Vegetariano / Funghi;Italia;Trentino;Pinot Grigio;2020;45.4151;9.9701;37.3384;albero da frutta/agrume/lieviti
Donnafugata;Vigna Di Gabri;3.9;254;14.59;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2019;59.1202;7.22535;35.3724;albero da frutta/Erbaceo/agrume
Capichera;Vermentino Isola dei Nuraghi;4.3;259;43.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Vermentino;2018;65.6496;17.4435;35.3221;agrume/albero da frutta/Erbaceo
Les Crêtes;Cuvée Bois Chardonnay;4.3;241;39.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Chardonnay;2018;64.6273;23.6573;51.4761;legno/albero da frutta/Erbaceo
Azienda Santa Barbara - Stefano Antonucci;Verdicchio dei Castelli di Jesi Classico Superiore;4.1;83;17.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2019;46.6414;25.3627;62.3024;agrume/albero da frutta/Erbaceo
Tintero Elvio;Langhe Arneis;4.1;54;8.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Arneis;2020;59.9126;25.7373;52.1418;albero da frutta/agrume/Erbaceo
Attems;Cicinis;3.8;80;21.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Tocai Friulano;2017;59.5365;27.2808;51.6941;legno/agrume/Erbaceo
Cantina d'Isera;Sauvignon;3.7;262;10.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino;Sauvignon Blanc;2020;50.4847;11.2642;54.3857;nota tropicale/agrume/vegetale
Cave Mont Blanc de Morgex et la Salle;Estremi Blanc de Morgex et de La Salle;3.7;96;22.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Prié;2019;46.6319;15.7426;59.8771;albero da frutta/agrume/Erbaceo
Marco de Bartoli;Grappoli del Grillo;4.1;46;22.39;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Grillo;2020;65.6398;7.19348;38.3265;Erbaceo/agrume/albero da frutta
Sartarelli;Balciana;4.2;80;33.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2016;57.6193;25.7318;64.0433;Erbaceo/agrume/Invecchiamento
Comm. G.B. Burlotto;Viridis Langhe Sauvignon;3.8;31;18.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Sauvignon Blanc;2020;63.9214;25.0216;54.4364;agrume/albero da frutta/Erbaceo
Ca' Lojera;Lugana Blanc;4.0;449;10.99;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2019;58.9535;23.9098;52.3365;albero da frutta/agrume/Erbaceo
Masciarelli;Villa Gemma Colline Teatine Bianco;3.8;204;13.4;na / na / na;Italia;Colline Teatine;Miscela;2019;;;;
Vie di Romans;Vieris Sauvignon Blanc;4.2;30;25.84;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Sauvignon Blanc;2020;67.7098;24.4985;49.7745;agrume/albero da frutta/Erbaceo
Klaus Lentsch;Amperg Goldmuskateller;4.0;30;12.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Moscato Giallo;2018;54.5909;27.6565;47.4416;Erbaceo/albero da frutta/spezie
Vignai da Duline;Pinot Grigio;3.9;63;24.7;Frutti di mare / Vegetariano / Funghi;Italia;Colli Orientali del Friuli;Pinot Grigio;2019;41.4718;13.8794;42.1702;albero da frutta/Erbaceo/agrume
St. Michael-Eppan;Gewürztraminer;4.0;112;12.5;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2021;62.7788;39.3487;31.2808;albero da frutta/nota tropicale/agrume
Il Poggio Vini;Falanghina del Sannio Taburno;4.0;52;10.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Falanghina del Sannio;Falanghina;2020;66.366;9.35318;33.1673;albero da frutta/Erbaceo/nota tropicale
Baglio di Pianetto;Ginolfo Viognier;4.0;70;15.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Viognier;2015;68.9917;4.7725;31.6758;legno/albero da frutta/Erbaceo
Pieropan;La Rocca Soave Classico;4.2;955;31.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2018;34.8595;8.03137;57.3264;albero da frutta/Erbaceo/agrume
Roeno;Riesling Renano Collezione di Famiglia;4.1;50;34.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;delle Venezie;Riesling Renano;2016;64.5021;19.4108;58.4272;albero da frutta/agrume/Erbaceo
Visintini;Pinot Grigio;4.1;30;13.53;Frutti di mare / Vegetariano / Funghi;Italia;Colli Orientali del Friuli;Pinot Grigio;2020;42.3754;11.0619;41.2133;albero da frutta/agrume/Erbaceo
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Sylvaner;3.8;95;15.6;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sylvaner;2018;61.1466;16.9753;61.0126;albero da frutta/agrume/Erbaceo
Tenuta di Tavignano;Misco Castelli di Jesi Verdicchio Riserva Classico;3.8;46;30.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2014;53.3563;25.9451;64.8027;agrume/albero da frutta/Erbaceo
Donnafugata;Anthìlia;3.8;926;9.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Ansonica;2020;58.8263;10.0095;38.7695;albero da frutta/agrume/Erbaceo
Kellerei Eisacktal - Cantina Valle Isarco;Gewürztraminer;3.8;79;11.39;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;64.3255;38.2144;30.005;nota tropicale/albero da frutta/agrume
Weingut Tenuta Schweitzer;Tschaupp Chardonnay;4.0;44;29.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2015;56.9459;20.3216;53.6024;Floreale/Erbaceo/agrume
Cantine Astroni;Strione;3.8;34;22.0;na / na / na;Italia;Falanghina del Sannio;Falanghina;2015;;;;Erbaceo/albero da frutta/legno
Antonelli San Marco;Grechetto Montefalco;3.8;231;7.95;Pasta / Vegetariano / Antipasti e spuntini;Italia;Montefalco;Grechetto;2020;45.3455;17.9808;65.2677;albero da frutta/agrume/Erbaceo
Porta del Vento;Catarratto;3.8;69;16.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Catarratto Bianco;2020;61.3869;8.24286;37.349;Erbaceo/agrume/albero da frutta
Giacomelli;Pianacce Vermentino Colli di Luni;3.7;72;11.39;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli di Luni;Vermentino;2019;58.449;19.4226;54.3251;albero da frutta/Erbaceo/agrume
Grawü Grasselli & Würth;Pinot Grigio;4.2;53;29.0;Frutti di mare / Vegetariano / Funghi;Italia;Vigneti delle Dolomiti;Pinot Grigio;2019;42.5756;13.5294;37.834;agrume/frutti rossi/albero da frutta
Jermann;Chardonnay;3.7;512;31.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Chardonnay;2014;59.81;24.6963;50.5784;albero da frutta/legno/agrume
Vie di Romans;Flors di Uis;4.4;59;43.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Miscela;2009;63.2268;23.7371;52.4442;albero da frutta/Erbaceo/agrume
Antonio Caggiano;Béchar Fiano di Avellino;4.0;168;13.85;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2020;66.7639;10.7239;43.5204;albero da frutta/Erbaceo/agrume
Vietti;Arneis Roero;4.0;985;13.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;60.7282;21.9446;53.9277;albero da frutta/agrume/Erbaceo
Sibiliana;Sensale Grillo;3.9;111;6.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2020;55.9986;3.22591;32.8786;agrume/Erbaceo/lieviti
Bruno Giacosa;Roero Arneis;4.1;536;19.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;61.4635;22.6678;49.5574;albero da frutta/agrume/Erbaceo
Venissa;Bianco;3.9;44;190.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia;Dorona di Venezia;2015;65.0637;26.3847;49.8801;Erbaceo/albero da frutta/agrume
Colterenzio (Schreckbichl);LR;4.5;57;135.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Miscela;2015;64.6296;30.3098;38.4566;legno/albero da frutta/nota tropicale
Tramin;Nussbaumer Gewürztraminer;4.3;138;24.1;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;65.665;41.3617;28.0218;nota tropicale/Erbaceo/albero da frutta
Feudo Arancio;Dalila Riserva;3.8;419;11.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2018;62.6685;7.62594;29.4122;albero da frutta/legno/Erbaceo
Livon;Mandítocai Friulano;3.9;81;20.49;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Friulano;2017;69.2129;28.9054;47.5919;albero da frutta/legno/Erbaceo
Cotarella;Ferentano Lazio;3.9;65;19.7;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Roscetto;2017;53.0907;26.9826;65.205;legno/Erbaceo/albero da frutta
Pietradolce;Etna Bianco;3.9;167;17.75;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2020;59.9063;1.21671;43.5154;agrume/Erbaceo/albero da frutta
Oltretorrente;Colli Tortonesi Bianco;3.8;42;15.3;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Tortonesi;;2019;55.1418;12.7601;53.5933;agrume/Erbaceo/albero da frutta
Attems;Cicinis;3.9;93;22.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Sauvignon Blanc;2018;59.5365;27.2808;51.6941;legno/agrume/Erbaceo
Casale del Giglio;Aphrodisium Vendemmia Tardiva;4.4;36;25.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Viognier;2019;46.7345;46.5571;65.0885;albero da frutta/Erbaceo/agrume
Vinosia;Le Grade Fiano di Avellino;3.7;78;10.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2018;58.3867;11.6838;32.7993;agrume/Erbaceo/albero da frutta
St. Michael-Eppan;The Wine Collection Sauvignon;4.7;58;105.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2017;66.4685;17.3049;54.299;albero da frutta/legno/lieviti
Primosic;Klin;4.3;120;43.7;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Miscela;2015;64.8086;29.5183;47.33;albero da frutta/legno/Erbaceo
Sella & Mosca;Cala Reale Vermentino di Sardegna;3.8;257;9.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2019;57.2679;10.7944;34.4814;Erbaceo/agrume/albero da frutta
Papalino;Ametis Grechetto Bianco;3.8;26;9.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Grechetto;2015;49.9969;21.4812;60.3031;
Feudi di San Gregorio;Falanghina;3.9;45;8.4;na / na / na;Italia;Falanghina del Sannio;Falanghina;2021;;;;
Cà dei Frati;Brolettino Lugana;4.2;418;13.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Verdicchio;2020;60.8497;26.7586;50.9679;albero da frutta/agrume/Erbaceo
Antinori;Castello della Sala Bramìto Chardonnay;4.0;2653;15.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Chardonnay;2019;42.6018;23.0373;64.4395;legno/albero da frutta/agrume
Carpineto;Dogajolo Toscana Bianco;3.8;355;7.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2019;42.8774;22.0222;66.2326;albero da frutta/agrume/Erbaceo
Vie di Romans;Chardonnay;4.4;117;25.66;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Chardonnay;2020;65.2522;26.555;49.5961;legno/albero da frutta/Erbaceo
Cantina Altarocca;Albaco Orvieto Classico Superiore;3.9;33;13.35;Pasta / Vegetariano / Antipasti e spuntini;Italia;Orvieto Classico;Miscela;2018;46.8636;13.8052;65.8377;legno/albero da frutta/Invecchiamento
Prà;Staforte Soave Classico;3.8;142;13.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2018;30.9301;5.20527;57.2782;albero da frutta/Erbaceo/agrume
Tramin;Pinot Grigio;3.7;324;10.5;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2019;40.5001;16.5184;41.2596;albero da frutta/agrume/Erbaceo
Colli Della Murgia;Tufjano;4.0;55;14.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Minutolo;2020;59.3947;11.8264;39.9083;albero da frutta/agrume/Floreale
Feudi Studi;Arianiello;4.0;86;29.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2012;63.6041;5.4;37.0036;Erbaceo/albero da frutta/agrume
Mezzacorona;Castel Firmian Pinot Grigio Riserva;3.9;172;11.9;Frutti di mare / Vegetariano / Funghi;Italia;Teroldego Rotaliano;Pinot Grigio;2019;44.5924;15.005;34.5388;albero da frutta/Erbaceo/legno
Kettmeir;Athesis Pinot Bianco;3.9;25;23.0;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;42.7683;0.0;55.2561;albero da frutta/vegetale/agrume
Fontanafredda;Roero Pradalupo Arneis;3.7;192;10.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;59.047;22.6825;53.5062;albero da frutta/Erbaceo/agrume
Argiolas;Merì Vermentino di Sardegna;4.1;499;15.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2020;59.5731;5.73291;39.5774;albero da frutta/agrume/Erbaceo
I Clivi;San Pietro Friulano;3.8;33;15.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Friulano;2020;61.7128;18.9782;50.6225;Erbaceo/agrume/albero da frutta
Albino Armani;Pinot Grigio Valdadige Corvara;4.1;214;10.7;Frutti di mare / Vegetariano / Funghi;Italia;Valdadige;Pinot Grigio;2020;40.8066;10.5394;41.1986;albero da frutta/agrume/Erbaceo
Attems;Sauvignon Blanc;3.9;138;8.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Sauvignon Blanc;2020;60.8247;21.383;53.0346;agrume/albero da frutta/vegetale
Fina;Chardonnay;3.8;59;17.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Chardonnay;2018;63.6855;7.64225;29.6835;legno/albero da frutta/Erbaceo
Pacherhof;Riesling;4.1;40;24.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Riesling;2020;55.2137;23.2805;57.6666;albero da frutta/agrume/Erbaceo
Le Vigne di Zamò;Sauvignon;3.9;25;15.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Sauvignon Blanc;2020;61.1955;20.8609;56.9851;agrume/vegetale/albero da frutta
Girlan;Flora Pinot Bianco Riserva;4.1;25;21.0;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2018;52.3929;0.0;56.2857;vegetale/agrume/Invecchiamento
Lvnae;Terre Ferme Pigato;3.8;90;14.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Riviera Ligure di Ponente;Pigato;2019;52.9638;32.1842;55.6333;albero da frutta/agrume/vegetale
Rosset;Sopraquota 900;4.4;73;43.47;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Petite Arvine;2018;67.5796;16.1706;53.8362;Erbaceo/agrume/albero da frutta
Terlan (Terlano);Gewürztraminer Lunare;4.4;170;39.5;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2018;65.1104;41.7373;27.7935;nota tropicale/Erbaceo/agrume
Siddura;Maìa;3.8;59;18.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sardegna;Vermentino;2019;60.3882;4.77;44.2763;albero da frutta/agrume/Erbaceo
Bellavista;Uccellanda Curtefranca;4.3;185;32.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Curtefranca;Chardonnay;2015;63.6;27.4696;48.6;legno/albero da frutta/agrume
Franz Haas;Manna Schweizer;4.2;406;22.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Miscela;2019;62.3059;24.9296;52.8374;albero da frutta/Erbaceo/nota tropicale
Ronco dei Tassi;Ribolla Gialla;3.8;36;15.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Ribolla Gialla;2020;52.72;22.7568;49.3754;albero da frutta/agrume/legno
Suavia;Soave Classico;3.8;193;9.98;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2020;30.4489;3.99936;59.7632;albero da frutta/agrume/Erbaceo
Les Crêtes;Cuvée Bois Chardonnay;4.2;411;45.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Chardonnay;2015;64.6273;23.6573;51.4761;legno/albero da frutta/Erbaceo
Le Morette;Benedictus Lugana;4.0;51;12.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;61.6918;26.0169;48.2367;albero da frutta/Erbaceo/nota tropicale
Tramin;Unterebner Pinot Grigio;4.0;32;23.4;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2020;43.6275;15.2722;41.6293;albero da frutta/Erbaceo/legno
La Raia;Gavi Riserva;3.9;127;19.0;Pasta / Frutti di mare / Antipasti e spuntini;Italia;Gavi;Cortese;2017;25.2393;1.193;77.4436;agrume/albero da frutta/Erbaceo
Kellerei St. Pauls;Plötzner Weissburgunder;3.8;178;11.0;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2017;41.3674;0.0;60.4827;albero da frutta/agrume/legno
Pasini San Giovanni;Il Lugana;4.0;180;13.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lombardia;Trebbiano;2020;52.3851;19.0714;52.351;albero da frutta/agrume/Erbaceo
Azienda Agricola Pianogrillo;Grecanico;4.0;35;10.89;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grecanico;2020;52.7191;0.0;41.8727;albero da frutta/Erbaceo/agrume
Artico;Sauvignon;3.9;28;11.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Sauvignon Blanc;2018;60.5;18.1436;60.3936;albero da frutta/vegetale/Erbaceo
Monchiero Carbone;Recit Roero Arneis;3.8;276;12.1;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2019;61.674;25.5401;47.715;albero da frutta/agrume/Erbaceo
Alois Lageder;Müller - Thurgau;3.7;83;9.9;Frutti di mare / Cibi speziati / Vegetariano;Italia;Südtirol - Alto Adige;Müller-Thurgau;2019;28.9111;7.27854;33.0761;albero da frutta/agrume/Erbaceo
Marisa Cuomo;Ravello Costa d'Amalfi;3.9;105;18.2;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Costa d'Amalfi;Miscela;2019;61.4165;2.8759;45.923;albero da frutta/Erbaceo/agrume
Su'entu;Su'orma;3.8;30;14.55;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2018;59.001;12.3156;42.4175;legno/Erbaceo/vegetale
Erste+Neue;Sauvignon;3.9;76;9.49;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2020;55.4406;23.4215;57.3554;agrume/vegetale/albero da frutta
Tenute Bosco;Piano dei Daini Etna Bianco;4.0;122;18.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2019;56.1569;0.0;43.4479;Erbaceo/agrume/albero da frutta
Terlan (Terlano);Tradition Chardonnay;3.8;232;11.7;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2020;59.3881;21.7442;53.1749;albero da frutta/agrume/legno
Moser;Maso Warth Riesling Renano;3.8;26;13.92;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino;Riesling;2019;54.1758;31.988;52.346;albero da frutta/agrume
Andrea Felici;Vigna Il Cantico della Figura Castelli di Jesi Verdicchio Riserva Classico;4.2;59;50.96;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2017;43.3264;23.5558;63.3708;albero da frutta/agrume/Erbaceo
Campo alle Comete;Albablu Vermentino;3.8;94;9.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Vermentino;2020;34.9257;31.0338;67.8754;vegetale/agrume/Erbaceo
Castelfeder;Vom Stein Pinot Bianco;3.9;39;13.8;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;44.1598;4.51343;54.968;albero da frutta/agrume/Erbaceo
Feudi di San Gregorio;Falanghina;3.8;744;8.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Falanghina del Sannio;Falanghina;2020;61.68;2.49842;39.3146;agrume/albero da frutta/Erbaceo
Cenatiempo;Ischia Biancolella;3.9;74;12.89;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Ischia;Biancolella;2020;57.2482;13.7001;42.0756;albero da frutta/Erbaceo/agrume
Les Crêtes;Neige d'Or;4.2;43;56.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;;2016;74.8676;18.6333;46.0829;Erbaceo/legno/albero da frutta
Antinori;Tenuta Guado al Tasso Vermentino Bolgheri;4.0;1956;13.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Bolgheri;Vermentino;2020;41.7737;22.0409;66.6031;agrume/albero da frutta/Erbaceo
Köfererhof;R Sylvaner;3.9;27;24.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sylvaner;2018;62.2966;25.2775;50.2999;agrume/Erbaceo/albero da frutta
Manincor;Sophie;4.2;211;35.74;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2019;61.883;20.6686;48.617;albero da frutta/legno/agrume
St. Michael-Eppan;Weissburgunder (Pinot Bianco);3.7;150;23.5;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;44.5365;12.5155;56.8418;albero da frutta/Erbaceo/agrume
Allegrini;Oasi Mantellina Lugana;4.0;285;12.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2019;60.3646;19.1025;53.7302;albero da frutta/agrume/Erbaceo
Fertuna;Droppello Toscana Bianco;4.0;91;14.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Sangiovese;2019;43.8983;20.7231;64.722;Erbaceo/albero da frutta/agrume
