idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Greco Bianco - 2017.0 - L'Archetipo,9.9,Greco Bianco,60.7219,13.5691,33.7413,Erbaceo/albero da frutta/agrume,13
Bosco Satrano Fiano de Avellino - 2017.0 - Villa Raiano,17.0,Fiano,65.1521,7.97811,45.8283,albero da frutta/nota tropicale/Erbaceo,5
Vigne Sparse Arneis Roero - 2019.0 - Giovanni Almondo,16.35,Arneis,61.442,21.6725,53.1835,albero da frutta/agrume/Erbaceo,12
Veltliner - 2018.0 - Köfererhof,20.38,Grüner Veltliner,57.0016,24.7272,49.2229,albero da frutta/Erbaceo/agrume,12
Antinoo Lazio Bianco - 2019.0 - Casale del Giglio,14.9,Miscela,49.1185,23.1054,65.4688,legno/Erbaceo/agrume,18
Terre di Giumara Zibibbo - 2019.0 - Caruso & Minini,8.5,Zibibbo,56.9122,9.60878,35.8423,agrume/nota tropicale/Floreale,11
Ca' Brione Terrazze Retiche di Sondrio - 2020.0 - Nino Negri,24.8,Nebbiolo,62.3614,26.3941,49.7213,albero da frutta/legno/Erbaceo,22
Pinot Grigio '1840' - 2019.0 - H. Lun,14.06,Pinot Grigio,40.7859,7.17698,39.9722,albero da frutta/agrume/Erbaceo,8
Streda - 2019.0 - Cantine Leonardo da Vinci,14.01,Vermentino,57.7568,18.1139,65.8668,albero da frutta/Erbaceo/agrume,2
Lugana Sergio Riserva - 2016.0 - Zenato,35.9,Verdicchio,63.9595,25.9397,47.2725,legno/albero da frutta/Erbaceo,22
Pietrarizzo Etna Bianco - 2020.0 - Tornatore,24.0,Carricante,64.3936,7.34791,37.5855,albero da frutta/Erbaceo/agrume,15
Fiano di Avellino - 2018.0 - Pietracupa,18.49,Fiano,62.2118,2.99473,40.8435,albero da frutta/agrume/Erbaceo,16
Roero Arneis - 2020.0 - Giovanni Rosso,11.8,Arneis,57.0354,24.6358,54.4983,agrume/albero da frutta/Erbaceo,12
Puistéris - 2017.0 - Cantina di Mogoro,18.33,Semidano,65.9187,8.12349,32.9776,albero da frutta/legno/Erbaceo,22
I Nani e Le Ballerine - 2020.0 - Luretta,13.59,Sauvignon Blanc,46.3283,16.6913,66.7485,Erbaceo/albero da frutta/legno,22
Pinot Grigio - 2021.0 - Tenuta Ulisse,14.89,Pinot Grigio,38.5699,16.1014,58.472,albero da frutta/agrume/Erbaceo,8
Lugana Superiore - 2018.0 - Ca' Lojera,18.3,Verdicchio,62.8314,25.8552,51.5504,albero da frutta/Erbaceo/Invecchiamento,3
Pinot Bianco Riserva Vorberg - 2010.0 - Terlan (Terlano),135.0,Weissburgunder,45.6895,10.2793,57.2404,albero da frutta/Erbaceo/agrume,0
Troy Reserva Chardonnay - 2017.0 - Tramin,75.0,Chardonnay,68.7354,13.4763,49.1066,albero da frutta/legno/agrume,4
Pietrarizzo Etna Bianco - 2018.0 - Tornatore,19.9,Carricante,64.3936,7.34791,37.5855,albero da frutta/Erbaceo/agrume,15
Dis Cumieris Malvasia Istriana - 2016.0 - Vie di Romans,29.48,Malvasia,56.6403,22.212,49.9472,albero da frutta/Erbaceo/agrume,20
Sylvaner - 2019.0 - Abbazia di Novacella (Stiftskellerei Neustift),12.98,Sylvaner,60.6454,26.3731,54.6861,agrume/albero da frutta/Erbaceo,20
Chardonnay Riserva Vigna Castel Ringberg - 2019.0 - Elena Walch,39.5,Chardonnay,60.2682,22.6859,53.2694,legno/nota tropicale/Erbaceo,9
Pinot Grigio - 2019.0 - Dorigo,11.43,Pinot Grigio,42.3735,10.9057,39.3068,agrume/Erbaceo/albero da frutta,8
Semplicemente Bellotti Bianco - 2016.0 - Cascina Degli Ulivi,8.9,Cortese,58.2233,22.3543,55.5065,albero da frutta/agrume/lieviti,10
Conte Hugues - 2019.0 - Tenuta Rapitalà,28.0,Chardonnay,65.7082,14.3923,28.265,legno/albero da frutta/Erbaceo,9
Vulcaia Fume Sauvignon del Veneto - 2009.0 - Inama Azienda Agricola,105.98,Sauvignon Blanc,70.5572,31.4509,46.6737,legno/Erbaceo/albero da frutta,22
PORER Pinot Grigio - 2019.0 - Alois Lageder,18.2,Pinot Grigio,44.4291,9.94725,41.9668,albero da frutta/Erbaceo/agrume,8
Cuvée Dalis - 2020.0 - Endrizzi,9.9,Chardonnay,50.9378,25.5247,53.8641,agrume/albero da frutta/Erbaceo,12
Blanc des Rosis - 2018.0 - Schiopetto,13.9,Pinot Grigio,57.3366,27.0552,52.9074,albero da frutta/Erbaceo/vegetale,8
Fiano Di Avellino Pietracalda - 2017.0 - Feudi di San Gregorio,22.0,Fiano,60.1488,3.10388,42.6204,agrume/albero da frutta/Erbaceo,16
Müller Thurgau - 2020.0 - Kellerei Eisacktal - Cantina Valle Isarco,10.5,Müller-Thurgau,31.9399,15.5189,32.3067,albero da frutta/Erbaceo/agrume,13
LR - 2017.0 - Colterenzio (Schreckbichl),98.0,Miscela,64.6296,30.3098,38.4566,legno/albero da frutta/nota tropicale,6
Scaia Bianco (Garganega - Chardonnay) - 2021.0 - Tenuta Sant'Antonio,9.65,Miscela,60.7842,24.7898,51.4478,albero da frutta/agrume/nota tropicale,11
Hérzu Langhe Riesling - 2019.0 - Ettore Germano,23.75,Riesling Renano,59.6899,21.7734,55.1688,Erbaceo/agrume/albero da frutta,12
Sauvignon - 2016.0 - Jermann,25.98,Sauvignon Blanc,54.8993,19.2666,56.1892,agrume/albero da frutta/Erbaceo,14
Laudàri Chardonnay - 2020.0 - Baglio del Cristo di Campobello,19.58,Chardonnay,66.7444,6.06623,33.8694,legno/agrume/albero da frutta,4
Vivia Maremma Toscana - 2020.0 - Le Mortelle,9.9,Miscela,37.4987,20.5881,60.104,albero da frutta/agrume/Erbaceo,7
Tenuta Regaleali Chardonnay Vigna San Francesco - 2018.0 - Tasca d'Almerita,36.0,Chardonnay,69.9851,9.09941,35.5127,legno/albero da frutta/agrume,4
Gewürztraminer - 2020.0 - Andrian,11.95,Gewürztraminer,65.17,34.5813,28.8412,albero da frutta/Erbaceo/nota tropicale,5
Castello della Sala San Giovanni della Sala Classico Superiore - 2020.0 - Antinori,19.0,Miscela,42.2234,24.9296,64.1406,albero da frutta/agrume/Erbaceo,7
Pietragrande Bianco - 2019.0 - Tenuta Margon,9.4,Miscela,57.1587,22.9448,53.3849,agrume/albero da frutta/vegetale,1
Fiore Vernaccia di San Gimignano - 2019.0 - Sono Montenidoli,19.0,Vernaccia,44.6672,22.4875,66.8084,Erbaceo/albero da frutta/agrume,12
Cuvée Secrète Umbria - 2018.0 - Arnaldo-Caprai,47.0,Grechetto,52.1993,17.6993,64.6803,legno/spezie/Erbaceo,22
Sauvignon - 2019.0 - Kössler,15.4,Sauvignon Blanc,60.8776,18.1858,51.1301,agrume/albero da frutta/vegetale,1
Etna Bianco - 2020.0 - Tornatore,16.5,Carricante,62.4374,3.04651,39.5635,Erbaceo/albero da frutta/agrume,15
Adènzia Bianco - 2019.0 - Baglio del Cristo di Campobello,14.0,Grillo,58.326,4.69689,41.5495,agrume/albero da frutta/Erbaceo,13
SanGioBì Bianco Toscana - 2020.0 - Capanna,14.9,Sangiovese,42.617,23.5344,69.9845,agrume/albero da frutta/Erbaceo,12
Arneis Langhe Blange - 2021.0 - Ceretto,16.9,Arneis,55.5002,25.9565,51.6101,albero da frutta/agrume/Erbaceo,12
Fiano di Avellino - 2018.0 - Guido Marsella,19.8,Fiano,63.3804,4.6288,43.4912,Erbaceo/agrume/albero da frutta,16
Südtirol Eisacktaler Sylvaner - 2018.0 - Kuen Hof,19.34,Sylvaner,63.0831,23.0264,51.9312,albero da frutta/Erbaceo/agrume,20
Lugana Bianco - 2020.0 - Olivini,9.78,Trebbiano,58.1876,21.8233,48.8162,agrume/albero da frutta/Erbaceo,19
Pinot Grigio Riserva Giatl - 2018.0 - Peter Zemmer,26.0,Pinot Grigio,50.5818,17.1513,42.6861,albero da frutta/Erbaceo/legno,22
Tradition Müller Thurgau - 2018.0 - Terlan (Terlano),9.58,Müller-Thurgau,29.2025,17.1698,35.3705,albero da frutta/agrume/nota tropicale,11
Fabrizio Bianchi Chardonnay - 2020.0 - Castello di Monsanto,15.8,Chardonnay,50.9181,23.1356,62.5447,legno/albero da frutta/Erbaceo,9
Pinot Grigio - 2019.0 - Attems,14.72,Pinot Grigio,42.3129,13.4722,42.3367,albero da frutta/agrume/Erbaceo,8
Fiano Di Avellino - 2021.0 - Feudi di San Gregorio,9.8,Fiano,60.128,5.90783,36.6067,albero da frutta/agrume/Erbaceo,16
Santagostino Baglio Sorìa White - 2019.0 - Firriato,13.0,Chardonnay,59.7351,7.67368,34.4858,albero da frutta/agrume/legno,4
Parallelo 41 Alghero - 2020.0 - Sella & Mosca,15.82,Miscela,62.4416,13.3078,30.4966,legno/agrume/Erbaceo,18
Ylice Verdicchio dei Castelli di Jesi Classico Superiore - 2018.0 - Poderi Mattioli,15.58,Verdicchio,50.7875,23.6113,63.2029,spezie/agrume/albero da frutta,3
Soave - 2020.0 - Tamellini,11.9,Garganega,31.0684,0.366355,57.5201,albero da frutta/agrume/Erbaceo,17
Somereto Chardonnay - 2020.0 - Andrian,10.4,Chardonnay,56.4123,23.4312,53.4662,albero da frutta/legno/lieviti,9
Dessimis Pinot Grigio - 2020.0 - Vie di Romans,25.6,Pinot Grigio,47.5969,17.7489,39.1353,albero da frutta/agrume/legno,4
Müller Thurgau - 2019.0 - Colterenzio (Schreckbichl),8.88,Müller-Thurgau,30.279,10.1316,36.4301,albero da frutta/agrume/Erbaceo,13
Fiano di Avellino - 2020.0 - Colli di Lapio di Romano Clelia,14.0,Fiano,61.1582,5.60889,38.9528,Erbaceo/albero da frutta/agrume,16
Vigna 'Castel Ringberg' Sauvignon - 2020.0 - Elena Walch,21.7,Sauvignon Blanc,59.142,18.387,52.2655,agrume/albero da frutta/nota tropicale,11
Fosche Chardonnay - 2020.0 - Vite Colte,9.9,Chardonnay,61.3914,25.0989,44.7321,agrume/albero da frutta/Erbaceo,12
Salidoro - 2019.0 - Tenuta Santa Caterina,17.8,Miscela,64.1553,32.3252,52.9221,legno/Erbaceo/nota tropicale,22
Mito Soave - 2020.0 - Monte Tondo,8.18,Garganega,29.2015,0.20773,58.4913,agrume/albero da frutta/Erbaceo,17
Fiore del Sasso - 2019.0 - La Contralta,23.24,Vermentino,59.9689,16.722,37.5114,legno/albero da frutta/lieviti,6
Breg Anfora Bianco - 2001.0 - Gravner,348.0,Ribolla Gialla,68.6017,22.9642,52.1882,agrume/Erbaceo/legno,18
Chardonnay - 2019.0 - Planeta,24.9,Chardonnay,67.716,12.6435,28.7496,legno/albero da frutta/agrume,4
Sofi Müller Thurgau - 2020.0 - Franz Haas,8.48,Müller-Thurgau,54.8884,17.0249,49.8394,albero da frutta/agrume/vegetale,1
Pinot Bianco - 2020.0 - Alois Lageder,10.4,Weissburgunder,34.1619,0.600543,59.7468,albero da frutta/agrume/Erbaceo,0
Uccellanda Curtefranca - 2016.0 - Bellavista,33.38,Chardonnay,63.6,27.4696,48.6,legno/albero da frutta/agrume,4
Braide Alte - 2018.0 - Livon,28.99,Miscela,67.0662,32.3599,45.1105,legno/agrume/albero da frutta,4
Nosiola - 2016.0 - Salvetta,21.75,Nosiola,54.3937,25.5435,50.7206,Erbaceo/albero da frutta/agrume,12
Sauvignon - 2019.0 - Torre Rosazza,8.26,Sauvignon Blanc,52.2069,25.2362,49.995,albero da frutta/agrume/Erbaceo,14
Colli di Luni Vermentino - 2021.0 - Lvnae,12.78,Vermentino,57.1871,22.7059,55.1148,albero da frutta/agrume/Erbaceo,2
Fiano Salento Roycello - 2019.0 - Tormaresca,10.19,Fiano,58.3434,10.2139,39.8318,albero da frutta/agrume/legno,4
Arianiello - 2015.0 - Feudi Studi,29.0,Fiano,63.6041,5.4,37.0036,Erbaceo/albero da frutta/agrume,16
Gibelè Terre Siciliane - 2020.0 - Cantine Pellegrino,10.9,Zibibbo,64.5081,18.9051,33.8092,albero da frutta/Floreale/agrume,11
Monte Carbonare - 2019.0 - Suavia,14.5,Garganega,32.2391,2.72175,58.5137,Erbaceo/albero da frutta/agrume,17
Nù Litr Bianco - 2020.0 - Progetto Calcarius,14.38,Bombino Bianco,56.3533,3.56621,37.224,agrume/albero da frutta/Erbaceo,13
Melacce Montecucco Vermentino - 2019.0 - ColleMassari,9.99,Vermentino,42.9803,23.5755,65.4591,agrume/albero da frutta/Erbaceo,2
Feldmarschall von Fenner Müller - 2019.0 - Tiefenbrunner,39.9,Müller-Thurgau,35.9801,20.2541,30.0994,albero da frutta/Erbaceo/agrume,13
Pinot Grigio (Selezione) - 2021.0 - Elena Walch,12.9,Pinot Grigio,40.4573,11.231,42.3727,albero da frutta/agrume/Erbaceo,8
Aristos Grüner Veltliner - 2019.0 - Kellerei Eisacktal - Cantina Valle Isarco,15.75,Grüner Veltliner,61.739,22.6993,51.9517,agrume/albero da frutta/Erbaceo,12
Pinot Grigio - 2020.0 - Tenuta Ulisse,15.1,Pinot Grigio,38.5699,16.1014,58.472,albero da frutta/agrume/Erbaceo,8
Sauvignon - 2017.0 - Vigna Traverso,15.99,Sauvignon Blanc,61.8266,16.1914,50.7286,nota tropicale/agrume/vegetale,1
Alma Terra - 2019.0 - Bellavista,14.95,Chardonnay,55.2625,19.9917,46.2107,agrume/Erbaceo/albero da frutta,12
Bellis Perennis Bianco - 2019.0 - Castello di Verduno,11.9,Pelaverga,60.0106,18.8212,55.0033,albero da frutta/agrume/Erbaceo,12
Montunal - 2019.0 - Montonale,15.28,Trebbiano,57.4798,20.408,52.5661,albero da frutta/agrume/Erbaceo,19
Vernaccia di San Gimignano - 2020.0 - Vagnoni,10.62,Vernaccia di San Gimignano,43.1458,17.4649,68.166,albero da frutta/agrume/Erbaceo,12
Terre Vineate Orvieto Classico Superiore - 2020.0 - Palazzone,10.4,Miscela,42.9534,23.634,65.6045,albero da frutta/agrume/Erbaceo,7
Greco di Tufo - 2020.0 - Vesevo,12.7,Greco,61.3218,4.62964,33.1974,albero da frutta/agrume/Erbaceo,16
Kerner - 2018.0 - Villscheider,17.9,Kerner,56.2116,21.6193,51.2452,albero da frutta/agrume/nota tropicale,11
Gorgona - 2018.0 - Frescobaldi,79.0,Miscela,46.7049,22.6739,64.3578,Erbaceo/albero da frutta/nota tropicale,5
Sylvaner - 2019.0 - Köfererhof,13.7,Silvaner,59.8845,24.3901,53.0376,albero da frutta/agrume/Erbaceo,12
Friulano - 2020.0 - Primosic,11.9,Friulano,64.3936,14.5721,52.2157,albero da frutta/Erbaceo/agrume,21
Ograde - 2019.0 - Skerk,32.85,Miscela,60.8374,20.8868,52.3263,agrume/albero da frutta/Erbaceo,7
Sylvaner - 2018.0 - Taschlerhof,17.7,Sylvaner,59.1766,17.1029,55.0587,Erbaceo/albero da frutta/agrume,20
Cuvée Secrète Umbria - 2019.0 - Arnaldo-Caprai,26.9,Grechetto,52.1993,17.6993,64.6803,legno/spezie/Erbaceo,22
Sorriso di Cielo - 2020.0 - La Tosa,14.98,Malvasia di Candia Aromatica,61.2314,32.1407,49.7702,nota tropicale/albero da frutta/agrume,11
Pectus Falerno del Massico - 2019.0 - Fattoria Pagano,15.8,Falanghina,63.0747,0.0,45.1916,agrume/Erbaceo/albero da frutta,13
Etna Calderara Bianco - 2018.0 - Cottanera,22.9,Carricante,59.0275,1.6356,37.9551,albero da frutta/agrume/Erbaceo,15
Verdicchio dei Castelli di Jesi Classico Superiore - 2020.0 - Andrea Felici,14.52,Verdicchio,43.5246,19.7191,66.0711,agrume/albero da frutta/Erbaceo,3
Roero Arneis - 2020.0 - Boffa,13.98,Arneis,62.4855,28.7093,47.5937,agrume/albero da frutta/Erbaceo,12
Le Grance White Blend - 2017.0 - Caparzo,12.8,Miscela,45.4709,27.4618,59.9849,legno/Erbaceo/albero da frutta,22
Molceo Lugana Riserva - 2019.0 - Ottella,18.25,Trebbiano,59.8618,24.0737,54.0723,agrume/albero da frutta/nota tropicale,11
Cardellino Chardonnay - 2019.0 - Elena Walch,18.98,Chardonnay,52.4065,24.9033,52.0023,albero da frutta/agrume/legno,4
Müller Thurgau Alto Adige - 2019.0 - J. Hofstätter,10.6,Müller-Thurgau,34.6448,10.5089,36.6986,albero da frutta/vegetale/nota tropicale,6
Pinot Grigio - 2020.0 - Alois Lageder,11.9,Pinot Grigio,41.6527,12.585,42.55,albero da frutta/agrume/Erbaceo,8
Friulano - 2019.0 - Primosic,15.3,Friulano,64.3936,14.5721,52.2157,albero da frutta/Erbaceo/agrume,21
Russiz Superiore Pinot Grigio Collio - 2020.0 - Marco Felluga,17.2,Pinot Gris,43.351,12.9701,38.0871,albero da frutta/agrume/Erbaceo,13
Campogrande Orvieto Classico - 2020.0 - Santa Cristina,6.9,Procanico,39.4912,22.7512,66.2751,albero da frutta/agrume/Erbaceo,12
Ribolla Gialla - 2020.0 - Tenuta Ronc Alto,15.35,Ribolla Gialla,49.8483,20.5493,50.6428,albero da frutta/legno/agrume,4
Nur - 2019.0 - La Distesa,21.58,Miscela,48.8346,24.3224,65.8805,agrume/albero da frutta/Erbaceo,7
Tufilla Passerina - 2020.0 - Simone Capecci,8.9,Passerina,37.2622,19.17,63.8385,albero da frutta/agrume/Erbaceo,12
Sylvaner - 2019.0 - Taschlerhof,17.0,Sylvaner,59.1766,17.1029,55.0587,Erbaceo/albero da frutta/agrume,20
Rarity Pinot Bianco - 2007.0 - Terlan (Terlano),290.0,Miscela,42.0595,0.12255,58.1309,albero da frutta/legno/agrume,4
Ronco Broilo - 2015.0 - Conte d'Attimis Maniago,22.0,Miscela,64.4046,24.2611,39.5495,legno/albero da frutta/spezie,6
Gewürztraminer Vigna Kastelaz - 2014.0 - Elena Walch,65.0,Gewürztraminer,62.8425,39.3621,31.0587,albero da frutta/nota tropicale/Erbaceo,5
Gavi - 2020.0 - La Raia,12.0,Cortese,19.9787,0.0,78.9035,agrume/albero da frutta/Erbaceo,10
Fleur Petite Arvine - 2019.0 - Les Crêtes,23.8,Petite Arvine,61.7956,12.4983,59.8377,Erbaceo/albero da frutta/agrume,12
Fiano di Avellino - 2019.0 - Tenuta Scuotto,25.3,Fiano,63.1521,10.0965,41.916,albero da frutta/Erbaceo/agrume,16
Poggio alle Gazze - 2016.0 - Ornellaia,45.9,Sauvignon Blanc,45.0337,22.9807,64.6231,albero da frutta/agrume/Erbaceo,14
Ribolla Gialla - 2020.0 - Livio Felluga,21.48,Ribolla Gialla,52.1149,19.5849,52.5606,albero da frutta/agrume/Erbaceo,12
Kerner - 2018.0 - Taschlerhof,19.28,Kerner,64.0967,17.6972,55.1917,albero da frutta/Erbaceo/nota tropicale,5
Pinot Bianco (Selezione) - 2020.0 - Elena Walch,13.68,Pinot Blanc,42.7641,0.756335,59.6356,albero da frutta/agrume/Erbaceo,0
Weissburgunder Five Years Riserva - 2011.0 - Kellerei Meran,54.0,Weissburgunder,42.6224,4.38793,58.7207,legno/albero da frutta/Erbaceo,22
Emilio Primo Bianco - 2020.0 - Terre del Marchesato,11.99,Vermentino,40.7338,29.7155,64.0555,agrume/albero da frutta/Erbaceo,2
Farnito Chardonnay Toscana - 2018.0 - Carpineto,13.5,Chardonnay,45.718,27.683,58.362,legno/albero da frutta/agrume,4
Janare Pietralata Sannio Greco - 2017.0 - La Guardiense,10.55,Greco,68.2483,4.5764,32.4562,agrume/albero da frutta/Erbaceo,16
Sanct Valentin Sauvignon - 2020.0 - St. Michael-Eppan,22.95,Sauvignon Blanc,62.346,22.3186,52.7363,albero da frutta/agrume/Erbaceo,14
Pinot Bianco - 2017.0 - Kettmeir,13.6,Pinot Blanc,44.3755,0.0,56.7446,albero da frutta/agrume/Erbaceo,0
Arneis Langhe - 2019.0 - Damilano,12.5,Arneis,58.8682,20.4677,51.2952,albero da frutta/agrume/Erbaceo,12
Arbis Blanc - 2015.0 - Borgo San Daniele,56.6,Miscela,62.6266,26.0395,45.453,legno/Erbaceo/albero da frutta,22
Colle Imperatrice Campi Flegrei Falanghina - 2020.0 - Cantine Astroni,11.9,Falanghina,58.6318,2.55393,40.8721,albero da frutta/Erbaceo/agrume,13
Terre Bianche Cuvee 161 Torbato Alghero - 2018.0 - Sella & Mosca,11.38,Torbato,61.2415,4.60082,37.0701,legno/albero da frutta/Erbaceo,22
Scomposto - 2017.0 - Tenuta Sant'Agostino,17.48,Malvasia,55.0227,24.4091,29.9773,albero da frutta/Erbaceo,21
Chardonnay Langhe Bastia - 2017.0 - Conterno Fantino,26.88,Chardonnay,61.8396,22.8469,49.8149,legno/agrume/Erbaceo,18
Greco Di Tufo Cutizzi - 2021.0 - Feudi di San Gregorio,12.4,Greco,60.4333,5.56963,45.1185,albero da frutta/Erbaceo/agrume,16
Vintage Tunina - 2017.0 - Jermann,48.5,Ribolla Gialla,64.6117,27.2615,48.8891,albero da frutta/Erbaceo/agrume,12
Trebbiano d'Abruzzo - 2017.0 - Valentini,97.5,Trebbiano,51.1476,24.1647,65.6775,Erbaceo/albero da frutta/agrume,19
Ruinas Colli del Limbara - 2020.0 - Depperu,23.9,Vermentino,66.9376,19.189,37.035,albero da frutta/Erbaceo/nota tropicale,5
Chardonnay Kreuth - 2020.0 - Terlan (Terlano),17.4,Chardonnay,63.7498,23.1926,49.5638,legno/albero da frutta/agrume,4
Il Montino - 2019.0 - La Colombera - Piercarlo Semino,22.9,Timorasso,65.7412,20.4703,52.7857,Erbaceo/albero da frutta/agrume,20
Vermentino Toscana - 2018.0 - Antonio Camillo,12.65,Vermentino,40.8658,20.1329,55.3972,albero da frutta/Erbaceo/agrume,2
Negroamaro Bianco - 2019.0 - Maccone,13.0,Negroamaro,58.2206,8.93226,40.0419,agrume/albero da frutta/nota tropicale,11
Vernaccia di San Gimignano Blanco - 2020.0 - Panizzi,9.8,Vernaccia di San Gimignano,43.8086,18.411,66.2618,albero da frutta/agrume/Erbaceo,12
Vespa Bianco - 2017.0 - Bastianich,22.55,Chardonnay,67.0742,27.7979,48.2847,Erbaceo/albero da frutta/legno,9
Gewürztraminer - 2020.0 - Franz Haas,18.63,Gewürztraminer,65.6032,38.315,29.9192,nota tropicale/albero da frutta/agrume,11
Sauvignon - 2019.0 - Cembra,12.7,Sauvignon Blanc,61.5205,21.9356,50.2137,agrume/albero da frutta/nota tropicale,11
Hérzu Langhe Riesling - 2020.0 - Ettore Germano,21.0,Riesling Renano,59.6899,21.7734,55.1688,Erbaceo/agrume/albero da frutta,12
Breg Anfora Bianco - 2009.0 - Gravner,177.0,Miscela,68.6017,22.9642,52.1882,agrume/Erbaceo/legno,18
I Vini di Jacopo Chardonnay - 2018.0 - Nec Otium,12.78,Chardonnay,63.7038,21.1154,38.7423,legno/agrume/albero da frutta,4
Vellodoro Pecorino Terre di Chieti - 2019.0 - Umani Ronchi,11.1,Pecorino,41.0227,22.1016,66.9238,agrume/albero da frutta/Erbaceo,12
Dunin - 2016.0 - Cascina Montagnola,20.58,Cortese,66.9498,17.0431,50.4844,albero da frutta/vegetale/Erbaceo,10
Dessimis Pinot Grigio - 2015.0 - Vie di Romans,29.0,Pinot Gris,47.5969,17.7489,39.1353,albero da frutta/agrume/legno,4
Vigne Sparse Arneis Roero - 2020.0 - Giovanni Almondo,12.75,Arneis,61.442,21.6725,53.1835,albero da frutta/agrume/Erbaceo,12
Kypra Verdicchio dei Castelli di Jesi Classico Superiore - 2019.0 - Ca'Liptra,14.9,Verdicchio,45.9576,17.6478,67.2099,Erbaceo/albero da frutta/agrume,3
Sesto 21 Sauvignon - 2020.0 - Casata Merge,15.9,Sauvignon Blanc,40.7432,23.2975,69.1676,albero da frutta/agrume/Erbaceo,14
Grande Cuvée I Terlaner - 2015.0 - Terlan (Terlano),290.0,Miscela,61.2145,25.9535,48.4662,albero da frutta/legno/Erbaceo,22
Sauvignon - 2017.0 - Villa Russiz,16.93,Sauvignon Blanc,59.7506,21.6219,54.3378,albero da frutta/agrume/Erbaceo,14
Lugana Cromalgo - 2018.0 - Corte Sermana,11.58,Trebbiano,61.3269,22.7423,48.224,agrume/albero da frutta/nota tropicale,11
Etna Bianco - 2017.0 - Quantico,17.0,Miscela,62.0504,0.0,35.6475,Erbaceo/agrume/albero da frutta,7
Langhe Chardonnay - 2018.0 - Enzo Boglietti,11.32,Chardonnay,59.8007,20.1993,52.4346,agrume/legno/nota tropicale,4
Foscarin Slavinus Soave Superiore Classico - 2017.0 - Monte Tondo,17.98,Garganega,36.1709,4.88166,57.2996,legno/albero da frutta/Erbaceo,22
Bianco Testalonga - 2018.0 - Testalonga,21.9,Vermentino,62.782,21.2554,49.1103,agrume/Erbaceo/legno,18
C'D'C (CDC) Bianco - 2020.0 - Baglio del Cristo di Campobello,10.38,Inzolia,58.4887,6.56067,41.7097,albero da frutta/agrume/Erbaceo,13
Sauvignon - 2020.0 - Livio Felluga,17.0,Sauvignon Blanc,59.2635,24.632,52.4008,agrume/nota tropicale/albero da frutta,11
Palai Müller Thurgau Dolomiti - 2019.0 - Pojer e Sandri,11.4,Müller-Thurgau,42.1722,11.9507,44.3827,agrume/albero da frutta/Erbaceo,13
Tamardì Langhe Bianco - 2019.0 - Monchiero Carbone,15.6,Miscela,61.334,23.308,44.5953,agrume/albero da frutta/nota tropicale,11
Derthona Montemarzino - 2018.0 - Roagna,99.0,Timorasso,63.4386,22.7328,53.1004,Erbaceo/agrume/albero da frutta,20
Forastera - 2019.0 - Cenatiempo,17.5,Forastera,62.8251,6.27549,32.8837,albero da frutta/agrume/Erbaceo,13
Passerina (Unico) - 2020.0 - Tenuta Ulisse,11.5,Passerina,40.7343,20.2319,65.1485,albero da frutta/agrume/Erbaceo,12
Il Coroncino - 2020.0 - Coroncino,16.0,Verdicchio,52.4337,30.5438,63.3842,albero da frutta/Erbaceo/lieviti,21
Sauvignon Blanc - 2020.0 - Bottega Vinai,8.5,Sauvignon Blanc,49.3885,26.7992,47.2611,agrume/albero da frutta/nota tropicale,11
Cimaio Bianco - 2016.0 - Casal Farneto,14.98,Verdicchio,56.4611,44.6844,57.3548,Invecchiamento/Erbaceo/albero da frutta,3
Vign’angena Vermentino di Gallura - 2020.0 - Capichera,43.0,Vermentino,60.7103,15.0142,38.741,albero da frutta/Erbaceo/agrume,2
Sauvignon Blanc Mock - 2020.0 - Cantina Bolzano / Kellerei Bozen,14.5,Sauvignon Blanc,58.2112,20.673,55.9974,agrume/Erbaceo/nota tropicale,14
Pinot Grigio - 2020.0 - Ziobaffa,9.0,Pinot Gris,47.4735,11.7859,48.6389,albero da frutta/agrume/Erbaceo,13
Gewürztraminer - 2019.0 - Kettmeir,16.35,Gewürztraminer,64.9272,36.1888,28.8149,albero da frutta/nota tropicale/agrume,11
Mussignaz Müller Thurgau - 2018.0 - Russolo Rino,12.88,Müller-Thurgau,30.2236,18.5589,24.6219,albero da frutta/Erbaceo/lieviti,21
Piantagrane - 2020.0 - Villa Job,16.0,Pinot Gris,48.3525,17.0967,47.4861,agrume/albero da frutta/nota tropicale,11
Fabio Contato Lugana Riserva - 2017.0 - Cà Maiol,23.18,Trebbiano,62.1978,26.0714,48.4279,legno/Erbaceo/albero da frutta,22
Soente - 2019.0 - Cotarella,13.5,Viognier,48.1916,22.7218,59.9586,albero da frutta/Erbaceo/lieviti,21
Monterotondo - 2017.0 - Villa Sparina,53.5,Cortese,63.8091,20.362,51.8981,albero da frutta/legno/Erbaceo,22
Pinot Grigio - 2020.0 - Livio Felluga,17.43,Pinot Grigio,43.4698,14.3816,41.5074,albero da frutta/Erbaceo/agrume,8
Chardonnay Puglia - 2021.0 - Tormaresca,6.9,Chardonnay,58.9215,5.2206,37.0061,albero da frutta/agrume/legno,4
Lugana Riserva - 2017.0 - Le Morette,16.0,Trebbiano,59.3373,33.1816,47.3428,legno/albero da frutta/Invecchiamento,6
