idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Benefizio Riserva Pomino Bianco - 2019.0 - Castello Pomino,28.0,Chardonnay,49.7058,26.3744,62.8837,legno/albero da frutta/agrume,4
Castello della Sala Cervaro della Sala - 2019.0 - Antinori,56.0,Chardonnay,49.6003,26.5905,63.8753,legno/albero da frutta/Erbaceo,9
Costamolino Vermentino di Sardegna - 2021.0 - Argiolas,9.3,Vermentino,59.6314,9.5661,37.4886,albero da frutta/agrume/Erbaceo,2
Monsordo Bianco - 2019.0 - Ceretto,18.9,Riesling,60.8086,32.7853,51.7317,albero da frutta/Erbaceo/agrume,12
Perdigiournou Isola dei Nuraghi - 2018.0 - U Tabarka - Carloforte,14.5,Miscela,65.2684,12.5942,36.887,albero da frutta/nota tropicale/agrume,11
Fausto - 2016.0 - Marina Coppi,38.4,Timorasso,62.7924,21.5092,53.9244,Erbaceo/albero da frutta/agrume,20
Lugana - 2020.0 - Marangona,12.8,Trebbiano,56.9891,21.0064,52.1747,albero da frutta/agrume/Erbaceo,19
Angialis Isola dei Nuraghi - 2015.0 - Argiolas,34.5,Nasco,69.7831,47.5951,23.3666,albero da frutta/Erbaceo/nota tropicale,5
Aristos Kerner - 2019.0 - Kellerei Eisacktal - Cantina Valle Isarco,16.1,Kerner,61.5587,22.3272,55.679,albero da frutta/agrume/Erbaceo,12
Campo del Guardiano - 2018.0 - Palazzone,20.6,Miscela,49.1573,18.5274,63.0849,albero da frutta/agrume/Erbaceo,7
Salina Bianco - 2019.0 - Hauner,14.34,Grillo,56.6217,6.14021,38.995,Erbaceo/agrume/albero da frutta,13
Donna Lisa Malvasia Bianca - 2017.0 - Leone de Castris,12.64,Malvasia Bianca Lunga,63.4006,1.95696,35.2189,legno/agrume/albero da frutta,4
Derthona Montecitorio - 2018.0 - Vigneti Massa,49.3,Timorasso,65.1374,21.9705,52.1023,Erbaceo/albero da frutta/agrume,20
Trebbiano d'Abruzzo Castello Di Semivicoli - 2018.0 - Masciarelli,21.0,Bombino Bianco,46.8015,19.5585,60.8942,albero da frutta/Erbaceo/agrume,12
Maciete Fumé - 2016.0 - Gini,20.0,Sauvignon Blanc,68.1689,16.6572,51.7266,Erbaceo/spezie/legno,22
Dis Cumieris Malvasia Istriana - 2017.0 - Vie di Romans,23.2,Malvasia,56.6403,22.212,49.9472,albero da frutta/Erbaceo/agrume,20
Giovanni Avanzi Sirmione Lugana - 2019.0 - Avanzi,10.25,Trebbiano,52.3063,19.8404,49.9171,albero da frutta/agrume/Invecchiamento,19
L'Albereta Vernaccia di San Gimignano Riserva - 2018.0 - Il Colombaio di Santachiara,30.5,Vernaccia di San Gimignano,50.0213,20.8958,57.2498,albero da frutta/legno/Erbaceo,22
Langhe Maestro - 2017.0 - Pecchenino,14.0,Miscela,62.6711,27.3995,47.0737,legno/albero da frutta/agrume,4
Ca'Marcanda Vistamare Toscana - 2020.0 - Gaja,32.99,Miscela,44.7685,24.6639,66.4029,albero da frutta/Erbaceo/agrume,7
Lugana Sergio Riserva - 2018.0 - Zenato,23.57,Verdicchio,63.9595,25.9397,47.2725,legno/albero da frutta/Erbaceo,22
Ronco delle Cime Friulano - 2020.0 - Venica & Venica,20.5,Friulano,62.932,19.4279,52.7702,albero da frutta/agrume/Erbaceo,21
Sicilia Prio Catarratto - 2020.0 - Donnafugata,10.4,Catarratto Bianco,57.2405,8.12834,40.2845,agrume/albero da frutta/Erbaceo,13
Sole e Vento - 2018.0 - Marco de Bartoli,16.8,Grillo,56.8374,11.0863,40.78,albero da frutta/agrume/Erbaceo,13
Giunco - 2020.0 - Mesa,11.6,Vermentino,60.0083,5.32852,36.8424,albero da frutta/nota tropicale/agrume,11
Le Vaglie Verdicchio dei Castelli di Jesi Classico - 2021.0 - Azienda Santa Barbara - Stefano Antonucci,10.5,Verdicchio,42.7548,22.3402,65.0889,albero da frutta/agrume/Erbaceo,3
Grüner Veltliner - 2020.0 - Pacherhof,17.4,Grüner Veltliner,54.7324,20.375,54.7055,albero da frutta/agrume/Erbaceo,12
Poggio Argentato Bianco - 2016.0 - Fattoria le Pupille,12.25,Miscela,41.4594,25.4451,67.4665,agrume/albero da frutta/Erbaceo,7
Biancosesto - 2019.0 - La Tunella,20.0,Miscela,59.1949,21.8677,50.1592,albero da frutta/agrume/Erbaceo,7
Vermentino Isola dei Nuraghi - 2020.0 - Capichera,36.1,Vermentino,65.6496,17.4435,35.3221,agrume/albero da frutta/Erbaceo,2
Pinot Grigio Valdadige - 2021.0 - Santa Margherita,10.25,Pinot Grigio,40.8954,11.0037,41.989,albero da frutta/agrume/Erbaceo,8
Minnella Bianco - 2019.0 - Calabretta,15.29,Minella Bianca,57.2625,7.9114,30.6787,Erbaceo/albero da frutta/agrume,13
Is Arutas Vermentino di Sardegna - 2020.0 - Vernaccia Oristano,10.13,Vermentino,65.9624,1.65985,33.2815,albero da frutta/vegetale/lieviti,6
Quarz Sauvignon - 2020.0 - Terlan (Terlano),49.0,Sauvignon Blanc,62.7566,24.0194,50.8031,Erbaceo/nota tropicale/agrume,14
Sussinku - 2018.0 - Nuraghe Crabioni,16.9,Vermentino,69.0946,0.0,32.8995,albero da frutta/nota tropicale/bacche nere,6
Solarco Friulano - Ribolla Gialla - 2018.0 - Livon,13.8,Miscela,60.6663,25.4573,46.6167,albero da frutta/Erbaceo/agrume,7
Pinot Grigio - 2019.0 - Le Vigne di Zamò,11.9,Pinot Grigio,44.7881,12.9425,43.3838,albero da frutta/agrume/Erbaceo,8
Labianca Liguria di Levante Bianco - 2020.0 - Lvnae,9.98,Miscela,56.4135,28.4687,52.7426,albero da frutta/agrume/Erbaceo,7
Eruzione 1614 Carricante - 2018.0 - Planeta,20.22,Carricante,62.8412,1.47753,43.6835,Erbaceo/agrume/albero da frutta,15
Selvabianca Vernaccia di San Gimignano - 2021.0 - Il Colombaio di Santachiara,15.29,Vernaccia di San Gimignano,42.669,18.1808,64.3863,albero da frutta/agrume/Erbaceo,12
Sauvignon de la Tour - 2017.0 - Villa Russiz,31.0,Sauvignon Blanc,59.0681,19.4306,55.1775,agrume/legno/Erbaceo,18
Kolbenhof Gewürztraminer - 2018.0 - J. Hofstätter,30.8,Gewürztraminer,66.4466,38.8241,29.2928,nota tropicale/albero da frutta/Erbaceo,5
Goldmuskateller - Moscato Giallo - 2019.0 - Cantina Bolzano / Kellerei Bozen,13.2,Moscato Giallo,65.4533,31.0916,52.4173,agrume/albero da frutta/legno,4
Granazza Sulle Bucce - 2016.0 - Giuseppe Sedilesu,18.46,Garnacha Blanca,67.6326,27.274,26.3235,legno/frutta secca/nota tropicale,6
Pinot Grigio - 2018.0 - Villa Russiz,18.8,Pinot Grigio,41.6077,8.94222,42.816,albero da frutta/Erbaceo/agrume,8
Oppidum Moscato di Terracina Secco - 2020.0 - Cantina Sant'Andrea,8.5,Moscato,51.2358,33.5535,59.2793,albero da frutta/nota tropicale/agrume,11
Exultet Fiano di Avellino - 2020.0 - Quintodecimo,32.89,Fiano,63.4575,7.61556,40.9218,Erbaceo/albero da frutta/agrume,16
Castelcerino - 2018.0 - Filippi,13.9,Garganega,31.7779,7.93319,57.9157,albero da frutta/agrume/Erbaceo,17
Ivag Bianco - 2020.0 - Cascina Degli Ulivi,19.9,Cortese,58.6553,26.4246,56.5289,albero da frutta/Erbaceo/agrume,10
Maremma Toscana Vermentino - 2019.0 - Sassoregale,10.25,Vermentino,45.3589,18.4735,67.6847,agrume/albero da frutta/Erbaceo,2
Gavi del Comune di Gavi - 2019.0 - Monchiero Carbone,10.5,Cortese,21.0,0.0,79.134,agrume/albero da frutta/Erbaceo,10
Cambrugiano Verdicchio di Matelica Riserva - 2017.0 - Belisario,18.48,Verdicchio,52.8584,21.5718,61.1333,albero da frutta/legno/Erbaceo,22
Ventola - 2018.0 - La Bollina,17.59,Cortese,19.8278,2.82718,80.0317,albero da frutta/Erbaceo/agrume,10
Cuvée Bois Chardonnay - 2019.0 - Les Crêtes,44.88,Chardonnay,64.6265,23.6594,51.4688,legno/albero da frutta/Erbaceo,9
People Frascati Superiore - 2020.0 - Poggio le Volpi,6.9,Trebbiano,42.9883,24.2968,59.9437,albero da frutta/agrume/Invecchiamento,19
Derthona - 2018.0 - Vigneti Massa,23.0,Timorasso,64.1966,21.0369,53.4019,Erbaceo/albero da frutta/agrume,20
Pievecroce - 2020.0 - Costaripa,11.9,Trebbiano,52.2951,23.5056,53.4807,albero da frutta/Erbaceo/vegetale,19
Pianacce Vermentino Colli di Luni - 2020.0 - Giacomelli,11.38,Vermentino,58.449,19.4226,54.3251,albero da frutta/Erbaceo/agrume,2
Harrer Riesling - 2018.0 - Colterenzio (Schreckbichl),13.8,Riesling,62.7119,23.6734,55.7381,albero da frutta/Erbaceo/agrume,12
Fiano di Avellino - 2020.0 - Terredora,13.15,Fiano,63.5514,5.95324,39.2604,albero da frutta/Erbaceo/agrume,16
Sketta Grecanico - 2020.0 - Cantina Marilina,12.9,Grecanico,62.1263,12.6544,38.612,agrume/Erbaceo/albero da frutta,13
Friulano - 2019.0 - Doro Princic,20.85,Friulano,67.9028,23.2159,47.9688,Erbaceo/albero da frutta/spezie,21
Ribolla Gialla - 2020.0 - I Clivi,15.2,Ribolla Gialla,52.2332,19.9126,52.4847,agrume/albero da frutta/Erbaceo,12
Oberkerschbaum Sauvignon - 2018.0 - J. Hofstätter,27.5,Sauvignon Blanc,51.9029,21.1964,45.2223,Floreale/albero da frutta/Erbaceo,14
Lugana Folar - 2019.0 - Santi,11.8,Trebbiano,58.0495,18.3998,51.9484,vegetale/nota tropicale/albero da frutta,6
Ribolla Gialla - 2013.0 - La Castellada,33.9,Ribolla Gialla,65.112,26.2693,48.7897,Erbaceo/legno/agrume,18
Stellato Vermentino - 2020.0 - Pala,21.9,Vermentino,62.919,10.2443,37.1326,Erbaceo/albero da frutta/agrume,2
Sacrisassi Friuli Colli Orientali Bianco - 2017.0 - Le Due Terre,35.6,Miscela,64.0812,24.3597,50.2409,Erbaceo/albero da frutta/agrume,7
Dut' Un - 2018.0 - Vie di Romans,39.47,Miscela,67.6732,30.8138,49.4791,legno/albero da frutta/nota tropicale,6
Pecorino (Unico) - 2021.0 - Tenuta Ulisse,9.0,Pecorino,42.867,25.1435,64.8289,albero da frutta/agrume/nota tropicale,11
Tranatt Bianco - nan - Cantina Urbana Milano,10.9,Miscela,55.6105,11.4341,57.7868,albero da frutta/Erbaceo,7
Venezia Giulia Jurosa (Chardonnay) - 2018.0 - Lis Neris,22.0,Chardonnay,67.0281,23.9837,48.2474,legno/Erbaceo/albero da frutta,9
Gräfin de la Tour - 2015.0 - Villa Russiz,32.4,Chardonnay,68.5716,27.4157,49.8191,legno/albero da frutta/agrume,4
Falanghina Serrocielo - 2020.0 - Feudi di San Gregorio,10.5,Falanghina,59.6679,6.54641,40.2316,albero da frutta/agrume/Erbaceo,13
Radix Bellone - 2016.0 - Casale del Giglio,46.0,Bellone,68.6727,19.0955,66.3182,Erbaceo/legno/agrume,18
Vitovska - 2010.0 - Vodopivec,79.0,Vitovska,62.9315,20.1267,50.566,agrume/Erbaceo/albero da frutta,12
Chardonnay - 2018.0 - Canus,14.2,Chardonnay,72.4783,10.7006,44.1443,albero da frutta/Erbaceo/legno,9
La Rocca Soave Classico - 2015.0 - Pieropan,42.0,Garganega,34.8595,8.03137,57.3264,albero da frutta/Erbaceo/agrume,17
Chardonnay Castel del Monte Pietrabianca - 2020.0 - Tormaresca,17.1,Chardonnay,63.0411,10.2924,33.6198,legno/agrume/albero da frutta,4
Del Posto - 2019.0 - Perticaia,18.9,Trebbiano Spoletino,46.4076,16.7763,69.1014,Erbaceo/albero da frutta/lieviti,21
Kerner - 2020.0 - Köfererhof,16.0,Kerner,61.0323,23.0763,55.9116,albero da frutta/agrume/Erbaceo,12
Passobianco - 2018.0 - Passopisciaro,20.7,Chardonnay,63.259,8.57737,38.8962,Erbaceo/albero da frutta/agrume,12
Santigaìni - 2013.0 - Capichera,280.0,Vermentino,74.4577,10.859,39.1003,legno/Erbaceo/agrume,18
Trebbiano d'Abruzzo - 2017.0 - Emidio Pepe,88.0,Trebbiano Giallo,49.6489,25.5552,65.5468,Erbaceo/albero da frutta/agrume,12
Praepositus Grüner Veltliner - 2018.0 - Abbazia di Novacella (Stiftskellerei Neustift),17.3,Grüner Veltliner,63.4805,16.2228,54.9766,albero da frutta/Erbaceo/agrume,12
Senti Oh! Ansonica - 2020.0 - Fontuccia,33.8,Ansonica,52.8213,17.2299,63.6191,albero da frutta/agrume/Erbaceo,12
Camestrì Roero Arneis - 2020.0 - Marco Porello,12.4,Arneis,59.3255,19.1494,51.5069,albero da frutta/agrume/Erbaceo,12
Quater Vitis Blanco - 2018.0 - Firriato,13.0,Miscela,57.8359,13.7298,36.9165,albero da frutta/agrume/Erbaceo,7
Roero Arneis - 2020.0 - Valfaccenda,18.0,Nebbiolo,60.0398,22.336,51.7292,albero da frutta/Erbaceo/agrume,12
Monte del Cuca - 2017.0 - Menti Giovanni,26.5,Garganega,64.6391,20.9816,46.7433,agrume/albero da frutta/Erbaceo,17
Chronicon Pecorino - 2020.0 - Cantina Zaccagnini,9.85,Pecorino,44.8143,15.1857,69.6771,agrume/spezie/vegetale,1
Cemento Lugana - 2017.0 - Marangona,22.8,Trebbiano,61.0564,15.3597,56.3266,albero da frutta/Erbaceo/lieviti,21
Masseria Surani Arthemis Fiano - 2019.0 - Tommasi,8.5,Fiano,63.8062,3.66105,34.885,albero da frutta/Erbaceo/agrume,16
Dolée - 2016.0 - Vie di Romans,26.0,Friulano,64.4267,26.4338,51.6989,albero da frutta/agrume/legno,4
Le Chiusure Erbaluce di Caluso - 2018.0 - Favaro,19.3,Erbaluce,62.0419,22.2079,54.867,Erbaceo/agrume/albero da frutta,12
Breg Anfora Bianco - 2012.0 - Gravner,189.0,Miscela,68.6017,22.9642,52.1882,agrume/Erbaceo/legno,18
Zagreo - 2018.0 - I Cacciagalli,24.7,Fiano,60.5092,5.27812,40.4404,agrume/Erbaceo/albero da frutta,16
Vigneto di Popoli Trebbiano d'Abruzzo - 2017.0 - Valle Reale,31.0,Trebbiano,50.2835,18.4964,63.6446,agrume/albero da frutta/legno,4
La Pettegola Vermentino - 2020.0 - Banfi,8.99,Vermentino,41.7316,25.4615,64.0949,agrume/albero da frutta/Erbaceo,2
Prendas Vermentino di Sardegna - 2020.0 - Cantina di Dolianova,11.04,Vermentino,59.6559,13.9582,37.2593,albero da frutta/Erbaceo/nota tropicale,5
Sylvaner - 2019.0 - Kellerei Eisacktal - Cantina Valle Isarco,15.2,Sylvaner,52.5415,18.8072,54.072,albero da frutta/Erbaceo/agrume,20
Stella Flora - 2017.0 - Maria Pia Castelli,39.4,Miscela,54.4514,23.7494,58.7877,agrume/Erbaceo/legno,18
Soave Classico Monte Alto - 2018.0 - Ca' Rugate,12.2,Garganega,62.4673,24.9329,47.3961,albero da frutta/legno/agrume,4
Pinot Grigio - 2020.0 - Bottega Vinai,9.42,Pinot Grigio,41.0251,12.6975,42.3764,albero da frutta/agrume/Erbaceo,8
Paleo Bianco - 2018.0 - Le Macchiole,70.0,Chardonnay,47.079,28.8308,61.2949,legno/albero da frutta/Erbaceo,9
Chardonnay Alto Adige - 2020.0 - J. Hofstätter,12.6,Chardonnay,56.5881,19.9243,52.8557,agrume/albero da frutta/vegetale,1
Limited Edition Langhe Bianco - 2016.0 - La Spinetta,35.8,Sauvignon Blanc,60.0271,24.1407,53.5983,albero da frutta/Erbaceo/legno,22
Calvarino Soave Classico - 2020.0 - Pieropan,22.9,Garganega,31.3923,3.67566,58.2686,albero da frutta/agrume/Erbaceo,17
Gaia & Rey Langhe - 2019.0 - Gaja,229.0,Chardonnay,63.2395,29.4493,47.8681,legno/albero da frutta/Erbaceo,9
Soave-Bertani (Cav Giov. Batt. Bertani) (Vintage Edition) Soave - 2016.0 - Bertani,13.4,Garganega,34.0919,6.40319,56.0231,albero da frutta/Erbaceo/agrume,17
Eisacktaler - Müller Thurgau - 2020.0 - Cantina Bolzano / Kellerei Bozen,9.9,Müller-Thurgau,29.2712,13.1674,29.6306,albero da frutta/Erbaceo/agrume,13
Angimbé (Tenuta Ficuzza) - 2021.0 - Cusumano,9.9,Chardonnay,59.2081,8.43312,38.2483,albero da frutta/agrume/Erbaceo,12
Masseria Surani Arthemis Fiano - 2020.0 - Tommasi,10.9,Fiano,63.8062,3.66105,34.885,albero da frutta/Erbaceo/agrume,16
Funtanaliras Oro Vermentino di Gallura - 2020.0 - Cantina del Vermentino-Monti,10.9,Vermentino,57.2922,10.9385,38.9354,albero da frutta/agrume/Erbaceo,2
Re Manfredi Basilicata Bianco - 2019.0 - Terre degli Svevi,12.6,Miscela,59.0276,20.9162,35.106,albero da frutta/Erbaceo/agrume,7
Fuoripista Pinot Grigio - 2020.0 - Foradori,33.9,Pinot Grigio,40.0474,10.9132,43.2629,frutti rossi/agrume/albero da frutta,8
Alta Falanghina - 2018.0 - Teanum,8.8,Falanghina,62.3149,5.16369,30.3161,agrume/albero da frutta/legno,4
Sergio Marani Òppano Verdicchio di Matelica - 2018.0 - Marani,14.5,Verdicchio,43.7857,31.8571,57.8571,legno,6
Venezia Giulia Chardonnay - 2019.0 - Lis Neris,14.75,Chardonnay,57.3586,18.9476,42.3595,albero da frutta/legno/Erbaceo,9
Grivò Pinot Grigio - 2017.0 - Volpe Pasini,11.9,Pinot Grigio,39.0556,13.5173,40.7335,albero da frutta/agrume/Erbaceo,8
Arioso - 2015.0 - Campo Alla Sughera,11.6,Sauvignon Blanc,42.3915,19.1318,66.7533,albero da frutta/agrume/Erbaceo,14
Ribolla Gialla - 2020.0 - Schiopetto,12.2,Ribolla Gialla,57.0564,23.432,49.5887,albero da frutta/Erbaceo/agrume,12
Maremma Toscana Vermentino - 2020.0 - Sassoregale,10.89,Vermentino,45.3589,18.4735,67.6847,agrume/albero da frutta/Erbaceo,2
Pietra Marina Etna Bianco Superiore - 2016.0 - Benanti,77.5,Carricante,59.8845,0.0,39.3905,Erbaceo/agrume/albero da frutta,15
Campanaro - 2016.0 - Feudi di San Gregorio,24.5,Miscela,57.78,11.3465,42.5316,agrume/Erbaceo/albero da frutta,7
Montesei Soave Classico - 2020.0 - Le Battistelle,8.8,Garganega,31.9956,0.0,59.3705,albero da frutta/agrume/Erbaceo,17
Vitovska - 2019.0 - Skerk,27.0,Vitovska,63.7799,21.0145,51.7755,agrume/Erbaceo/albero da frutta,12
Suade Sauvignon Blanc - 2020.0 - Astoria,8.5,Sauvignon Blanc,56.3258,24.3198,48.1255,albero da frutta/nota tropicale/agrume,11
Poggio Argentato Bianco - 2019.0 - Fattoria le Pupille,11.44,Miscela,41.4594,25.4451,67.4665,agrume/albero da frutta/Erbaceo,7
Grillo - 2019.0 - Barraco,21.8,Grillo,64.8953,4.59156,35.0182,Erbaceo/agrume/albero da frutta,13
Sudigiri - 2020.0 - Villa Job,17.0,Sauvignon Blanc,58.4207,23.3612,56.9597,albero da frutta/spezie/agrume,14
Costa del Vento Derthona - 2016.0 - Vigneti Massa,49.0,Timorasso,68.4721,24.2811,52.0457,Erbaceo/albero da frutta/legno,22
Su'aro - 2018.0 - Su'entu,10.56,Vermentino,62.167,23.2077,49.8032,nota tropicale/agrume/albero da frutta,11
Sanct Valentin Chardonnay - 2019.0 - St. Michael-Eppan,23.5,Chardonnay,63.5626,27.0208,47.8289,legno/albero da frutta/agrume,4
Lepus - 2019.0 - Franz Haas,14.2,Pinot Blanc,51.9854,12.8989,56.3457,albero da frutta/agrume/Erbaceo,0
Il Gruccione Lugana - 2020.0 - Nunzio Ghiraldi,12.0,Verdicchio,57.8716,27.1091,50.2505,albero da frutta/agrume/Erbaceo,3
Falanghina Campi Flegrei - 2020.0 - La Sibilla,10.5,Falanghina,55.0143,5.37963,37.7544,agrume/Erbaceo/albero da frutta,13
Zibibbo in Pithos - 2019.0 - COS,24.89,Zibibbo,61.5005,13.3244,28.054,agrume/Erbaceo/albero da frutta,13
Colle Ozio Umbria Grechetto - 2020.0 - Bussoletti Leonardo,11.5,Grechetto,51.187,27.2308,65.2371,Erbaceo/albero da frutta/agrume,12
Pinot Grigio Valdadige Terradeiforti Colle Ara - 2020.0 - Albino Armani,12.2,Pinot Grigio,41.9991,12.4632,39.4118,albero da frutta/agrume/Erbaceo,8
Graun Müller Thurgau - 2019.0 - Cantina Kurtatsch,13.85,Müller-Thurgau,26.854,13.0183,36.9056,albero da frutta/agrume/Erbaceo,13
Sauvignon - 2014.0 - Falkenstein,24.0,Sauvignon Blanc,59.6236,17.1912,56.1465,Erbaceo/albero da frutta/nota tropicale,5
Lucrezia Passerina - 2020.0 - Le Caniette,9.15,Passerina,37.0786,22.5577,64.2064,agrume/albero da frutta/nota tropicale,11
Lafóa Sauvignon - 2019.0 - Colterenzio (Schreckbichl),22.76,Sauvignon Blanc,64.3258,23.2011,52.3904,agrume/albero da frutta/vegetale,1
Boboli Vermentino Colli di Luni - 2019.0 - Giacomelli,13.39,Vermentino,62.8267,18.2429,51.1472,albero da frutta/nota tropicale/Erbaceo,5
L'Um Umbria Bianco - 2020.0 - Lungarotti,8.9,Miscela,41.906,32.8223,63.9132,albero da frutta/agrume/Floreale,7
Kerner - 2020.0 - Taschlerhof,19.0,Kerner,64.0967,17.6972,55.1917,albero da frutta/Erbaceo/nota tropicale,5
Alteni di Brassica Langhe - 2015.0 - Gaja,96.0,Sauvignon Blanc,60.3409,22.6881,49.4695,agrume/albero da frutta/Erbaceo,14
Tenuta del Vulcano Pelao Azzesu - 2017.0 - Tenute Ledda,34.86,Vermentino,60.7182,0.0,43.9906,lieviti/spezie/Erbaceo,21
Spèra - 2020.0 - Siddura,10.4,Vermentino,56.915,7.05716,37.7934,albero da frutta/Erbaceo/agrume,2
Montunal - 2020.0 - Montonale,12.4,Trebbiano,57.4798,20.408,52.5661,albero da frutta/agrume/Erbaceo,19
Greco di Tufo - 2020.0 - Ciro Picariello,14.5,Greco Bianco,59.7079,1.40696,41.2712,agrume/Erbaceo/albero da frutta,13
Roero Arneis - 2020.0 - Franco Conterno,12.2,Arneis,51.9682,17.1084,47.6315,albero da frutta/Erbaceo/agrume,12
Pinot Bianco Riserva Vorberg - 2008.0 - Terlan (Terlano),143.0,Weissburgunder,45.6911,10.3121,57.2392,albero da frutta/Erbaceo/agrume,0
Carat - 2017.0 - Bressan,38.4,Miscela,66.1482,20.1499,45.3389,agrume/Erbaceo/albero da frutta,7
LR - 2016.0 - Colterenzio (Schreckbichl),109.0,Miscela,64.6296,30.3098,38.4566,legno/albero da frutta/nota tropicale,6
Merus Pinot Bianco (Weissburgunder) - 2019.0 - Tiefenbrunner,11.5,Pinot Blanc,44.7201,0.0,56.3302,albero da frutta/agrume/Erbaceo,0
A Demûa Bianco - 2016.0 - Cascina Degli Ulivi,30.74,Miscela,64.0355,21.9772,52.3948,agrume/Erbaceo/albero da frutta,7
Pinot Bianco Moriz - 2020.0 - Tramin,12.5,Weissburgunder,40.7121,3.83833,60.907,albero da frutta/Erbaceo/agrume,0
Ribolla Gialla - 2019.0 - I Clivi,15.2,Ribolla Gialla,52.2332,19.9126,52.4847,agrume/albero da frutta/Erbaceo,12
Lugana - 2020.0 - Bolla,8.21,Trebbiano,50.1086,25.0357,51.5948,albero da frutta/agrume/vegetale,1
Nico Sauvignon - 2017.0 - Stroblhof,21.5,Sauvignon Blanc,58.1207,16.4492,50.1327,albero da frutta/agrume/vegetale,1
Jalè (Tenuta Ficuzza) - 2019.0 - Cusumano,19.1,Chardonnay,67.026,10.2588,32.6284,legno/Erbaceo/lieviti,9
Pithos Bianco - 2020.0 - COS,22.0,Grecanico,60.8136,5.16866,31.1561,agrume/Erbaceo/albero da frutta,13
Müller Thurgau - 2019.0 - Pacherhof,16.9,Müller-Thurgau,31.2845,20.1257,34.5187,albero da frutta/agrume/Erbaceo,13
Ribolla Gialla Collio - 2019.0 - Gradis'Ciutta,17.4,Ribolla Gialla,55.8303,24.9794,52.2122,albero da frutta/agrume/Erbaceo,12
Alizée Etna Bianco - 2017.0 - Theresa Eccher,18.95,Miscela,64.9078,12.9628,26.9836,albero da frutta/Erbaceo/nota tropicale,5
Derthona - 2020.0 - Vigneti Massa,18.0,Timorasso,64.1966,21.0369,53.4019,Erbaceo/albero da frutta/agrume,20
Gewürztraminer - 2020.0 - Cantina La-Vis,10.5,Gewürztraminer,64.6613,42.0636,28.0885,nota tropicale/albero da frutta/Erbaceo,5
Friulano - 2020.0 - La Tunella,13.5,Friulano,59.8504,21.7548,44.6739,albero da frutta/Erbaceo/Invecchiamento,21
Langhe Sauvignon - 2013.0 - Matteo Correggia,54.9,Sauvignon Blanc,62.11,26.7143,48.0124,agrume/albero da frutta/vegetale,1
Auratus Gewürztraminer - 2020.0 - Ritterhof,23.3,Gewürztraminer,67.0236,36.7434,23.0123,Erbaceo/agrume/Invecchiamento,18
Greco di Tufo - 2018.0 - Pietracupa,18.49,Greco,63.9202,2.93266,39.7737,agrume/albero da frutta/Erbaceo,16
Fiano Di Avellino Pietracalda - 2016.0 - Feudi di San Gregorio,22.0,Fiano,60.1488,3.10388,42.6204,agrume/albero da frutta/Erbaceo,16
Pinot Grigio - 2020.0 - Cantina Bolzano / Kellerei Bozen,9.8,Pinot Grigio,43.7042,10.4107,42.6451,albero da frutta/agrume/Erbaceo,8
Sanct Valentin Gewürztraminer - 2020.0 - St. Michael-Eppan,23.4,Gewürztraminer,64.84,40.3449,28.7195,nota tropicale/Erbaceo/albero da frutta,5
Penon Pinot Bianco - 2020.0 - Nals Margreid,14.0,Weissburgunder,40.6167,5.76147,59.5459,albero da frutta/agrume/Erbaceo,0
Solerte - 2020.0 - Vino Lauria,15.6,Zibibbo,68.3363,0.0,30.2511,nota tropicale/agrume/albero da frutta,11
Sylvaner - 2018.0 - Villscheider,14.8,Sylvaner,58.3397,20.3779,57.0852,Erbaceo/agrume/albero da frutta,20
Vermentino di Sardegna - 2020.0 - Antonella Corda,12.27,Vermentino,55.6118,3.26791,37.8928,agrume/albero da frutta/Erbaceo,2
Mamarì - 2020.0 - Fina,9.49,Sauvignon Blanc,54.3747,7.81802,56.4792,agrume/vegetale/nota tropicale,1
Castelcerino 56 Mesi Sui Lieviti Foglio 1 - 2012.0 - Filippi,30.2,Garganega,68.5393,14.3393,57.9054,albero da frutta/Erbaceo/agrume,17
Costamolino Vermentino di Sardegna - 2020.0 - Argiolas,7.98,Vermentino,59.6314,9.5661,37.4886,albero da frutta/agrume/Erbaceo,2
AV01 Catarratto - 2018.0 - Rallo,26.6,Catarratto Bianco,68.207,9.74651,32.2965,agrume/albero da frutta/nota tropicale,11
Trebbiano d'Abruzzo - 2018.0 - Emidio Pepe,42.9,Trebbiano,49.6489,25.5552,65.5468,Erbaceo/albero da frutta/agrume,19
Corte del Lupo Bianco - 2017.0 - Ca' del Bosco,26.0,Chardonnay,54.1077,22.7834,51.5614,albero da frutta/agrume/Erbaceo,12
Langhe Rossese Bianco - 2019.0 - Josetta Saffirio,16.7,Rossese Bianco,65.183,17.4401,52.9285,agrume/albero da frutta/Erbaceo,12
Dolomytos Bianco - 2005.0 - Ansitz Dolomytos,52.9,Miscela,70.0948,23.3394,49.6417,Erbaceo/agrume/albero da frutta,7
Poggi Reali Falanghina Beneventano - 2018.0 - Guido Marsella,12.92,Falanghina,66.87,0.0,36.7775,Erbaceo/albero da frutta/agrume,13
Carato Vernaccia di San Gimignano - 2018.0 - Sono Montenidoli,26.6,Vernaccia,46.4363,23.8161,64.6406,legno/Erbaceo/albero da frutta,22
Le Sabbie dell’Etna Bianco - 2021.0 - Firriato,12.75,Carricante,57.4839,5.626,38.4218,Erbaceo/albero da frutta/agrume,15
