Name,R,G,B,Clusters
Devon Greco di Tufo 2020'.png,139.91800119649912,136.76790129094402,142.236602112087,6
Dianthà 2019'.png,146.7170113617535,146.16203310349997,142.45531856186088,6
Didacus 2018'.png,132.28874110680033,123.07287707235149,95.83288029106654,7
Dis Cumieris Malvasia Istriana 2019'.png,159.02359553540435,145.82895006536032,118.10428462695202,0
Dives Langhe Sauvignon 2018'.png,153.8988444748974,144.53430511242203,127.20446681603896,0
Dogajolo Toscana Bianco 2019'.png,168.77366210285254,160.91561544523157,125.34395032211543,2
Dolée 2016'.png,155.897590820158,151.15597709572953,125.9162030720369,0
Dolomytos Bianco 2015'.png,143.61813938522636,146.45234220574764,163.01880393004546,6
Domasino Bianco 2020'.png,171.63491486291477,151.65275797030532,128.67570089181564,2
Dominè Verdicchio dei Castelli di Jesi Classico Superiore 2018'.png,147.816710827971,115.91564174001712,83.276695419547,7
Domus Chardonnay - Sauvignon 2017'.png,204.5447893888811,181.32764967161813,144.93886846029667,4
Don Chisciotte Fiano 2019'.png,119.33414345976423,116.27106531687606,106.45632352705798,1
Donna Lisa Malvasia Bianca 2017'.png,144.68111827136244,130.65850783355572,113.78344883306384,0
Donnalaura 2020'.png,126.38087862573768,124.99285355065376,108.23532406517788,1
Donnaluce 2020'.png,169.91347004162824,158.6546238927176,149.27787820248156,2
Doran 2016'.png,147.5892842924061,117.0215682292373,86.77557259966655,7
Dorobianco Benaco Bresciano 2019'.png,191.21866140779312,178.8273677348643,138.16721894920252,4
Drago Bianco 2016'.png,169.89763013182218,150.41752913429386,107.97690406296906,3
Droppello Toscana Bianco 2019'.png,165.59152436394947,147.7322034005065,128.7558412914407,2
Duè Uvè Bianca 2020'.png,163.40616513200965,156.6367104325104,115.60346628593295,3
Dulcinea Fiano di Avellino 2015'.png,159.81846025739276,141.97595329752514,102.28865101999361,3
Dunin 2016'.png,157.54532494417188,153.24442861638,141.49401705635862,2
Dut' Un 2018'.png,131.86984540251123,127.61196742174698,103.98859773310737,1
Dynamis 2016'.png,102.37562698220705,94.62012999356955,70.96680914342986,5
Edda 'Lei' Bianco 2020'.png,167.98054188087644,157.84181805114795,150.64901752820506,2
Eichhorn Pinot Bianco 2020'.png,170.05760269771568,146.44839819312924,115.61019698564147,3
Eisacktaler - Müller Thurgau 2020'.png,180.94789305211597,164.65291980405328,114.85867838348132,3
Elektra - Ηλεκτρο 2018'.png,149.40036313187798,129.62322748011718,109.95901169057726,7
Elice Vermentino 2016'.png,147.58631532916914,142.57632297831134,125.80014771594797,0
Elix 2015'.png,118.6237202249196,129.90590825670708,102.79792313077147,1
Emilio Primo Bianco 2020'.png,147.225067405116,132.15458616964185,110.80757599387235,7
Empeiria Bianco 2018'.png,144.0227726962584,139.75072013956694,135.45964329138744,6
Enosi 2019'.png,123.37900126340749,114.2763951487313,105.05085007919834,1
Enrico IV Etna Bianco 2019'.png,169.13960609273735,161.18134074133582,147.4682909150195,2
Epokale 2013'.png,112.481460923049,102.85943438064746,88.26397704765391,5
Epos Frascati Superiore Riserva 2017'.png,165.4483484353954,165.79015652323875,157.7580932947657,2
Erbaceo Puglia 2020'.png,154.56910377930402,140.32426033731903,128.08820490308278,0
Erbaluce di Caluso 2020'.png,165.95368180889767,152.74760240188942,131.16168400786358,2
Erse Etna Bianco 2019'.png,124.14981272639923,109.95399037779393,84.79922169454152,5
Eruzione 1614 Carricante 2018'.png,130.08847703662116,125.24071683821599,114.23154489808134,1
Essenzia Dolomiti 2016'.png,161.35607662733662,142.39442836131775,134.44055853620796,2
Estremi Blanc de Morgex et de La Salle 2019'.png,127.39348026578617,131.39672299653918,126.18287751147182,6
Etna Bianco 2015'.png,166.74017932572463,148.9765742828025,132.8245542236992,2
Etna Bianco 2017'.png,116.54450031365566,110.48416623273351,103.22694595667113,1
Etna Bianco 2018'.png,141.94244898383786,126.559325002538,88.67714076422202,7
Etna Bianco 2019'.png,151.17130755418594,136.60957066306872,124.66589495870015,0
Etna Bianco 2020'.png,135.6858395663436,143.11684517396623,133.24504920354417,6
Etna Calderara Bianco 2018'.png,134.8944327983924,142.24308770551912,142.72402740954306,6
Etna Calderara Sottana Bianco 2020'.png,154.10001844994864,135.76544074970178,88.07621476791073,7
Etna Santo Spirito Bianco 2018'.png,171.34259248651514,146.16470162115064,111.06219878968722,3
Evelyn Verdicchio Macerato 2017'.png,215.50460835089453,190.37832206375552,131.35250403003602,4
Evoè Bianco 2016'.png,118.4753371458002,118.99718781829013,138.009556898338,6
Exil 2019'.png,113.70985885137665,96.85816434353896,79.19931817888333,5
Exilissi 2013'.png,116.92361161194496,106.3599571088221,95.10741629820797,5
Exordium 2016'.png,156.2377524611694,124.55204440195224,63.96267293829867,7
Exultet Fiano di Avellino 2020'.png,167.3651327170698,177.4551848481246,156.98567448029095,4
Fabio Contato Lugana Riserva 2017'.png,195.07394274288635,159.17461123792668,96.63215070058003,3
Fabrizio Bianchi Chardonnay 2020'.png,149.17440793937726,140.7663147861947,118.95687055312455,0
Falanghina 2020'.png,113.67798933374985,109.89991825234681,118.06668046428922,1
Falanghina 2021'.png,128.03543147561697,126.17085109223385,117.63795834265353,1
Falanghina Beneventano 2019'.png,200.22900614536542,191.06751706774065,167.84321582369427,4
Falanghina Campania 2020'.png,184.0054986390672,133.32279860343084,116.55511193271215,3
Falanghina Campi Flegrei 2020'.png,140.6949139931128,119.60221651825033,101.86465453304818,7
Falanghina Salento 2020'.png,132.38289224340946,127.17944453059665,125.52447114862845,6
Falanghina Serrocielo 2020'.png,117.11104090408959,116.84119459376629,119.23454637469935,1
Falanghina del Sannio Taburno 2020'.png,148.0420751002903,144.8442888069806,132.36901450112862,6
Fallegro 2016'.png,192.62612369409234,186.5048703564244,172.29939742477677,4
Famoso 2020'.png,157.06562884573404,140.89083522706647,120.87199516714479,0
Fantini Pecorino Terre di Chieti 2021'.png,194.50242392676196,193.0503891627922,170.6043795765767,4
Farnito Chardonnay Toscana 2018'.png,157.9220799423986,152.70066033474336,135.79796574323197,2
Fausto 2016'.png,156.19627265255463,143.85305275662932,80.23052416551954,7
Favorita Langhe 2020'.png,159.41382821904435,152.8732269869769,73.87756166554944,3
Favorita Langhe Valle Dell'Olmo 2018'.png,133.14702370409879,134.8834142252889,131.6449083320877,6
Fecerunt Pecorino 2020'.png,143.58538846110895,118.46324058575614,97.23471885690368,7
Felciaio 2020'.png,132.54210172680502,128.92476580585762,116.8090627599466,1
Feldmarschall von Fenner Müller 2019'.png,161.73735464496195,139.92416190328728,120.9907892541302,0
Felugan 2020'.png,118.80107088929984,107.17897803829506,102.78089656357692,1
Ferentano Lazio 2016'.png,178.8948796158121,160.8271801958978,140.91796910170126,2
Ferentano Lazio 2017'.png,171.06029926389107,162.4683130825993,140.11839762975706,2
Ferrata Chardonnay 2018'.png,136.53323950670796,128.65399714113883,100.48035609403618,7
Festival Pinot Grigio 2019'.png,144.75251360884354,129.78201935946137,107.30891818282686,7
Festival Sauvignon 2020'.png,159.1846350358478,130.95769287382336,104.97830672043517,7
Festival Weissburgunder 2019'.png,146.43568365947863,131.11382324403974,108.04641391112949,7
Fiano - Greco 2020'.png,138.31117233310135,143.33821241125796,111.07136020965768,0
Fiano 2018'.png,160.5245567922034,159.38127919195136,117.56623498200126,3
Fiano Bianco 2019'.png,161.27001125108666,167.50729600490848,179.6254367306066,4
Fiano Di Avellino 2018'.png,165.1696097955069,139.24305171526655,121.68188999576385,0
Fiano Di Avellino 2021'.png,148.4202963281637,140.6081734331756,122.29694685427164,0
Fiano Di Avellino Pietracalda 2017'.png,150.57686645879775,98.47965736627924,86.34775748490556,5
Fiano Di Avellino Pietracalda 2020'.png,133.09243990916843,118.1084488555197,112.61691305346216,1
Fiano Di Avellino Radici 2020'.png,152.9715119378995,143.28013417914468,126.45756500910294,0
Fiano Salento Roycello 2019'.png,181.82572996809714,172.97175333267683,139.0378563204859,4
Fiano di Avellino 2020'.png,151.46399300319067,138.84855623530066,98.69276946716026,7
Fiano di Avellino Classico 2019'.png,132.3113275633451,127.18235095209079,123.61820509100292,6
Ficiligno Viognier - Inzolia 2019'.png,174.50377491709875,156.81654431669057,110.27129244054382,3
Filagnotti Bianco 2018'.png,169.5903252882444,170.4471397559384,125.46073520600528,2
Filo di Arianna Lugana 2017'.png,150.60620587815052,136.37051366056897,111.795090645744,0
Fior di Luna 2019'.png,132.01783027258637,124.19139252091742,110.98397491416063,1
Fiore Vernaccia di San Gimignano 2019'.png,121.37194494448806,123.70684828951666,118.10211600103348,1
Fiore del Sasso 2019'.png,143.89910006667867,131.23403902951398,107.89102835731987,7
Fiorfiore 2019'.png,129.95704935639066,120.60340563853454,112.21212271350618,1
Fiorile 2020'.png,143.26121596580145,138.24237049472205,129.98580691752466,6
Fleur Petite Arvine 2019'.png,164.14572674255987,137.22234711962773,117.74452237373765,0
Flora Chardonnay 2019'.png,129.00049218559977,117.9501172476321,111.70443568802875,1
Flora Gewürztraminer 2019'.png,127.7453754637754,118.56970021689271,113.9089897089248,1
Flora Pinot Bianco Riserva 2018'.png,127.2319631261928,115.23693496922921,107.81482009942263,1
Flora Sauvignon 2019'.png,125.8912540375115,114.50681973011862,108.13988761838829,1
Flors di Uis 2009'.png,165.2596768250311,155.5806707082831,106.25457775605551,3
Foeminae Pinot Grigio 2020'.png,149.78694373695,139.2542674535185,147.17815611888273,6
Foll 2018'.png,124.67823127788456,121.67375227234456,115.47095666300389,1
Follia Bianco 2016'.png,153.14297781336012,147.67406651562027,122.44019912677668,0
Fontarca 2016'.png,191.65342494752772,166.3911762366375,129.99800903452783,2
Fontevecchia Verdicchio dei Castelli di Jesi Classico Superiore 2020'.png,175.28388538650802,159.11491305203154,122.73100991049814,2
Forastera 2019'.png,169.44735321571423,148.633857589875,123.37825137918686,2
Forastera 2020'.png,142.30161284963654,129.91344026229277,114.94868420299557,0
Fornaci Gavi di Tassarolo 2018'.png,148.73806427645172,154.77279996124363,100.19087665404412,3
Fortuna Trebbiano d’Abruzzo 2019'.png,163.28399400557515,156.3489813470301,141.16804407041514,2
Foscarin Slavinus Soave Superiore Classico 2017'.png,143.4348109769731,116.96133549169144,75.34645313483574,7
Fosche Chardonnay 2020'.png,146.4612899329338,134.56105367213178,119.29895287671353,0
Fossili Gavi del Comune di Gavi 2020'.png,160.48902874170773,153.58419938005537,145.15266196522387,2
Frascati Superiore Vigneto Santa Teresa 2020'.png,128.07214493519032,121.03840895636289,102.78735869122899,1
Friulano 2013'.png,103.82793080711122,94.53865274449969,85.90605904353987,5
Friulano 2018'.png,147.82179255083187,125.91489500576859,59.92439681242802,7
Friulano 2019'.png,83.21161577568363,69.12890133656111,49.7649374560041,5
Friulano 2020'.png,140.0213849213545,119.89910791340932,101.33742896780005,7
Friulano Rolat 2019'.png,125.30087598979316,126.84680173780934,131.20810744888237,6
From Black to White Il Bianco 2018'.png,139.8220919286518,142.7871629840844,111.86242256015944,0
Funtanaliras Oro Vermentino di Gallura 2020'.png,169.32995982435492,163.42912357157323,118.89850672721161,3
Fuoripista Pinot Grigio 2020'.png,164.1673667413498,136.81131042919873,116.17129130857928,0
Gagliardetta Zibibbo 2019'.png,140.04460671485603,130.70863769269295,115.02884049811796,0
Gaia & Rey Langhe 2019'.png,181.93547660381915,160.0752029148653,104.91215746668126,3
Gaiospino 2019'.png,155.53007401004035,149.4812467744864,124.8999285702868,0
Gamma Etna Bianco 2018'.png,176.6733332075519,162.6298214459126,123.64087781420297,2
Gaun Chardonnay 2019'.png,136.54633513699392,126.47722207938484,106.49426598894698,7
Gavi 2018'.png,151.33254564064777,133.00084364186876,94.80165784789136,7
Gavi 2019'.png,164.51494955611474,145.81866256738599,118.79539173738692,0
Gavi 2020'.png,140.10200765520673,140.01851418196628,124.61671432916243,6
Gavi Riserva 2018'.png,154.3073835804722,150.97635186852744,145.66442767606674,2
Gavi Villa Scolca 2020'.png,171.24174177747705,159.89313147244158,105.53916748305282,3
Gavi dei Gavi (Black label) 2020'.png,141.16833922661272,134.62237941505148,109.35953490215542,7
Gavi del Comune di Gavi 2019'.png,125.6778015558896,130.25408051265066,125.63428094680053,6
Gavi di Gavi 2019'.png,127.83442539553081,124.83419833963293,124.3216375584612,1
Gelso Bianco Fiano 2019'.png,99.57846448020422,82.31062638375603,69.48273872259323,5
Gemella Sauvignon Blanc 2020'.png,140.7299294516922,136.50863963739502,133.46631379114376,6
Gennen Sauvignon 2020'.png,174.09343359830447,163.22064916842058,123.82989348168333,2
Gewürztraminer '1840' 2019'.png,127.30266543733866,114.7643963373078,105.26038675402938,1
Gewürztraminer 2018'.png,189.89996050552512,178.05542395557626,167.93568114013175,4
Gewürztraminer 2019'.png,139.6063232457473,129.69845872668816,109.38625572336073,7
Gewürztraminer 2020'.png,160.9868950944668,147.35809391796997,118.12027768338508,0
Gewürztraminer 2021'.png,139.65547544533422,122.2086388804165,93.6855149342844,7
Gewürztraminer Campaner 2020'.png,157.84357601178763,146.1995992971447,124.59182175104469,0
Gewürztraminer Lunare 2015'.png,114.67193739449269,108.18219399131353,84.33788610261739,5
Gewürztraminer Lunare 2019'.png,111.90698471653347,98.10983319769095,72.40046112873551,5
Gewürztraminer Stoass 2020'.png,117.19835555780868,110.75946947801522,99.77508303016285,1
Gewürztraminer Südtirol 2018'.png,171.20916000783438,152.64007388907652,127.15237115443848,2
Gewürztraminer Vigna Kastelaz 2014'.png,113.9170336305379,108.57612808785908,91.03505857505546,5
Gewürztraminer Vigna Kastelaz 2020'.png,146.2023692697317,132.2588465458041,105.73365504478046,7
Gfill Sauvignon 2017'.png,152.25619468152237,136.34143973486704,108.29061948163624,7
Gfill Sauvignon 2020'.png,164.0436245544828,154.57126156048028,129.3394804196272,2
Giallo d'Arles Greco di Tufo 2020'.png,149.3136396720875,137.93027166840383,118.4074607938771,0
Gibelè Terre Siciliane 2020'.png,125.57246169943035,117.59059919741817,87.54270666478207,5
Ginolfo Viognier 2015'.png,149.22033595129494,134.6589158654088,122.22785937051836,0
Gioias 2020'.png,189.7949209014825,170.27537696331788,139.2669415187969,4
Giovanni Avanzi Sirmione Lugana 2019'.png,148.3350224473713,127.13568370726273,72.91033078145617,7
Giunco 2020'.png,96.98139222679272,112.84059553192725,112.88064422493987,1
Giuseppe e Luigi Pinot Grigio 2019'.png,146.87047697843843,145.0232807810661,115.10657506001664,0
Glarea Chardonnay 2020'.png,144.58247096066282,132.63453904853216,116.68314583408835,0
Gocce d'Oro 2020'.png,202.58621184164153,187.4547189417842,162.6424753966491,4
Goldmuskateller (Moscato Giallo) 2020'.png,175.119063138511,172.15954752473522,143.7618673703285,4
Goldmuskateller - Moscato Giallo 2019'.png,183.3715930263798,166.90540830836082,116.9470689478102,3
Goldmuskateller 2019'.png,173.28012003689287,161.6875345335237,122.51327259029657,2
Goldmuskateller Moscato Giallo 2019'.png,103.47858980671846,101.39025530576271,102.49053850903003,5
Gorgona 2019'.png,147.84026886487732,135.63840337672895,97.98763427386251,7
Granazza Sulle Bucce 2016'.png,140.92040584781796,115.34215085867734,88.28376707759907,7
Grancasale Verdicchio dei Castelli di Jesi Classico Superiore 2019'.png,117.92890311741304,120.74740787253575,105.82707143079718,1
Grande Cuvée I Terlaner 2015'.png,124.64866498498763,116.49180773703046,106.77026219359438,1
Grappoli del Grillo 2020'.png,127.44115517169507,116.5629666611587,100.30930511629211,1
Graun Müller Thurgau 2019'.png,121.23794989964061,116.37979291246015,114.48068154182604,1
Gräfin de la Tour 2015'.png,109.63737652237334,96.48538300622674,79.74995371854605,5
Grecanico 2020'.png,155.61119696703688,154.91228722431197,132.223280915035,2
Grecante Grechetto Colli Martani 2020'.png,150.9006034646126,145.01896427709033,125.4545279480863,0
Grechetto Montefalco 2021'.png,141.2930899049984,138.1571852750962,129.12526218108263,6
Greco Bianco 2017'.png,161.76426023484936,159.52083636065095,109.54310429965341,3
Greco Di Tufo Cutizzi 2017'.png,156.38696577565577,143.16111496740194,102.11830978599473,3
Greco Di Tufo Cutizzi 2021'.png,133.22027727197826,126.62066451779042,104.85915834790443,1
Greco di Tufo 2017'.png,120.1899785854917,123.60184734326047,107.8315669245181,1
Greco di Tufo 2018'.png,164.0187459396268,149.4259472966131,131.46504791589823,2
Greco di Tufo 2019'.png,181.761878269776,162.37202502218145,150.2358798950608,4
Greco di Tufo 2020'.png,208.8423460177463,200.65465406034923,178.46964920197078,4
Greel Sauvignon Blanc Riserva 2018'.png,176.60430714117086,151.93988167125977,98.51071915592681,3
Grey 2018'.png,128.88866721922997,121.89274751695936,98.01647437554495,1
Grillo 2016'.png,123.9040515551027,118.56600321905755,112.38265027264897,1
Grillo 2019'.png,158.03648865382877,145.4736244025885,128.76109907468418,0
Grillo 2020'.png,175.44575881369798,159.12775640077018,142.9676536843212,2
Grillo Costadune 2020'.png,153.03767998784807,130.562125074376,87.98541396655551,7
Grillo Kados Risignolo 2019'.png,149.41739876974873,143.10796540996427,120.16546990496195,0
Grillo Mozia Fondazione Whitaker 2021'.png,132.49787359779216,136.92593004051614,126.60332062647801,6
Grillo Sur Sur 2021'.png,180.65577711194726,176.2893788577157,130.22050680348644,2
Grillo Vigna di Mandranova 2020'.png,144.02950400426786,130.74242244836978,104.78611756708332,7
Grillo della Timpa 2020'.png,146.946747543271,140.64936198891357,134.574451024427,6
Gris 2018'.png,156.54331779040453,156.6754827551258,159.17584074181002,2
Gris Pinot Grigio 2020'.png,151.87067259750688,137.73089993466516,125.30593636872527,0
Grisara Bianco 2020'.png,166.82368290045207,149.4537898285542,96.79329096828245,3
Grivò Pinot Grigio 2020'.png,94.6304873381632,85.03970818684608,65.30838414300325,5
Grüner Veltliner 2017'.png,159.31193965816578,158.43578522295928,113.28715899057961,3
Grüner Veltliner 2018'.png,144.09970676651662,137.67973635913734,128.7772510661602,6
Grüner Veltliner 2019'.png,147.15803163439568,142.41180277149593,114.63774144977684,0
Grüner Veltliner 2020'.png,155.0129915815288,141.7528902342516,103.66094033521547,7
Guanciabianca Catarratto 2019'.png,154.84664753222302,135.45061859858802,109.03196092860573,7
Harrer Riesling 2018'.png,145.7878855382748,131.13844149086637,100.79810992346745,7
Helios Isola dei Nuraghi 2018'.png,173.4507422872557,90.33445079259629,40.05983025425844,5
Hellen Bianco 2018'.png,194.63479647791655,162.48687331596975,131.82166362172796,2
Hey French You Could Have Made This But You Didn't N.V.'.png,180.74413114920742,151.6563536628097,115.95751665714188,3
Hérzu Langhe Riesling 2020'.png,149.75515965447485,142.01423568521187,130.74310989231412,6
Hill Pinot Grigio 2020'.png,173.54286355306022,162.2960499924051,127.3567322716077,2
I Fiori Vermentino 2020'.png,160.47368607210538,175.57726638317456,149.74905806767822,2
I Frati Lugana 2021'.png,137.13687914652004,136.81451896061762,137.9335683992065,6
I Mocali Vernaccia di San Gimignano Riserva 2017'.png,134.1735443371755,84.93382129634813,65.75321284925931,5
I Nani e Le Ballerine 2020'.png,148.71426564497474,126.12436612814075,84.13428002365512,7
I Palchi Foscarino Grande Cuvée 2019'.png,128.04199298864393,128.57996378368665,134.9320768176741,6
I Vini di Jacopo Chardonnay 2018'.png,121.89673498498637,105.43061699525428,94.32916304091752,5
IL Corzanello Bianco 2020'.png,182.10426877446434,179.08519168918724,149.37547112076004,4
Idda Bianco 2020'.png,126.91312176520786,130.9251724980754,155.91521912743335,6
Il Coroncino 2020'.png,169.1181394707239,160.33745051988222,148.33236395365117,2
Il Gruccione Lugana 2020'.png,178.18918124769948,153.68914386246178,101.82880674127996,3
Il Lugana 2020'.png,128.2793548680983,127.67778428838164,118.99058321262498,1
Il Montino 2019'.png,176.12425426719759,163.96993985627546,129.664937737352,2
Il Nespolo Langhe Arneis 2020'.png,170.01482577589096,165.79431262368638,120.84148267224393,2
Il Preliminare 2020'.png,169.93680486303967,150.07091134317986,113.30726920591619,3
Il Selese Soave 2020'.png,178.85600517800708,150.3327550964924,112.28205031762384,3
Il Sestante Lugana 2020'.png,143.91411207224712,132.85102069908007,119.1068467590419,0
Illivio 2019'.png,170.2943029179168,155.68330462378643,122.90079861096346,2
Incontru Vermentino di Gallura Superiore 2020'.png,194.62480373592933,176.21621420912896,149.25767569857408,4
Incrocio Manzoni 6.0.13 2017'.png,148.66140534360346,138.5684003697368,128.9333866064883,6
Indigeno 2019'.png,168.7436486873862,155.7303207674219,114.2684759020625,3
Indra Sauvignon 2020'.png,121.9923516384028,111.7034706458609,106.1057450558558,1
Infatata Malvasia Secca 2020'.png,147.22056282207,145.4415319490491,136.51567460099483,6
Insolia 2020'.png,150.94684170133485,140.56630561592564,120.33943822436957,0
Integer Grillo 2019'.png,126.07145573916101,102.52171084808877,76.69243172351062,5
Integer Zibibbo 2019'.png,118.70517110496418,98.16426808881002,86.31392771532911,5
Is Argiolas Vermentino di Sardegna 2021'.png,140.4479947015488,130.585093585243,104.73325595034648,7
Is Arutas Vermentino di Sardegna 2020'.png,135.39277647484974,153.05051069346163,154.40981884861708,6
Ischia Biancolella 2020'.png,134.4885324268605,126.03478772361,114.79315530090201,1
Iselis Bianco 2020'.png,132.4721314565755,112.81539014232246,106.59095839266665,1
Isolano Dolce & Gabbana Etna Bianco 2019'.png,160.86630630413882,131.1528080336754,106.11335121975281,7
Ivag Bianco 2020'.png,158.89572360637072,150.2284012729271,121.5489572954365,0
Jakot 2016'.png,65.17406337328805,73.75833975169743,97.06715469367175,5
Jakot 2017'.png,98.70851067025659,91.62148254089827,85.62879970303611,5
Jalè (Tenuta Ficuzza) 2019'.png,99.89502587382408,157.30592438352042,171.56800094239142,6
Janare Falanghina del Sannio 2020'.png,127.54208791502246,113.27454493240866,103.67822294504992,1
Janare Pietralata Sannio Greco 2017'.png,137.66340939303475,138.2378040775767,149.65464210896334,6
Janare Senete Falanghina del Sannio 2020'.png,135.29137409869045,137.49373643571957,149.41344635860557,6
Jasmin Zibibbo Secco 2020'.png,165.15759746375582,152.53591380393013,135.2632285582449,2
Jera Verdicchio di Matelica 2015'.png,166.31042059955232,150.5359159802072,123.33736254679683,2
Jesera Pinot Grigio 2020'.png,142.80078078262034,125.98204783997106,105.03435883287463,7
Joco Pecorino 2019'.png,152.39608741800907,151.5588706405576,149.10400386392703,2
Joseph Gewürztraminer 2021'.png,160.8980190960088,139.5174878349116,118.56172381060077,0
Kaid Sauvignon 2020'.png,97.48941363425563,95.50583037890219,97.89685626414753,5
Kaiton Südtirol Eisacktaler Riesling 2020'.png,144.98517029249263,136.73190062389006,112.90354062723634,0
Kalimera 2019'.png,141.13590088877118,139.46157713170675,121.84107694655388,0
Kanimari Vermentino di Sardegna 2019'.png,201.4700775719877,183.3849054023034,102.15376721816354,3
Kebrilla Grillo 2020'.png,146.16318240011083,123.09378153011386,101.79639447865408,7
Kerner 2018'.png,150.55373609107278,139.02684181516187,117.06810486409434,0
Kerner 2019'.png,136.52266923733316,131.5872632253489,124.6550062702469,6
Kerner 2020'.png,156.44133148269492,142.47586654946025,102.46862743222013,7
Kies Gewürztraminer 2020'.png,147.384092046039,145.38702911640405,127.97810780923186,0
Kiké 2021'.png,145.74767344189578,123.77343311509962,100.06629175250795,7
Kin 2015'.png,141.575680215023,145.15117018034823,135.96627071319395,6
Kinesis 2019'.png,119.16466864791869,104.5025252220145,91.78877148882957,5
Kitz Vigneti delle Dolomiti Bianco 2020'.png,114.29541086536192,108.92629162821075,81.95915537391963,5
Klausner Grauer Burgunder 2018'.png,138.40945224437613,139.25161314938467,131.12088420427085,6
Klin 2016'.png,101.11521573230036,84.59622871234035,72.27046367859228,5
Kofl Sauvignon 2019'.png,117.97856130784966,113.09687419900914,110.87336449114592,1
Kolbenhof Gewürztraminer 2020'.png,150.77167775888563,132.85309429603672,117.8542846529866,0
Kypra Verdicchio dei Castelli di Jesi Classico Superiore 2019'.png,162.6358580103323,147.70403539413928,131.60790794729223,2
L'Adelchi Ribolla Gialla 2020'.png,157.4532366740374,148.86999926056927,128.0925585555705,2
L'Albereta Vernaccia di San Gimignano Riserva 2018'.png,135.64581908519745,130.54358448801838,106.34652939200926,7
L'Altro Chardonnay 2020'.png,145.5004176677922,143.2235600112373,134.07279304166113,6
L'Ariella Greco di Tufo 2019'.png,167.3832585748693,165.44637283151607,157.59241689565428,2
L'Um Umbria Bianco 2020'.png,188.11764154066873,171.78260315031332,143.35016773005637,4
LR 2015'.png,139.78899813647712,125.11577438516696,68.76523104011213,7
LR 2017'.png,166.88029054549557,151.60812487928135,115.42934346747941,3
LUXS Kerner 2019'.png,161.3666307392239,150.29814455962028,135.83376047165507,2
La Fuga Chardonnay Contessa Entellina 2020'.png,183.02697483646108,156.05058974981424,101.02402563222628,3
La Manina 2020'.png,210.70681238230938,196.12392040968064,133.86681997491416,4
La Pettegola Vermentino 2021'.png,164.60848324404643,142.03088274577226,126.9600656415888,0
La Pietra Chardonnay 2018'.png,137.84808617336725,146.68034131963378,162.8228868744151,6
La Raccolta 2013'.png,49.11036550464678,44.68430373184749,39.546276689468506,5
La Rocca Cortese Piemonte 2018'.png,167.08280591257903,150.186682251429,126.07955954859764,2
La Rocca Soave Classico 2020'.png,146.26679893464626,136.34663150063014,107.78962807973978,7
La Rustìa Erbaluce di Caluso 2020'.png,167.9295253676258,141.06471884195844,107.06836738326426,3
La Segreta Il Bianco 2019'.png,153.65253646062703,143.33338349292328,127.10721119297246,0
La Solatia Pinot Grigio 2020'.png,159.2991636180547,146.53881236522892,127.01508324820725,0
La Val dei Preti Roero Arneis 2014'.png,149.28774689353784,139.2426574260159,116.82421854742144,0
La Vila (Friulano) 2017'.png,137.229184965696,138.25139569891658,136.39998661732469,6
Labianca Liguria di Levante Bianco 2020'.png,158.4274123373846,154.74409500772248,154.28590526113848,2
Lafóa Chardonnay 2019'.png,122.77521324782055,106.26886521059407,75.8063952562908,5
Lafóa Gewürztraminer 2019'.png,115.91527247822346,108.95435365832043,82.98126152198174,5
Lafóa Sauvignon 2020'.png,104.61548642528983,101.33820292737097,87.03465615804443,5
Lahn Sauvignon 2020'.png,154.67691421529153,142.08298384109463,114.51295502025035,0
Lahner Sylvaner 2016'.png,164.68127267126476,137.04272984701365,57.62849240831224,7
Lalúci Grillo 2021'.png,122.0281973659406,119.5253177669969,109.0026758081348,1
Lama dei Corvi Chardonnay 2019'.png,137.0508528064677,140.33118198550955,126.79386916946791,6
Landeren 2017'.png,130.8992131374364,127.05134788737978,116.26599244835096,1
Langhe Arneis 2020'.png,166.59729536678984,166.9746252883835,133.6084416729516,2
Langhe Arneis Montebertotto 2020'.png,151.75932959013446,148.06636032138942,117.34636179895388,0
Langhe Bianco 2019'.png,157.0499233727051,149.72843391142723,104.72404447019834,3
Langhe Chardonnay 2018'.png,152.1591530047971,150.0200901578865,115.73080664992851,0
Langhe Chardonnay 2019'.png,155.55051958584482,152.6353230175418,135.89521684062086,2
Langhe Chardonnay 2020'.png,175.76376190785177,176.52873137254457,173.0137797980265,4
Langhe Cinerino Bianco 2020'.png,149.52037043985206,148.42963606620174,126.79979588033302,0
Langhe Favorita 2019'.png,158.26023254380513,141.80568185239437,114.34773990984675,0
Langhe Maestro 2017'.png,154.5040769815527,137.60671438246484,92.31174802553255,7
Langhe Nascetta 2020'.png,142.6647791702152,141.7782997306351,124.01802525534461,0
Langhe Rossese Bianco 2019'.png,152.3965673021876,146.87210656307246,130.0634535939451,0
Langhe Sauvignon 2017'.png,147.18642307378389,140.3139057857871,124.4548740960936,0
Langhe Sauvignon 2019'.png,164.66537738072478,158.91264946104874,131.05617964148894,2
Langhe Sorriso 2016'.png,178.8232837144508,159.31378290319046,137.69022056030218,2
Latour a Civitella 2019'.png,177.69619300332243,157.38611680761275,114.87699686816687,3
Laudàri Chardonnay 2020'.png,130.97987631693655,128.3798582332914,116.62497159699547,1
