Name,R,G,B,Clusters
Launegild Chardonnay Colline Pescaresi 2017'.png,164.87758976841923,148.43237055120753,121.23045627816371,0
Le Bine de Costìola 2018'.png,138.84831410826948,129.5115292955513,115.92468027155819,0
Le Chiusure Erbaluce di Caluso 2020'.png,162.19980416322406,150.95364825524632,131.76748684040118,2
Le Coccinelle Langhe Bianco 2017'.png,137.6028385480132,142.9348679314751,123.33167460463801,0
Le Fornaci Lugana 2018'.png,205.25676889318555,174.07759144455457,148.09031425610044,4
Le Fossette 2020'.png,108.10995284783868,112.33624766602514,117.45590189040689,1
Le Grade Fiano di Avellino 2018'.png,141.52929492622386,142.00282269339775,137.57719095502125,6
Le Grance White Blend 2017'.png,145.83193196605598,139.51567301157607,123.23385627875699,0
Le Grillaie Vernaccia di San Gimignano 2019'.png,167.4083206317209,156.14004338224822,130.6894222942377,2
Le Mie Origini Catarratto 2019'.png,190.45048175313184,169.19129705750234,151.53907416900765,4
Le Petit 2016'.png,197.94815126248412,159.36455925047463,115.83152065163691,3
Le Petit Prince Pinot Gris 2018'.png,151.02145211856492,149.69673677138056,141.74140538318363,2
Le Quaiare Lugana 2020'.png,154.2127454724211,139.55859830983087,102.92344835105575,7
Le Rive del Bricco delle Ciliegie Roero Arneis 2018'.png,167.09761869406861,158.21374956425595,141.85138335818203,2
Le Sabbie dell’Etna Bianco 2021'.png,152.95762626646265,151.78669502759976,126.59273467478671,0
Le Sèrole Pallagrello Bianco 2018'.png,148.88692004548258,121.4053696486591,80.44514441433068,7
Le Vaglie Verdicchio dei Castelli di Jesi Classico 2021'.png,167.12627834480676,136.71465772840625,112.59547130093783,3
Lefkòs Bianco 2018'.png,135.3096051395757,122.65253938800734,106.40975451796562,1
Leiten Gewürztraminer 2020'.png,169.758005384597,158.42731988604274,124.13899546910484,2
Lenz 2020'.png,155.33206681298023,135.35097441285677,110.7308165123431,0
Leonardo da Vinci Toscana Vermentino 2020'.png,139.34279919060947,114.80214864423633,66.40328364193576,5
Leone d'Almerita (Tenuta Regaleali) 2021'.png,134.07555669084795,115.753253458702,83.23583315837372,5
Lepus 2019'.png,157.96144523844475,141.07222101286268,125.65877001711198,0
Lidia Chardonnay 2018'.png,113.93241093865733,101.81442053809567,85.15114334590437,5
Lidia Limited Edition Chardonnay 2016'.png,159.14450210113955,157.42614826280527,117.03364691320151,3
Lieti Conversari 2018'.png,159.74440707126863,149.88439114417957,146.3753130943349,2
Lighea 2020'.png,198.38156188136082,184.04931297426572,140.44890067489814,4
Limited Edition 10 Vendemmie Bianco N.V.'.png,144.2146785794933,130.71108350778314,116.64086294730038,0
Limited Edition Langhe Bianco 2016'.png,147.92950096212033,165.24461962111047,108.35640176713865,3
Limne 2020'.png,153.53281567859062,139.51892133959717,113.99043647536024,0
Lintóri Vermentino di Sardegna 2020'.png,193.58954962882214,175.81852274768,138.00544177960634,4
Litorale Vermentino 2020'.png,146.06811322389086,154.93893895063826,132.4327938310212,2
Lodano Toscana 2019'.png,137.65301646232265,123.26745988567569,98.96895928502423,7
Löwengang Chardonnay 2012'.png,136.25561330404977,127.34712480491434,119.12596727175554,1
Löwengang Chardonnay 2018'.png,145.42490292394302,129.18730032683962,101.71178325341485,7
Luci Luci Etna Bianco 2018'.png,126.66723057518587,134.98483159934958,107.8705315983081,1
Lucido 2020'.png,152.5017980843909,124.80009311337359,89.05374315524573,7
Lucrezia Passerina 2020'.png,108.90180146446029,127.57591533368807,135.7476816408521,6
Lugana 2019'.png,201.65220306259982,193.23785860953853,177.71965845116853,4
Lugana 2020'.png,149.01907682898906,142.71789798891552,135.18517623064284,6
Lugana Bianco 2019'.png,160.85148429529644,159.45526331858727,156.7261305590105,2
Lugana Bianco 2020'.png,130.08844659310785,130.8055598519764,112.29371288169212,1
Lugana Blanc 2020'.png,127.70311771648257,119.08650670177278,98.7355350537634,1
Lugana Blanc 2021'.png,168.1356431224176,166.0324415695418,107.24231154645433,3
Lugana Cromalgo 2018'.png,157.59821334772073,146.60197063912747,112.06559173267101,3
Lugana Folar 2020'.png,157.5393259338324,149.954489828107,122.3010429147651,0
Lugana Riserva 2017'.png,118.36218272409731,111.71178819644435,76.60598134579803,5
Lugana Riserva del Lupo 2017'.png,169.2472376465282,162.1290819553552,132.74547368672773,2
Lugana San Benedetto 2021'.png,150.66409853789088,133.05928208516536,98.48766221127973,7
Lugana Sergio Riserva 2018'.png,151.69589031102623,143.82087170245805,122.81808642435843,0
Lugana Superiore 2018'.png,136.95544701253456,131.31862407011423,103.09984032528283,7
Lugana Vigneto Massoni 2021'.png,139.11652613236595,138.63173108183096,130.12396804133945,6
Lupus in Fabula 2020'.png,162.3937658220463,161.61159704796947,144.69650670069197,2
Luzano Verdicchio dei Castelli di Jesi Classico Superiore 2019'.png,148.0861969905718,138.4006043076665,110.6581103729155,0
M Capriva Del Friuli 2020'.png,169.56035090322618,153.32322658691874,139.72742024564806,2
Maciete Fumé 2016'.png,163.47418841113677,155.66506559990054,108.49606102028311,3
Macrina Verdicchio Dei Castelli Di Jesi Classico Superiore 2020'.png,210.16448273654987,166.13554588902142,127.77337474653179,4
Madonna della Scoperta Lugana Superiore 2017'.png,137.98159527603903,136.39752825577784,137.39545809364262,6
Maggiorina Moscato d'Asti 2021'.png,139.59655587692131,129.61515074090414,121.93209793953562,0
Magred Chardonnay 2020'.png,171.74676927356018,159.3689202947222,116.43180897732493,3
Maìa 2019'.png,152.24577652791632,148.74639557340012,125.71751714716234,0
Malvasia 2016'.png,85.7993181791091,60.145673161084495,43.02105298571851,5
Malvasia 2017'.png,145.1650478904349,136.901954556136,88.48562394627328,7
Malvasia 2019'.png,167.27372190280124,127.38905976974478,97.50286069207023,7
Malvasia 2020'.png,151.03108367251463,133.95823171099735,94.34631657346455,7
Malvasia Carso 2020'.png,146.5076924158178,148.4538953854634,135.98674090067533,6
Malvazija 2015'.png,139.2349456089963,145.8755267045798,139.06910704909654,6
Mamarì 2020'.png,136.92996370637772,123.22463643128368,105.3343196571649,1
Mandítocai Friulano 2018'.png,105.23721104360041,110.52676013474,105.23860843759932,1
Mandolara Lugana 2020'.png,154.0107536926056,142.8149110360303,127.94326188146668,0
Manna Schweizer 2020'.png,120.73817954565988,112.76112805395306,104.6853953519783,1
Mantele Sauvignon 2019'.png,165.43643578642005,154.80971422700713,115.66944555465213,3
Mappale 77 2011'.png,152.6251591831644,131.8131922345363,107.3437396002792,7
Marani 2019'.png,176.9407234297496,120.80100311231351,98.16584606335002,7
Mare Antico Orvieto Classico Superiore 2019'.png,150.64226136476745,138.61187887200316,126.38489740665266,0
Mare Chiaro Bianco 2018'.png,156.09773208084835,168.34419689270842,147.80507831759567,2
Maremma Toscana Vermentino 2020'.png,118.84427049681975,112.62487382778464,100.67285444471733,1
Mareneve 2018'.png,110.01352600300774,124.14594986333577,135.94202047831607,6
Maria Costanza Bianco 2020'.png,117.87277914553496,105.31070808847142,83.68146330930944,5
Marina Cvetić Chardonnay 2019'.png,115.19297400381032,102.5831139885632,91.30381058187908,5
Marina Cvetić Riserva Trebbiano 2019'.png,140.1550499144748,137.9986824706539,127.34905178969939,6
Marne Bianco 2018'.png,119.21673507213592,112.54963909245787,80.00565924864955,5
Marta Marche Passerina 2019'.png,118.53221429962258,117.77691443913425,97.96285251278132,1
Masetto Doré Chardonnay 2019'.png,144.9547653580247,128.57351204661092,112.77299322089486,7
Maso Reiner Chardonnay 2019'.png,131.0153714609668,116.02042991421948,98.71393490729609,1
Maso Toresella Chardonnay Trentino Riserva 2017'.png,132.22589665808877,126.79367635507839,109.99721520010702,1
Maso Toresella Cuvée Vigneti delle Dolomiti 2017'.png,97.77089850450137,98.68767414481127,85.08896832210672,5
Maso Warth Riesling Renano 2019'.png,116.62724263863137,137.87261810645873,103.63171972583169,1
Masseria Surani Arthemis Fiano 2020'.png,167.8489750679835,161.63700556687954,155.13239127767423,2
Masseria dei Carmelitani Gavi 2020'.png,138.12283535700686,132.28046555945988,129.303791855596,6
Massifitti Trebbiano di Soave 2018'.png,135.12809328050736,132.98526114301126,134.3810067683662,6
Masso Vivo Vermentino 2020'.png,176.714847296151,184.9984313658987,157.0339041698433,4
Mattia {Beyond Pinot} 2015'.png,136.5655938270062,151.80617304058603,151.95137535554244,6
Matto Verdicchio dei Castelli di Jesi Classico 2019'.png,105.23799558280133,104.25348762770328,93.40284401366625,5
Melacce Montecucco Vermentino 2020'.png,150.23945173336747,140.10960845335478,117.37083410461348,0
Meoru Vermentino di Gallura 2020'.png,128.73480873637928,112.2559051243814,97.11478956853676,1
Meridiano Chardonnay 2018'.png,120.25548200552419,106.61259790355938,73.32995122071026,5
Meridies Soave Classico 2019'.png,176.16836866375036,151.16994721563037,99.4000236714376,3
Merì Vermentino di Sardegna 2020'.png,122.15983173611495,127.12102541295368,131.57021870081235,6
Merlot Bianco 2019'.png,196.68394648051375,187.6781148753088,177.18340957866587,4
Merus Chardonnay 2020'.png,177.7234357304718,162.35153096858414,121.98617729472628,2
Merus Pinot Bianco (Weissburgunder) 2020'.png,188.96564784176257,179.34307836946522,147.8844387652591,4
Merus Pinot Grigio 2019'.png,166.23984191333338,147.91357340301934,106.08758081486073,3
Mervin Sauvignon 2017'.png,144.91148533735057,135.00287252703617,122.66019575252292,0
Messapia Verdeca Salento 2019'.png,143.23054209551947,138.64812710457468,133.09979383195991,6
Mezzo Braccio Riesling Toscana 2018'.png,144.36716369298077,129.91379637355294,103.54756600324728,7
Michei 2018'.png,158.96737396161507,142.5110715411649,127.44160311579735,0
Minnella Bianco 2019'.png,176.81103396644528,146.89728051812955,95.69128923076369,3
Misco Castelli di Jesi Verdicchio Riserva Classico 2014'.png,153.86061938026387,138.60758545295434,108.49290209005181,0
Misco Verdicchio dei Castelli di Jesi Classico Superiore 2019'.png,131.70677473009474,143.04111571262902,130.2408327284647,6
Misobolo Erbaluce di Caluso 2019'.png,142.2908700500659,124.77651167432374,99.25110885373348,7
Mito Soave 2020'.png,143.89255526370175,139.37697254636606,142.74240034811962,6
Mofete Etna Bianco 2019'.png,156.11504130752095,155.26185912180486,121.07464386796725,0
Molceo Lugana Riserva 2019'.png,109.33790640842625,107.28241175987736,111.48302241020507,1
Molin Lugana 2020'.png,115.85565845843674,127.47589092372885,123.99466072911392,1
Monferrato Bianco 2018'.png,162.65561900438848,174.3461576208818,145.09202890025938,2
Mongris Collio Pinot Grigio 2020'.png,162.8570888004235,155.6511433667371,131.91426211376694,2
Monsordo Bianco 2019'.png,122.24777211287437,125.79773903471023,124.62221171273568,1
Monte Carbonare 2019'.png,115.32929046038235,113.66982609769123,106.36573994910502,1
Monte Ceriani Soave 2018'.png,147.4228883179271,152.65857329347736,131.49083618260246,6
Monte Grande Soave Classico 2019'.png,183.60471180249823,161.84166796655327,110.43503990679628,3
Monte Lupo Lugana 2020'.png,135.7408863802433,128.30395895042733,112.17440902102264,1
Monte San Piero Soave Superiore 2018'.png,164.17195558316286,159.26763324668323,150.06702169364195,2
Monte del Cuca 2019'.png,132.91827855755415,87.13568992380804,57.30688485150278,5
Montefalco Bianco 2018'.png,156.59186441191636,152.8324867297526,148.15571538081142,2
Monteoro Vermentino di Gallura Superiore 2020'.png,125.07035174403042,115.39992327766132,90.76961236914184,5
Monterotondo 2017'.png,163.188138746206,140.04882901975267,81.2480105337126,7
Montesei Soave Classico 2020'.png,188.1622995724493,175.47882951468287,140.26648307600004,4
Monteseroni 2018'.png,159.83177915689515,148.12327949668733,129.62509028587232,2
Montessora 2012'.png,132.20840836008398,104.13784950537794,84.77065082389494,5
Montiggl Riesling 2020'.png,157.2120039094609,143.13781146456773,115.45464733197699,0
Montunal 2020'.png,152.61117689979667,146.91627016177281,130.63626092828403,0
Moscadeddu Badde Nigolosu 2015'.png,115.60518877101448,111.98366650447738,108.29302193965707,1
Moscadello di Montalcino 2019'.png,169.22769234882188,133.429601281064,80.93551329455423,7
Moscato Giallo '1840' 2020'.png,163.64297608527914,152.56823696016764,133.52258059054677,2
Moscato Giallo 2020'.png,202.673938853016,179.92341508018808,131.16777162750572,4
Moscato Giallo Goldmuskateller 2020'.png,155.44669346693715,136.60069187089735,105.61762330662992,7
Moscato Giallo Vigneti delle Dolomiti 2019'.png,189.58343395817195,165.73043314547945,99.76999037983394,3
Moscato d'Autunno 2020'.png,150.43938262016783,154.2353053349482,125.35734021228289,0
Muntà l’è Ruma Derthona 2017'.png,156.2986617138589,154.63700191805557,129.93546247829659,2
Muscatedda Moscato di Noto 2019'.png,135.43797104209736,132.01040110536744,125.98073265384672,6
Mussignaz Müller Thurgau 2018'.png,164.01976165523084,149.12295640337277,97.61117103827026,3
Müller - Thurgau 2018'.png,133.47660457268896,126.59571947927857,110.59657849410702,1
Müller - Thurgau 2019'.png,129.85101352814198,116.82531729854091,94.53354573822601,1
Müller Thurgau '1840' 2020'.png,139.82799621641016,129.65650297975895,112.21752496097271,7
Müller Thurgau 2019'.png,141.37714822139992,138.71145110143814,109.60148846849573,7
Müller Thurgau 2020'.png,181.47360851714856,175.20266136397473,143.80018816972063,4
Müller Thurgau Alto Adige 2019'.png,149.60587219774305,141.49535949596822,119.00014946680751,0
Müller Thurgau Alto Adige 2020'.png,171.21665308167346,150.45414780884366,115.87155557471534,3
Müller Thurgau Vigneti delle Dolomiti 2020'.png,144.01246665195725,128.51077653270704,101.4488156891169,7
Müller-Thurgau 2020'.png,126.7170075404245,111.67359650724403,99.23005553545069,1
Nara' Vermentino 2020'.png,150.38196427053882,155.97013750864747,132.1049409182706,2
Nas-Cetta del Comune di Novello Langhe 2020'.png,134.21279893074802,133.4138149958468,135.0419540923463,6
Nascetta La Regina 2018'.png,187.72463145496374,165.78572279407217,92.30250777295528,3
Negroamaro Bianco 2019'.png,150.04186082557095,148.25623764280544,132.84944862512603,6
Neige d'Or 2016'.png,91.13648459058211,86.68023272406482,80.87361236194775,5
Nekaj 2017'.png,132.5617139297769,124.49310021041326,99.35405376732244,7
Nerello Mascalese Bianco 2020'.png,100.79380501316665,98.55518758543357,100.496850375939,5
Nerina Etna Bianco 2020'.png,145.25015608644713,140.88906775106685,125.95329043954754,0
Neta Sauvignon 2020'.png,169.9583448966246,162.92501342642265,154.431016962267,2
Netrroir Soave 2018'.png,163.20718922330974,141.91331778159343,125.34498849867227,0
Nettare Veneto Bianco 1995'.png,97.54990451542093,91.73062773423132,82.60984866693676,5
Nico Sauvignon 2017'.png,155.63058167582585,146.90372603991176,112.45180945106618,0
Nicoleo 2019'.png,145.80431419960001,138.99382127613146,113.58379475687784,0
Nix Nivis Blanc'.png,138.49769673175075,132.24168782951918,125.42062031420511,6
No Name 2018'.png,171.73756769228666,165.66504121978463,134.7040619793089,2
Nosiola 2016'.png,124.70640029489186,107.50598706538143,98.42377363059332,1
Nosiola 2019'.png,131.59767862545237,118.25983356699821,93.27910889830983,1
Nosiola Fontanasanta 2020'.png,169.32128753555594,162.39173438579132,133.1283543433131,2
Nozze d'Oro 2019'.png,134.83073378000117,140.1693014567246,126.88478250561043,6
Nuances 2017'.png,71.43605532222506,42.96209957625442,28.26220090509584,5
Numero Chiuso Vermentino 2017'.png,137.8250702883913,120.70712081892039,98.79810511224642,7
Nur 2019'.png,153.6714965559812,128.30543474451983,76.91615475087194,7
Nuragus di Cagliari 2020'.png,143.30836472995847,136.01386566649484,118.32986390980675,0
Nussbaumer Gewürztraminer 2020'.png,134.9538192617509,123.6599860782086,112.13265953027839,1
Nù Litr Bianco 2020'.png,200.2929527773529,189.40602269796742,164.10680614984008,4
Oasi Mantellina Lugana 2020'.png,132.46761107602765,126.26374616982478,129.8284973924364,6
Oberkerschbaum Sauvignon 2017'.png,110.20126133579416,102.42484561862908,86.02249705745585,5
Oberkerschbaum Sauvignon 2018'.png,152.62085702812706,134.00718264331954,111.75089708812185,0
Occhio di Terra Salina 2019'.png,141.5701416259799,134.979372498171,141.8119494259916,6
Odyssea Ansonica 2020'.png,153.20842247452154,128.3973228301905,113.5599952005994,0
Ograde 2019'.png,136.6462155908246,136.77531310331483,125.75695513452082,6
Olivar 2018'.png,126.47793477199778,117.40339565895428,102.45153100629388,1
Olivetani Bianco 2018'.png,100.32023527832862,100.39624251838822,85.24797085815634,5
Olmèra Bianco 2018'.png,127.92866269366381,127.15390746089014,119.00097632013457,1
Omnes Dies 2020'.png,162.87198148527935,160.67040919894634,131.87666549454752,2
Onde di Sole 2019'.png,98.71528250478748,87.62605776822326,77.66288045134561,5
Onirocep 2020'.png,142.8111601065561,145.21763248419154,94.63241578680669,7
Opale 2020'.png,93.1513776960205,92.74831534858194,82.24323680400717,5
Opera Bianco 2020'.png,141.76754314836165,140.2723445486005,142.65165953378158,6
Oppidum Moscato di Terracina Secco 2020'.png,107.5395230583056,123.51935626673666,92.8177636818619,1
Orestilla 2019'.png,147.46321307189183,133.09037317112774,105.91026479866491,7
Origini Verdicchio dei Castelli di Jesi Classico Superiore 2019'.png,148.62311633343387,139.45354545002675,100.73454630313097,7
Orsone Ribolla Gialla 2020'.png,164.85707068530823,147.5580544959858,130.0391853378056,2
Orsone Sauvignon 2020'.png,153.5570503641413,141.83131546750914,139.495674868745,6
Oslavje 2016'.png,66.63916782587093,74.25727871813612,101.53968375492008,5
Otto Soave Classico 2021'.png,175.52069346373975,180.2059866609833,109.17500546453762,3
PORER Pinot Grigio 2020'.png,132.8474287690354,122.05804915701682,100.02372103593466,1
Paguro Vermentino Bolgheri Bianco 2019'.png,156.77488319242977,148.55986672045717,131.03761292087094,2
Palai Müller Thurgau Dolomiti 2019'.png,175.4159735586459,158.72743190071233,124.12094051374147,2
Palás Gavi 2020'.png,177.90676121574052,181.06313491025557,162.59897739832311,4
Paleo Bianco 2018'.png,137.20074091303812,137.77449337095035,136.15750490418176,6
Palmazio Vermentino 2020'.png,139.23911625711716,139.76353765089416,102.87631133099042,7
Pandataria 2018'.png,141.37049409544593,130.3844118814058,119.55155006326619,0
Parallelo 41 Alghero 2020'.png,139.94132628766104,133.4370741432287,136.83227275077226,6
Passerina (Unico) 2020'.png,138.82110506907236,125.40226611372178,107.36955095575722,7
Passerì 2018'.png,140.20715898565965,118.53621384241552,107.86340358987424,1
PassioneSentimento Bianco 2020'.png,146.5011409980328,144.1274082328603,131.7116726257865,6
Passobianco 2019'.png,133.53950726283213,126.33754972528253,142.71764253306625,6
Passolento Castelli di Jesi 2018'.png,124.10603651875785,119.86843908113192,109.29562478360214,1
Pecorino (Unico) 2021'.png,154.65800472396134,121.48143955963114,95.8100976053652,7
Pecorino 2019'.png,152.0213220339212,139.19981406343229,122.15953888737658,0
Pecorino 2020'.png,155.99602508564018,152.25186344100962,116.66175280240364,0
Pecorino Colli Aprutini 2019'.png,155.19872959947622,151.28671221008995,137.37599992113144,2
Pecorino Offida Merlettaie 2020'.png,166.45951047462256,144.01448728867388,102.488622037077,3
Pectus Falerno del Massico 2019'.png,144.13318152232688,144.38378428810603,129.87189326954976,6
Penon Pinot Bianco 2020'.png,172.90415220520984,160.1383295310034,118.35419475041753,3
Penóner Pinot Grigio 2018'.png,108.84706396285263,106.6299676451231,107.12325455598642,1
People Frascati Superiore 2020'.png,189.08066020350185,150.36326092573435,99.26580875307255,3
Pepi Sauvignon 2020'.png,153.87736706380244,147.66968086126988,138.68685340394242,2
Per Eva 2018'.png,136.95677005079048,140.22725253295516,126.11202614047124,6
Perdaudin Roero Arneis 2019'.png,142.64284206421598,137.58512516499255,110.43305131856772,7
Perdigiournou Isola dei Nuraghi 2018'.png,153.67827371175022,143.4725412012353,134.058895272096,6
Perelise Gewürztraminer 2020'.png,152.5786450162006,143.77586019811707,118.86354575782038,0
Perlì 2019'.png,152.4370188485958,150.12268695374254,148.8778759628828,2
Petelia 2019'.png,129.62656771982944,112.79339085074021,104.76030530991903,1
Petit Manseng 2020'.png,128.01831604511867,116.49314737981021,70.28538864211896,5
Petit Manseng Lazio 2020'.png,146.5161294550064,141.60689215134235,132.92774621682906,6
Petite Arvine 2020'.png,169.63353986934771,150.99870715258785,135.81105048656,2
Petrara Verdicchio di Matelica 2019'.png,163.02950532907576,153.52967395364885,103.32421844682426,3
Petrizza 2020'.png,151.10197578659972,124.74343749011567,60.798524899221526,7
Pètris Malvasia 2020'.png,151.66047997342864,132.86303090113952,121.74979202326183,0
Pfefferer 2021'.png,127.78571217195652,152.85207510120725,111.69376902592055,0
Phigaia El Blanco 2018'.png,181.89932574334176,165.8335688243475,124.71462326007307,2
Pian di Stio Fiano 2019'.png,169.17322786915187,172.68089558374646,157.03746940911577,4
Pianacce Vermentino Colli di Luni 2020'.png,129.89449715887451,125.57018192323882,89.39245921612114,7
Piano Maltese Sicillane 2019'.png,177.6798177820397,163.45771174653024,126.73057727196809,2
Piano dei Daini Etna Bianco 2019'.png,152.58611253692268,142.518149457889,128.55571991369985,0
Piantagrane 2020'.png,152.3187577173907,138.34646031974924,121.40330656884845,0
Piccolo Derthona Timorasso 2020'.png,136.051035635605,120.19065433064982,88.33267321339706,7
Picolit di Cialla 2011'.png,175.30457529011346,150.22482497648545,111.65166419560015,3
Piere Sauvignon Blanc 2020'.png,161.64804530578496,152.86130556866732,106.30229143981013,3
Pietra Marina Etna Bianco Superiore 2016'.png,149.0653758406351,146.43705734787858,142.30695902954042,6
Pietragrande Bianco 2019'.png,131.63986820853623,132.42938184734757,136.82648235816706,6
Pietranera 2020'.png,134.18698456033962,134.93794870235726,140.92534328839642,6
Pietrarizzo Etna Bianco 2020'.png,150.79338270884006,148.21609851061223,138.41993733340368,6
Pievecroce 2020'.png,175.7218390123503,168.77800711666941,149.69617596331315,4
Pigato Sogno 2015'.png,116.13805577845704,113.37983947774842,91.8303871275734,5
Pilin Gavi 2014'.png,154.56449887902943,148.057752377968,124.84374547534901,0
Pinner Bianco Ottenuto Da Uva Nera 2019'.png,144.31394154928412,137.76215650426602,119.97195750772467,0
Pinot Bianco '1840' 2019'.png,158.00935688352476,140.58654441513326,128.6451114729291,0
Pinot Bianco (Selezione) 2020'.png,139.77088394941202,123.21970621617307,98.71933954398196,7
Pinot Bianco - Weissburgunder 2020'.png,137.43526105185728,131.15515433944609,106.76806455042228,7
Pinot Bianco 2017'.png,147.57796894183105,139.65166999648204,119.08144819554315,0
Pinot Bianco 2019'.png,118.43964707816383,75.51797137105842,61.43993001298097,5
Pinot Bianco 2020'.png,179.47678769923047,159.53355977007905,73.91993966660796,3
Pinot Bianco Alto Adige Kristallberg 2020'.png,149.0501025523503,135.0309967331211,108.41425001492752,7
Pinot Bianco Langefeld 2019'.png,117.78398530222982,111.26747320257334,99.69270968148254,1
Pinot Bianco Moriz 2020'.png,144.71699245471603,138.89395107155954,130.57760099428586,6
Pinot Bianco Riserva Vorberg 2011'.png,120.40560601632868,101.46541812705061,83.30649501421713,5
Pinot Bianco Riserva Vorberg 2019'.png,115.4755455757463,102.83367263519413,75.42408556241719,5
Pinot Bianco Vial 2019'.png,162.3121176296205,150.27590312097124,128.06573067198352,2
Pinot Grigio '1840' 2019'.png,183.59598654248902,165.7106384221439,107.26280717901042,3
Pinot Grigio (Monovitigno) 2020'.png,115.69769527917738,112.19704615253617,107.99331052482017,1
Pinot Grigio (Selezione) 2021'.png,142.3453463533617,126.16104270198537,95.31495533998036,7
Pinot Grigio 2006'.png,101.89111449286648,99.78307179738874,96.92439622033848,5
Pinot Grigio 2014'.png,134.0717688989232,124.03590561749827,118.03101951871572,1
Pinot Grigio 2016'.png,86.3530990965422,78.65143851505708,68.04792667821152,5
Pinot Grigio 2017'.png,141.72588842896837,123.04840431278078,94.53423490263964,7
Pinot Grigio 2018'.png,138.46933200355886,137.92049518518263,101.24541401104406,7
Pinot Grigio 2019'.png,121.73176049800735,136.12372799298865,127.90509429811762,6
Pinot Grigio 2020'.png,158.0400544910353,149.4501162759734,123.02787823712727,0
Pinot Grigio 2021'.png,185.16679208402422,181.4940915378732,168.6800627304633,4
Pinot Grigio Alto Adige 2020'.png,174.65398846368927,147.27374804338044,109.06175620567765,3
Pinot Grigio Friuli Grave 2020'.png,147.6422161849381,149.054110979872,145.33737303254108,6
Pinot Grigio Riserva Giatl 2018'.png,152.51344786167587,142.927232100427,135.95799746649263,6
Pinot Grigio Valdadige 2021'.png,174.23170283995333,168.9310684342964,135.34487538919842,2
Pinot Grigio Valdadige Corvara 2020'.png,137.81509351301113,123.23701637383311,117.77350476740025,1
Pinot Grigio Valdadige Terradeiforti Colle Ara 2020'.png,138.53778418561063,123.22361309233476,121.05963527996293,1
Pinot Grigio delle Venezie 2020'.png,149.15781877582143,138.53788325955907,118.3933291708484,0
Pinot Gris 2017'.png,104.30919347371666,109.58341795269975,82.5557446843777,5
Pisé Gavi 2017'.png,128.95950960712526,116.24485425915542,98.53981169146294,1
Pistillo Offida Pecorino 2020'.png,116.46181490389313,112.84961423536576,101.69061075124208,1
Pithos Bianco 2020'.png,182.23896269923097,157.0321837056582,139.86660782398965,2
Plattenriegl Pinot Bianco 2020'.png,124.74321656402867,114.3701512461315,108.65049072074304,1
Plenio Verdicchio dei Castelli di Jesi Classico Riserva 2019'.png,137.4713624507706,132.22393868159543,122.17560096171302,0
Plon Gewürztraminer 2018'.png,156.07819566504264,140.39623487401084,118.88633426221998,0
Plötzner Weissburgunder 2017'.png,153.68444880312896,144.2333077303004,129.60019970935957,0
Plus 2016'.png,107.11051030278418,92.34395222109038,81.85932334742108,5
Poggi Reali Falanghina Beneventano 2018'.png,137.8153229546944,132.42120485054932,129.76220269790375,6
Poggi Reali Greco di Tufo 2018'.png,146.05778977088454,138.67190644753995,117.31832998803343,0
Poggio Argentato Bianco 2019'.png,139.18528657871852,139.9617804973915,140.99269484622243,6
Poggio alle Gazze 2011'.png,130.1942604516246,127.23455667021909,124.82186516678645,6
Poggio alle Gazze 2019'.png,137.6938172235315,130.96458384701654,121.94555446578713,0
Poggio dei Gelsi Est!Est!Est! di Montefiascone 2020'.png,164.57593127231635,162.03477643612052,151.86853322330867,2
Polveri della Scarrupata 2018'.png,105.3869900447049,101.67864173335006,95.56981930215095,5
Pomino Bianco 2020'.png,155.73239994348273,146.28189278534356,81.29669698810936,7
Praepositus Gewürztraminer 2020'.png,142.62032896095747,131.05635073613598,118.21259183128453,0
Praepositus Grüner Veltliner 2018'.png,123.50138165154782,120.25739590495576,110.52971302015337,1
Praepositus Kerner 2020'.png,150.70131477366016,135.28863842272384,96.33192210106822,7
Praepositus Riesling 2019'.png,123.7884659963338,136.9136696651451,127.07229685281911,6
Praepositus Sylvaner 2019'.png,134.5484574477716,131.27669582276107,118.6359647239582,0
Praesulis Weissburgunder 2020'.png,137.4303431064232,134.89174083698285,128.7406954566685,6
Prail Sauvignon 2020'.png,151.94823857642356,144.3505629370489,115.03435501626502,0
Pratobianco 2015'.png,148.39029564596612,132.20842330833497,108.75862602652658,7
Preludio No. 1 Chardonnay 2020'.png,123.85950294825277,122.03160953412929,110.7016304324022,1
Prendas Vermentino di Sardegna 2020'.png,124.27979925932053,120.49422503886457,106.54327057086715,1
Prestige Lugana 2021'.png,218.0988083325501,203.51348175219735,155.6764492874407,4
Private Cuvée 2018'.png,168.2070808475199,156.65900327490473,139.909785331463,2
Prope Trebbiano d'Abruzzo 2019'.png,160.23161180456123,155.25043751019652,137.44952492033738,2
Prulke 2018'.png,118.20763088735008,105.25492862569429,104.3183205386283,1
Puistéris 2017'.png,103.63010364062559,97.71883984124571,90.78256266602374,5
Puntay Sauvignon 2019'.png,177.7208328937394,164.30410007540073,86.19682625910804,3
Puntscheit Kerner 2020'.png,159.6343588143111,142.98241810638888,77.79256218253578,7
Quarz Sauvignon 2020'.png,114.97965658572576,102.81548428871893,79.2849492312581,5
Quater Vitis Blanco 2018'.png,168.89668815533733,152.4760584901722,116.98183619690708,3
