company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Tenuta Prima Pietra;Permassimo ;4.6;35;185.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2016;62.475;49.0571;0.0;spezie/Erbaceo/frutti rossi
Cesari;Il Bosco Amarone Della Valpolicella Classico ;4.4;336;42.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2015;83.1304;28.4923;46.0053;legno/bacche nere/frutti rossi
Cupano;Rosso di Montalcino ;4.3;51;39.35;Manzo / Agnello / Vitello;Italia;Rosso di Montalcino;Sangiovese;2018;49.9552;41.0898;14.6704;legno/frutti rossi/Erbaceo
Bertani;Amarone della Valpolicella Classico ;4.6;324;542.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;1967;83.4356;25.7344;45.395;legno/frutta secca/Erbaceo
Gravner;Rujno Rosso ;4.5;41;247.0;Manzo / Pasta / Agnello;Italia;Venezia Giulia;Merlot;1999;65.1537;46.931;20.7753;bacche nere/legno/Erbaceo
Masseto;Toscana ;4.8;476;1700.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2002;57.6969;45.9309;17.0264;legno/bacche nere/Erbaceo
Rivella Serafino;Montestefano Barbaresco ;4.6;58;126.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2016;61.2473;75.5813;4.37954;Erbaceo/legno/frutti rossi
Castello del Terriccio;Lupicaia ;4.4;176;119.98;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2011;57.0766;45.0999;12.7574;legno/bacche nere/Erbaceo
Bussola;Amarone della Valpolicella Classico Vigneto Alto TB ;4.7;155;145.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2009;85.0;24.0578;51.6932;legno/bacche nere/frutta secca
Velenosi;Roggio del Filare Rosso Piceno Superiore ;4.2;75;26.9;Manzo / Pasta / Vitello;Italia;Rosso Piceno;Miscela;2018;54.2178;41.0911;17.0897;bacche nere/legno/Erbaceo
Massolino;Barolo Parafada ;4.5;60;73.5;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;62.9416;77.6641;6.83241;Erbaceo/frutti rossi/legno
Biondi-Santi;Brunello di Montalcino ;4.4;1535;241.98;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;46.5682;57.5636;7.75877;Erbaceo/legno/frutti rossi
Bovio;Gattera Barolo ;4.4;119;46.9;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2015;62.3242;79.2322;0.626223;Erbaceo/frutti rossi/legno
Castello Nipozzano;Mormoreto Toscana ;4.4;896;64.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2015;56.8118;45.0519;10.0495;legno/bacche nere/Erbaceo
Cantina Valpantena;Amarone della Valpolicella ;4.2;1180;23.55;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella;Miscela;2018;85.0;21.7097;50.3468;legno/bacche nere/frutti rossi
Valdicava;Brunello di Montalcino ;4.4;637;79.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2013;51.4088;58.737;7.95322;Erbaceo/legno/bacche nere
Antinori;Tenuta Tignanello 'Solaia' ;4.6;879;410.0;Manzo / Agnello / Vitello;Italia;Toscana;Cabernet Sauvignon;2014;53.8382;41.8612;14.8558;legno/bacche nere/Erbaceo
Aldo Conterno;Barolo Riserva Granbussia ;4.6;31;520.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2009;62.2826;77.4676;11.8482;Erbaceo/legno/frutti rossi
Antinori;Tignanello ;4.5;1446;283.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2000;53.2226;42.2533;10.836;legno/bacche nere/Erbaceo
Ornellaia;Bolgheri Superiore ;4.7;2095;427.0;Manzo / Pasta / Agnello;Italia;Bolgheri Superiore;Miscela;2007;64.5938;64.8667;12.543;legno/bacche nere/Erbaceo
Tolaini;Tenuta Montebello Picconero ;4.5;171;60.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2015;55.5056;44.5625;11.8932;legno/bacche nere/Erbaceo
La Fralluca;Cabernet Franc ;4.3;30;27.9;Manzo / Agnello / Vitello;Italia;Toscana;Cabernet Franc;2016;52.4723;42.2958;0.0;Erbaceo/bacche nere/spezie
Gaja;Conteisa Langhe ;4.5;118;240.0;Manzo / Pasta / Agnello;Italia;Langhe;Miscela;2004;62.9444;41.1103;19.5164;legno/Erbaceo/frutti rossi
Moschioni;Schioppettino ;4.5;88;53.93;Manzo / Pasta / Agnello;Italia;Colli Orientali del Friuli;Schioppettino;2011;70.1814;41.0395;19.9362;legno/Erbaceo/spezie
Rocche dei Manzoni;Barolo (Rocche) ;4.4;302;64.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;63.0332;73.4668;10.0614;legno/Erbaceo/bacche nere
Antinori;Tenuta Tignanello 'Solaia' ;4.6;1140;495.0;Manzo / Agnello / Vitello;Italia;Toscana;Sangiovese;2000;53.8382;41.8612;14.8558;legno/bacche nere/Erbaceo
Produttori del Barbaresco;Barbaresco Riserva Montefico ;4.3;94;67.98;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2016;63.3234;73.465;7.47668;Erbaceo/frutti rossi/legno
Cascina Belmonte;Fuochi ;4.3;32;28.98;Manzo / Pasta / Agnello;Italia;Lombardia;Miscela;2018;74.0153;42.0766;30.9186;bacche nere/frutti rossi/legno
Borgogno;Barolo Liste ;4.3;104;54.8;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2015;62.9589;73.3525;5.4243;Erbaceo/frutti rossi/legno
Quintodecimo;Terra d'Eclano Aglianico Irpinia ;4.4;26;46.74;Manzo / Pasta / Agnello;Italia;Irpinia;Aglianico;2019;80.198;48.1639;24.8856;bacche nere/legno/Erbaceo
E. Pira & Figli;Via Nuova Barolo ;4.2;69;73.5;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;63.854;83.0823;5.00742;Erbaceo/frutti rossi/legno
Le Macchiole;Paleo ;4.4;48;115.0;Manzo / Agnello / Vitello;Italia;Toscana;Cabernet Franc;2018;58.2531;49.4874;13.6239;legno/bacche nere/Erbaceo
Vietti;Barolo Ravera ;4.3;113;159.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2015;62.633;76.4205;2.24717;Erbaceo/frutti rossi/legno
Carpineto;Vino Nobile di Montepulciano Vigneto St. Ercolano ;4.3;79;39.24;Manzo / Cacciagione (cervo, camoscio) / Pollame;Italia;Vino Nobile di Montepulciano;Miscela;2010;56.9931;52.4614;6.53173;legno/Erbaceo/bacche nere
Gaja;Costa Russi (Barbaresco) Langhe ;4.6;91;598.0;Manzo / Pasta / Agnello;Italia;Langhe;Nebbiolo;2011;61.8008;66.533;11.5835;Erbaceo/legno/bacche nere
Bertani;Amarone della Valpolicella Classico ;4.4;550;170.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2000;83.4356;25.7344;45.395;legno/frutta secca/Erbaceo
Bruno Giacosa;Barbaresco Albesani Santo Stefano ;4.4;337;139.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2011;59.534;66.6482;11.396;Erbaceo/frutti rossi/legno
Farnese;Edizione Cinque Autoctoni ;4.5;158;27.5;Manzo / Pasta / Vitello;Italia;Abruzzo;Miscela;2020;68.6284;37.8995;26.917;legno/bacche nere/frutti rossi
Cantina Sampietrana;Settebraccia ;4.3;45;19.2;Manzo / Pasta / Agnello;Italia;Salento;Miscela;2018;84.5611;41.9257;34.322;legno/bacche nere/Erbaceo
Bruno Giacosa;Falletto Barbaresco Asili Riserva ;4.4;39;379.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2014;65.3967;73.9922;11.2283;frutti rossi/Erbaceo/legno
Casanova di Neri;Cerretalto Brunello di Montalcino ;4.7;121;297.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2015;54.7566;58.6151;11.8198;legno/Erbaceo/bacche nere
Fanti;Riserva Vigna le Macchiarelle Brunello di Montalcino ;4.4;150;69.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;54.9418;52.802;13.6956;legno/bacche nere/Erbaceo
Antinori;Badia a Passignano Gran Selezione Chianti Classico ;4.3;2412;51.0;Manzo / Vitello / Pollame;Italia;Chianti Classico;Sangiovese;2016;49.956;55.5465;8.40761;legno/Erbaceo/frutti rossi
Mirafiore;Barolo Riserva ;4.3;66;178.18;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2004;67.1325;75.5173;12.9855;Erbaceo/bacche nere/legno
Marchesi di Gresy;Barbaresco Camp Gros Martinenga Riserva ;4.4;29;139.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2016;61.5493;69.8115;8.64353;Erbaceo/legno/frutti rossi
Il Paradiso di Frassina;(MozArt Wine) Brunello di Montalcino ;4.3;267;43.78;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;46.966;55.1559;5.1417;legno/Erbaceo/frutti rossi
Stefano Accordini;Acinatico Amarone della Valpolicella Classico ;4.6;223;29.89;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2018;85.0;23.9234;49.7825;legno/bacche nere/frutta secca
Alfio Mozzi;Sforzato ;4.6;28;46.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Sforzato della Valtellina;Nebbiolo;2015;69.6733;77.7812;1.50568;legno/spezie/frutti rossi
Casanova di Neri;Tenuta Nuova Brunello di Montalcino ;4.4;1525;130.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2008;51.9986;57.2959;12.5692;legno/Erbaceo/frutti rossi
Santadi;Shardana ;4.3;138;22.0;Manzo / Pasta / Agnello;Italia;Valli di Porto Pino;Shiraz/Syrah;2013;85.0;41.4496;31.0244;bacche nere/Erbaceo/legno
Feudi di San Gregorio;Piano Montevergine Taurasi ;4.3;119;61.0;Manzo / Pasta / Agnello;Italia;Taurasi;Aglianico;2001;85.0;50.83;20.19;legno/Erbaceo/bacche nere
Carpineto;Molin Vecchio ;4.3;183;37.24;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2010;46.0446;43.061;6.80248;legno/bacche nere/Erbaceo
Cantrina;Nepomuceno Rosso ;4.3;130;65.18;Manzo / Pasta / Agnello;Italia;Benaco Bresciano;Miscela;2013;69.9149;43.3086;18.487;legno/bacche nere/Erbaceo
Dal Forno Romano;Valpolicella Superiore Monte Lodoletta ;4.5;56;105.0;Manzo / Pasta / Vitello;Italia;Valpolicella;Miscela;2015;53.7444;39.4159;25.0749;legno/bacche nere/Erbaceo
Jacopo Biondi Santi;Schidione ;4.4;73;142.8;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2011;56.755;41.7355;11.3107;legno/Erbaceo/bacche nere
Cagliero;Terlo Barolo ;4.3;34;40.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;55.2191;71.7371;9.2835;Erbaceo/legno/frutti rossi
Col d'Orcia;Cabernet Sant'Antimo Olmaia ;4.3;114;35.0;Manzo / Agnello / Vitello;Italia;Sant'Antimo;Cabernet Sauvignon;2015;52.9193;48.8263;10.4138;legno/bacche nere/Erbaceo
Rocca delle Macìe;Sergio Zingarelli Chianti Classico Gran Selezione ;4.4;68;43.98;Manzo / Vitello / Pollame;Italia;Chianti Classico;Sangiovese;2015;49.686;55.0003;11.189;legno/Erbaceo/frutti rossi
Tenuta Sant'Antonio;Scaia Paradiso ;4.2;1110;11.24;Manzo / Pasta / Agnello;Italia;Veneto;Miscela;2018;67.0824;35.2356;25.5683;legno/Erbaceo/bacche nere
Castello di Ama;L'Apparita ;4.4;90;318.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2001;53.3812;43.4918;13.1689;legno/Erbaceo/bacche nere
Nativ;Blu Onice Aglianico Irpinia ;4.3;90;13.5;Manzo / Pasta / Agnello;Italia;Irpinia;Aglianico;2019;85.0;40.0925;36.5306;bacche nere/legno/Erbaceo
Allegrini;Amarone della Valpolicella Classico ;4.4;92;64.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Corvina;2018;85.0;25.9068;49.6423;legno/bacche nere/frutta secca
Prunotto;Costamiòle Riserva ;4.4;46;29.8;Pasta / Vitello / Maiale;Italia;Nizza;Barbera;2017;59.7611;23.0;7.41342;legno/bacche nere/Erbaceo
Feudi Salentini;Gocce Primitivo di Manduria ;4.3;165;28.41;Manzo / Pasta / Agnello;Italia;Primitivo di Manduria;Primitivo;2019;68.292;22.3607;52.0863;legno/bacche nere/frutti rossi
Tenimenti Grieco;Triassi ;4.3;27;19.99;Manzo / Pasta / Vitello;Italia;Tintilia del Molise;Miscela;2015;59.3025;55.2542;5.79202;legno/bacche nere
Nativ;Bicento ;4.3;31;18.8;na / na / na;Italia;Irpinia Campi Taurasini;Aglianico;2018;84.1526;37.3068;38.5569;legno/bacche nere/frutti rossi
Poggio Antico;Brunello di Montalcino Riserva ;4.3;66;161.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2001;47.9415;55.3424;6.66592;legno/Erbaceo/bacche nere
Tenuta San Guido;Sassicaia ;4.6;2811;379.0;Manzo / Pasta / Agnello;Italia;Bolgheri Sassicaia;Miscela;2005;62.0521;64.0323;10.2942;legno/bacche nere/Erbaceo
Corino;Arborina Barolo ;4.3;57;137.28;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;67.68;78.3072;7.57189;legno/Erbaceo/frutti rossi
Pileum;Pilarocca Cesanese del Piglio Riserva ;4.3;44;29.9;Manzo / Pasta / Vitello;Italia;Cesanese del Piglio;Cesanese di Affile;2015;55.5936;39.4594;10.5;legno/bacche nere/spezie
Casanova di Neri;Brunello di Montalcino ;4.3;1198;74.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;49.7197;56.6893;10.4587;legno/Erbaceo/frutti rossi
Gianfranco Fino;Es Primitivo di Manduria ;4.5;391;79.9;Manzo / Pasta / Agnello;Italia;Primitivo di Manduria;Primitivo;2019;70.222;24.3393;45.087;bacche nere/legno/frutti rossi
Mauro Molino;Barolo Bricco Luciani ;4.3;157;45.48;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;63.6273;73.6493;6.63455;Erbaceo/frutti rossi/legno
Argiolas;Turriga Isola dei Nuraghi ;4.3;183;112.54;Manzo / Pasta / Agnello;Italia;Isola dei Nuraghi;Cannonau;1999;84.051;45.7959;28.6301;legno/bacche nere/Erbaceo
Mazzei;Siepi ;4.3;348;126.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2006;54.6555;41.5924;13.0332;legno/bacche nere/Erbaceo
Castello di Ama;L'Apparita ;4.3;167;265.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2013;53.3812;43.4918;13.1689;legno/Erbaceo/bacche nere
Massolino;Barolo Riserva Vigna Rionda ;4.3;263;109.5;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2012;62.7701;76.608;10.0122;Erbaceo/legno/frutti rossi
Nervi;Vigna Molsino ;4.3;347;72.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Gattinara;Nebbiolo;2014;60.4229;76.1475;8.42504;Erbaceo/frutti rossi/legno
Roagna;Pira Barolo ;4.5;31;336.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;53.8898;73.7518;4.59681;Erbaceo/frutti rossi/legno
Aldo Conterno;Barolo Bussia Cicala ;4.3;166;427.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2005;64.6109;75.325;9.77619;Erbaceo/legno/frutti rossi
Elio Altare;Barolo ;4.3;270;110.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;63.8022;76.4669;9.98217;Erbaceo/legno/frutti rossi
Salvioni;Rosso di Montalcino ;4.3;194;59.0;Manzo / Agnello / Vitello;Italia;Rosso di Montalcino;Sangiovese;2018;44.4739;45.5466;7.22694;frutti rossi/Erbaceo/legno
Brunelli;Campo del Titari Amarone della Valpolicella Classico Riserva ;4.7;80;85.29;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2016;85.0;26.8591;52.4517;legno/bacche nere/frutti rossi
Isole e Olena;Cepparello Red ;4.4;113;85.5;Manzo / Agnello / Vitello;Italia;Toscana;Sangiovese;2018;50.91;42.6094;9.76929;legno/frutti rossi/Erbaceo
Le Mortelle;Poggio Alle Nane Maremma Toscana ;4.3;543;72.0;Manzo / Agnello / Vitello;Italia;Maremma Toscana;Miscela;2015;58.0901;40.0785;15.3673;bacche nere/legno/Erbaceo
Feudo Italia;Amarone della Valpolicella ;4.3;86;37.88;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella;Sangiovese;2017;84.0303;28.9007;48.6271;frutti rossi/bacche nere/legno
Antinori;Tenuta Tignanello 'Solaia' ;4.6;1511;430.0;Manzo / Agnello / Vitello;Italia;Toscana;Cabernet Sauvignon;2010;53.8523;41.8604;14.8567;legno/bacche nere/Erbaceo
Latium Morini;Campo León Amarone della Valpolicella ;4.5;108;29.36;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella;Miscela;2016;85.0;24.7167;49.7468;legno/bacche nere/frutti rossi
Domenico Clerico;Barolo Percristina ;4.3;349;143.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2003;64.0045;80.7141;11.4603;Erbaceo/legno/frutti rossi
Tenuta di Trinoro;Toscana Rosso ;4.5;143;263.62;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2006;55.5117;44.3288;20.0236;bacche nere/legno/Erbaceo
Tenuta Sant'Antonio;Campo dei Gigli Amarone della Valpolicella ;4.3;460;49.5;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella;Miscela;2015;85.0;27.0823;48.2728;legno/bacche nere/Erbaceo
ARPEPE;Sassella Rocce Rosse Riserva ;4.3;195;95.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Valtellina Superiore;Nebbiolo;2013;55.6147;73.7294;4.42629;Erbaceo/frutti rossi/legno
G.D. Vajra;Barolo Ravera ;4.3;103;76.5;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;61.6837;81.2016;3.41217;frutti rossi/Erbaceo/legno
Poggio San Polo;Podernovi Brunello di Montalcino ;4.5;104;128.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2015;45.838;55.3966;8.20256;Erbaceo/legno/frutti rossi
Podere Il Carnasciale;Il Caberlot ;4.4;40;243.0;Manzo / Agnello / Vitello;Italia;Toscana;;2003;55.2788;42.1534;17.4928;bacche nere/legno/spezie
Produttori del Barbaresco;Barbaresco ;4.2;4662;31.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2017;61.7707;70.9069;3.51082;frutti rossi/Erbaceo/legno
Tenuta Sant'Antonio;Antonio Castagnedi Amarone della Valpolicella ;4.3;93;76.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella;Corvina;2003;85.0;25.1002;48.048;legno/bacche nere/Erbaceo
Castello di Ama;L'Apparita ;4.3;112;230.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2014;53.3812;43.4918;13.1689;legno/Erbaceo/bacche nere
Tenuta Il Poggione;Brunello di Montalcino ;4.3;1777;37.95;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;49.937;58.5017;7.95272;legno/Erbaceo/frutti rossi
Di Camillo;Tenute del Pojo Imperium Riserva Montepulciano d'Abruzzo ;4.3;38;11.9;Manzo / Pasta / Vitello;Italia;Montepulciano d'Abruzzo;Montepulciano;2016;47.4859;44.1866;11.6373;legno/frutti rossi/Erbaceo
Duemani;Duemani Cabernet Franc ;4.5;153;195.0;Manzo / Agnello / Vitello;Italia;Costa Toscana;Cabernet Franc;2015;54.0711;44.1709;14.6844;bacche nere/legno/Erbaceo
Banfi;SummuS ;4.3;210;37.4;Manzo / Agnello / Vitello;Italia;Toscana;Acolon;2017;52.1284;43.1412;10.0776;legno/bacche nere/Erbaceo
Santadi;Terre Brune Superiore Carignano del Sulcis ;4.3;172;42.9;Manzo / Pasta / Agnello;Italia;Carignano del Sulcis;Carignan;2017;81.6542;44.5012;30.3423;legno/bacche nere/Erbaceo
Conti Costanti;Brunello di Montalcino ;4.4;191;65.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;48.3574;56.8163;8.08605;Erbaceo/legno/frutti rossi
Montevertine;Le Pergole Torte ;4.6;198;250.0;Manzo / Agnello / Vitello;Italia;Toscana;Sangiovese;2018;48.0387;43.2837;9.05728;Erbaceo/frutti rossi/legno
Fonterutoli;Concerto Di Fonterutoli ;4.3;569;44.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2015;57.2435;45.7336;10.0476;legno/bacche nere/Erbaceo
Tenuta Il Poggione;Brunello di Montalcino Riserva Vigna Paganelli ;4.4;286;82.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2015;52.065;60.6749;7.59803;legno/Erbaceo/frutti rossi
Oddero;Barolo Vignarionda Riserva ;4.4;70;169.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2006;66.8629;74.7434;0.0;Erbaceo/legno/frutti rossi
Elvio Cogno;Vigna Elena Barolo Riserva ;4.3;119;86.9;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2011;60.1431;75.6545;6.83807;frutti rossi/Erbaceo/legno
Valentini;Montepulciano d'Abruzzo ;4.5;91;393.28;Manzo / Pasta / Vitello;Italia;Montepulciano d'Abruzzo;Montepulciano;2001;38.886;42.473;16.0865;Erbaceo/legno/bacche nere
Villa Diamante;Libero Pensiero Riserva ;4.3;50;47.8;Manzo / Pasta / Agnello;Italia;Taurasi;Aglianico;2008;76.9307;61.2379;18.7861;
Altesino;Brunello di Montalcino ;4.2;2157;49.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2012;45.8428;54.5013;6.74144;legno/Erbaceo/frutti rossi
Aneri;Amarone Stella ;4.6;32;134.98;Manzo / Pasta / Vitello;Italia;Amarone della Valpolicella Classico;Miscela;2012;49.1387;33.2348;30.0488;legno/bacche nere/Erbaceo
Mamete Prevostini;Albareda Sforzato di Valtellina ;4.5;80;47.95;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Sforzato della Valtellina;Nebbiolo;2017;67.1741;61.5494;11.2159;legno/bacche nere/Erbaceo
Lodali;Lorens Barolo ;4.4;47;49.9;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;65.6867;65.7113;4.01621;legno/bacche nere/Erbaceo
La Valentina;Bellovedere Montepulciano d'Abruzzo (Riserva) ;4.5;36;34.28;Manzo / Pasta / Vitello;Italia;Montepulciano d'Abruzzo;Montepulciano;2016;55.9553;45.5343;12.0407;legno/bacche nere/Erbaceo
Pecchenino;Barolo Bussia ;4.3;30;49.8;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;62.5298;81.2181;6.70474;Erbaceo/frutti rossi/legno
La Spinetta;Vürsù Barbaresco Starderi ;4.4;267;142.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2013;65.0111;74.2322;8.59382;Erbaceo/legno/frutti rossi
Le Mortelle;Ampio ;4.7;124;169.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2016;62.3597;45.3708;4.91706;bacche nere/legno/spezie
Le Macchiole;Messorio ;4.5;288;336.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2008;55.4047;43.0424;15.2227;legno/bacche nere/Erbaceo
Podere Forte;Petrucci Anfiteatro ;4.6;52;183.0;Manzo / Agnello / Vitello;Italia;Orcia;Sangiovese;2016;49.7313;46.7537;0.0;legno/bacche nere/spezie
Castello di Ama;L'Apparita ;4.3;40;230.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;1992;53.3812;43.4918;13.1689;legno/Erbaceo/bacche nere
Gaja;Barbaresco ;4.5;381;199.5;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2017;60.0512;67.7457;7.53662;Erbaceo/legno/frutti rossi
Bruno Rocca;Currà Barbaresco Riserva ;4.5;58;136.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2012;60.9252;67.5286;9.97141;legno/frutti rossi/spezie
Caparzo;Brunello di Montalcino ;4.2;1131;26.59;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;46.079;54.3412;4.39653;legno/frutti rossi/Erbaceo
Speri;Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico ;4.4;985;45.88;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2016;82.7784;25.4627;46.2074;legno/bacche nere/Erbaceo
Conti Costanti;Brunello di Montalcino Riserva ;4.4;96;143.08;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2012;46.6408;56.9533;14.011;legno/Erbaceo/bacche nere
Tiezzi Enzo;Vigna Soccorso Brunello di Montalcino ;4.3;104;45.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2015;51.7935;61.7693;6.07509;legno/frutti rossi/Erbaceo
Lupo Meraviglia;Tecnica del Salasso Tre di Tre ;4.2;1857;9.5;Manzo / Pasta / Agnello;Italia;Puglia;Miscela;2019;79.469;42.7466;32.8246;legno/bacche nere/frutti rossi
Azienda Santa Barbara - Stefano Antonucci;Il Maschio da Monte Rosso ;4.4;26;21.0;Manzo / Pasta / Vitello;Italia;Marche;Montepulciano;2019;60.0164;43.1944;11.6073;bacche nere/legno/Erbaceo
Ciacci Piccolomini d'Aragona;Brunello di Montalcino Pianrosso ;4.4;806;63.98;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2013;46.7324;55.3189;8.02887;Erbaceo/legno/frutti rossi
Poggio Antico;Brunello di Montalcino ;4.3;602;54.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;46.3791;53.1249;5.8384;legno/Erbaceo/frutti rossi
Quintarelli Giuseppe;Amarone della Valpolicella Classico ;4.8;827;599.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;2003;82.7095;25.6376;50.3312;legno/bacche nere/Erbaceo
La Spinetta;Vürsù Barbaresco Valeirano ;4.4;115;110.5;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2014;65.274;72.3502;8.77058;Erbaceo/frutti rossi/legno
Mastrojanni;Vigna Schiena d'Asino Brunello di Montalcino ;4.4;66;148.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2001;50.1794;58.5238;4.89487;legno/Erbaceo/bacche nere
