idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Barolo Marenca  - 2016 - Pira Luigi,54.0,Nebbiolo,65.6192,80.8313,11.6537,legno/Erbaceo/frutti rossi,1
Barolo Ravera  - 2013 - Vietti,180.0,Nebbiolo,62.633,76.4205,2.24717,Erbaceo/frutti rossi/legno,1
Gigino 80 Anniversario Grande  - 2015 - Barbanera,45.9,Miscela,60.2988,37.5376,25.2183,legno/bacche nere/frutti rossi,8
Il Bacca Old Vine Primitivo di Manduria  - 2018 - Luccarelli,26.9,Primitivo,68.895,27.0617,42.0593,legno/bacche nere/frutti rossi,6
Brunello di Montalcino  - 2012 - Salvioni,170.0,Sangiovese,50.1173,57.9116,15.3374,Erbaceo/legno/frutti rossi,3
Barolo  - 1974 - Francesco Rinaldi & Figli,85.0,Nebbiolo,58.5089,69.7103,5.28793,Erbaceo/frutti rossi/legno,1
Sorì San Lorenzo  - 2016 - Gaja,555.0,Nebbiolo,63.3511,72.7887,11.5448,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2012 - Lisini,45.9,Sangiovese,47.7876,57.1433,9.66484,legno/Erbaceo/frutti rossi,3
Barbaresco Rabaja Riserva  - 2015 - Castello di Verduno,59.0,Nebbiolo,66.6916,76.9656,10.2039,Erbaceo/frutti rossi/legno,1
Carmenero  - 2016 - Ca' del Bosco,42.0,Carménère,62.5268,41.2838,14.5159,bacche nere/legno/Erbaceo,2
Amarone della Valpolicella Monte Lodoletta  - 2013 - Dal Forno Romano,305.0,Miscela,85.0,29.6819,51.3966,legno/bacche nere/Erbaceo,14
Brunello di Montalcino Riserva Madonna del Piano  - 2001 - Valdicava,837.0,Sangiovese,52.4883,60.7365,9.4144,Erbaceo/legno/bacche nere,7
Pieve Santa Restituta Rennina Brunello di Montalcino  - 2016 - Gaja,203.0,Sangiovese,47.3706,58.5986,11.3162,Erbaceo/legno/bacche nere,7
Il Pino di Biserno  - 2018 - Biserno,41.4,Miscela,56.0101,43.2952,16.7706,legno/bacche nere/Erbaceo,4
Amarone della Valpolicella  - 2017 - Marion,48.8,Corvina,85.0,24.5464,50.2588,legno/bacche nere/frutta secca,13
Ca' Florian Amarone della Valpolicella Classico Riserva  - 2012 - Tommasi,78.9,Miscela,84.4636,21.7977,48.9391,legno/bacche nere/Erbaceo,14
Tenuta Guado al Tasso Bolgheri Superiore  - 2001 - Antinori,444.0,Miscela,65.7678,64.2964,10.9766,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2016 - Ciacci Piccolomini d'Aragona,41.5,Sangiovese,46.4838,55.6812,6.94032,legno/Erbaceo/frutti rossi,3
Pomorosso Barbera d'Asti  - 2018 - Coppo,48.9,Barbera,57.7687,24.7438,10.6648,legno/bacche nere/frutti rossi,15
Pugnitello  - 2018 - San Felice,27.0,Pugnitello,54.1135,46.0711,13.9972,Erbaceo/legno/bacche nere,2
Brunello di Montalcino  - 2016 - La Magia,41.5,Sangiovese,49.711,58.4107,5.83504,legno/Erbaceo/frutti rossi,3
Vigneti del Versante Brunello di Montalcino  - 2016 - Pian dell'Orino,105.0,Sangiovese,51.575,51.7281,12.7507,legno/Erbaceo/bacche nere,7
Barolo Monprivato  - 2016 - Mascarello Giuseppe e Figlio,393.0,Nebbiolo,55.855,74.2535,7.34307,frutti rossi/Erbaceo/legno,1
Costasera Amarone della Valpolicella Classico Riserva  - 2015 - Masi,50.0,Miscela,85.0,25.4119,49.9771,legno/bacche nere/Erbaceo,14
Saffredi  - 2018 - Fattoria le Pupille,81.7,Miscela,53.5585,45.6267,15.1585,legno/bacche nere/Erbaceo,4
Duca Enrico Rosso  - 2015 - Duca di Salaparuta,59.0,Nero d'Avola,82.0256,40.8838,28.8272,Erbaceo/bacche nere/legno,2
Malanotte del Piave  - 2016 - De Stefani,43.2,Raboso Piave,63.6442,41.5599,27.2666,legno/bacche nere/Erbaceo,2
Campogiovanni Brunello di Montalcino Riserva Il Quercione  - 1997 - San Felice,169.0,Sangiovese,50.0825,53.1858,11.3714,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2013 - Tenuta CastelGiocondo,44.9,Sangiovese,48.6334,57.2441,6.57465,legno/Erbaceo/frutti rossi,3
Barolo Bussia Romirasco  - 2011 - Aldo Conterno,265.0,Nebbiolo,62.4663,77.7524,9.00968,legno/Erbaceo/frutti rossi,1
Quorum Barbera d'Asti  - 2001 - Hastae,76.0,Barbera,62.9008,24.1664,6.09877,legno/Erbaceo/spezie,9
Brunello di Montalcino Riserva  - 2010 - Caprili,70.0,Sangiovese,46.8268,54.7643,6.54435,Erbaceo/legno/bacche nere,7
Montepulciano d'Abruzzo  - 2015 - Valentini,227.9,Montepulciano,38.886,42.473,16.0865,Erbaceo/legno/bacche nere,2
Tignanello  - 1985 - Antinori,336.0,Miscela,53.224,42.2644,10.8428,legno/bacche nere/Erbaceo,4
Badde Nigolosu  - 2016 - Tenute Dettori,48.98,Cannonau,85.0,46.4576,43.3319,frutti rossi/legno/Erbaceo,10
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva  - 2013 - Tedeschi,66.3,Miscela,85.0,29.7939,48.8544,legno/bacche nere/Erbaceo,14
Amarone della Valpolicella Classico Riserva  - 2015 - Tenuta Santa Maria di Gaetano Bertani,67.5,Corvina,82.4151,23.3194,46.9327,bacche nere/legno/frutti rossi,15
Falletto Barbaresco Asili  - 1997 - Bruno Giacosa,394.0,Nebbiolo,58.4413,67.3504,9.29253,Erbaceo/frutti rossi/legno,1
Rosso di Montalcino  - 2017 - Poggio di Sotto,54.8,Sangiovese,42.8505,40.301,7.75054,frutti rossi/Erbaceo/legno,3
Rosone  - 2019 - Mottura,12.49,Negroamaro,76.4013,34.5777,39.6562,legno/Erbaceo/frutta secca,13
Brunello di Montalcino Riserva  - 2010 - Poggio di Sotto,369.0,Sangiovese,46.7099,53.0242,8.52851,legno/Erbaceo/frutti rossi,3
Lagrein Riserva Porphyr  - 2016 - Terlan (Terlano),69.0,Lagrein,67.8008,42.4441,20.1175,bacche nere/legno/Erbaceo,2
Valpolicella Superiore Monte Lodoletta  - 2007 - Dal Forno Romano,145.0,Miscela,53.7444,39.4159,25.0749,legno/bacche nere/Erbaceo,4
Fabrizio Bianchi Sangioveto Grosso Toscana  - 2016 - Castello di Monsanto,47.49,Sangiovese,56.4643,48.5474,16.5673,legno/Erbaceo/frutti rossi,3
Brunello di Montalcino  - 2008 - Tenuta CastelGiocondo,54.0,Sangiovese,48.6334,57.2441,6.57465,legno/Erbaceo/frutti rossi,3
Barolo Cascina Francia  - 2012 - Giacomo Conterno,289.0,Nebbiolo,62.2791,75.8167,8.10131,Erbaceo/frutti rossi/legno,1
Tignanello  - 2011 - Antinori,190.0,Sangiovese,53.224,42.2644,10.8428,legno/bacche nere/Erbaceo,7
Ripe al Convento Brunello di Montalcino Riserva  - 2003 - Tenuta CastelGiocondo,69.9,Sangiovese,51.5924,58.4552,12.1838,legno/Erbaceo/bacche nere,7
Brunello di Montalcino  - 2008 - Sesti,66.0,Sangiovese,46.4993,53.4956,7.81726,frutti rossi/Erbaceo/legno,3
Brunello di Montalcino  - 2016 - Patrizia Cencioni,37.9,Sangiovese,50.0858,61.2927,10.0508,legno/frutti rossi/Erbaceo,3
Falletto Barolo Le Rocche del Falletto Riserva  - 2001 - Bruno Giacosa,799.0,Nebbiolo,61.5864,77.9203,18.5333,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino Riserva  - 1991 - Soldera,1110.0,Sangiovese,43.6185,55.9735,14.0852,Erbaceo/frutti rossi/legno,3
50 & 50  - 2016 - Capannelle,89.9,Miscela,52.6991,45.5533,11.9574,legno/bacche nere/Erbaceo,4
Oreno Toscana  - 2018 - Tenuta Sette Ponti,76.0,Miscela,54.7217,45.7863,10.5048,legno/bacche nere/Erbaceo,4
Bricco Sarmassa Barolo  - 2015 - Brezza,65.0,Nebbiolo,64.3356,81.2161,0.202752,frutti rossi/Erbaceo/legno,1
Brunello di Montalcino Riserva  - 1995 - Biondi-Santi,725.0,Sangiovese,46.0134,56.8118,10.0447,Erbaceo/legno/frutti rossi,3
Toscana I Sodi di San Niccolo  - 2017 - Castellare,73.5,Sangiovese,51.1979,43.5423,12.5028,legno/Erbaceo/bacche nere,7
Ca'Marcanda Magari  - 2018 - Gaja,51.9,Merlot,62.1676,65.566,8.89432,legno/bacche nere/Erbaceo,5
Duemani Cabernet Franc  - 2017 - Duemani,119.0,Cabernet Franc,54.0711,44.1709,14.6844,bacche nere/legno/Erbaceo,2
Giorgio Primo  - 2017 - La Massa,93.8,Merlot,56.9261,45.0843,13.3808,legno/bacche nere/Erbaceo,5
San Leonardo  - 2016 - San Leonardo,75.0,Miscela,61.9655,42.3059,16.4878,legno/Erbaceo/bacche nere,4
Barbaresco  - 2018 - Gaja,198.0,Nebbiolo,60.0512,67.7457,7.53662,Erbaceo/legno/frutti rossi,1
Sassicaia  - 2009 - Tenuta San Guido,586.02,Miscela,62.0521,64.0323,10.2942,legno/bacche nere/Erbaceo,4
Bolgheri Superiore  - 1999 - Ornellaia,279.0,Merlot,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,5
Brunello di Montalcino  - 2016 - Fattoria del Pino,44.95,Sangiovese,44.8799,54.2197,6.61094,Erbaceo/frutti rossi/legno,3
Amarone della Valpolicella Monte Lodoletta  - 2008 - Dal Forno Romano,478.0,Miscela,85.0,29.6809,51.3981,legno/bacche nere/Erbaceo,14
Barbaresco  - 2016 - Gaja,225.0,Nebbiolo,60.0512,67.7457,7.53662,Erbaceo/legno/frutti rossi,1
Messorio  - 2017 - Le Macchiole,199.0,Merlot,55.4047,43.0424,15.2227,legno/bacche nere/Erbaceo,5
Veneto Rosso del Bepi  - 1996 - Quintarelli Giuseppe,201.0,Corvina,66.8023,40.1411,28.1919,legno/frutti rossi/Erbaceo,10
Brunello di Montalcino Riserva  - 2015 - Pian delle Querci,36.9,Sangiovese,50.4502,55.2892,12.4677,frutti rossi/legno/Erbaceo,3
Dolcetto d'Alba  - 2020 - Bartolo Mascarello,35.9,Dolcetto,56.2633,41.063,16.6658,frutti rossi/bacche nere/Erbaceo,0
Roero Valmaggiore Riserva  - 2017 - Cascina Chicco,18.11,Nebbiolo,62.01,75.4315,4.84552,frutti rossi/legno/Erbaceo,1
Poggio Ai Chiari  - 2006 - Colle Santa Mustiola,53.3,Sangiovese,54.5771,39.7453,10.3004,legno/Erbaceo/frutti rossi,3
Bolgheri Superiore  - 1990 - Ornellaia,350.0,Miscela,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,4
Altero Brunello di Montalcino  - 2016 - Poggio Antico,64.9,Sangiovese,49.1607,55.2804,7.08816,legno/Erbaceo/frutti rossi,3
Camalaione  - 2015 - Cinciole,43.99,Cabernet Sauvignon,54.1578,51.1108,17.801,bacche nere/legno/Erbaceo,12
Brunello di Montalcino  - 2016 - Fuligni,92.0,Sangiovese,47.9535,58.186,6.47941,Erbaceo/legno/frutti rossi,3
Barolo Riserva Monfortino  - 2004 - Giacomo Conterno,1490.0,Nebbiolo,61.3385,76.5355,13.0744,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2008 - Siro Pacenti,76.0,Sangiovese,48.9555,55.5976,4.38151,Erbaceo/legno/bacche nere,7
Sezzana  - 2001 - La Spinetta,85.0,Sangiovese,50.3797,41.5524,7.71323,legno/Erbaceo/frutti rossi,3
Cabraia Rosso Toscana  - 2016 - Gualdo del Re,70.0,Miscela,54.4015,46.7063,5.42359,bacche nere/legno/Invecchiamento,4
Bolgheri Superiore  - 2017 - Grattamacco,56.0,Miscela,65.5369,66.1129,9.44818,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2016 - Banfi,25.5,Sangiovese,47.4791,54.4505,4.351,legno/Erbaceo/frutti rossi,3
Dagromis Barolo  - 2017 - Gaja,72.6,Nebbiolo,62.8544,74.4782,6.3614,Erbaceo/legno/frutti rossi,1
Luce Brunello di Montalcino  - 2014 - Tenuta Luce,101.5,Sangiovese,51.7273,58.017,12.1753,legno/Erbaceo/bacche nere,7
Mascarin Syrah  - 2016 - San Valentino,40.9,Shiraz/Syrah,67.5044,48.1033,12.013,legno/spezie/bacche nere,16
Barolo Vigneto Cannubi  - 2012 - Comm. G.B. Burlotto,399.0,Nebbiolo,59.6782,77.8641,11.9716,Erbaceo/frutti rossi/legno,1
Rosso  - 2013 - Miani,135.0,Miscela,66.7086,48.1889,20.1692,Erbaceo/legno/bacche nere,4
Falletto Barolo Le Rocche del Falletto  - 2015 - Bruno Giacosa,189.0,Nebbiolo,58.7329,75.6924,9.36427,Erbaceo/frutti rossi/legno,1
Permassimo  - 2017 - Tenuta Prima Pietra,160.0,Miscela,62.475,49.0571,0.0,spezie/Erbaceo/frutti rossi,9
Opera Omnia Bolgheri Superiore  - 2016 - La Madonnina,69.0,Miscela,69.5219,62.2152,17.1063,Erbaceo/bacche nere/frutti rossi,0
Le Pergole Torte  - 2016 - Montevertine,444.0,Sangiovese,48.0387,43.2837,9.05728,Erbaceo/frutti rossi/legno,3
Bolgheri Superiore  - 2018 - Ornellaia,199.0,Cabernet Sauvignon,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,12
Barolo Cascina Francia  - 2016 - Giacomo Conterno,529.0,Nebbiolo,62.2791,75.8167,8.10131,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2015 - Argiano,70.0,Sangiovese,48.0015,55.5254,6.7768,legno/Erbaceo/frutti rossi,3
Bolgheri Superiore  - 2018 - Donne Fittipaldi,37.0,Miscela,67.9534,67.1979,13.2204,bacche nere/Erbaceo/legno,4
Sonetto Primitivo di Manduria Riserva  - 2014 - Produttori Vini Manduria,29.9,Primitivo,66.5881,27.4924,39.6061,legno/bacche nere/frutta secca,6
Solaria Jonica  - 1959 - Antonio Ferrari,82.9,Sangiovese,68.6851,17.974,55.0988,legno/frutta secca/Invecchiamento,13
Ad Hoc Primitivo di Manduria  - 2021 - Tenuta Giustini,12.9,Primitivo,64.5141,25.647,48.9505,legno/frutti rossi/bacche nere,6
Toscana I Sodi di San Niccolo  - 2014 - Castellare,76.0,Miscela,51.1979,43.5423,12.5028,legno/Erbaceo/bacche nere,4
Suisassi Syrah  - 2016 - Duemani,118.0,Shiraz/Syrah,56.2751,45.7726,10.2702,legno/bacche nere/spezie,16
Il Bosco Amarone Della Valpolicella Classico  - 2016 - Cesari,39.9,Miscela,83.1671,28.5126,46.0492,legno/bacche nere/frutti rossi,8
Brunello di Montalcino Riserva  - 2004 - Biondi-Santi,769.0,Sangiovese,46.0134,56.8118,10.0447,Erbaceo/legno/frutti rossi,3
Toscana  - 2014 - Masseto,999.0,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Poggio Alle Nane Maremma Toscana  - 2018 - Le Mortelle,54.0,Miscela,58.0901,40.135,15.3668,bacche nere/legno/Erbaceo,4
Barolo Acclivi  - 2015 - Comm. G.B. Burlotto,318.0,Nebbiolo,60.7601,78.2807,6.85132,frutti rossi/legno/Erbaceo,1
Falletto Barbaresco Asili  - 2000 - Bruno Giacosa,939.0,Nebbiolo,58.4413,67.3504,9.29253,Erbaceo/frutti rossi/legno,1
Filo di Seta Brunello di Montalcino  - 2015 - Castello Romitorio,90.0,Sangiovese,49.5109,62.6473,1.58897,legno/Erbaceo/frutti rossi,3
Uve portate a Cesena  - 2020 - Cantine Leonardo da Vinci,14.89,Sangiovese,64.9583,36.6806,38.9342,legno/bacche nere/frutti rossi,15
AD 1441 Brunello di Montalcino  - 2016 - Tricerchi,71.0,Sangiovese,51.514,59.9778,0.0,legno/frutti rossi/Erbaceo,3
Mormoreto Toscana  - 2010 - Castello Nipozzano,68.0,Miscela,56.8134,45.053,10.051,legno/bacche nere/Erbaceo,4
Campocroce Amarone della Valpolicella  - 2015 - SalvaTerra,40.9,Miscela,77.5849,29.5637,48.2028,legno/frutti rossi/frutta secca,13
Sperss Barolo  - 2005 - Gaja,330.0,Miscela,63.734,77.491,7.79436,Erbaceo/legno/bacche nere,4
La Serra Barolo  - 2010 - Marcarini,53.0,Nebbiolo,59.2174,77.8285,5.92782,Erbaceo/frutti rossi/legno,1
Bricco della Bigotta Barbera d'Asti  - 2017 - Braida,48.0,Barbera,59.746,26.5848,16.9388,legno/Erbaceo/bacche nere,2
Ca'Marcanda Bolgheri  - 2017 - Gaja,128.7,Miscela,62.6947,67.2555,10.5426,legno/bacche nere/Erbaceo,4
Barolo Lazzarito  - 2015 - Mirafiore,59.9,Nebbiolo,65.2433,74.5578,5.09721,Erbaceo/legno/bacche nere,11
Vecchie Vigne Brunello di Montalcino  - 2014 - Siro Pacenti,99.0,Sangiovese,47.7799,60.2903,8.65133,legno/Erbaceo/frutti rossi,3
Barbera d'Alba Vigna Francia  - 2010 - Giacomo Conterno,336.0,Barbera,57.5516,26.3965,9.75486,legno/Erbaceo/bacche nere,2
Kurni Marche  - 2018 - Oasi degli Angeli,139.0,Montepulciano,60.335,42.5208,36.904,legno/bacche nere/frutti rossi,15
Maggiarino Vino Nobile di Montepulciano  - 2015 - La Braccesca,69.0,Sangiovese,56.5451,52.7622,0.0,bacche nere/legno/Erbaceo,7
d'Alceo  - 2011 - Castello dei Rampolla,161.0,Miscela,52.3553,45.1389,17.6707,legno/bacche nere/Erbaceo,4
Veneto Alzero Cabernet  - 2011 - Quintarelli Giuseppe,345.0,Miscela,70.5053,40.9294,35.9817,legno/bacche nere/Erbaceo,4
Tenuta Tignanello 'Solaia'  - 2006 - Antinori,335.0,Cabernet Sauvignon,53.8514,41.8677,14.8728,legno/bacche nere/Erbaceo,12
Amarone della Valpolicella  - 2015 - Dal Cero,45.89,Miscela,84.3934,27.5922,48.2573,legno/frutta secca/Erbaceo,13
Brunello di Montalcino Riserva  - 2010 - Tenuta CastelGiocondo,161.0,Sangiovese,47.1885,58.8217,16.4253,legno/Erbaceo/bacche nere,7
Amarone della Valpolicella Classico  - 1968 - Bertani,510.0,Corvina,83.4356,25.7344,45.395,legno/frutta secca/Erbaceo,13
Brunello di Montalcino  - 2015 - Il Marroneto,98.9,Sangiovese,45.1874,56.8883,8.78468,frutti rossi/Erbaceo/legno,3
Taffe Tà  - 2012 - Poggiopiano,79.9,Colorino del Valdarno,58.1255,43.1663,8.37029,legno/spezie/bacche nere,16
Vigna del Sorbo Gran Selezione Chianti Classico  - 2018 - Fontodi,66.9,Sangiovese,52.4605,60.4771,11.6217,legno/Erbaceo/frutti rossi,3
Amarone della Valpolicella Classico  - 2000 - Quintarelli Giuseppe,658.0,Miscela,82.7095,25.6376,50.3312,legno/bacche nere/Erbaceo,14
Veneto Alzero Cabernet  - 2012 - Quintarelli Giuseppe,390.0,Miscela,70.5053,40.9294,35.9817,legno/bacche nere/Erbaceo,4
Maurizio Zanella Sebino  - 2017 - Ca' del Bosco,59.0,Sangiovese,64.3418,40.3811,22.873,legno/bacche nere/Erbaceo,7
Carmenere Riserva Colli Berici Oratorio Di San Lorenzo  - 2016 - Inama Azienda Agricola,42.5,Carménère,67.9508,39.5799,16.9047,legno/bacche nere/spezie,16
Barolo Pajana  - 2015 - Domenico Clerico,89.0,Nebbiolo,65.2844,81.3144,10.6257,legno/Erbaceo/frutti rossi,1
Barolo Riserva Granbussia  - 1985 - Aldo Conterno,628.0,Nebbiolo,62.2826,77.4676,11.8482,Erbaceo/legno/frutti rossi,1
Solo  - 2015 - Dezi,35.0,Sangiovese,47.4968,34.7306,6.50269,legno/bacche nere/Erbaceo,7
Amarone della Valpolicella Classico  - 2017 - Tommasi,33.8,Miscela,85.0,23.1945,48.9372,legno/bacche nere/frutti rossi,8
Tenuta Guado al Tasso Bolgheri Superiore  - 2016 - Antinori,170.0,Miscela,65.7676,64.2966,10.9769,legno/bacche nere/Erbaceo,4
Altero Brunello di Montalcino  - 2010 - Poggio Antico,63.0,Sangiovese,49.1607,55.2804,7.08816,legno/Erbaceo/frutti rossi,3
Bibbona  - 2017 - Biserno,125.0,Cabernet Franc,56.8034,43.2064,11.1947,legno/bacche nere/Erbaceo,2
Arborina Barolo  - 2016 - Elio Altare,170.0,Nebbiolo,61.8528,75.408,10.538,Erbaceo/frutti rossi/legno,1
Barolo Bricco Delle Viole  - 2018 - G.D. Vajra,99.0,Nebbiolo,60.8264,77.8958,5.36349,Erbaceo/frutti rossi/legno,1
Vürsù Barolo Campè  - 2016 - La Spinetta,125.0,Nebbiolo,64.8527,76.9342,10.022,Erbaceo/legno/frutti rossi,1
Appassito Primitivo  - 2021 - Masso Antico,8.2,Primitivo,66.1557,21.629,46.8062,legno/bacche nere/frutti rossi,6
Barolo Bussia Colonnello  - 2017 - Aldo Conterno,105.0,Nebbiolo,64.4955,78.9551,9.61516,Erbaceo/frutti rossi/legno,1
Cà Bertoldi Amarone della Valpolicella Classico  - 2013 - Recchia,42.8,Miscela,85.0,20.2394,45.8396,legno/bacche nere/frutti rossi,8
Castel Amarone della Valpolicella Classico  - 2015 - Roberto Mazzi,57.15,Miscela,82.4416,20.6167,55.3295,legno/frutta secca/bacche nere,13
123 Brunello di Montalcino Riserva  - 2013 - Patrizia Cencioni,68.0,Sangiovese,51.7631,56.9286,3.37143,legno/frutti rossi/Erbaceo,3
Duemani Cabernet Franc  - 2013 - Duemani,115.0,Cabernet Franc,54.0711,44.1709,14.6844,bacche nere/legno/Erbaceo,2
Barolo Lazzarito  - 2016 - Vietti,345.0,Nebbiolo,61.1005,77.2988,7.04707,Erbaceo/legno/frutti rossi,1
V. Lazzairasco Barolo  - 2017 - Guido Porro,43.0,Nebbiolo,59.0464,74.0757,5.4817,frutti rossi/Erbaceo/legno,1
Barolo Bussia  - 2016 - Prunotto,67.45,Nebbiolo,61.1957,72.5619,7.5896,frutti rossi/Erbaceo/legno,1
Faro  - 2013 - Palari,37.25,Nerello Mascalese,75.1425,44.3171,21.7327,Erbaceo/legno/frutti rossi,10
Tenuta Guado al Tasso Bolgheri Superiore  - 2004 - Antinori,210.0,Miscela,65.7676,64.2966,10.9769,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2004 - Stella di Campalto,340.0,Sangiovese,42.738,55.5671,6.4644,frutti rossi/legno/Erbaceo,3
Amarone della Valpolicella Classico  - 2017 - Zenato,39.5,Corvina,85.0,23.5619,51.3317,legno/bacche nere/frutta secca,13
Toscana Il Pareto  - 2017 - Tenuta di Nozzole,45.0,Cabernet Sauvignon,58.0362,44.1437,14.8519,legno/bacche nere/Erbaceo,12
Brunello di Montalcino Riserva Le Due Sorelle  - 2011 - Tenuta La Fuga,68.2,Sangiovese,53.2645,48.6699,8.36776,legno/bacche nere/Erbaceo,7
Barolo Lazzarito  - 2012 - Vietti,135.0,Nebbiolo,61.1005,77.2988,7.04707,Erbaceo/legno/frutti rossi,1
Messorio  - 2005 - Le Macchiole,336.0,Merlot,55.4047,43.0424,15.2227,legno/bacche nere/Erbaceo,5
Montepulciano d'Abruzzo  - 2015 - Emidio Pepe,168.0,Montepulciano,39.2602,42.5684,9.09263,Erbaceo/bacche nere/frutti rossi,0
Colledilà Chianti Classico Gran Selezione  - 2016 - Ricasoli,54.0,Sangiovese,47.3832,56.348,5.24104,legno/frutti rossi/Erbaceo,3
Sperss Barolo  - 1997 - Gaja,459.0,Nebbiolo,63.734,77.491,7.79436,Erbaceo/legno/bacche nere,11
Phenomena Brunello di Montalcino Riserva  - 2015 - Sesti,85.0,Sangiovese,45.3341,53.419,9.87345,legno/frutti rossi/Erbaceo,3
Vigna Madonna Assunta La Villa Barolo Riserva  - 2007 - Rocche dei Manzoni,274.0,Nebbiolo,66.2138,71.5905,8.57214,Erbaceo/legno/frutti rossi,1
Bolgheri Superiore  - 2011 - Ornellaia,393.0,Miscela,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,4
Bric Dël Fiasc Barolo  - 2017 - Paolo Scavino,107.0,Nebbiolo,62.9797,76.5326,7.65733,Erbaceo/legno/frutti rossi,1
Fontalloro  - 2016 - Fèlsina,74.0,Sangiovese,50.7197,44.8589,10.2412,legno/Erbaceo/frutti rossi,3
Cerretalto Brunello di Montalcino  - 2013 - Casanova di Neri,285.0,Sangiovese,54.7566,58.6151,11.8198,legno/Erbaceo/bacche nere,7
Vürsù Barolo Campè  - 2006 - La Spinetta,167.31,Nebbiolo,64.8527,76.9342,10.022,Erbaceo/legno/frutti rossi,1
Faro  - 2015 - Palari,43.65,Nerello Mascalese,75.1425,44.3171,21.7327,Erbaceo/legno/frutti rossi,10
Brunello di Montalcino  - 2016 - Tenuta CastelGiocondo,35.2,Sangiovese,48.6334,57.2441,6.57465,legno/Erbaceo/frutti rossi,3
Lodovico  - 2007 - Biserno,589.0,Miscela,58.9703,41.3007,15.3419,legno/bacche nere/Erbaceo,4
Sassicaia  - 2013 - Tenuta San Guido,490.0,Cabernet Sauvignon,62.0521,64.0323,10.2942,legno/bacche nere/Erbaceo,12
Vürsù Barolo Campè  - 2012 - La Spinetta,124.9,Nebbiolo,64.8527,76.9342,10.022,Erbaceo/legno/frutti rossi,1
La Pira Barolo Vecchie Viti  - 2011 - Roagna,310.0,Nebbiolo,59.723,80.4739,11.5769,Erbaceo/legno/frutti rossi,1
Syrah Toscana Collezione Privata  - 2018 - Isole e Olena,52.8,Shiraz/Syrah,53.061,44.1576,11.2408,bacche nere/legno/Erbaceo,2
Galatrona  - 2019 - Petrolo,114.0,Merlot,54.9538,43.3833,14.3455,legno/bacche nere/Erbaceo,5
Barolo Bussia  - 2016 - Aldo Conterno,79.9,Nebbiolo,61.146,78.154,6.57193,Erbaceo/frutti rossi/legno,1
Collezione Pruviniano Amarone della Valpolicella Classico  - 2018 - Domini Veneti,30.5,Miscela,82.5243,29.8819,43.0922,bacche nere/legno/Erbaceo,14
Brunello di Montalcino  - 2015 - Cupano,135.0,Sangiovese,49.2627,56.1,9.83774,legno/Erbaceo/frutti rossi,3
Poggio delle Rosé Riserva Chianti Classico  - 2010 - Castell'in Villa,98.99,Sangiovese,47.5584,58.0737,17.7111,legno/Erbaceo/bacche nere,7
Giorgio Primo  - 2016 - La Massa,89.9,Cabernet Sauvignon,56.9261,45.0843,13.3808,legno/bacche nere/Erbaceo,12
Chianti Classico Vigneto Gran Selezione San Lorenzo  - 2010 - Castello di Ama,68.0,Sangiovese,46.2965,57.7932,6.55579,frutti rossi/legno/Erbaceo,3
Morandina Amarone della Valpolicella  - 2015 - Prà,46.9,Miscela,85.0,35.4897,35.8551,legno/Erbaceo/spezie,9
Toscana  - 1994 - Masseto,1800.02,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Mocenni Numero 89 Gran Selezione Chianti Classico  - 2015 - Bindi Sergardi,45.0,Sangiovese,50.6883,60.4781,4.30566,legno/bacche nere/frutti rossi,15
L'Apparita  - 1995 - Castello di Ama,265.0,Merlot,53.3812,43.4918,13.1689,legno/Erbaceo/bacche nere,5
Bricco Manzoni  - 2015 - Rocche dei Manzoni,34.0,Miscela,66.4125,48.5644,14.1013,legno/Erbaceo/frutti rossi,10
Phenomena Brunello di Montalcino Riserva  - 2006 - Sesti,182.0,Sangiovese,45.3341,53.419,9.87345,legno/frutti rossi/Erbaceo,3
Barolo Cerretta  - 2015 - Giacomo Conterno,393.0,Nebbiolo,63.2004,75.8661,12.0098,Erbaceo/frutti rossi/legno,1
Vigne Vecchie Leggenda Primitivo di Manduria  - 2019 - Vigneti del Salento,35.0,Primitivo,71.6312,23.8468,44.4338,legno/bacche nere/Erbaceo,2
Tignanello  - 2006 - Antinori,265.0,Miscela,53.224,42.2644,10.8428,legno/bacche nere/Erbaceo,4
Costemonghisio Nizza  - 2016 - Mauro Sebaste,32.9,Barbera,72.353,34.0265,9.71125,legno/Erbaceo/frutti rossi,10
