idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Arborina Langhe Rosso  - 2005 - Elio Altare,78.0,Nebbiolo,65.9055,44.1486,19.1117,legno/Erbaceo/frutti rossi,1
Barbaresco  - 1999 - Gaja,289.0,Nebbiolo,60.1312,67.7589,7.52422,Erbaceo/legno/frutti rossi,1
Vigneto Bordini Barbaresco  - 2018 - La Spinetta,44.5,Nebbiolo,63.2813,71.5341,2.49043,frutti rossi/Erbaceo/legno,1
Ornato Barolo  - 2017 - Pio Cesare,120.0,Nebbiolo,62.7751,76.8867,7.09819,Erbaceo/legno/frutti rossi,1
Tenuta Guado al Tasso Bolgheri Superiore  - 1997 - Antinori,248.0,Miscela,65.7678,64.2964,10.9766,legno/bacche nere/Erbaceo,4
Tenuta Guado al Tasso Bolgheri Superiore  - 2013 - Antinori,195.0,Miscela,65.7678,64.2964,10.9766,legno/bacche nere/Erbaceo,4
Da uva Merlot vigneti Fontanazza - Pissota Langhe  - 2005 - Roberto Voerzio,138.0,Merlot,63.8059,42.148,15.0467,bacche nere/legno/Erbaceo,5
Barrua  - 2016 - Punica,46.0,Miscela,82.3471,42.2355,29.4271,legno/bacche nere/Erbaceo,4
Marrano  - 2013 - Vignalta,21.0,Miscela,70.0176,37.0638,12.0752,bacche nere/legno/Erbaceo,4
Toscana  - 2016 - Masseto,1200.0,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Bolgheri Superiore  - 2016 - Castello di Bolgheri,160.0,Miscela,66.6217,64.5088,14.7932,bacche nere/legno/Erbaceo,4
Barolo Cannubi  - 2007 - Michele Chiarlo,134.0,Nebbiolo,62.7019,79.5426,4.31773,Erbaceo/frutti rossi/legno,1
Gloria Primitivo di Manduria  - 2018 - Vigneti Reale,45.0,Primitivo,71.4089,24.2302,45.3986,bacche nere/frutti rossi/legno,6
Tinata Toscana  - 2016 - Monteverro,95.0,Miscela,54.8888,42.8567,13.4554,legno/bacche nere/spezie,16
Redigaffi Toscana  - 2008 - Tua Rita,280.0,Merlot,55.1751,42.2973,17.6239,legno/bacche nere/Erbaceo,5
Astuto Bolgheri Superiore  - 2018 - Ricasoli,37.5,Miscela,63.4027,71.1585,5.34096,legno/bacche nere/frutti rossi,8
Vite Talin Barolo  - 2013 - Sandrone,769.0,Nebbiolo,56.3742,81.156,2.29418,spezie/Erbaceo/legno,9
Conte Gastone Amarone della Valpolicella  - 2017 - Massimago,34.44,Corvina,78.7805,24.6609,45.5757,legno/frutta secca/frutti rossi,13
Barbaresco Camp Gros Martinenga Riserva  - 2015 - Marchesi di Gresy,129.0,Nebbiolo,61.4988,70.0305,8.76327,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2015 - Collemattoni,36.0,Sangiovese,50.9611,58.0053,9.4931,Erbaceo/legno/frutti rossi,3
Tignanello  - 2017 - Antinori,166.0,Miscela,53.2249,42.266,10.8437,legno/bacche nere/Erbaceo,4
Barolo Mosconi Vigna Ped  - 2017 - Conterno Fantino,72.4,Nebbiolo,62.1315,82.4458,2.91706,Erbaceo/legno/bacche nere,11
Dedicato a Walter Bolgheri Superiore  - 2006 - Poggio Al Tesoro,170.0,Cabernet Franc,55.015,44.0223,12.0802,legno/bacche nere/spezie,16
Brunello di Montalcino  - 2007 - Sesti,68.0,Sangiovese,46.4993,53.4956,7.81726,frutti rossi/Erbaceo/legno,3
Brunello di Montalcino  - 2012 - Poggio di Sotto,185.0,Sangiovese,45.7659,55.6667,8.39241,Erbaceo/legno/frutti rossi,3
Barolo Cerequio  - 2017 - Michele Chiarlo,73.9,Nebbiolo,62.6939,77.3625,9.04178,Erbaceo/legno/frutti rossi,1
Barbaresco Riserva Asili  - 2016 - Produttori del Barbaresco,98.0,Nebbiolo,60.9649,72.0918,6.86614,Erbaceo/frutti rossi/legno,1
Collepiano Sagrantino di Montefalco  - 2017 - Arnaldo-Caprai,23.85,Sagrantino,58.0123,53.8646,8.43994,legno/bacche nere/Erbaceo,2
Amarone della Valpolicella Classico  - 2011 - Pietro Clementi,39.9,Miscela,79.3417,36.2835,40.602,legno/bacche nere/frutti rossi,8
Barolo Lazzarito  - 2011 - Vietti,212.0,Nebbiolo,61.1005,77.2988,7.04707,Erbaceo/legno/frutti rossi,1
Barolo Lazzarito  - 2015 - Vietti,159.0,Nebbiolo,61.1005,77.2988,7.04707,Erbaceo/legno/frutti rossi,1
Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico  - 2013 - Masi,52.82,Miscela,85.0,25.8128,48.3664,legno/bacche nere/frutti rossi,8
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva  - 2012 - Antinori,143.0,Sangiovese,51.1617,55.9001,10.2473,Erbaceo/legno/frutti rossi,3
Pieve Santa Restituta Brunello di Montalcino  - 2015 - Gaja,91.0,Sangiovese,48.9043,57.785,8.56968,legno/Erbaceo/frutti rossi,3
Cabernet Sauvignon  - 2017 - Marion,26.59,Cabernet Sauvignon,65.7108,40.2088,25.096,legno/bacche nere/Erbaceo,12
Valle Alta Amarone della Valpolicella  - 2013 - Ugolini,50.0,Miscela,82.1608,27.8126,44.0759,frutti rossi/bacche nere/Erbaceo,0
Sperss Barolo  - 2015 - Gaja,280.0,Nebbiolo,63.734,77.491,7.79436,Erbaceo/legno/bacche nere,11
Graticciaia  - 2015 - Vallone,56.9,Negroamaro,85.0,37.2538,36.2337,legno/bacche nere/Erbaceo,2
Lamaione Toscana  - 2016 - Tenuta CastelGiocondo,48.5,Merlot,53.8405,41.0496,12.2941,legno/bacche nere/Erbaceo,5
Primitivo di Manduria  - 2016 - Attanasio,29.9,Primitivo,72.079,25.975,44.9239,legno/bacche nere/frutti rossi,6
Il Sestante Amarone della Valpolicella  - 2016 - Tommasi,27.89,Miscela,83.0661,23.1806,50.1826,legno/frutti rossi/bacche nere,8
Brunello di Montalcino  - 2001 - Talenti,66.0,Sangiovese,48.2454,56.9271,5.29707,Erbaceo/legno/frutti rossi,3
Falletto Barbaresco Asili  - 2011 - Bruno Giacosa,461.0,Nebbiolo,58.4413,67.3504,9.29253,Erbaceo/frutti rossi/legno,1
Pettinociarelle Rosso  - 2018 - Famiglia Statella,29.5,Nerello Mascalese,81.329,48.7199,21.9309,Erbaceo/frutti rossi/legno,10
Barolo Aleste  - 2017 - Sandrone,143.0,Nebbiolo,64.7977,83.9217,3.54299,Erbaceo/frutti rossi/legno,1
Bolgheri Superiore  - 2014 - Ornellaia,270.0,Miscela,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,4
Jarno Rosso  - 2014 - Castorani,43.0,Montepulciano,75.536,44.9107,31.0772,legno/bacche nere/Erbaceo,2
Metamorfosis  - 2012 - Primosic,47.0,Miscela,63.775,36.1759,34.5444,legno/Erbaceo/bacche nere,4
CalaMuri Primitivo  - 2018 - Menhir,15.9,Primitivo,69.9861,23.1997,46.5179,bacche nere/legno/frutti rossi,6
Barbaresco Masseria  - 2017 - Vietti,74.0,Nebbiolo,59.5954,71.4591,8.47951,Erbaceo/frutti rossi/legno,1
L'Andrea  - 2015 - Castello Monte Vibiano Vecchio,24.0,Sangiovese,59.3414,46.4141,6.89168,bacche nere/Erbaceo/legno,7
La Grazia  - 2018 - Ornellaia,300.0,Miscela,49.2873,42.2917,13.3224,legno/bacche nere/Erbaceo,4
Papale Linea Oro Primitivo di Manduria  - 2017 - Varvaglione,21.98,Primitivo,68.3874,22.0301,44.6699,legno/bacche nere/frutti rossi,6
Iovi Tonant  - 2017 - Masseria Frattasi,40.4,Aglianico,85.0,42.9381,37.0003,Erbaceo/legno/bacche nere,2
5 Stelle Sfursat  - 2015 - Nino Negri,90.0,Nebbiolo,66.2259,75.7981,15.6917,legno/Erbaceo/bacche nere,11
Barolo Acclivi  - 2017 - Comm. G.B. Burlotto,349.0,Nebbiolo,60.7601,78.2807,6.85132,frutti rossi/legno/Erbaceo,1
Bolgheri Superiore  - 2018 - Mulini di Segalari,38.0,Miscela,64.6174,54.2565,6.71254,bacche nere/spezie/frutti rossi,8
Vigneto Bellavista Chianti Classico  - 1995 - Castello di Ama,179.0,Miscela,47.4245,60.2442,15.2721,legno/Erbaceo/frutti rossi,10
Casanova Il Puro Chianti Classico Gran Selezione  - 2015 - Volpaia,112.0,Sangiovese,49.8322,58.4256,4.49794,legno/Erbaceo/bacche nere,7
Es Primitivo di Manduria  - 2020 - Gianfranco Fino,47.59,Primitivo,70.222,24.3393,45.087,bacche nere/legno/frutti rossi,6
Barolo Brunate  - 2017 - Vietti,169.0,Nebbiolo,62.0441,79.5725,14.6057,Erbaceo/frutti rossi/legno,1
Primitivo - Negroamaro  - 2020 - Elettra,12.9,Miscela,71.6154,37.8878,52.8735,legno/frutti rossi/Erbaceo,10
Fulminato Amarone della Valpolicella  - 2018 - Cantina Valpolicella Negrar,16.0,Miscela,72.8192,28.5319,45.2074,legno/Erbaceo/bacche nere,14
Bolgheri Superiore  - 2002 - Ornellaia,336.0,Miscela,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,4
Barolo Brunate  - 2010 - Oddero,119.0,Nebbiolo,64.5596,76.5187,6.90044,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2010 - Tenuta Il Poggione,69.0,Sangiovese,49.9375,58.4866,7.9513,legno/Erbaceo/frutti rossi,3
Vigna Colonnello Barolo Riserva Bussia  - 2009 - Prunotto,106.9,Nebbiolo,58.7034,74.07,2.0766,frutti rossi/Erbaceo/legno,1
Brunello di Montalcino  - 1999 - Poggio di Sotto,396.0,Sangiovese,45.7659,55.6667,8.39241,Erbaceo/legno/frutti rossi,3
17 Primitivo Gioia del Colle  - 2017 - Polvanera,21.0,Primitivo,69.9286,24.399,39.902,bacche nere/legno/Erbaceo,2
Vigneto Poggio Sant'Enrico  - 2006 - Carpineto,57.26,Sangiovese,57.748,56.5157,6.65275,legno/Erbaceo/bacche nere,7
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva  - 2009 - Antinori,140.0,Sangiovese,51.1617,55.9001,10.2473,Erbaceo/legno/frutti rossi,3
Morópio Amarone della Valpolicella Classico  - 2018 - Antolini,35.5,Corvina,83.432,23.9389,49.1459,legno/bacche nere/frutti rossi,15
Costa Russi (Barbaresco) Langhe  - 2016 - Gaja,555.0,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Breg Rosso  - 2005 - Gravner,152.0,Pignolo,68.2659,52.8504,19.9973,bacche nere/Erbaceo/legno,2
Toscana Rosso  - 2004 - Tenuta di Trinoro,249.0,Miscela,55.5117,44.3288,20.0236,bacche nere/legno/Erbaceo,4
Costasera Amarone della Valpolicella Classico  - 1990 - Masi,143.0,Miscela,85.0,23.5689,48.3401,legno/bacche nere/Erbaceo,14
Fruttaio Ca’ Rizzieri Sfursat di Valtellina  - 2017 - Aldo Rainoldi,39.9,Nebbiolo,66.5141,57.8777,12.6651,legno/Erbaceo/bacche nere,11
Cerretta Barolo  - 2016 - Mauro Sebaste,60.6,Nebbiolo,57.8087,76.8539,8.25897,legno/frutti rossi/Erbaceo,1
Barolo Ravera  - 2014 - G.D. Vajra,75.0,Nebbiolo,61.596,81.1218,3.4936,frutti rossi/Erbaceo/legno,1
Barolo Monprivato  - 2015 - Mascarello Giuseppe e Figlio,230.0,Nebbiolo,55.855,74.2535,7.34307,frutti rossi/Erbaceo/legno,1
Taurasi Radici  - 2015 - Mastroberardino,47.0,Aglianico,81.5672,49.1865,22.3014,Erbaceo/legno/bacche nere,2
Toscana  - 1993 - Masseto,1700.02,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
16 Primitivo Gioia del Colle  - 2017 - Polvanera,22.9,Primitivo,69.1874,25.1188,39.9688,bacche nere/legno/frutti rossi,6
Bric Dël Fiasc Barolo  - 2012 - Paolo Scavino,95.22,Nebbiolo,62.9797,76.5326,7.65733,Erbaceo/legno/frutti rossi,1
Falletto Barolo Le Rocche del Falletto Riserva  - 2000 - Bruno Giacosa,1110.0,Nebbiolo,61.5864,77.9203,18.5333,Erbaceo/frutti rossi/legno,1
Pian delle Vigne Brunello di Montalcino  - 1996 - Antinori,113.85,Sangiovese,48.2306,52.8909,7.7679,legno/Erbaceo/frutti rossi,3
Bilaccio  - 2016 - Il Borghetto,37.95,Sangiovese,42.2322,41.5506,6.99129,Erbaceo/frutti rossi/legno,3
Amarone della Valpolicella Classico Riserva (Sergio Zenato)  - 2015 - Zenato,85.0,Corvina,85.0,24.8398,50.3579,legno/bacche nere/frutta secca,13
Il Rosso dell'Abazia  - 2017 - Serafini & Vidotto,30.9,Cabernet Sauvignon,67.2418,41.7476,21.8983,legno/bacche nere/Erbaceo,12
Pian delle Vigne Brunello di Montalcino  - 2015 - Antinori,55.5,Sangiovese,48.2306,52.8909,7.7679,legno/Erbaceo/frutti rossi,3
Poggio Rosso Gran Selezione Chianti Classico  - 2016 - San Felice,29.75,Sangiovese,48.237,53.2413,9.16308,legno/bacche nere/frutti rossi,15
Costa Russi (Barbaresco) Langhe  - 1985 - Gaja,598.0,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Freccia degli Scacchi Riserva  - 2017 - Terre Margaritelli,28.7,Sangiovese,58.5871,50.7694,6.41548,legno/bacche nere/spezie,16
Brunello di Montalcino  - 2016 - Poggio San Polo,40.5,Sangiovese,48.0322,54.6715,7.31362,legno/frutti rossi/Erbaceo,3
Tenuta Guado al Tasso Bolgheri Superiore  - 1995 - Antinori,212.0,Miscela,65.7678,64.2964,10.9766,legno/bacche nere/Erbaceo,4
Barolo Bussia Cicala  - 2015 - Aldo Conterno,139.9,Nebbiolo,64.6109,75.325,9.77619,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2017 - Patrizia Cencioni,45.27,Sangiovese,50.0858,61.2927,10.0508,legno/frutti rossi/Erbaceo,3
Pietro Junior Amarone della Valpolicella  - 2018 - Pietro Zardini,28.99,Miscela,84.6591,28.2863,38.9086,legno/bacche nere/frutta secca,13
Brunello di Montalcino  - 2015 - Palazzo,39.95,Sangiovese,52.4103,60.2159,6.80374,legno/Erbaceo/frutti rossi,3
Iris Rosso Toscana  - 2016 - Tenuta di Artimino,27.5,Miscela,59.7401,48.922,5.31704,legno/bacche nere/frutti rossi,8
Vigna Soccorso Brunello di Montalcino  - 2016 - Tiezzi Enzo,52.0,Sangiovese,51.7935,61.7693,6.07509,legno/frutti rossi/Erbaceo,3
Bolgheri Superiore  - 1993 - Ornellaia,427.0,Merlot,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,5
Puro Puglia Primitivo  - 2019 - Michele Biancardi,10.5,Primitivo,63.3822,20.5367,35.7456,bacche nere/frutta secca/frutti rossi,6
Brunello di Montalcino Riserva  - 1988 - Biondi-Santi,837.0,Sangiovese,45.9973,56.7399,10.0994,Erbaceo/legno/frutti rossi,3
Barolo Cascina Francia  - 2011 - Giacomo Conterno,306.0,Nebbiolo,62.2791,75.8167,8.10131,Erbaceo/frutti rossi/legno,1
Le Stanze Toscana  - 2017 - Poliziano,39.9,Miscela,55.5298,47.0555,7.67551,legno/bacche nere/Erbaceo,4
Vega  - 2016 - Menhir,19.9,Miscela,84.6803,41.4127,32.5901,legno/bacche nere/Erbaceo,14
Vürsù Barolo Campè  - 2009 - La Spinetta,156.86,Nebbiolo,64.8527,76.9342,10.022,Erbaceo/legno/frutti rossi,1
Rosso  - 2015 - Il Pollenza,62.0,Miscela,51.2286,43.7771,17.2226,Erbaceo/bacche nere/frutti rossi,0
Barolo Riserva Bricco Boschis Vigna San Giuseppe  - 2013 - Cavallotto,141.0,Nebbiolo,66.7004,79.0762,10.9385,Erbaceo/legno/frutti rossi,1
Toscana Rosso  - 2017 - Tenuta di Trinoro,270.0,Miscela,55.5117,44.3288,20.0236,bacche nere/legno/Erbaceo,4
Primitivo  - 2020 - Capo Zafferano,10.4,Primitivo,62.933,24.3889,37.9703,bacche nere/legno/frutti rossi,6
Toscana  - 2015 - Orma,79.0,Miscela,56.5331,45.4952,12.9289,bacche nere/legno/Erbaceo,4
Vigneto La Casuccia Chianti Classico Gran Selezione  - 2015 - Castello di Ama,179.0,Miscela,47.0703,60.6736,8.18658,legno/frutti rossi/bacche nere,8
Monte Ca' Bianca Amarone della Valpolicella Classico  - 2016 - Begali Lorenzo,54.0,Corvina,85.0,31.5406,44.8277,legno/bacche nere/frutta secca,13
Barolo Aleste  - 2016 - Sandrone,248.0,Nebbiolo,64.7977,83.9217,3.54299,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino (Casato Prime Donne)  - 2017 - Donatella Cinelli Colombini,39.26,Sangiovese,47.2161,56.3476,6.8884,legno/Erbaceo/frutti rossi,3
Cerretalto Brunello di Montalcino  - 2016 - Casanova di Neri,504.0,Sangiovese,54.8592,58.5909,11.8697,legno/Erbaceo/bacche nere,7
Amarone della Valpolicella Classico Rhetico  - 2012 - Bolla,37.0,Miscela,70.0265,41.9115,24.4824,legno/Erbaceo/bacche nere,4
Barolo Cerretta  - 2013 - Giacomo Conterno,393.0,Nebbiolo,63.2004,75.8661,12.0098,Erbaceo/frutti rossi/legno,1
Brunate Barolo  - 2016 - M. Marengo,95.0,Nebbiolo,62.1225,74.9615,10.723,legno/Erbaceo/frutti rossi,1
Barbaresco Riserva Asili  - 2015 - Produttori del Barbaresco,53.9,Nebbiolo,60.9649,72.0918,6.86614,Erbaceo/frutti rossi/legno,1
Poggio Ai Chiari  - 2008 - Colle Santa Mustiola,50.8,Sangiovese,54.5771,39.7453,10.3004,legno/Erbaceo/frutti rossi,3
Barolo Ginestra Casa Maté  - 2016 - Elio Grasso,95.0,Nebbiolo,64.7107,74.3502,11.7117,Erbaceo/legno/frutti rossi,1
Stropa Amarone della Valpolicella  - 2012 - Monte Dall'Ora,70.9,Corvina,82.549,25.547,53.2172,legno/bacche nere/Erbaceo,14
Vigneto La Casuccia Chianti Classico Gran Selezione  - 1990 - Castello di Ama,147.0,Miscela,47.0703,60.6736,8.18658,legno/frutti rossi/bacche nere,8
Amarone della Valpolicella Classico  - 2007 - Bertani,143.0,Corvina,83.4356,25.7344,45.395,legno/frutta secca/Erbaceo,13
Campo dei Gigli Amarone della Valpolicella  - 2010 - Tenuta Sant'Antonio,79.0,Miscela,85.0,27.0823,48.2728,legno/bacche nere/Erbaceo,14
Poggio all'Oro Brunello di Montalcino Riserva  - 2015 - Banfi,129.0,Sangiovese,48.2969,54.7272,11.3099,legno/Erbaceo/bacche nere,7
Rossini Conero Riserva  - 2016 - Piantate Lunghe,25.79,Montepulciano,64.7938,56.1801,5.25906,legno/frutti rossi/bacche nere,15
Maurizio Zanella Sebino  - 2015 - Ca' del Bosco,66.0,Miscela,64.3392,40.4265,23.0061,legno/bacche nere/Erbaceo,4
Toppicello Nero di Troia  - 2015 - Cantina Diomede,21.0,Nero di Troia,85.0,46.3739,27.0708,bacche nere,2
Brunello di Montalcino Riserva  - 2012 - Uccelliera,129.9,Sangiovese,51.3657,57.9601,5.4659,legno/frutti rossi/Erbaceo,3
Brunello di Montalcino  - 2010 - Collosorbo,42.0,Sangiovese,49.5992,55.7756,9.94488,legno/frutti rossi/Erbaceo,3
Predappio Massera  - 2011 - Conde,125.0,Merlot,63.0126,36.3184,10.8058,legno/bacche nere/frutta secca,5
Barolo Ravera  - 2016 - G.D. Vajra,85.0,Nebbiolo,61.596,81.1218,3.4936,frutti rossi/Erbaceo/legno,1
Old Vines Primitivo  - 2016 - Azienda Agricola Morella,34.75,Primitivo,68.0746,27.0343,32.5119,legno/bacche nere/frutti rossi,6
Il Borgo Toscana  - 2016 - Cabreo,38.2,Sangiovese,52.3667,43.4366,10.3169,legno/Erbaceo/bacche nere,7
Barolo Cannubi Boschis  - 1990 - Sandrone,564.0,Nebbiolo,62.7962,74.2834,12.0436,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2013 - Fattoi,34.99,Sangiovese,51.2092,57.1692,4.77608,legno/Erbaceo/frutti rossi,3
Barolo Riserva Rüncot  - 2010 - Elio Grasso,199.0,Nebbiolo,64.3716,74.7937,5.68045,Erbaceo/legno/frutti rossi,1
Falletto Barolo Le Rocche del Falletto Riserva  - 2011 - Bruno Giacosa,399.0,Nebbiolo,61.5864,77.9203,18.5333,Erbaceo/frutti rossi/legno,1
Sassicaia  - 2015 - Tenuta San Guido,420.0,Miscela,62.0472,64.0325,10.295,legno/bacche nere/Erbaceo,4
Liala Negroamaro  - 2020 - Masseria Borgo dei Trulli,24.5,Negroamaro,80.7196,29.1097,41.1886,legno/bacche nere/frutti rossi,15
Barolo Coste di Rose  - 2017 - G.D. Vajra,60.0,Nebbiolo,59.2052,72.0166,6.92507,frutti rossi/Erbaceo/legno,1
Solengo  - 2014 - Argiano,63.0,Cabernet Sauvignon,55.2833,44.0917,10.8569,legno/bacche nere/Erbaceo,12
Solengo  - 2016 - Argiano,122.0,Miscela,55.2833,44.0917,10.8569,legno/bacche nere/Erbaceo,4
Kurni Marche  - 2019 - Oasi degli Angeli,114.9,Montepulciano,60.335,42.5208,36.904,legno/bacche nere/frutti rossi,15
Casanova Il Puro Chianti Classico Gran Selezione  - 2016 - Volpaia,110.0,Sangiovese,49.8322,58.4256,4.49794,legno/Erbaceo/bacche nere,7
Camelot  - 2015 - Firriato,23.6,Miscela,79.0049,43.0092,26.7724,legno/bacche nere/Erbaceo,4
Toscana Camartina  - 2011 - Querciabella,124.0,Miscela,52.5941,42.8186,12.797,legno/bacche nere/Erbaceo,4
Mirea Primitivo di Manduria  - 2020 - Masseria Borgo dei Trulli,24.5,Primitivo,76.3788,23.1376,45.3857,bacche nere/legno/frutti rossi,6
Lagrein Riserva Vigna Castel Ringberg  - 2017 - Elena Walch,36.49,Lagrein,63.0079,44.7971,17.8581,legno/bacche nere/Erbaceo,2
Baffonero Maremma Toscana  - 2009 - Rocca di Frassinello,203.0,Merlot,58.2355,47.3224,16.8119,bacche nere/legno/Erbaceo,5
Grandi Annate Vino Nobile di Montepulciano  - 2013 - Avignonesi,69.9,Sangiovese,54.4512,57.5991,5.84764,legno/Erbaceo/frutti rossi,3
Giàrborina  - 2013 - Elio Altare,108.0,Nebbiolo,64.3321,80.4621,9.96932,frutti rossi/legno/spezie,9
Brunello di Montalcino  - 2013 - Collosorbo,50.0,Sangiovese,49.5992,55.7756,9.94488,legno/frutti rossi/Erbaceo,3
Falletto Barolo Le Rocche del Falletto  - 1999 - Bruno Giacosa,1349.0,Nebbiolo,58.7329,75.6924,9.36427,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2016 - Renieri,89.9,Sangiovese,49.5456,55.5285,3.12172,legno/Erbaceo/frutti rossi,3
Amarone della Valpolicella Classico  - 2018 - Brunelli,41.29,Miscela,85.0,22.1723,48.6455,legno/frutti rossi/bacche nere,8
Barolo Cerretta  - 2016 - Luigi Baudana,80.0,Nebbiolo,64.3133,76.4309,6.79443,Erbaceo/frutti rossi/legno,1
Mosconi Barolo  - 2017 - E. Pira & Figli,79.0,Nebbiolo,66.214,80.6107,8.04664,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2015 - Tenuta Il Poggione,53.98,Sangiovese,49.9375,58.4866,7.9513,legno/Erbaceo/frutti rossi,3
Mormoreto Toscana  - 2018 - Castello Nipozzano,49.1,Miscela,56.8134,45.053,10.051,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2016 - Poggio di Sotto,150.0,Sangiovese,45.7659,55.6667,8.39241,Erbaceo/legno/frutti rossi,3
Barolo Cerequio  - 2016 - Michele Chiarlo,73.9,Nebbiolo,62.6939,77.3625,9.04178,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino Riserva Madonna del Piano  - 2010 - Valdicava,175.0,Sangiovese,52.4883,60.7365,9.4144,Erbaceo/legno/bacche nere,7
Barolo Cerequio  - 2006 - Michele Chiarlo,120.0,Nebbiolo,62.6939,77.3625,9.04178,Erbaceo/legno/frutti rossi,1
Pàtrimo  - 2009 - Feudi di San Gregorio,122.0,Merlot,83.0869,44.2957,29.8282,legno/bacche nere/Erbaceo,5
Sammarco  - 1999 - Castello dei Rampolla,93.0,Miscela,54.6003,47.7284,11.4776,legno/Erbaceo/bacche nere,4
Pian delle Vigne Brunello di Montalcino  - 2003 - Antinori,66.0,Sangiovese,48.2306,52.8909,7.7679,legno/Erbaceo/frutti rossi,3
Campogiovanni Brunello di Montalcino  - 2016 - San Felice,34.0,Sangiovese,48.3366,56.2423,9.60094,legno/Erbaceo/bacche nere,7
Brunello di Montalcino  - 2016 - Azienda Agricola Il Colle,53.5,Sangiovese,44.8942,54.8988,8.48367,Erbaceo/legno/frutti rossi,3
La Pantalera Barbera d'Alba Superiore  - 2019 - Gian Piero Marrone,32.0,Barbera,58.1578,29.0643,10.3616,legno/Erbaceo/bacche nere,2
Brunello di Montalcino Riserva  - 2013 - Altesino,85.0,Sangiovese,50.2844,51.6873,7.72241,Erbaceo/legno/frutti rossi,3
Elegia Primitivo di Manduria Riserva  - 2017 - Produttori Vini Manduria,20.9,Primitivo,67.6999,27.0665,46.1367,legno/bacche nere/frutti rossi,6
Testamatta Toscana  - 2018 - Bibi Graetz,99.0,Sangiovese,49.8674,42.8681,9.28626,legno/frutti rossi/Erbaceo,3
Barbaresco Riserva Montestefano  - 2013 - Produttori del Barbaresco,92.0,Nebbiolo,64.263,69.5846,5.68017,Erbaceo/frutti rossi/legno,1
Tre Tine Barolo  - 2011 - Giuseppe Rinaldi,444.0,Nebbiolo,57.7279,78.5327,6.9824,frutti rossi/Erbaceo/spezie,9
Rocche dell'Annunziata Torriglione Barolo  - 2001 - Roberto Voerzio,260.0,Nebbiolo,62.4762,80.187,10.2104,Erbaceo/frutti rossi/legno,1
Toscana  - 1999 - Masseto,1600.02,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Barolo Bussia Cicala  - 1999 - Aldo Conterno,211.0,Nebbiolo,64.6109,75.325,9.77619,Erbaceo/legno/frutti rossi,1
Barolo Conca  - 2014 - Mauro Molino,72.4,Nebbiolo,65.1319,76.0255,9.94424,legno/Erbaceo/frutti rossi,1
Brunello di Montalcino  - 2014 - Tenuta CastelGiocondo,39.9,Sangiovese,48.6478,57.2441,6.56036,legno/Erbaceo/frutti rossi,3
Sassicaia  - 2001 - Tenuta San Guido,470.0,Cabernet Sauvignon,62.0472,64.0325,10.295,legno/bacche nere/Erbaceo,12
Gallina Barbaresco  - 2015 - Piero Busso,104.0,Nebbiolo,57.0715,66.2386,8.9775,frutti rossi/Erbaceo/legno,1
Cerequio Barolo  - 1999 - Roberto Voerzio,260.0,Nebbiolo,63.3088,79.7871,10.7515,Erbaceo/legno/frutti rossi,1
Rubesco Vigna Monticchio Torgiano Rosso Riserva  - 2016 - Lungarotti,47.9,Sangiovese,51.1452,45.895,7.6133,legno/Erbaceo/frutti rossi,3
San Placido Faro  - 2012 - Cuppari,28.61,Nero d'Avola,85.0,43.1266,19.6982,Erbaceo/bacche nere/frutti rossi,0
Amarone della Valpolicella Classico Riserva  - 2015 - Caterina Zardini,37.7,Miscela,85.0,27.6503,48.4778,legno/bacche nere/frutti rossi,8
Campo Alla Sughera  - 2012 - Campo Alla Sughera,75.0,Miscela,55.1716,40.3241,15.0812,legno/bacche nere/frutti rossi,8
Barolo Raviole  - 2016 - Damilano,76.86,Nebbiolo,68.81,79.702,0.573863,legno/frutti rossi/Erbaceo,1
Carmignano Riserva  - 2017 - Piaggia,48.0,Miscela,56.0872,38.5033,11.0045,legno/bacche nere/frutti rossi,8
Pietro Dal Cero Amarone della Valpolicella  - 2013 - Cà dei Frati,61.9,Rondinella,81.9494,28.0849,47.0954,legno/bacche nere/frutti rossi,15
