,Name,R,G,B,Clusters
291,Brunello di Montalcino Vigna di Fiore 2015'.png,150.44160757861056,153.4974207188208,152.47962439806082,2
292,Brunello di Montalcino Vigneto Manachiara 2012'.png,113.37030513744118,93.88446351829774,98.79445264546885,1
293,Bussia Barolo 2016'.png,166.17823916299855,136.1582012839933,122.53980571252652,5
294,Bussia Barolo 2017'.png,146.91531654739228,139.07103209692497,133.7626732534361,0
295,Ca' Carnocchio Veronese 2016'.png,143.19531290442183,137.06889468352688,111.9676204600958,7
296,Ca' Coato Amarone della Valpolicella Classico 2016'.png,142.60349565179513,142.14873530287622,139.8608300877293,0
297,Ca' Florian Amarone della Valpolicella Classico Riserva 2012'.png,151.21568805426733,133.37164645617665,108.36023798640619,7
298,Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè 2018'.png,147.10808481482647,152.3732846865843,153.84749866516665,2
299,Ca'Marcanda Bolgheri 2016'.png,137.63942663606923,113.64400901197443,112.30541341517309,3
300,Ca'Marcanda Magari 2019'.png,137.95008303671318,134.72560151997106,130.68144223363277,0
301,Ca'Marcanda Promis Toscana 2019'.png,132.1446654179623,125.06939805847257,135.65395704877955,0
302,Cabernet Franc 2016'.png,139.45822284242456,134.82817485486436,130.97173709761717,0
303,Cabernet Istrice 2018'.png,140.73982800540816,141.22931534279675,145.62973709103252,0
304,Cabernet Sant'Antimo Olmaia 2015'.png,160.1176901494497,142.4945711641148,138.26625847592652,5
305,Cabernet Sauvignon 2017'.png,119.80191985106082,88.85796585134106,67.80793955479452,4
306,Cabraia Rosso Toscana 2016'.png,151.23855196871472,146.3586301028323,136.77247224257744,2
307,CalaMuri Primitivo 2018'.png,152.50762991145083,152.52905983437952,152.39583305617614,2
308,Calabrone 2015'.png,117.64596287440195,116.62617769000511,114.08307315568406,3
309,Calto 2016'.png,132.50580364648184,119.80518770070017,103.53719621469378,3
310,Camalaione 2015'.png,147.51141688098662,98.84920512746022,86.94094746698298,7
311,Camelot 2015'.png,171.2681235994904,112.32760985387284,98.6429697640484,7
312,Campo Alla Sughera 2012'.png,119.00317603119595,103.15207411245198,103.434638344458,1
313,Campo All’Albero 2015'.png,139.12656964416388,133.70840103724413,120.63114446888505,0
314,Campo Buri Carmenérè - Oseleta 2015'.png,170.7343218612395,146.76324069363432,135.6690478745285,5
315,Campo Inferi Amarone della Valpolicella Classico Riserva 2015'.png,113.9126600411344,86.45173197099243,75.5251418987315,4
316,Campo León Amarone della Valpolicella 2016'.png,151.15648844823036,127.78600862379261,108.61082818945816,7
317,Campo dei Gigli Amarone della Valpolicella 2010'.png,146.48709799677948,140.32179025111213,124.12011606847379,0
318,Campo dei Gigli Amarone della Valpolicella 2016'.png,126.40327190620651,120.40115344548829,105.28217963833,3
319,Campo del Drago Brunello di Montalcino 2016'.png,136.18412491853934,109.52458716257755,116.98835274552586,3
320,Campo del Maestro Verona 2018'.png,151.41666963428187,142.85692829115538,140.8361027689181,2
321,Campo del Titari Amarone della Valpolicella Classico Riserva 2016'.png,132.96700342566194,139.0914806880709,130.19509975417662,0
322,Campo di Tenaglia Rosso Toscana 2016'.png,128.37640733711282,104.89927942330877,113.42508973058895,3
323,Campocroce Amarone della Valpolicella 2015'.png,132.59516481679685,114.62168012490424,109.52863674494665,3
324,Campogadis Valpolicella Superiore 2014'.png,162.37526132448895,146.57565803847433,118.09275184877218,5
325,Campogiovanni Brunello di Montalcino 2016'.png,124.16098336754175,115.80036204335626,104.5297699382682,3
326,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2011'.png,162.52594729551276,143.7472289221076,96.40784498078807,7
327,Campolongo di Torbe Amarone della Valpolicella Classico 2012'.png,125.01347378363253,118.2650894074368,110.1949431244287,3
328,Canace Nero di Troia 2018'.png,144.9987259326383,138.6835697915239,135.96966942673671,0
329,Cannubi Barolo 2015'.png,155.34539631692581,133.71312575809452,112.03082558989263,7
330,Cannubi Barolo 2016'.png,130.27794901670813,126.85412488366312,130.48620233572592,0
331,Cannubi Barolo 2017'.png,160.47165671993847,138.2840624501278,127.81038289553636,5
332,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva 2015'.png,172.4327625863737,165.97519523139223,155.6832808962391,6
333,Capitel della Crosara Amarone della Valpolicella Classico 2014'.png,141.15448358197526,137.14758045087567,129.71733976340295,0
334,Capo di Stato 2017'.png,127.8677432479107,127.8677432479107,127.8677432479107,3
335,Caprile 2015'.png,131.46074808418135,117.46078433491624,102.52217717522879,3
336,Carant 2018'.png,90.59212331281407,87.30424743707124,105.22503647134201,1
337,Carla (6) Toscana 2016'.png,158.48862059196193,143.64867029036668,148.500414194281,2
338,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo 2016'.png,166.55212005751284,161.68958451035255,147.8930951360908,6
339,Carmenero 2016'.png,144.01251592512023,118.17537379814804,104.73491854226715,7
340,Carmenère 2015'.png,171.27965147169252,147.49371747371097,123.35283331810139,5
341,Carmerum Primitivo Tarantino 2019'.png,109.83187006757046,104.45176223942147,101.35024921465667,1
342,Carmignano Riserva 2017'.png,183.45054919514413,170.17724877315416,164.71020611971804,6
343,Carpino Merlot 2016'.png,94.4153336599809,89.19725683907023,68.3898497448061,4
344,Casa Lupo Amarone della Valpolicella 2018'.png,128.4478006818334,124.12460137566069,116.05214345284624,3
345,Casa Lupo Amarone della Valpolicella Riserva 2015'.png,137.39047586038436,134.41765554587306,129.003100737928,0
346,Casanova Il Puro Chianti Classico Gran Selezione 2016'.png,153.59981895324654,139.373312792389,130.8269134196034,5
347,Casasilia Chianti Classico Gran Selezione 2018'.png,162.43802101705364,165.1053562308821,172.1727117976221,6
348,Case Basse Sangiovese Toscana 2013'.png,123.46972320783588,114.7733486861277,111.71585103533437,3
349,Castel Amarone della Valpolicella Classico 2015'.png,117.17903396085838,112.07697801065123,94.62856334109696,1
350,Castello del Terriccio 2003'.png,159.92741132285698,139.37162623433505,130.68442266273829,5
351,Castello di Brolio Gran Selezione Chianti Classico 2016'.png,179.07912956475215,153.10378086949856,128.55871234453556,5
352,Cavalli 2006'.png,144.4487621890862,140.27119505894754,123.74508029800289,0
353,Cave di Prun Amarone della Valpolicella Classico Riserva 2008'.png,112.51826377879489,90.57739686110651,75.047257838584,4
354,Cà Bertoldi Amarone della Valpolicella Classico 2012'.png,116.593920478257,113.09284723120936,111.234609451919,3
355,Ca’ del Merlo Rosso Veneto 2014'.png,121.5499476091188,129.69380961313652,108.65070813369215,3
356,Cento X Cento Appassimento Primitivo 2019'.png,115.691560862934,111.22942197874396,106.83992057022029,1
357,Cepparello Red 2003'.png,157.46833896938705,151.2160889441185,135.58806369246895,5
358,Cerano Montepulciano d'Abruzzo Riserva 2014'.png,147.78066850658095,136.4951038895783,133.35031715978096,0
359,Cerequio Barolo 1999'.png,164.97817798908565,142.26511239486794,143.95545570886313,5
360,Cerreta 2003'.png,152.07546603058975,151.13031618320537,141.60281167866563,2
361,Cerretalto Brunello di Montalcino 2012'.png,103.67172599920164,95.364014573583,99.92936481713423,1
362,Cerretta Barolo 2015'.png,171.71653886890317,157.6451838276823,146.8619157942486,6
363,Cerretta Barolo Riserva (Vigna Bricco) 2015'.png,154.8026922175017,158.06136547846535,138.9607389031943,2
364,Chianti Classico 2006'.png,164.93550507193208,158.4492689580275,152.12949527732397,6
365,Chianti Classico 2019'.png,138.9738500582034,115.35724944709804,105.1551377727213,7
366,Chianti Classico Gran Selezione 2013'.png,122.10782586800644,117.13490242388755,111.2399990937342,3
367,Chianti Classico Gran Selezione 2015'.png,181.2521843474132,153.54167917570294,126.9564374416438,5
368,Chianti Classico Gran Selezione 2018'.png,156.863942455517,144.99960474254428,140.473606033642,2
369,Chianti Classico Le Baroncole Riserva 2018'.png,147.95745581132007,141.2924047880623,113.97489977086086,0
370,Chianti Classico Riserva 2018'.png,160.25315940353323,146.68004490428316,142.20734458443044,2
371,Chianti Classico Riserva Il Poggiale 2018'.png,160.75250211266967,144.70846665824584,132.96738928362558,5
372,Chianti Classico Vigneto Gran Selezione San Lorenzo 2010'.png,143.7911066545535,133.2453140845493,103.91565206983036,7
373,Ciabot Tanasio Barolo 2017'.png,161.24138958184935,155.00001280081872,142.40007635542807,2
374,Cinquanta Collezione N.V.'.png,147.6592222031504,146.13383715161845,145.67205758365515,2
375,Cinque Autoctoni Collection Limited Release 2018'.png,125.41193911085466,115.50351066357142,103.99171324083582,3
376,Colledilà Chianti Classico Gran Selezione 2017'.png,136.45724605164799,141.41961674392985,137.250471766038,0
377,Collepiano Sagrantino di Montefalco 2017'.png,148.4829552507627,137.84513049070685,122.1584544761434,0
378,Collezione Pruviniano Amarone della Valpolicella Classico 2017'.png,166.7353779931236,159.46589776193406,156.2831266844713,6
379,Colline Lucchesi 2015'.png,157.4290856101484,157.52811406021334,152.91614638777344,2
380,Collio Rosso Riserva (Selezione) 2012'.png,112.48332338269388,110.34550018811237,99.24214790888308,1
381,Colombaio San Gimignano Rosso 2013'.png,111.99982589272182,120.12597970464175,122.98892226538128,3
382,Colonia Chianti Classico Gran Selezione 2017'.png,140.0668467861951,110.50121106602779,104.52503218340178,7
383,Colore Toscana 2015'.png,163.99594700760332,121.46145446451281,96.84923236414323,7
384,Colore Toscana 2019'.png,173.99722783457685,141.25122938906256,128.56692771455957,5
385,Come Se 2004'.png,156.7207465687402,154.49249978381306,134.1920816141269,5
386,Concerto Di Fonterutoli 2015'.png,159.85216384432925,149.60365626632915,143.27917027579633,2
387,Conte Gastone Amarone della Valpolicella 2017'.png,144.09570820301917,141.82773607220693,136.38967076905098,0
388,Conte Giangirolamo 2016'.png,174.72759829676986,173.23522338990654,170.05060722147817,6
389,Conteisa Barolo 2014'.png,115.70268221582747,115.74904706835906,120.096420419713,3
390,Conteisa Langhe 2015'.png,126.38948368951266,124.37633304701592,123.37579706566156,3
391,Coparossa Barbaresco 2009'.png,130.68539346375834,133.196682673795,131.3807860045528,0
392,Corpus Amarone della Valpolicella 2008'.png,133.9285000933517,117.58117763202294,101.59668436769874,7
393,Corte di Cama Sforzato di Valtellina 2017'.png,177.79654598643327,166.04411178606583,169.15661614111855,6
394,Cosimo Varvaglione Collezione Privata Negroamaro del Salento 2017'.png,148.85978321817132,146.4145862805247,144.08718033832366,2
395,Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2017'.png,87.277056084795,80.9336987807079,74.8216009353395,4
396,Costa Russi (Barbaresco) Langhe 2013'.png,131.69457789669838,132.59197005131327,136.93561058316106,0
397,Costamiòle Riserva 2017'.png,164.91136551061686,161.90316733535616,148.7496189996545,6
398,Costasera Amarone della Valpolicella Classico 2016'.png,139.65894171158536,129.55522374647808,112.98999955748296,7
399,Costasera Amarone della Valpolicella Classico Riserva 2015'.png,130.62471435375465,106.63053971541174,86.9834926868311,1
400,Costemonghisio Nizza 2016'.png,171.9312578611547,142.80338661570903,137.6839696624412,5
401,Cubardi Primitivo 2018'.png,152.02349840664965,133.11959386651705,125.07189457891538,0
402,Curioso 2019'.png,146.83227348043437,134.00497992861793,137.69288546857248,0
403,Currà Barbaresco Riserva 2013'.png,141.92081519833962,142.03502602034752,130.6389739012684,0
404,Cuslanus Amarone della Valpolicella Classico 2015'.png,120.74641547637636,101.66017577489563,73.25379246316344,1
405,Cuvée Kermesse Rosso 2016'.png,133.1773641331751,122.08088328437039,108.18920815822973,3
406,Da uva Merlot vigneti Fontanazza - Pissota Langhe 2005'.png,159.4690222194237,147.21127242897785,143.63419420887126,2
407,Dagromis Barolo 2017'.png,152.8077906506541,162.363900373754,161.39328103938726,2
408,Darmagi Langhe 2016'.png,151.25725503805128,150.8281119074418,148.64854841707017,2
409,De Buris Amarone della Valpolicella Classico Riserva 2009'.png,123.20288640901315,119.86391335000387,120.37205196518394,3
410,Dedicato a Walter Bolgheri Superiore 2016'.png,118.06180132797536,104.95668219956231,108.95985045812841,1
411,Desiderio Merlot 2017'.png,155.50539447505793,143.42799713251867,132.66014797005826,5
412,Diciotto Primitivo 2018'.png,146.7682597768403,103.62171043974749,82.2141117641015,7
413,Dolcetto d'Alba 2020'.png,171.98593377751226,153.93071608464214,128.27790328985327,5
414,Don Luigi Riserva 2016'.png,137.63133816795374,136.88820675113317,139.7714469305129,0
415,Don Tommaso Gran Selezione Chianti Classico 2011'.png,106.96781630700983,103.5426217062516,104.67278613308592,1
416,Donà Noir 2010'.png,120.31842594568482,113.40009998745748,78.49261462826361,1
417,Drogone d'Altavilla Aglianico del Vulture Riserva 2013'.png,162.18536961651955,160.0420778003918,154.04314394376152,6
418,Duca Enrico Rosso 2015'.png,150.34484554066083,152.41357942633715,150.24314970160225,2
419,Duca di Montalbo 1999'.png,94.23070746581602,81.18202074230031,72.01374527266806,4
420,Duemani Cabernet Franc 2016'.png,127.02212030831106,117.87841799316544,104.51459987629282,3
421,Edizione Cinque Autoctoni 2018'.png,124.85684629811274,124.89999375027433,121.6182205147791,3
422,El Grasso Vino Nobile di Montepulciano 2016'.png,141.46392995481523,128.09774244908988,110.07374459430304,7
423,Elegia Primitivo di Manduria Riserva 2017'.png,131.66480944900994,114.8588143944316,116.54102721197393,3
424,Elena La Luna Barbera d'Alba 2019'.png,164.40238441093243,154.8092762078552,132.411283507109,5
425,Eremo San Quirico 2017'.png,122.65447948979333,104.59865515907873,93.34237603136057,1
426,Eremo San Quirico Gold 2018'.png,154.01798198752704,127.50247696673607,71.89138633084931,7
427,Eruzione 1614 Pinot Nero 2018'.png,112.45986938558227,87.49770972059329,89.37485708724283,1
428,Es Più Sole 2017'.png,101.27060254466267,96.41470417277071,91.21460638335662,1
429,Es Primitivo di Manduria 2016'.png,106.97049706717434,91.15109781974574,91.12271832116667,1
430,Etna Riserva Contrada Zottorinoto Rosso 2015'.png,117.8849486198773,105.4877936217011,105.01020358585568,1
431,Etoile du Raisin 2007'.png,164.01195556613382,136.45361202728978,114.79728083136163,5
432,F Negroamaro 2019'.png,146.06895171617472,144.50950071991574,146.96408124596496,2
433,Fabrizio Bianchi Sangioveto Grosso Toscana 2016'.png,143.1254735739615,136.5278931671042,131.0205909653784,0
434,Falletto Barbaresco Asili 2014'.png,142.13559644852438,135.4958852535195,133.26516114350056,0
435,Falletto Barbaresco Asili Riserva 2014'.png,128.07920343655005,101.44955280683047,101.54384738218496,1
436,Falletto Barbaresco Rabaja 2015'.png,143.95233172659556,140.69491648176037,136.46622932444401,0
437,Falletto Barolo 2015'.png,150.5907546857555,162.73904273943003,155.49737148801756,2
438,Falletto Barolo Le Rocche del Falletto 2012'.png,143.3036652573495,141.09838400298554,131.63338940538304,0
439,Falletto Barolo Le Rocche del Falletto Riserva 2001'.png,142.59402127004057,115.50395969784911,100.83805693035838,7
440,Famiglia Pasqua Amarone della Valpolicella Riserva 2003'.png,103.19065246897178,88.3224128156477,75.06544289572582,4
441,Fanova Riserva 2017'.png,146.76389629471336,144.55566681100706,143.6528888201268,2
442,Fanòi Negroamaro 2015'.png,107.4847942734227,110.50384608691229,118.03425350295565,3
443,Faro 2014'.png,136.61862832827453,95.15794992049202,84.12488373241372,1
444,Faset Barbaresco 2015'.png,134.82689895909803,136.74532735287715,134.54192081014955,0
445,Filo di Seta Brunello di Montalcino 2010'.png,109.0608260537557,113.60527047771578,113.26448039736482,1
446,Flaccianello della Pieve 2018'.png,124.55035332681314,124.06910289225968,128.53218172555245,3
447,Fontalloro 2017'.png,160.6815020406494,137.1727978521552,135.9937426472839,5
448,Fracastoro Riserva Amarone della Valpolicella Classico 2011'.png,106.65344280774576,137.30379941332043,134.7122277810203,3
449,Francesca Romana Maremma Toscana 2016'.png,112.12739753819548,120.45768252248806,128.7817285431337,3
450,Franchetti 2017'.png,123.30783768538669,112.94547845027797,130.73753535081767,3
451,Fratini Bolgheri Superiore 2013'.png,96.93487462569489,90.06165458182667,81.60409084277836,4
452,Fratta 2016'.png,129.88350738333207,130.4463829453673,110.29104100284029,3
453,Freccia degli Scacchi Riserva 2017'.png,183.34462086464387,175.35575268579015,166.34860083571488,6
454,Fruttaio Ca’ Rizzieri Sfursat di Valtellina 2017'.png,146.98986305616398,134.87170564698508,116.0630473164519,0
455,Fulminato Amarone della Valpolicella 2018'.png,198.68767953750933,188.06661053998926,168.965898926381,6
456,Fuochi 2018'.png,127.32801549310255,125.2449834618255,144.95650463257633,0
457,GB Giovan Battista Odoardi 2015'.png,144.76003412432175,142.59766301007517,141.87907080224102,0
458,Gagliole (Rosso) 2018'.png,168.1887320239734,161.88358198917845,148.07443336081369,6
459,Gaia Principe 2016'.png,122.65147620548484,143.57006781522963,153.0831453580457,0
460,Galatrona 2000'.png,145.50040549771674,139.06513581771674,130.53244807326644,0
461,Gallina Barbaresco 2015'.png,124.45990636619862,120.73839556082243,127.24914745669334,3
462,Gallina Barbaresco 2017'.png,150.39147608302596,142.6296589347501,124.07990783931041,0
463,Gant Merlot 2018'.png,152.49191530164853,116.80266722356737,105.92685176720397,7
464,Garblèt Sué Barolo 2012'.png,171.3870754878231,170.42178552120956,150.77650135111836,6
465,Gattera Barolo 2015'.png,169.10826798005058,147.09223631535409,119.30398545263226,5
466,Gattinara 2018'.png,137.8969226082371,126.94946241676307,130.5001930851327,0
467,Gattinara Vigneto Castelle 2012'.png,152.5794032898949,143.47647202142733,140.8447972663387,2
468,Gelso d'Oro Nero di Troia 2018'.png,85.21798543744629,75.45759563818476,66.71581521648372,4
469,Geodoro Rosso del Veronese 2015'.png,79.89961374038093,76.87958004298805,77.57821414768986,4
470,Giàrborina 2012'.png,158.69074317207017,154.3197544521544,142.879498813169,2
471,Gigino 80 Anniversario Grande 2015'.png,119.10036034090466,104.25115906629847,72.15293364329224,1
472,Giorgio Primo 2016'.png,102.33060773145309,100.04816463035012,74.81104612923696,4
473,Giramonte Toscana 2016'.png,157.67363761897548,136.53614905950732,129.73417437205973,5
474,Giunonico Primitivo di Manduria Riserva 2015'.png,135.92835748050126,119.76613265281736,99.62824777693343,7
475,Giusto di Notri Toscana 2005'.png,129.6271172098224,111.89505812259121,103.43807560019167,3
476,Gloria Primitivo di Manduria 2018'.png,171.98469008738581,168.79894244168804,165.09827693841913,6
477,Gocce Primitivo di Manduria 2017'.png,137.08387213673242,129.77552928036934,106.58504585541068,7
478,Gold Montefalco Sagrantino 2005'.png,140.14999079671296,122.69993846941573,108.62094623119135,7
479,Graf de la Tour 2015'.png,120.25734887945173,110.63736950219113,105.73840993712923,1
480,Gran Masetto Teroldego 2016'.png,156.17921756751122,149.1334301892101,125.06148887647228,5
481,Grandi Annate Sangiovese 2015'.png,172.56733708891585,154.88556569783532,118.5095530750179,5
482,Grandi Annate Vino Nobile di Montepulciano 2013'.png,167.00518322883408,152.2277132451312,121.69912033095417,5
483,Graticciaia 2013'.png,142.05136194663643,136.42036600215746,130.12397153284124,0
484,Greppicaia Bolgheri Superiore 2017'.png,117.33672911752738,106.90949443337574,94.0689109110975,1
485,Gropél 2016'.png,134.4660171050573,132.80479592672177,131.18995723015075,0
486,Grotte Alte 2015'.png,134.26079218245482,124.8885852676646,125.94807130983256,3
487,Grumello Buon Consiglio Riserva 2013'.png,153.31009181384147,142.82552265355042,133.6864942324298,5
488,Guado de' Gemoli 2017'.png,105.54841543102388,89.03858152508944,69.06806063586845,4
489,Guado de' Gemoli 2018'.png,180.0216598079242,174.84249769435348,169.91033517711628,6
490,Guardiavigna 2016'.png,153.11499724374613,148.89665639534786,146.09993318338815,2
491,Guglielmi di Jago Amarone della Valpolicella Classico 1998'.png,144.75634701110693,134.4901774968613,133.5998561699355,0
492,Guidalberto 2017'.png,160.33470159461137,152.53366738212048,143.42368817844792,2
493,Gulielmus Taurasi Riserva 2015'.png,114.16331284611533,104.9250542053708,91.2958104186605,1
494,Habemus Lazio Rosso (Etichetta Bianca) 2019'.png,151.31602691056887,147.62353470907001,147.91074335557914,2
495,Habemus Lazio Rosso (Etichetta Rossa) 2016'.png,134.7629145471962,94.86326589194721,106.4224471382892,1
496,Harimann Montepulciano d'Abruzzo 2004'.png,152.36384762630558,121.56066811163072,117.32661980252271,7
497,Harlequin 2011'.png,140.05079860706326,138.39575470596967,145.34381788306442,0
498,Harmonium Nero d'Avola 2014'.png,135.41158598527534,100.24072216894879,79.94695662134909,1
499,Hassan 2016'.png,172.08481205406403,141.7599692751409,139.03495335335015,5
500,Hatteso Amarone della Valpolicella Riserva 2011'.png,131.48358175421117,83.57030582650907,90.36237361721444,1
501,Historia Familiae Toscana 2011'.png,106.71236875015367,89.514390390353,81.29514859922917,4
502,I'Rennero 2011'.png,141.0961865475737,131.7228508984637,116.44295010828804,0
503,Il Bacca Old Vine Primitivo di Manduria 2018'.png,121.72432889483498,114.65082749329792,99.80221256391594,1
504,Il Blu 2018'.png,131.77288749037498,89.35670320777992,100.9916949505235,1
505,Il Borgo Toscana 2017'.png,107.67710467396374,103.63484670521254,114.2630136585001,1
506,Il Bosco Amarone Della Valpolicella Classico 2015'.png,141.9908588607027,134.7691210923333,127.87697212555511,0
507,Il Bricco Barbaresco 2006'.png,149.26643378190641,146.89855856316802,146.44183253927247,2
508,Il Caberlot 2003'.png,164.78874101912018,146.40360878976537,129.3224329598955,5
509,Il Caberlot 2018'.png,113.94940637456061,112.01244076104182,117.18471827299544,3
510,Il Carbonaione Alta Valle della Greve 2015'.png,143.5805315759036,133.16963164945224,114.29714476568215,7
511,Il Carlin Valpolicella Ripasso Clássico Superiore 2016'.png,128.5409471740488,121.92431321360986,124.88370493797878,3
512,Il Domenico Montefalco Sagrantino 2007'.png,162.10475684332974,150.25346447139702,162.66149192779247,6
513,Il Favot Langhe Nebbiolo 2017'.png,167.7207111474047,153.41499484264986,142.8767126584326,5
514,Il Guercio 2019'.png,167.40224150306665,165.17576539191018,163.50504451419826,6
515,Il Maschio da Monte Rosso 2019'.png,116.57578059510999,109.82234108751163,95.47027189410313,1
516,Il Pino di Biserno 2018'.png,157.98701602727226,141.83018850562632,125.36790128233287,5
517,Il Rosso dell'Abazia 2016'.png,133.6714353614075,136.55935518989003,134.94032269214088,0
518,Il Sestante Amarone della Valpolicella 2016'.png,143.1457641843501,135.15604634179374,127.28256353637822,0
519,Il Solleone 2013'.png,129.42791164862967,120.88845936582672,101.73545085556123,3
520,Ilatraia 2008'.png,119.48326652879958,118.58201430928325,117.48309849238974,3
521,Ilmerlot 2009'.png,94.98061205670696,79.65420055883222,83.74798505038792,4
522,Imperio LXXIV Primitivo di Manduria 2019'.png,113.39221365529055,103.95486253840245,92.47175357958793,1
523,Indaco 2016'.png,138.2546821733613,137.7219637011987,138.5710074551775,0
524,Iovi Tonant 2017'.png,105.01724642764204,103.18563655156264,97.5154540548705,1
525,Ipsus Chianti Classico Gran Selezione 2015'.png,149.46649834322113,128.03821974037953,124.68732321863587,0
526,Iris Rosso Toscana 2016'.png,150.54170958279528,147.90337086971516,144.7468418354745,2
527,Jarno Rosso 2014'.png,80.8602250800726,60.037155162449196,58.31963648720729,4
528,Jo Negroamaro Salento 2017'.png,101.90442676901702,107.85210816563745,112.86986174819614,1
529,Kairos 2018'.png,141.64076496267802,121.95093888963297,123.09035795086649,0
530,Kapnios Aglianico 2017'.png,141.06826682678076,139.4691566952756,136.69878951592113,0
531,Korem Isola dei Nuraghi 2017'.png,115.14316748990295,109.38069873109222,97.61372452522377,1
532,Kreda 2018'.png,131.20258780839288,124.9392709622216,113.4017300615488,3
533,Kressfeld Merlot Riserva 2015'.png,128.5318611494595,120.31779745713948,117.73726156789225,3
534,Kupra Marche 2017'.png,153.68827852676904,126.69357075071022,128.31811076152545,0
535,Kurni Marche 2018'.png,154.55607476548303,152.39758755097807,142.08006494919363,2
536,Kylyx Cabernet Sauvignon 2015'.png,157.97688707653947,150.22222383999338,132.9200369412845,5
537,L'Andrea 2015'.png,156.76211980170595,151.52803072200268,140.91844405192583,2
538,L'Apparita 1997'.png,131.3016902338569,115.77987871370668,95.90624522947266,7
539,L'Invidio Bolgheri Rosso 2020'.png,148.83404180495805,148.32299889093397,147.99052672384136,2
540,L'Urlo 2017'.png,97.49595652365045,99.50930215097932,114.40607059004452,1
541,La Casa Brunello di Montalcino 2016'.png,157.1483452335358,153.7807728697501,146.49389696294367,2
542,La Conta 2018'.png,159.40210789070514,132.89300959794687,129.71770889126898,5
543,La Ghirlanda Chianti Classico 2019'.png,147.29049568311282,133.3945824406146,120.39454244193286,0
544,La Gioia Toscana 2017'.png,157.6537190235334,144.3822135071899,129.70559220945913,5
545,La Grazia 2018'.png,124.32691800122184,108.016239225905,98.79612645835161,1
546,La Mannella Brunello di Montalcino 2015'.png,139.6632929260459,136.89377396285866,127.30091371920649,0
547,La Marega Amarone della Valpolicella Classico 2015'.png,147.13996751557963,148.79967785433763,131.98558380362533,0
548,La Marescialla 2017'.png,131.40219653758442,114.36306136126983,112.61405547353348,3
549,La Mattonara Amarone della Valpolicella Classico Riserva 2008'.png,119.56513466964954,117.86454762693312,107.76186267701134,3
550,La Pantalera Barbera d'Alba Superiore 2019'.png,147.23887297275036,146.8163467824332,157.90856556680222,2
551,La Pevera Toscana 2016'.png,163.90924947510456,145.88895537903923,134.6343077577065,5
552,La Pira Barolo Vecchie Viti 2015'.png,137.94735914682212,135.93636297590305,132.71422025174286,0
553,La Poja (Monovitigno Corvina Veronese) 2007'.png,119.93282240389317,104.13602173898352,103.89529480907481,1
554,La Regola Rosso 2016'.png,151.14719484596438,131.04859149694565,125.43950967791326,0
555,La Ricolma 2018'.png,96.98772627306533,94.11359650772596,85.87675739289101,4
556,La Serra Barolo 1999'.png,139.54927445171472,125.39024124079671,120.5144321085931,3
557,La Serra Barolo 2010'.png,160.57699745465968,131.89537686457024,78.25655020126041,7
558,La Signora Primitivo 2016'.png,144.35210636580575,130.52359236270394,127.54032575572931,0
559,La Volta Barolo 2017'.png,146.74892503865232,132.20212176814712,114.62342692486558,7
560,Lafóa Cabernet Sauvignon 2018'.png,123.18226671616874,100.483020953791,88.43839663856419,1
561,Lagrein Riserva Porphyr 2014'.png,114.15802991463813,106.23213305973198,85.16900643222486,1
562,Lagrein Riserva Porphyr 2017'.png,127.05909017734314,109.18062598698127,87.08393405357806,1
563,Lagrein Riserva Vigna Castel Ringberg 2016'.png,97.33182285274123,85.67194947489679,72.406794587518,4
564,Lama del Tenente 2017'.png,120.01729372740743,107.50328529494506,96.88089971794611,1
565,Lamaione Toscana 2012'.png,143.20658331959768,136.04350042577252,133.60578607558318,0
566,Lapina Gran Selezione Chianti Classico 2017'.png,139.02596384662033,124.7608238105806,117.21707258442841,3
567,Làsasa Reserve Valtellina Superiore Nebbiolo 2016'.png,161.15069345181234,150.21678334993064,143.01033529084532,2
568,Le Armi Sangiovese Superiore Riserva 2016'.png,163.5585491498381,123.9361327458623,46.860804517208194,7
569,Le Bolle Gran Selezione Chianti Classico 2016'.png,146.12895223989983,141.3289193824649,139.48279391809152,0
570,Le Braci 2014'.png,165.76966065042438,148.0002517220965,146.20072154538826,2
571,Le Fron 2016'.png,171.40747066566266,167.81081907910468,158.77936893689935,6
572,Le Lucciole 2018'.png,165.0452189637399,160.48895656487667,151.54119264321858,6
573,Le Lucére Brunello di Montalcino 2015'.png,118.16651998887414,102.61731846811618,79.03344307296085,1
574,Le Lucére Brunello di Montalcino Riserva 2010'.png,151.42013076206214,123.82339035901093,105.1830975014522,7
575,Le Origini Amarone della Valpolicella Classico Riserva 2015'.png,160.51164517035554,155.52472850473197,149.78290171798255,2
576,Le Pergole Torte 2015'.png,180.44022420126817,169.49446170603807,159.49861392230736,6
577,Le Serre Nuove 2019'.png,140.5999938396746,115.42540284550556,112.83141908997807,7
578,Le Stanze Toscana 2017'.png,128.11728816085557,123.43938039544378,112.08225028986314,3
579,Leonardo da Vinci Brunello di Montalcino 2016'.png,146.2197513548512,140.0361577957496,131.12857034523145,0
