,Name,R,G,B,Clusters
580,Li Filitti Riserva Primitivo di Manduria 2017'.png,96.00394248212703,105.30600449012064,122.22730441363382,1
581,Liala Negroamaro 2020'.png,122.27295649213715,103.87720783839156,102.07359973492582,1
582,Libero Pensiero Riserva 2008'.png,129.72673587198594,128.54027384442588,111.7269260294939,3
583,Lilium Est Amarone Della Valpolicella Riserva 2008'.png,141.89857604061058,133.85336263641506,113.51885046883054,7
584,Lilium Est Amarone Della Valpolicella Riserva 2010'.png,151.05224888429868,117.6620500615698,114.93003776318406,7
585,Limited Edition 10 Vendemmie N.V.'.png,104.31181581217339,94.60331328894301,79.30200109107702,4
586,Livernano Toscana Rosso 2001'.png,121.12538242547075,115.21792087752054,121.13089165603391,3
587,Loam 2019'.png,136.7191152175271,135.55573551022795,131.48878737298963,0
588,Lodovico 2016'.png,130.92624847479036,118.80591415453709,105.71014577908272,3
589,Lorens Barolo 2016'.png,133.5164916529306,125.06689548580269,96.36607940474968,7
590,Lu Ceppu Negroamaro 2020'.png,176.98226837781831,78.5160289267037,72.78844759140559,7
591,Lu Nieddu Colli del Limbara 2018'.png,121.31971591372836,89.58266049423008,75.63092446012992,1
592,Lu Patri Nero d'Avola 2018'.png,139.85689550219607,140.8094918964275,137.52256281989818,0
593,Luce 2015'.png,129.57827703931738,110.08462879988272,88.4131013709162,1
594,Luce 2019'.png,125.52647195428669,97.7502578166718,77.14018972602895,1
595,Luce Brunello di Montalcino 2012'.png,98.68032389544874,98.58733412864396,98.5326935570359,1
596,Luce Brunello di Montalcino 2016'.png,131.21220434959974,120.64308940043072,103.56673342870465,3
597,Ludi 2016'.png,146.36751762754676,126.44876449886746,106.0588744447387,7
598,Luna Nuova Cabernet - Franc 2016'.png,164.97686666276743,150.66942257936216,157.07802512157969,6
599,Lupi e Sirene Riserva 2015'.png,195.91215518445915,146.62494504620938,130.47530004398774,5
600,Lupicaia 2006'.png,124.33421076977139,126.92622317327597,119.65464416798766,3
601,Lupicaia 2007'.png,178.23511163651318,137.66559214649163,136.25741938459498,5
602,Lusira Syrah 2017'.png,107.24812055486008,108.3024575471719,104.36930674884766,1
603,Lux Vitis 2017'.png,106.25411170858321,95.7146323017196,74.4936426069005,4
604,L’Arringatore 2016'.png,154.8843697730665,135.18434820643995,115.70220395480806,5
605,MNRL Vigna di Mandranova 2016'.png,157.9799649408404,145.72284450407412,135.5406761839353,5
606,Madonna delle Grazie Brunello di Montalcino 2016'.png,155.0803631293791,140.57160637276158,115.16745421394647,5
607,Maggiarino Vino Nobile di Montepulciano 2015'.png,123.17912160751918,118.35321710878839,127.75053815933614,3
608,Malanotte del Piave 2015'.png,129.30808933401312,128.36739665736843,119.80876155049052,3
609,Malcompare Pinot Noir 2016'.png,132.59604820657364,139.42318315115315,136.16550223900325,0
610,Mantènghja 2015'.png,123.30071747209689,132.7206823654816,123.70360818167494,3
611,Manus Lagrein 2018'.png,133.7978683134279,117.4265223120079,116.74252944757615,3
612,Maremma Toscana 2016'.png,171.34995279868235,140.9135495915777,139.98208524566036,5
613,Maria Adelaide Barbaresco 2007'.png,102.60598279300302,106.41443880829915,108.81908960423756,1
614,Marianova Bolgheri Superiore 2016'.png,122.35646000839156,125.7513616573502,123.91844492138988,3
615,Marina Cvetic Montepulciano d'Abruzzo Riserva 2017'.png,123.0667417497562,113.259452397194,104.98774632056046,3
616,Marne 180 Amarone della Valpolicella 2018'.png,164.55855792799647,157.86301009991513,143.37240170137437,2
617,Marrano 2013'.png,165.8583852817034,132.83921836757372,105.22417490352197,7
618,Mascarin Syrah 2016'.png,175.23596954291384,132.05090517842564,127.9619802842563,5
619,Mason di Mason 2018'.png,159.48307427558623,137.59253570725753,126.48991279630043,5
620,Masserie Primitivo 2019'.png,119.76622485743128,95.2853629643972,91.751490278793,1
621,Massetino 2018'.png,127.1267302088622,111.74851777673135,104.01668306445474,3
622,Mater Matuta Lazio Rosso 2017'.png,158.77033727998437,133.37068643446355,97.30543664153612,7
623,Maurizio Zanella Sebino 2017'.png,142.1192071734818,138.87677248736713,131.16510860089932,0
624,Mazzano Amarone Della Valpolicella Classico 2012'.png,130.09778528068708,119.97544929582443,107.35820011778384,3
625,Medeo Montefalco Sagrantino 2015'.png,137.7250304047888,122.19216014131185,110.16787190465286,7
626,Merlot 2006'.png,78.12986624844561,90.71264520451379,131.71329469723244,1
627,Messorio 2016'.png,160.76805652865247,168.93988279858607,169.1521563563409,6
628,Metamorfosis 2012'.png,108.87017440985873,58.135421841827835,55.8914976014441,4
629,Mille E Una Notte 2016'.png,118.92805536517099,113.68215063302164,114.63560340761263,3
630,Millecento Brunello di Montalcino Riserva 2015'.png,152.4851924141469,154.21139551420242,156.40870309363694,2
631,Millepassi Bolgheri Superiore 2017'.png,145.68953897609902,144.23018193681276,143.41682447386944,2
632,Mirea Primitivo di Manduria 2020'.png,175.40883418263672,151.24593212316708,139.0810354180449,5
633,Mocenni Numero 89 Gran Selezione Chianti Classico 2015'.png,157.61838998906535,148.08689817726855,129.32733966301836,5
634,Mocenni Numero 89 Gran Selezione Chianti Classico 2016'.png,154.96231444334393,144.35839586491986,138.76552193805261,2
635,Modus Primo 2018'.png,126.70215862407396,107.36105439124562,90.80809435287144,1
636,Molin Vecchio 2010'.png,162.3845239133255,153.6415484490965,129.59024325751142,5
637,Mon Birone Barbera d'Alba 2016'.png,145.62146738961903,138.08566536897362,140.19554970419975,0
638,Monserra Barolo 2013'.png,142.33735657557745,142.52993151095743,144.51123823325472,0
639,Monte Ca' Bianca Amarone della Valpolicella Classico 2016'.png,125.326256956517,111.37867316206172,113.91885719272462,3
640,Monte de Sassi Chianti Classico 2016'.png,142.0713341951852,134.30815314045532,120.51170897468843,0
641,Montefalco Sagrantino 2017'.png,158.9115908320957,131.90244844396108,121.86684355908754,5
642,Montepetroso Primitivo di Manduria 2017'.png,62.3678923806152,43.16137161861286,32.04655987777783,4
643,Montepulciano d'Abruzzo 2012'.png,150.6764613335474,127.58909044271772,90.69456433546611,7
644,Montepulciano d'Abruzzo 2018'.png,139.31904132454596,128.05770414368354,114.45548940578652,3
645,Montestefano Barbaresco 2016'.png,171.85408767608757,163.77950265584542,166.5432641193555,6
646,Montiano 2018'.png,151.06414857313757,135.5323425349679,133.1525262174745,0
647,Morandina Amarone della Valpolicella 2015'.png,150.87781811783998,130.87124970748923,114.79717766565518,7
648,Morar Amarone della Valpolicella Classico 2009'.png,139.61651640670348,121.6348446501695,104.44981464573098,7
649,Mormoreto Toscana 2016'.png,134.6378350002176,94.66112762726493,95.14547469313332,1
650,Morópio Amarone della Valpolicella Classico 2018'.png,155.3093040344934,155.80405519259705,149.77338973626914,2
651,Mosconi Barolo 2016'.png,139.31013947530855,130.68773264758605,110.31973931210028,7
652,Muro Sant’Angelo Barbatto Primitivo Gioia del Colle 2017'.png,126.61899923685203,120.48823727891717,115.16196518732411,3
653,Mysterium Barbera d'Asti Superiore 2017'.png,142.606823547995,134.27808488965223,104.68828365530632,7
654,Nagòtt Vin Rouge 2016'.png,91.19824559716048,79.0580546181096,66.37134170709524,4
655,Neostòs Rosso 2018'.png,114.61039940072476,124.33318971011748,127.56979104514355,3
656,Nepomuceno Rosso 2013'.png,142.26354767138147,139.5641719882535,133.30274023199854,0
657,Nerìo Riserva Negroamaro - Malvasia Nera 2018'.png,97.37034356346913,76.66059061764496,71.0631811031706,4
658,Nero di Velluto Negroamaro 2015'.png,155.455718180325,131.7856318264837,124.02447688316097,5
659,NeroBufaleffj 2016'.png,156.16807773657524,134.33928430316507,126.58796076651058,5
660,Nigredo Primitivo Puglia 2017'.png,99.2301506953282,95.53094933424326,92.90126337592027,1
661,Nino Rosso 2012'.png,160.21546656454777,150.06636708441545,147.75982475614205,2
662,Nizza 'Bric del Marchese' 2017'.png,165.73735923652228,140.95181480533088,141.74306655459222,5
663,Nussleiten 2017'.png,123.76100239690092,107.54925043830511,97.06948092466615,1
664,Old Vines Primitivo 2016'.png,142.6982556195511,137.74464866300295,139.07068311459747,0
665,Ombrone 2017'.png,150.0172344596468,122.37137724261326,123.14254870509747,0
666,Opera Omnia Bolgheri Superiore 2016'.png,162.60339811752115,160.75858119730788,148.51919869482322,6
667,Oreno Toscana 2017'.png,174.19549691724256,161.789278850572,150.30664308846013,6
668,Origini Brunello di Montalcino 2015'.png,69.44741895851854,55.30743168869804,48.97818902327851,4
669,Orizzonte 2015'.png,127.14610701913166,126.23537332266122,126.78853786258966,3
670,Ornato Barolo 2017'.png,148.31740359389838,141.5806353468612,140.08092898987596,0
671,Ovello Barbaresco 2018'.png,110.05120497539058,103.57003412427717,113.4736085727412,1
672,Pa' Riondo Valpolicella Ripasso Classico Superiore 2018'.png,146.4555209196401,93.44907389463367,108.50578732193478,7
673,Pajè Barbaresco 2015'.png,146.06658800964743,146.50904550551738,145.09646240515178,2
674,Pajè Barbaresco Vecchie Viti 2015'.png,136.97258805521093,121.6525216852847,114.99082871368094,3
675,Palazzi Rosso Toscana 2011'.png,135.66090602279235,112.36960822996109,97.22334825874037,7
676,Palazzi Rosso Toscana 2015'.png,144.31172686169313,103.90036705666542,117.57318955425502,7
677,Palazzo Contucci Vino Nobile di Montepulciano 2016'.png,142.65798947407157,137.8314543343484,132.4639203559914,0
678,Paleo 2018'.png,146.04462244818103,125.95593207704361,97.66260352347835,7
679,Papale Linea Oro Primitivo di Manduria 2019'.png,110.73646742329875,102.95390196031306,84.8327813437343,1
680,Patriglione 2013'.png,142.19639903872948,141.97717713932715,130.51893528764035,0
681,Paverno Amarone della Valpolicella Classico 2016'.png,173.95530695813116,161.26996000495566,147.9258299997075,6
682,Pàtrimo 2006'.png,103.45550324783778,105.1518987498542,113.32231246342272,1
683,Pegrandi Amarone della Valpolicella Classico 2013'.png,133.9858617742129,123.43451576149558,111.86636521018569,3
684,Pelagrilli Brunello di Montalcino 2015'.png,123.47566102838552,101.6028825820796,87.33953475937346,1
685,Per Sempre Syrah Toscana 2012'.png,123.36771711229,110.71982874845702,102.1251283116419,1
686,Percarlo 2016'.png,136.60133010734842,132.7417909496332,130.62213108440795,0
687,Permassimo 2016'.png,156.6246964771479,143.2270641423401,141.84240270976,2
688,Perpiero 2016'.png,156.69921591627286,139.62271296706916,122.9544888327005,5
689,Petraro 2017'.png,154.38670269247274,135.97468543580118,114.8545318742952,5
690,Petrucci Anfiteatro 2016'.png,157.96270114578007,155.1408765889411,153.71979606067197,2
691,Petrucci Melo 2016'.png,145.51079738927535,147.39441551663413,144.89995196145296,2
692,Petruccino 2018'.png,156.5203943844626,133.24239352800168,127.18314031782027,5
693,Pettinociarelle Rosso 2018'.png,150.49679260695305,144.52041446670592,147.357166053612,2
694,Pezzo Morgana Riserva Salice Salentino 2019'.png,173.0479124404568,145.9986027330399,137.19421270593014,5
695,Phenomena Brunello di Montalcino Riserva 2006'.png,150.84175193554378,146.38801993657944,133.04638766175228,5
696,Phi 20 Anni 2014'.png,151.2657393021952,125.25771005062126,92.26219020211198,7
697,Piaggione Brunello di Montalcino 2016'.png,148.9281311079076,140.9009943047899,134.76304549605783,0
698,Piaggione Brunello di Montalcino Riserva 2013'.png,168.13655517397385,155.5166704331362,141.13974237425245,5
699,Pian delle Vigne Brunello di Montalcino 2012'.png,98.12521516531655,77.11486548869058,74.09721110956117,4
700,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2015'.png,157.62080214577105,153.3024807444734,134.2612091750876,5
701,Piano Montevergine Taurasi 2001'.png,144.21774487388137,136.2669823405159,133.4365820476957,0
702,Pietro Dal Cero Amarone della Valpolicella 2015'.png,118.47840872215212,106.4091069374031,90.32878940890568,1
703,Pietro Junior Amarone della Valpolicella 2018'.png,156.41388685151966,152.92254248474944,149.9709838602121,2
704,Pieve Santa Restituta Brunello di Montalcino 2013'.png,131.57041728123124,118.21088879307614,92.1384720066239,7
705,Pieve Santa Restituta Rennina Brunello di Montalcino 2015'.png,119.12823286265478,118.202215347599,114.77997664215951,3
706,Pieve Santa Restituta Sugarille Brunello di Montalcino 2013'.png,146.31104071436522,149.50241543942434,150.54117983261864,2
707,Piè del Monaco Primitivo 2017'.png,150.37868189168196,102.23685237594043,93.97662310945691,7
708,Pignolo 2011'.png,128.28774306191656,118.68517731688753,120.44267618669038,3
709,Pilarocca Cesanese del Piglio Riserva 2015'.png,159.7968272526085,151.3383824414679,139.60886791318092,2
710,Pinéro 2015'.png,133.3994213723956,131.37123584112962,145.5877990386408,0
711,Pinot Nero 2016'.png,160.89459465201216,153.49706518239313,141.66501498460457,2
712,Pira Barolo 2015'.png,134.92196818902397,134.7056203974677,132.15473884806403,0
713,Podernovi Brunello di Montalcino 2016'.png,123.81373619207713,123.00704909469265,123.19032893395952,3
714,Poggetto di Sopra Nobile di Montepulciano 2016'.png,128.09508187280258,52.1510690206826,31.93812768463424,4
715,Poggiarelli Brunello di Montalcino 2016'.png,154.74410798419206,154.77299090881277,140.21054162913623,2
716,Poggio Ai Chiari 2006'.png,121.7024497473646,114.20646937480741,114.74806162658619,3
717,Poggio Al Vento Brunello di Montalcino Riserva 2001'.png,172.87515934087082,148.32139110647847,88.4824019687945,7
718,Poggio Alle Nane Maremma Toscana 2019'.png,143.40938602476479,130.22260940405087,119.05709554663258,0
719,Poggio Rosso Gran Selezione Chianti Classico 2016'.png,163.20306076732967,143.32394422443102,138.4359561104813,5
720,Poggio all'Oro Brunello di Montalcino Riserva 1990'.png,146.1760055658062,125.68916370561097,109.45420148273077,7
721,Poggio delle Rosé Riserva Chianti Classico 2010'.png,146.82871188878772,119.62996850739101,102.60227185825951,7
722,Poliphemo Taurasi 2014'.png,151.21210006593125,119.13875797066902,119.157991692236,7
723,Pomona Brunello di Montalcino 2011'.png,180.80037004808318,160.54029558941428,144.85084008391485,6
724,Pomorosso Barbera d'Asti 2009'.png,151.0085549678209,138.12696023172717,115.02665174751849,0
725,Pomorosso Nizza 2018'.png,152.73192467957224,136.62554217828452,114.59422644572403,5
726,Poppóne 2018'.png,130.21194337551552,87.88356922161523,73.61259558831635,1
727,Pònkler 2016'.png,134.92911215198316,118.29956785678485,102.62606980724553,7
728,Praepositus Pinot Nero Riserva 2018'.png,151.49952231990005,145.17790287017297,126.30174010937407,5
729,Predappio Massera 2011'.png,132.3740657403572,122.99439236550455,113.86655736156905,3
730,Predappio Raggio Brusa 2013'.png,126.17857086697308,107.6551667159311,99.25884071616724,1
731,Primitivo - Negroamaro 2020'.png,104.34607018093554,100.13083960184335,101.04415500088325,1
732,Primitivo 2018'.png,123.3532313522405,118.55097910042451,116.70559905331748,3
733,Primitivo 2020'.png,174.08290966591466,166.44375052357302,157.97935913164918,6
734,Primitivo Salento 2019'.png,99.02164265596544,100.24166716857164,123.39400971138373,1
735,Primitivo di Manduria 2016'.png,150.0013492002814,118.5643285309709,103.38019290809186,7
736,Primitivo di Manduria Riserva 2017'.png,104.52122248813023,86.5713053447325,72.49422889541275,4
737,Primitivo di Manduria Riserva 2019'.png,122.82742535449472,117.38917471645908,108.99008408083553,3
738,Pugnitello 2018'.png,148.1439368190955,147.73959457395992,150.67711669638146,2
739,Punta di Villa Amarone della Valpolicella Classico 2014'.png,131.99008254321149,133.2319480023614,131.0090307640366,0
740,Puro Puglia Primitivo 2020'.png,148.93079936668573,147.2555092347991,142.4763804986637,2
741,Quaranta Cinque Montepulciano d'Abruzzo 2019'.png,134.6749761698483,134.3652921927078,147.4555892248605,0
742,Quarto Vecchio Amarone della Valpolicella Classico 2015'.png,162.75726974164607,160.68652122305343,151.02903942946915,6
743,Quorum Barbera d'Asti 2001'.png,127.0873028263742,117.19013515555726,108.14259765962453,3
744,Ravera 2015'.png,158.55481866562226,153.17302603139515,154.3406887141919,2
745,Re Diale Rosso 2017'.png,119.65163974479005,121.5441080956455,127.67460301610163,3
746,Re Ludio Rosso 2017'.png,159.37224960520294,146.2307977655167,138.77991404318087,5
747,Recioto della Valpolicella 2017'.png,143.31558090879474,127.78918224487639,123.07035489086893,0
748,Redigaffi Toscana 2000'.png,150.220562478325,128.30401766358136,119.63224280179053,0
749,Regina del Bosco 2016'.png,186.5144923871744,178.2338113209043,169.24980938160166,6
750,Resa 56 Barolo 2014'.png,152.67019675227368,153.526998831081,146.11711945704786,2
751,Ripa della Volta Amarone della Valpolicella 2015'.png,108.49160599525003,105.89124774600755,99.83842104851378,1
752,Ripassa Valpolicella Ripasso Superiore 2016'.png,119.72721318768446,105.44855810476739,92.77434818566445,1
753,Ripe al Convento Brunello di Montalcino Riserva 2000'.png,123.68227664283818,107.34453505581551,94.83599042222883,1
754,Riserva Barolo 2013'.png,152.42729733108803,150.1299706826255,138.52509674838635,2
755,Riserva Brunello di Montalcino 2004'.png,140.85187626022275,139.50627226042562,138.32972554990232,0
756,Riserva Cannonau di Sardegna 2010'.png,99.21128725136214,65.24451999638156,65.92779304346786,4
757,Riserva Colle Maggio Montepulciano d'Abruzzo 2016'.png,113.35762961192802,103.76855183820197,83.11536167648882,1
758,Riserva Puro Sangue 2014'.png,126.55463884387338,115.43778871979544,107.12686555006006,3
759,Riserva Vigna Fontelontano Brunello di Montalcino 2013'.png,181.60431997135439,152.1813831817045,129.86224090513466,5
760,Riserva Vigna le Macchiarelle Brunello di Montalcino 2007'.png,126.44350704685591,115.85613608598685,103.80317343043636,3
761,Roboris Taurasi 2015'.png,158.80891218138638,143.88241386496074,149.23110121093208,2
762,Rocche dell'Annunziata Barolo Riserva 2013'.png,122.58838869761793,93.65821725870642,88.61925040024867,1
763,Rocche dell'Annunziata Torriglione Barolo 2001'.png,120.29807783320717,109.51895182897158,117.00242220406992,3
764,Rocche di Castiglione Barolo 2016'.png,132.98989068204412,126.03097669467682,124.3779799231511,3
765,Rocche di Castiglione Barolo 2017'.png,138.4306443930917,130.91678549525056,107.55738259729596,7
766,Roero Valmaggiore Riserva 2017'.png,145.89585597443758,143.11130580706185,145.47642868983218,2
767,Roggio del Filare Rosso Piceno Superiore 2018'.png,172.58298112935142,134.7391565811718,117.8731313693423,5
768,Romitorio di Santedame Toscana 2007'.png,155.04214042034653,150.0264194420844,149.3525619301592,2
769,Ronchedone Rosso 2019'.png,132.49825433406585,121.50559755097899,133.27880610764907,0
770,Roncicone Chianti Classico Gran Selezione 2017'.png,150.80412614431805,142.35534350596467,128.9037597701034,0
771,Rose delle Casasse Barbaresco Riserva 2015'.png,161.15042760557702,158.92157644674137,136.76536795920182,5
772,Rosone 2019'.png,128.6169763791049,93.20442326482704,66.89803266310264,1
773,Rossini Conero Riserva 2016'.png,59.209357368578154,53.83595452854904,47.18577116038266,4
774,Rosso 17° 2019'.png,168.394429836619,168.64115749128385,168.38340773366002,6
775,Rosso 2013'.png,116.63606881672413,115.854709552483,112.57086656857537,3
776,Rosso 2015'.png,138.3979768638256,125.52970767862651,117.77202134572417,3
777,Rosso 2017'.png,131.31628943693903,92.47598190295501,79.01812104710704,1
778,Rosso Toscana 2016'.png,147.81156725448093,144.43512826231236,133.98416817734747,0
779,Rosso di Montalcino 2017'.png,168.40583013081002,159.27211400371567,132.71845755725897,5
780,Rosso di Montalcino 2018'.png,178.2827587387296,174.207627901443,168.4179773045772,6
781,Rosso di Montalcino 2019'.png,169.6124417375001,165.55012273403756,156.2729638027201,6
782,Ròche d'Ampsèj Roero Riserva 2004'.png,121.19245123447448,93.68669516208638,91.72955370883501,1
783,Rubatsch Lagrein 2019'.png,166.19901977216455,132.83716572716085,125.4197519261952,5
784,Rubesco Vigna Monticchio Torgiano Rosso Riserva 2016'.png,149.96706145654903,131.63430267766174,132.18708823035902,0
785,Rujno Rosso 1999'.png,111.546370366478,112.40639474978798,118.62335351860527,3
786,S.to Ippolito 2019'.png,156.44981192316484,143.24239917229437,131.69889599517987,5
787,Saffredi 2019'.png,142.9809193811769,139.3199597369392,132.359969089309,0
788,Sagrantino di Montefalco 2016'.png,155.83673621265834,145.37907794872302,134.21166523196615,5
789,Sammarco 2016'.png,160.10129482041862,149.5827397521052,132.77781596599038,5
790,San Giovanni Barolo 2016'.png,147.72963142172935,120.46049974991803,94.91629997002622,7
791,San Leonardo 2016'.png,157.71352369266103,139.755583129523,131.1191146333067,5
792,San Placido Faro 2012'.png,100.6610364976176,95.71608626537378,95.14222762927548,1
793,San Stunet S. Stefanetto Barbaresco 2016'.png,164.59169921651696,145.5684193287897,139.77156433294445,5
794,Sandro Fay Ronco del Picchio Sforzato di Valtellina 2018'.png,170.18238080084183,166.36987677291793,158.91278584265493,6
795,Sansì Antologia 2017'.png,99.38464167063239,82.06086765322434,68.03646081330216,4
796,Sant'Uberto Bolgheri Superiore 2017'.png,182.64262336281874,169.5545514034918,157.79987066004796,6
797,Santa.Ne 2008'.png,142.7302670559341,114.12969207955145,96.6935454530625,7
798,Santufili Primitivo 2017'.png,128.26131414375246,141.78655595993715,133.8855964664477,0
799,Sapaio Bolgheri Superiore 2017'.png,159.98339447560335,136.59883624501367,128.3554866469718,5
800,Sarmassa Barolo 2013'.png,134.49512547118653,133.36036800752328,134.18608766354646,0
801,Sarmassa Barolo 2016'.png,152.39955546499752,151.6812108447192,139.578190080847,2
802,Sassella Rocce Rosse Riserva 2013'.png,145.03506228267213,116.87126978341341,106.86592895611558,7
803,Sassella Vigna Regina Riserva 2013'.png,180.99621806098864,140.98028399811966,64.28520281983484,7
804,Sassicaia 1987'.png,156.91161493643733,148.88159527545608,144.02506590119353,2
805,Sassoalloro Oro 2019'.png,158.5935319189716,111.84282155358801,100.00611535086102,7
806,Sassontino 2006'.png,127.65221502191021,120.63989389915758,121.88386275467315,3
807,Scaia Paradiso 2018'.png,119.53660527219267,98.41360726666865,87.38282403600799,1
808,Schidione 2011'.png,159.22217798028112,101.69635696330445,95.45049019481971,7
809,Schioppettino 2011'.png,129.53982962902745,120.74885388394257,122.35331353638664,3
810,Schioppettino 2015'.png,160.26129849238836,125.51056204866087,121.077883013128,5
811,Scipio 2016'.png,135.53907800581598,136.95326149213582,139.42420282480848,0
812,Scrio 2017'.png,144.68090230594876,142.1593812681375,144.5378376340829,2
813,Seifile 2007'.png,168.74273516787844,147.72540223808215,149.35377265778934,2
814,Semel Pater 2019'.png,147.22080208628512,128.9143645441685,119.89389994530367,0
815,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2013'.png,133.59640713731787,124.1309152748989,124.30891500293271,3
816,Sergio Zingarelli Chianti Classico Gran Selezione 2015'.png,146.14910423761094,137.96186787459678,136.89777207829206,0
817,Serpico 2005'.png,134.29368126864816,118.6160399787442,97.97792254775005,7
818,Serradenari Barolo 2017'.png,143.56995512923405,140.12060022957243,133.05888915885976,0
819,Settebraccia 2018'.png,153.48063247672178,150.3172554057826,145.64733246628808,2
820,Sezzana 2006'.png,158.01048933863808,153.68116474833985,138.1405975851966,2
821,Sforzato 2015'.png,121.09111977571911,121.72561966247466,151.87518278588198,0
822,Sfursat 2017'.png,158.3514259142267,144.37546641879194,138.34532572442617,5
823,Shardana 2013'.png,96.59427230066774,106.25018218607862,106.7791621697989,1
824,Siepi 2018'.png,84.60464427756513,69.16029087079762,70.27404689262364,4
825,Simison Amarone della Valpolicella Classico 2016'.png,103.18382279966976,85.65937133201311,77.66421063613474,4
826,Sister Moon 2016'.png,112.57986412521386,112.85303031648243,105.94830982530448,1
827,Solare Toscana 2015'.png,160.76936275298226,149.61132310089366,136.06280902583188,5
828,Solaria Jonica 1959'.png,159.4000238046808,111.83160689355785,74.73267245332399,7
829,Solengo 2018'.png,127.61094696326235,117.25720018837195,115.08126351042284,3
830,Solèr 2019'.png,140.42882217821474,139.36182121770207,135.29560835202398,0
831,Solo 2015'.png,143.7735464865589,138.43838792400038,134.90902940551993,0
832,Somnio Brunello di Montalcino 2015'.png,160.05835712623823,151.9705957857344,149.88858120904175,2
833,Son Montenidoli Rosso 2015'.png,165.9777786809819,162.01023875149824,152.66931792249756,6
834,Sonetto Primitivo di Manduria Riserva 2014'.png,149.38733005233507,149.79823896392847,146.3947736501072,2
835,Sor Ugo Bolgheri Superiore 2018'.png,142.07123565310468,133.19046512419723,136.80429817809087,0
836,Sorgente Brunello di Montalcino 2015'.png,171.2575141424012,169.22461945883026,167.34150233506293,6
837,Sorì San Lorenzo 2009'.png,134.36746853606536,132.94645122484704,132.7801386405034,0
838,Sorì San Lorenzo 2013'.png,120.60118915415728,122.1626063120478,127.3725164095769,3
839,Sorì Tildìn (Barbaresco) Langhe 2005'.png,120.57252641868348,121.30088524781986,125.26942392870086,3
840,Sotirio 2011'.png,141.23118976577234,140.66050473875384,147.03464463177275,0
841,Sòdole 2015'.png,171.21659807620907,161.10647502908222,154.12296677941575,6
842,Sperss Barolo 2001'.png,151.02425888463597,144.29253149650293,137.10499453907232,2
843,Sperss Barolo 2013'.png,134.62196064965264,133.47889143168416,134.44171338237533,0
844,Staffes Lagrein 2018'.png,145.4352611252561,141.1598637816612,139.71507997144965,0
845,Stèfen 1624 2016'.png,132.43884482676378,130.530662942674,122.61004127811972,3
846,Stilio Primitivo di Manduria 2020'.png,113.78934980494553,103.00655710415533,105.6090439370148,1
847,Storico 2012'.png,136.38894804081204,125.32452388467243,109.49101652839808,3
848,Strada al Sasso Chianti Classico Gran Selezione 2018'.png,166.42224390178774,160.3774374685529,149.14050353917398,6
849,Stropa Amarone della Valpolicella 2012'.png,149.92705378780002,148.2652590613675,140.47947103180778,2
850,Suadens Campania Rosso 2020'.png,115.45552970231861,96.39855713744795,88.68385674000083,1
851,Suisassi Syrah 2017'.png,108.55944427444565,105.32859880151352,109.77742187235577,1
852,SummuS 2017'.png,130.79478842768123,118.89690621837221,111.03248821284326,3
853,Symbol Primitivo 2016'.png,160.52215933123887,137.1174015877701,134.99959010331565,5
854,Syrah 2015'.png,148.72217247263515,131.09737502761234,127.14754430863152,0
855,Syrah Toscana 2006'.png,137.7667634168786,118.88229472886196,117.89563982507487,3
856,Syrah Toscana Collezione Privata 2018'.png,120.39263455121856,112.06568222017883,98.84965847224602,1
857,Taffe Tà 2012'.png,141.39715343669405,104.23974290068064,70.16905300771843,7
858,Taurasi Radici 2015'.png,131.82136782734813,110.25167817172915,103.44001789243514,3
859,Tecnica del Salasso Tre di Tre 2019'.png,119.58991596284362,109.3572311280786,105.25772180700093,1
860,Tenuta Guado al Tasso Bolgheri Superiore 1999'.png,143.63693118414915,133.8162023074934,131.02770699359735,0
861,Tenuta Guado al Tasso Cont'Ugo Bolgheri 2019'.png,152.04588392874084,141.7929684492124,132.071298429494,5
862,Tenuta Guado al Tasso Il Bruciato Bolgheri 2020'.png,141.43581652494686,124.32965352279415,109.6679480227902,7
863,Tenuta Guado al Tasso Matarocchio 2011'.png,160.37933702953055,147.80678346441084,131.58838842486813,5
864,Tenuta Montebello Picconero 2010'.png,170.6825578811542,164.3482118187888,160.86510370480653,6
865,Tenuta Montebello Picconero 2015'.png,133.85515149230406,146.97789621669165,143.2688812408885,0
866,Tenuta Nuova Brunello di Montalcino 2010'.png,156.84285878847393,144.3044711440254,123.92969227530173,5
867,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016'.png,165.40744253885342,152.38834818127444,146.73762003609798,2
868,Tenuta Tignanello 'Solaia' 2015'.png,150.64919881088716,128.5101025472041,119.27687303473748,0
869,Tenute del Pojo Imperium Riserva Montepulciano d'Abruzzo 2016'.png,96.20848715160217,97.63947459915995,94.97228016637276,1
870,Terlo Barolo 2017'.png,101.27519614560472,97.05840842332668,78.9400998864249,4
871,Terlo Vigna Costa Grimaldi Barolo 2017'.png,147.9181694740635,145.4340118157671,137.08275338240182,2
872,Teroldego 2017'.png,141.98630762783029,118.36122036400172,75.34052839689609,7
873,Terra d'Eclano Aglianico Irpinia 2019'.png,117.30330079619415,120.09211414505253,118.47083630916931,3
